
[00:00:00.000 --> 00:00:04.080]   Welcome to lesson 12.
[02:13:53.900 --> 02:13:57.820]   once we get past the world of Python here, that people are going to start doing a lot
[02:13:57.820 --> 02:14:03.300]   of really interesting things where you integrate deep learning into applications. And right
[02:14:03.300 --> 02:14:09.860]   now the application world and the ML world are different. I mean, people literally export
[02:14:09.860 --> 02:14:16.060]   their model into like an ONNX or TF serving or whatever, and dump it into some C++ thing
[02:14:16.060 --> 02:14:20.060]   where it's a whole new world. It's a completely different world. And so now you have this
[02:14:20.060 --> 02:14:26.700]   barrier between the training, the learning and the ML pieces. And you have the application
[02:14:26.700 --> 02:14:30.060]   pieces. And often these are different teams or different people thinking about things
[02:14:30.060 --> 02:14:34.180]   in different ways. And breaking down those kinds of barriers, I think is a really big
[02:14:34.180 --> 02:14:37.060]   opportunity that enables new kinds of work to be done.
[02:14:37.060 --> 02:14:38.060]   Very powerful.
[02:14:38.060 --> 02:14:43.720]   And that leads well into the next pair of questions. Does it make sense to spend efforts
[02:14:43.720 --> 02:14:48.180]   learning and writing in Swift only, or is it worth to have some understanding of C++
[02:14:48.180 --> 02:14:53.180]   as well to be good in numerical computations? And then secondly, after going through some
[02:14:53.180 --> 02:14:57.820]   of the Swift documentations, it seems like it's a very versatile language. If I understand
[02:14:57.820 --> 02:15:02.260]   correctly, deep learning, robotics, web development, and systems programming all seem well under
[02:15:02.260 --> 02:15:07.080]   its purview. Do you foresee Swift's influence flourishing in all these separate areas and
[02:15:07.080 --> 02:15:10.700]   allowing for a tighter and more fluid development between disciplines?
[02:15:10.700 --> 02:15:16.500]   Sure. So I think these are two sides of the same coin. I totally agree with Jeremy. Learning
[02:15:16.500 --> 02:15:23.060]   new programming languages is good just because often you learn to think about things in a
[02:15:23.060 --> 02:15:28.900]   new way, or they open up new kinds of approaches, and having more different kinds of mental
[02:15:28.900 --> 02:15:32.140]   frameworks gives you the ability to solve problems that otherwise you might not be able
[02:15:32.140 --> 02:15:41.620]   to do. And so learning C++ in the abstract is a good thing. Having to use C++ is a little
[02:15:41.620 --> 02:15:45.220]   bit of a different thing, in my opinion. And so C++ has lots of drawbacks.
[02:15:45.220 --> 02:15:47.780]   This is coming from somebody who's written a C++ compiler.
[02:15:47.780 --> 02:15:53.380]   I've written way too much C++ myself, and maybe I'm a little bit damaged here, but C++
[02:15:53.380 --> 02:15:58.460]   is a super complicated language. It's also full of memory safety problems and security
[02:15:58.460 --> 02:16:03.100]   vulnerabilities and a lot of other things that are pretty well known. It's a great language.
[02:16:03.100 --> 02:16:07.580]   It supports tons of really important work, but one of the goals with Swift is to be a
[02:16:07.580 --> 02:16:12.460]   full stack language and really span from the scripting all the way down to the things C++
[02:16:12.460 --> 02:16:18.380]   is good at, and getting C++-level performance in the same language that you can do high-level
[02:16:18.380 --> 02:16:25.380]   machine learning frameworks in is pretty cool. I think that that's one of the really unique
[02:16:25.380 --> 02:16:32.300]   aspects of Swift, is it was designed for compilation, for usability, for accessibility, and I'm
[02:16:32.300 --> 02:16:34.660]   not aware of a system that's similar in that way.
[02:16:34.660 --> 02:16:36.500]   Great. I'm really looking forward to it.
[02:16:36.500 --> 02:16:37.500]   Can we ask one more question?
[02:16:37.500 --> 02:16:45.020]   I think we're out of time. Sorry. Yeah. One more question next time. Thanks, everybody.
[02:16:45.020 --> 02:16:46.620]   Thank you, Chris Latner, and we'll see you next week.
[02:16:46.620 --> 02:16:49.660]   [APPLAUSE]

