
[00:00:00.000 --> 00:00:00.760]   You know who drank?
[01:06:28.000 --> 01:06:29.000]   And I'm just like, uh-huh.
[01:06:29.000 --> 01:06:30.000]   Yeah.
[01:06:30.000 --> 01:06:31.000]   Yeah.
[01:06:31.000 --> 01:06:32.000]   That's cool.
[01:06:32.000 --> 01:06:39.000]   No, I, I, I'm my favorite is I used to do this a lot.
[01:06:39.000 --> 01:06:47.660]   I haven't done it in a while is a full busy day nap at home, box of wine on the treadmill
[01:06:47.660 --> 01:06:51.000]   and do that until like midnight watching TV, box of wine.
[01:06:51.000 --> 01:06:52.880]   Box of wine on a treadmill.
[01:06:52.880 --> 01:06:53.880]   It's the best.
[01:06:53.880 --> 01:06:54.880]   How are you?
[01:06:54.880 --> 01:06:55.880]   Wait, how are you sipping it?
[01:06:55.880 --> 01:06:56.880]   Jake?
[01:06:56.880 --> 01:06:57.880]   I don't know if you're a box, but you have a box.
[01:06:57.880 --> 01:06:58.880]   The box fits on the corner on the treadmill.
[01:06:58.880 --> 01:06:59.880]   Of course it does.
[01:06:59.880 --> 01:07:00.880]   So you just got a little spigot.
[01:07:00.880 --> 01:07:01.880]   Yeah.
[01:07:01.880 --> 01:07:04.880]   And you just sit there and just put on like guys, grocery games or like just something.
[01:07:04.880 --> 01:07:05.880]   It's like a.
[01:07:05.880 --> 01:07:06.880]   You walking or are you running?
[01:07:06.880 --> 01:07:07.880]   I walk, I walk at like a three, five.
[01:07:07.880 --> 01:07:08.880]   So what'll happen is if you start at three, start at three, casual walk, 20 minutes, you're
[01:07:08.880 --> 01:07:09.880]   gonna mile in and then you, and you're gonna feel loose.
[01:07:09.880 --> 01:07:10.880]   Get up to a three, five.
[01:07:10.880 --> 01:07:11.880]   You can do seven miles on these things and just, and just, and you're just enjoying your
[01:07:11.880 --> 01:07:12.880]   night.
[01:07:12.880 --> 01:07:13.880]   Especially like my wife back in the day when we lived in our old house, my wife would come
[01:07:13.880 --> 01:07:14.880]   into the man cave and she'd sit on the couch and we watched TV together.
[01:07:14.880 --> 01:07:15.880]   Yeah.
[01:07:15.880 --> 01:07:16.880]   And like watch Game of Thrones and you just like for an hour and you just get on the treadmill
[01:07:16.880 --> 01:07:17.880]   and do it.
[01:07:17.880 --> 01:07:18.880]   Oh man.
[01:07:18.880 --> 01:07:19.880]   I, I loved having done that as much lately.
[01:07:19.880 --> 01:07:20.880]   That was the fucking best.
[01:07:20.880 --> 01:07:21.880]   So you're gonna lose yourself.
[01:07:21.880 --> 01:07:22.880]   You're gonna forget yourself.
[01:07:22.880 --> 01:07:23.880]   You forget you're on a treadmill.
[01:07:23.880 --> 01:07:24.880]   Yeah.
[01:07:24.880 --> 01:07:25.880]   And you just start like walking and you're sweating and you're, and you're having a
[01:07:25.880 --> 01:07:26.880]   hard time.
[01:07:26.880 --> 01:07:27.880]   Yeah.
[01:07:27.880 --> 01:07:28.880]   And you're, and you're sweating and you're having a hard time.
[01:07:28.880 --> 01:07:29.880]   Yeah.
[01:07:29.880 --> 01:07:30.880]   And you're, and you're sweating and you're having a hard time.
[01:07:30.880 --> 01:07:31.880]   Yeah.
[01:07:31.880 --> 01:07:32.880]   And you're, and you're sweating and you're having a hard time.
[01:07:32.880 --> 01:07:33.880]   Yeah.
[01:07:33.880 --> 01:07:34.880]   And you're, and you're sweating and you're, and you're having a hard time.
[01:07:34.880 --> 01:07:35.880]   Yeah.
[01:07:35.880 --> 01:07:36.880]   And you're, and you're sweating and you're having a hard time.
[01:07:36.880 --> 01:07:37.880]   Yeah.
[01:07:37.880 --> 01:07:38.880]   And you're, and you're sweating and you're having a hard time.
[01:07:38.880 --> 01:07:39.880]   Yeah.
[01:07:39.880 --> 01:07:40.880]   And you're, and you're sweating and you're having a hard time.
[01:07:40.880 --> 01:07:41.880]   Yeah.
[01:07:41.880 --> 01:07:42.880]   And you're, and you're sweating and you're having a hard time.
[01:07:42.880 --> 01:07:43.880]   Yeah.
[01:07:43.880 --> 01:07:44.880]   And you're, and you're sweating and you're having a hard time.
[01:07:44.880 --> 01:07:45.880]   Yeah.
[01:07:45.880 --> 01:07:46.880]   And you're, and you're sweating and you're having a hard time.
[01:07:46.880 --> 01:07:47.880]   Yeah.
[01:07:47.880 --> 01:07:48.880]   And you're, and you're sweating and you're having a hard time.
[01:07:48.880 --> 01:07:49.880]   Yeah.
[01:07:49.880 --> 01:07:50.880]   And you're, and you're sweating and you're having a hard time.
[01:07:50.880 --> 01:07:51.880]   Yeah.
[01:07:51.880 --> 01:07:52.880]   And you're, and you're sweating and you're having a hard time.
[01:07:52.880 --> 01:07:53.880]   Yeah.
[01:07:53.880 --> 01:07:54.880]   And you're, and you're sweating and you're having a hard time.
[01:07:54.880 --> 01:07:55.880]   Yeah.
[01:07:55.880 --> 01:07:56.880]   And you're, and you're sweating and you're having a hard time.
[01:07:56.880 --> 01:07:57.880]   Yeah.
[01:07:57.880 --> 01:07:58.880]   And you're, and you're sweating and you're having a hard time.
[01:07:58.880 --> 01:07:59.880]   Yeah.
[01:07:59.880 --> 01:08:00.880]   And you're, and you're sweating and you're having a hard time.
[01:08:00.880 --> 01:08:01.880]   Yeah.
[01:08:01.880 --> 01:08:02.880]   And you're, and you're sweating and you're having a hard time.
[01:08:02.880 --> 01:08:03.880]   Yeah.
[01:08:03.880 --> 01:08:04.880]   And you're, and you're sweating and you're having a hard time.
[01:08:04.880 --> 01:08:05.880]   Yeah.
[01:08:05.880 --> 01:08:06.880]   And you're, and you're sweating and you're having a hard time.
[01:08:06.880 --> 01:08:07.880]   Yeah.
[01:08:07.880 --> 01:08:08.880]   And you're, and you're sweating and you're having a hard time.
[01:08:08.880 --> 01:08:09.880]   Yeah.
[01:08:09.880 --> 01:08:10.880]   And you're, and you're sweating and you're having a hard time.
[01:08:10.880 --> 01:08:11.880]   Yeah.
[01:08:11.880 --> 01:08:12.880]   And you're, and you're sweating and you're having a hard time.
[01:08:12.880 --> 01:08:13.880]   Yeah.
[01:08:13.880 --> 01:08:14.880]   And you're, and you're sweating and you're having a hard time.
[01:08:14.880 --> 01:08:15.880]   Yeah.
[01:08:15.880 --> 01:08:16.880]   And you're, and you're sweating and you're having a hard time.
[01:08:16.880 --> 01:08:17.880]   Yeah.
[01:08:17.880 --> 01:08:18.880]   And you're, and you're sweating and you're having a hard time.
[01:08:18.880 --> 01:08:19.880]   Yeah.
[01:08:19.880 --> 01:08:20.880]   And you're, and you're sweating and you're having a hard time.
[01:08:20.880 --> 01:08:21.880]   Yeah.
[01:08:21.880 --> 01:08:22.880]   And you're, and you're sweating and you're having a hard time.
[01:08:22.880 --> 01:08:23.880]   Yeah.
[01:08:23.880 --> 01:08:24.880]   And you're, and you're sweating and you're having a hard time.
[01:08:24.880 --> 01:08:25.880]   Yeah.
[01:08:25.880 --> 01:08:26.880]   And you're, and you're sweating and you're having a hard time.
[01:08:26.880 --> 01:08:27.880]   Yeah.
[01:08:27.880 --> 01:08:28.880]   And you're, and you're sweating and you're having a hard time.
[01:08:28.880 --> 01:08:29.880]   Yeah.
[01:08:29.880 --> 01:08:30.880]   And you're, and you're sweating and you're having a hard time.
[01:08:30.880 --> 01:08:31.880]   Yeah.
[01:08:31.880 --> 01:08:32.880]   And you're, and you're sweating and you're having a hard time.
[01:08:32.880 --> 01:08:33.880]   Yeah.
[01:08:33.880 --> 01:08:34.880]   And you're, and you're sweating and you're having a hard time.
[01:08:34.880 --> 01:08:35.880]   Yeah.
[01:08:35.880 --> 01:08:36.880]   And you're, and you're sweating and you're having a hard time.
[01:08:36.880 --> 01:08:37.880]   Yeah.
[01:08:37.880 --> 01:08:38.880]   And you're, and you're sweating and you're having a hard time.
[01:08:38.880 --> 01:08:39.880]   Yeah.
[01:08:39.880 --> 01:08:40.880]   And you're, and you're sweating and you're having a hard time.
[01:08:40.880 --> 01:08:41.880]   Yeah.
[01:08:41.880 --> 01:08:42.880]   And you're, and you're sweating and you're having a hard time.
[01:08:42.880 --> 01:08:43.880]   Yeah.
[01:08:43.880 --> 01:08:44.880]   And you're, and you're sweating and you're having a hard time.
[01:08:44.880 --> 01:08:45.880]   Yeah.
[01:08:45.880 --> 01:08:46.880]   And you're, and you're sweating and you're having a hard time.
[01:08:46.880 --> 01:08:47.880]   Yeah.
[01:08:47.880 --> 01:08:48.880]   And you're, and you're sweating and you're having a hard time.
[01:08:48.880 --> 01:08:49.880]   Yeah.
[01:08:49.880 --> 01:08:50.880]   And you're, and you're sweating and you're having a hard time.
[01:08:50.880 --> 01:08:51.880]   Yeah.
[01:08:51.880 --> 01:08:52.880]   And you're, and you're sweating and you're having a hard time.
[01:08:52.880 --> 01:08:53.880]   Yeah.
[01:08:53.880 --> 01:08:54.880]   And you're, and you're sweating and you're having a hard time.
[01:08:54.880 --> 01:08:55.880]   Yeah.
[01:08:55.880 --> 01:08:56.880]   And you're, and you're sweating and you're having a hard time.
[01:08:56.880 --> 01:08:57.880]   Yeah.
[01:08:57.880 --> 01:08:58.880]   And you're, and you're sweating and you're having a hard time.
[01:08:58.880 --> 01:08:59.880]   Yeah.
[01:08:59.880 --> 01:09:00.880]   And you're, and you're sweating and you're having a hard time.
[01:09:00.880 --> 01:09:01.880]   Yeah.
[01:09:01.880 --> 01:09:02.880]   And you're, and you're sweating and you're having a hard time.
[01:09:02.880 --> 01:09:03.880]   Yeah.
[01:09:03.880 --> 01:09:04.880]   And you're, and you're sweating and you're having a hard time.
[01:09:04.880 --> 01:09:05.880]   Yeah.
[01:09:05.880 --> 01:09:06.880]   And you're, and you're sweating and you're having a hard time.
[01:09:06.880 --> 01:09:07.880]   Yeah.
[01:09:07.880 --> 01:09:08.880]   And you're, and you're sweating and you're having a hard time.
[01:09:08.880 --> 01:09:09.880]   Yeah.
[01:09:09.880 --> 01:09:10.880]   And you're, and you're sweating and you're having a hard time.
[01:09:10.880 --> 01:09:11.880]   Yeah.
[01:09:11.880 --> 01:09:12.880]   And you're, and you're sweating and you're having a hard time.
[01:09:12.880 --> 01:09:13.880]   Yeah.
[01:09:13.880 --> 01:09:14.880]   And you're, and you're sweating and you're having a hard time.
[01:09:14.880 --> 01:09:15.880]   Yeah.
[01:09:15.880 --> 01:09:16.880]   And you're, and you're sweating and you're having a hard time.
[01:09:16.880 --> 01:09:17.880]   Yeah.
[01:09:17.880 --> 01:09:18.880]   And you're, and you're sweating and you're having a hard time.
[01:09:18.880 --> 01:09:19.880]   Yeah.
[01:09:19.880 --> 01:09:20.880]   And you're, and you're sweating and you're having a hard time.
[01:09:20.880 --> 01:09:21.880]   Yeah.
[01:09:21.880 --> 01:09:22.880]   And you're, and you're sweating and you're having a hard time.
[01:09:22.880 --> 01:09:23.880]   Yeah.
[01:09:23.880 --> 01:09:24.880]   And you're, and you're sweating and you're having a hard time.
[01:09:24.880 --> 01:09:25.880]   Yeah.
[01:09:25.880 --> 01:09:26.880]   And you're, and you're sweating and you're having a hard time.
[01:09:26.880 --> 01:09:27.880]   Yeah.
[01:09:27.880 --> 01:09:28.880]   And you're, and you're sweating and you're having a hard time.
[01:09:28.880 --> 01:09:29.880]   Yeah.
[01:09:29.880 --> 01:09:30.880]   And you're, and you're sweating and you're having a hard time.
[01:09:30.880 --> 01:09:31.880]   Yeah.
[01:09:31.880 --> 01:09:32.880]   And you're, and you're sweating and you're having a hard time.
[01:09:32.880 --> 01:09:33.880]   Yeah.
[01:09:33.880 --> 01:09:34.880]   And you're, and you're sweating and you're having a hard time.
[01:09:34.880 --> 01:09:35.880]   Yeah.
[01:09:35.880 --> 01:09:36.880]   And you're, and you're sweating and you're having a hard time.
[01:09:36.880 --> 01:09:37.880]   Yeah.
[01:09:37.880 --> 01:09:38.880]   And you're, and you're sweating and you're having a hard time.
[01:09:38.880 --> 01:09:39.880]   Yeah.
[01:09:39.880 --> 01:09:40.880]   And you're, and you're sweating and you're having a hard time.
[01:09:40.880 --> 01:09:41.880]   Yeah.
[01:09:41.880 --> 01:09:42.880]   And you're, and you're sweating and you're having a hard time.
[01:09:42.880 --> 01:09:43.880]   Yeah.
[01:09:43.880 --> 01:09:44.880]   And you're, and you're sweating and you're having a hard time.
[01:09:44.880 --> 01:09:45.880]   Yeah.
[01:09:45.880 --> 01:09:46.880]   And you're, and you're sweating and you're having a hard time.
[01:09:46.880 --> 01:09:47.880]   Yeah.
[01:09:47.880 --> 01:09:48.880]   And you're, and you're sweating and you're having a hard time.
[01:09:48.880 --> 01:09:49.880]   Yeah.
[01:09:49.880 --> 01:09:50.880]   And you're, and you're sweating and you're having a hard time.
[01:09:50.880 --> 01:09:51.880]   Yeah.
[01:09:51.880 --> 01:09:52.880]   And you're, and you're sweating and you're having a hard time.
[01:09:52.880 --> 01:09:53.880]   Yeah.
[01:09:53.880 --> 01:09:54.880]   And you're, and you're sweating and you're having a hard time.
[01:09:54.880 --> 01:09:55.880]   Yeah.
[01:09:55.880 --> 01:09:56.880]   And you're, and you're sweating and you're having a hard time.
[01:09:56.880 --> 01:09:57.880]   Yeah.
[01:09:57.880 --> 01:09:58.880]   And you're, and you're sweating and you're having a hard time.
[01:09:58.880 --> 01:09:59.880]   Yeah.
[01:09:59.880 --> 01:10:00.880]   And you're, and you're sweating and you're having a hard time.
[01:10:00.880 --> 01:10:01.880]   Yeah.
[01:10:01.880 --> 01:10:02.880]   And you're, and you're sweating and you're having a hard time.
[01:10:02.880 --> 01:10:03.880]   Yeah.
[01:10:03.880 --> 01:10:04.880]   And you're, and you're sweating and you're having a hard time.
[01:10:04.880 --> 01:10:05.880]   Yeah.
[01:10:05.880 --> 01:10:06.880]   And you're, and you're sweating and you're having a hard time.
[01:10:06.880 --> 01:10:07.880]   Yeah.
[01:10:07.880 --> 01:10:08.880]   And you're, and you're sweating and you're having a hard time.
[01:10:08.880 --> 01:10:09.880]   Yeah.
[01:10:09.880 --> 01:10:10.880]   And you're, and you're sweating and you're having a hard time.
[01:10:10.880 --> 01:10:11.880]   Yeah.
[01:10:11.880 --> 01:10:12.880]   And you're, and you're sweating and you're having a hard time.
[01:10:12.880 --> 01:10:13.880]   Yeah.
[01:10:13.880 --> 01:10:14.880]   And you're, and you're sweating and you're having a hard time.
[01:10:14.880 --> 01:10:15.880]   Yeah.
[01:10:15.880 --> 01:10:16.880]   And you're, and you're sweating and you're having a hard time.
[01:10:16.880 --> 01:10:17.880]   Yeah.
[01:10:17.880 --> 01:10:18.880]   And you're, and you're sweating and you're having a hard time.
[01:10:18.880 --> 01:10:19.880]   Yeah.
[01:10:19.880 --> 01:10:20.880]   And you're, and you're sweating and you're having a hard time.
[01:10:20.880 --> 01:10:21.880]   Yeah.
[01:10:21.880 --> 01:10:22.880]   And you're, and you're sweating and you're having a hard time.
[01:10:22.880 --> 01:10:23.880]   Yeah.
[01:10:23.880 --> 01:10:24.880]   And you're, and you're sweating and you're having a hard time.
[01:10:24.880 --> 01:10:25.880]   Yeah.
[01:10:25.880 --> 01:10:26.880]   And you're, and you're sweating and you're having a hard time.
[01:10:26.880 --> 01:10:27.880]   Yeah.
[01:10:27.880 --> 01:10:28.880]   And you're, and you're sweating and you're having a hard time.
[01:10:28.880 --> 01:10:29.880]   Yeah.
[01:10:29.880 --> 01:10:30.880]   And you're, and you're sweating and you're having a hard time.
[01:10:30.880 --> 01:10:31.880]   Yeah.
[01:10:31.880 --> 01:10:32.880]   And you're, and you're sweating and you're having a hard time.
[01:10:32.880 --> 01:10:33.880]   Yeah.
[01:10:33.880 --> 01:10:34.880]   And you're, and you're sweating and you're having a hard time.
[01:10:34.880 --> 01:10:35.880]   Yeah.
[01:10:35.880 --> 01:10:36.880]   And you're, and you're sweating and you're having a hard time.
[01:10:36.880 --> 01:10:37.880]   Yeah.
[01:10:37.880 --> 01:10:38.880]   And you're, and you're sweating and you're having a hard time.
[01:10:38.880 --> 01:10:39.880]   Yeah.
[01:10:39.880 --> 01:10:40.880]   And you're, and you're sweating and you're having a hard time.
[01:10:40.880 --> 01:10:41.880]   Yeah.
[01:10:41.880 --> 01:10:42.880]   And you're, and you're sweating and you're having a hard time.
