
[00:00:00.000 --> 00:00:08.480]   [VIDEO PLAYBACK]
[00:39:33.720 --> 00:39:37.360]   Like the code itself is typically quite simple,
[00:39:37.360 --> 00:39:40.360]   typically fairly small and self-contained.
[00:39:40.360 --> 00:39:41.960]   I think John Carmack had this nice phrase
[00:39:41.960 --> 00:39:43.360]   where it's like it's like the first time in history
[00:39:43.360 --> 00:39:45.480]   where like you can actually plausibly imagine
[00:39:45.480 --> 00:39:47.800]   writing AI with like 10,000 lines of code.
[00:39:47.800 --> 00:39:50.480]   And that like actually does seem plausible
[00:39:50.480 --> 00:39:54.040]   when you pair most training code bases down to the limit.
[00:39:54.040 --> 00:39:56.720]   But it doesn't take away from the fact
[00:39:56.720 --> 00:39:59.360]   that this is something we should really strive to measure
[00:39:59.360 --> 00:40:02.760]   and estimate like how progress might occur.
[00:40:02.760 --> 00:40:05.000]   Like we should be trying very, very hard right now
[00:40:05.000 --> 00:40:07.880]   to measure exactly how much of a software engineer's job
[00:40:07.880 --> 00:40:10.640]   is automatable and what the trend line looks like
[00:40:10.640 --> 00:40:12.720]   and be trying our hardest to project out those trend lines.
[00:40:12.720 --> 00:40:15.120]   - But with all due respect to software engineers,
[00:40:15.120 --> 00:40:18.760]   like you are not like writing a React front end, right?
[00:40:18.760 --> 00:40:19.600]   - Right.
[00:40:19.600 --> 00:40:20.960]   - So it's like, I don't know how this,
[00:40:20.960 --> 00:40:22.520]   like what is concretely happening?
[00:40:22.520 --> 00:40:24.640]   And maybe you can walk me through,
[00:40:24.640 --> 00:40:28.120]   walk me through like a day in the life of,
[00:40:28.120 --> 00:40:30.480]   like you're working on an experiment or project
[00:40:30.480 --> 00:40:32.720]   that's going to make the model quote unquote better.
[00:40:32.720 --> 00:40:33.560]   - Right.
[00:40:33.560 --> 00:40:35.840]   - Like what is happening from observation,
[00:40:35.840 --> 00:40:38.520]   to experiment, to theory, to like writing the code,
[00:40:38.520 --> 00:40:39.400]   what is happening?
[00:40:39.400 --> 00:40:40.920]   - And so I think one to contextualize here
[00:40:40.920 --> 00:40:44.440]   is that like I've primarily worked on inference so far.
[00:40:44.440 --> 00:40:47.920]   So a lot of what I've been doing is just taking
[00:40:47.920 --> 00:40:50.800]   or helping guide the pre-training process,
[00:40:50.800 --> 00:40:52.640]   such as we design a good model for inference
[00:40:52.640 --> 00:40:53.800]   and then making the model
[00:40:53.800 --> 00:40:55.200]   and like the surrounding system faster.
[00:40:55.200 --> 00:40:56.880]   I've also done some pre-training work around that,
[00:40:56.880 --> 00:40:58.760]   but that hasn't been like my 100% focus,
[00:40:58.760 --> 00:41:00.720]   but I can still describe what I do when I do that work.
[00:41:00.720 --> 00:41:01.560]   - I know, but sorry, let me interrupt and say--
[00:41:01.560 --> 00:41:03.240]   - So it's like two types of work, yeah.
[00:41:03.240 --> 00:41:04.960]   - In Karl Schulman's,
[00:41:04.960 --> 00:41:07.400]   like when he was talking about it on the podcast,
[00:41:07.400 --> 00:41:10.320]   he did say that things like improving inference
[00:41:10.320 --> 00:41:12.640]   or even literally having like better,
[00:41:12.640 --> 00:41:14.960]   helping it make better chips or GPUs,
[00:41:14.960 --> 00:41:16.960]   that's like part of the intelligence explosion.
[00:41:16.960 --> 00:41:17.800]   - Yeah.
[00:41:17.800 --> 00:41:19.520]   - 'Cause like obviously if the inference code runs faster,
[00:41:19.520 --> 00:41:21.520]   like it happens better or faster or whatever.
[00:41:21.520 --> 00:41:22.360]   - Right.
[00:41:22.360 --> 00:41:23.200]   - Anyway, sorry, go ahead.
[00:41:23.200 --> 00:41:24.040]   - Yeah.
[00:41:24.040 --> 00:41:26.920]   So what does concretely a day look like?
[00:41:26.920 --> 00:41:30.920]   I think the most important like part to illustrate
[00:41:30.920 --> 00:41:33.760]   is this cycle of coming up with an idea,
[00:41:33.760 --> 00:41:35.840]   proving it out at different points in scale
[00:41:35.840 --> 00:41:41.760]   and like interpreting and understanding what goes wrong.
[00:41:41.760 --> 00:41:44.080]   And I think most people would be surprised
[00:41:44.080 --> 00:41:46.200]   to learn just how much goes into interpret,
[00:41:46.200 --> 00:41:48.880]   like interpreting and understanding what goes wrong.
[00:41:48.880 --> 00:41:52.000]   'Cause the ideas, people have long lists of ideas
[00:41:52.000 --> 00:41:52.840]   that they want to try,
[00:41:52.840 --> 00:41:55.920]   not every idea that you think should work will work
[00:41:55.920 --> 00:41:57.760]   and trying to understand why that is, is quite difficult.
[00:41:57.760 --> 00:41:59.600]   And like working out what exactly you need to do
[00:41:59.600 --> 00:42:00.920]   to interrogate it.
[00:42:00.920 --> 00:42:02.840]   So, so much of it is like introspection
[00:42:02.840 --> 00:42:03.680]   about what's going on.
[00:42:03.680 --> 00:42:05.720]   It's not pumping out thousands and thousands
[00:42:05.720 --> 00:42:06.880]   and thousands of line of code.
[00:42:06.880 --> 00:42:11.680]   It's not like the difficulty in coming up with ideas even.
[00:42:11.680 --> 00:42:13.440]   I think many people have a long list of ideas
[00:42:13.440 --> 00:42:14.600]   that they want to try,
[00:42:14.600 --> 00:42:16.840]   but paring that down and shock calling
[00:42:16.840 --> 00:42:18.960]   under very imperfect information,
[00:42:18.960 --> 00:42:23.840]   what the right ideas to explore further is really hard.
[00:42:23.840 --> 00:42:25.280]   - Tell me more about,
[00:42:25.280 --> 00:42:27.160]   what do you mean by imperfect information?
[00:42:27.160 --> 00:42:28.720]   Are these early experiments?
[00:42:28.720 --> 00:42:31.920]   Are these, like, what is the information that you're-
[00:42:31.920 --> 00:42:34.040]   - So, so Demis mentioned this in his podcast.
[00:42:34.040 --> 00:42:36.160]   And also like, you obviously, it's like the GPT-4 paper
[00:42:36.160 --> 00:42:38.040]   where you have like scaling law increments
[00:42:38.040 --> 00:42:39.360]   and you can see like in the GPT-4 paper,
[00:42:39.360 --> 00:42:41.080]   they have like a bunch of like dots, right?
[00:42:41.080 --> 00:42:42.720]   Where they say we can estimate the performance
[00:42:42.720 --> 00:42:44.960]   of our final model, like using all of these dots
[00:42:44.960 --> 00:42:46.920]   and there's a nice curve that like flows through them.
[00:42:46.920 --> 00:42:50.640]   And Demis mentioned that we do this process of scaling up.
[00:42:50.640 --> 00:42:55.280]   Concretely, why is that imperfect information?
[00:42:55.280 --> 00:42:59.120]   Is you never actually know if the trend will hold.
[00:42:59.120 --> 00:43:02.080]   For certain architectures, the trend has held really well.
[00:43:02.080 --> 00:43:04.600]   And for certain changes, it's held really well.
[00:43:04.600 --> 00:43:06.520]   But that isn't always the case.
[00:43:06.520 --> 00:43:08.760]   And things which can help at smaller scales
[00:43:08.760 --> 00:43:10.680]   can actually hurt at larger scales.
[00:43:12.000 --> 00:43:17.000]   So making guesses based on what the trend lines look like
[00:43:17.000 --> 00:43:20.400]   and based on like your intuitive feeling of,
[00:43:20.400 --> 00:43:23.840]   okay, this is actually something that's going to matter.
[00:43:23.840 --> 00:43:26.360]   Particularly for those ones which help at the small scale.
[00:43:26.360 --> 00:43:27.840]   - That's interesting to consider that
[00:43:27.840 --> 00:43:30.120]   for every chart you see in a release paper
[00:43:30.120 --> 00:43:32.640]   or technical report that shows that smooth curve,
[00:43:32.640 --> 00:43:35.600]   there's a graveyard of like first neurons
[00:43:35.600 --> 00:43:36.440]   and then it's like flat or something.
[00:43:36.440 --> 00:43:37.680]   - Yeah, there's all these like other lines
[00:43:37.680 --> 00:43:38.920]   that go in like different directions,
[00:43:38.920 --> 00:43:40.760]   off like Taylor or something.
[00:43:40.760 --> 00:43:42.440]   - Yeah, it's crazy.
[00:43:42.440 --> 00:43:44.360]   Both like as a grad student and then also here.
[00:43:44.360 --> 00:43:46.760]   Like the number of experiments that you have to run
[00:43:46.760 --> 00:43:48.680]   before getting like a meaningful result.
[00:43:48.680 --> 00:43:51.360]   - Tell me, okay, so you,
[00:43:51.360 --> 00:43:53.480]   but presumably it's not just like you run it
[00:43:53.480 --> 00:43:56.740]   until it stops and then like, let's go to the next thing.
[00:43:56.740 --> 00:43:59.240]   There's some process by which to interpret the early data
[00:43:59.240 --> 00:44:02.120]   and also to look at your, like, I don't know.
[00:44:02.120 --> 00:44:03.880]   I could like put a Google Doc in front of you
[00:44:03.880 --> 00:44:05.800]   and I'm pretty sure you could just like keep typing
[00:44:05.800 --> 00:44:09.280]   for a while on like different ideas you have.
[00:44:09.280 --> 00:44:10.920]   And there's some bottleneck between that
[00:44:10.920 --> 00:44:14.040]   and just like making the models better immediately.
[00:44:14.040 --> 00:44:15.120]   - Right.
[00:44:15.120 --> 00:44:17.820]   - Yeah, walk me through like what is the inference
[00:44:17.820 --> 00:44:19.600]   you're making from the first early steps
[00:44:19.600 --> 00:44:21.720]   that makes you have better experiments and better ideas?
[00:44:21.720 --> 00:44:24.160]   - I think one thing that I didn't fully convey before
[00:44:24.160 --> 00:44:26.240]   was that I think a lot of like good research
[00:44:26.240 --> 00:44:27.080]   comes from working backwards
[00:44:27.080 --> 00:44:28.400]   from the actual problems that you want to solve.
[00:44:28.400 --> 00:44:30.160]   And there's a couple of like grand problems
[00:44:30.160 --> 00:44:33.840]   I suppose in like making the models better today
[00:44:33.840 --> 00:44:36.160]   that you would identify as issues
[00:44:36.160 --> 00:44:37.200]   and then like work from, okay,
[00:44:37.200 --> 00:44:40.120]   how could I like change it to achieve this?
[00:44:40.120 --> 00:44:43.320]   There's also a bunch of, when you scale,
[00:44:43.320 --> 00:44:45.720]   you run into things and you want to like fix behaviors
[00:44:45.720 --> 00:44:48.120]   or like issues at scale.
[00:44:48.120 --> 00:44:49.700]   And that like informs a lot of the research
[00:44:49.700 --> 00:44:52.000]   for the next increment and this kind of stuff.
[00:44:52.000 --> 00:44:54.800]   So concretely the barrier
[00:44:54.800 --> 00:44:56.240]   is a little bit software engineering,
[00:44:56.240 --> 00:44:58.640]   like often having a code base that's large
[00:44:58.640 --> 00:45:02.160]   and sort of capable enough that it can support
[00:45:02.160 --> 00:45:03.920]   many people doing research at the same time
[00:45:03.920 --> 00:45:05.000]   makes it complex.
[00:45:05.000 --> 00:45:06.360]   If you're doing everything by yourself,
[00:45:06.360 --> 00:45:07.720]   your iteration pace is going to be much faster.
[00:45:07.720 --> 00:45:09.800]   I've heard that like Alec Radford, for example,
[00:45:09.800 --> 00:45:12.360]   like famously did much of the pioneering work at OpenAI.
[00:45:12.360 --> 00:45:14.280]   He like mostly works out of like a Jupiter notebook
[00:45:14.280 --> 00:45:16.680]   and then like has someone else who like writes
[00:45:16.680 --> 00:45:18.600]   and productionizes that code for him.
[00:45:18.600 --> 00:45:20.600]   I don't know if that's true or not.
[00:45:20.600 --> 00:45:21.880]   But like that kind of stuff,
[00:45:21.880 --> 00:45:25.320]   like actually operating with other people
[00:45:25.320 --> 00:45:28.680]   makes it, raises the complexity a lot
[00:45:28.680 --> 00:45:31.320]   because not for natural reasons,
[00:45:31.320 --> 00:45:33.600]   like familiar to like every software engineer.
[00:45:34.720 --> 00:45:38.440]   And then the inherent running,
[00:45:38.440 --> 00:45:40.040]   like running and launching those experiments is easy,
[00:45:40.040 --> 00:45:43.000]   but there's inherent time, like slows downs induced by that.
[00:45:43.000 --> 00:45:45.520]   So you often wanna be paralyzing multiple different streams
[00:45:45.520 --> 00:45:47.800]   'cause one, you can't like be totally focused
[00:45:47.800 --> 00:45:49.480]   on one thing necessarily.
[00:45:49.480 --> 00:45:52.480]   You might not have like fast enough feedback cycles.
[00:45:52.480 --> 00:45:53.800]   And then intuiting what went wrong
[00:45:53.800 --> 00:45:54.920]   is actually really hard.
[00:45:54.920 --> 00:45:57.880]   Like working out what, like this is in many respects
[00:45:57.880 --> 00:45:59.680]   the problem that the team that Trenton is on
[00:45:59.680 --> 00:46:01.040]   is trying to better understand
[00:46:01.040 --> 00:46:03.160]   is like what is going on inside these models.
[00:46:03.160 --> 00:46:05.040]   We have inferences and understanding
[00:46:05.040 --> 00:46:07.360]   and like head canon for why certain things work,
[00:46:07.360 --> 00:46:09.520]   but it's not an exact science.
[00:46:09.520 --> 00:46:11.600]   And so you have to constantly be making guesses
[00:46:11.600 --> 00:46:13.200]   about why something might've happened,
[00:46:13.200 --> 00:46:14.480]   what experiment might reveal,
[00:46:14.480 --> 00:46:16.000]   whether that is or isn't true.
[00:46:16.000 --> 00:46:18.560]   And that's probably the most complex part.
[00:46:18.560 --> 00:46:23.160]   The performance work by comparatively is easier,
[00:46:23.160 --> 00:46:24.400]   but harder in other respects.
[00:46:24.400 --> 00:46:26.760]   It's just a lot of low level
[00:46:26.760 --> 00:46:28.560]   and like difficult engineering work.
[00:46:28.560 --> 00:46:31.440]   - Yeah, I agree with a lot of that.
[00:46:31.440 --> 00:46:33.080]   But even on the interpretability team,
[00:46:33.080 --> 00:46:35.400]   I mean, especially with Chris Ola leading it,
[00:46:35.400 --> 00:46:38.320]   there are just so many ideas that we wanna test.
[00:46:38.320 --> 00:46:42.400]   And it's really just having the engineering skill,
