
[00:00:00.040 --> 00:00:10.800]   cost
[01:22:00.920 --> 01:22:00.920]   I'm not putting myself in a situation where I'm not being a person.
[01:22:00.920 --> 01:22:00.920]   I'm not putting myself in a situation where I'm not being a person.
[01:22:00.920 --> 01:22:00.920]   I'm not putting myself in a situation where I'm not being a person.
[01:22:00.920 --> 01:22:00.920]   I'm not putting myself in a situation where I'm not being a person.
[01:22:00.920 --> 01:22:00.920]   I'm not putting myself in a situation where I'm not being a person.
[01:22:00.920 --> 01:22:00.920]   I'm not putting myself in a situation where I'm not being a person.
[01:22:00.920 --> 01:22:00.920]   I'm not putting myself in a situation where I'm not being a person.
[01:22:00.920 --> 01:22:00.920]   I'm not putting myself in a situation where I'm not being a person.
[01:22:00.920 --> 01:22:00.920]   I'm not putting myself in a situation where I'm not being a person.
[01:22:00.920 --> 01:22:30.940]  ,
[01:22:30.940 --> 01:22:30.940]   I'm not putting myself in a situation where I'm not being a person.
[01:22:30.940 --> 01:22:30.940]   I'm not putting myself in a situation where I'm not being a person.
[01:22:30.940 --> 01:22:30.940]   I'm not putting myself in a situation where I'm not being a person.
[01:22:30.940 --> 01:22:30.940]   I'm not putting myself in a situation where I'm not being a person.
[01:22:30.940 --> 01:22:30.940]   I'm not putting myself in a situation where I'm not being a person.
[01:22:30.940 --> 01:22:30.940]   I'm not putting myself in a situation where I'm not being a person.
[01:22:30.940 --> 01:22:30.940]   I'm not putting myself in a situation where I'm not being a person.
[01:22:30.940 --> 01:22:30.940]   I'm not putting myself in a situation where I'm not being a person.
[01:22:30.960 --> 01:23:00.960]   I'm not putting myself in a situation where I'm not being a person.
[01:23:00.960 --> 01:23:00.960]   I'm not putting myself in a situation where I'm not being a person.
[01:23:00.960 --> 01:23:00.960]   I'm not putting myself in a situation where I'm not being a person.
[01:23:00.960 --> 01:23:00.960]   I'm not putting myself in a situation where I'm not being a person.
[01:23:00.960 --> 01:23:00.960]   I'm not putting myself in a situation where I'm not being a person.
[01:23:00.960 --> 01:23:00.960]   I'm not putting myself in a situation where I'm not being a person.
[01:23:00.960 --> 01:23:00.960]   I'm not putting myself in a situation where I'm not being a person.
[01:23:00.960 --> 01:23:00.960]   I'm not putting myself in a situation where I'm not being a person.
[01:23:00.960 --> 01:23:00.960]   I'm not putting myself in a situation where I'm not being a person.
[01:23:00.960 --> 01:23:00.960]   I'm not putting myself in a situation where I'm not being a person.
[01:23:00.960 --> 01:23:00.960]   I'm not putting myself in a situation where I'm not being a person.
[01:23:00.960 --> 01:23:00.960]   I'm not putting myself in a situation where I'm not being a person.
[01:23:00.960 --> 01:23:30.980]  ,
[01:23:30.980 --> 01:23:30.980]   I'm not putting myself in a situation where I'm not being a person.
[01:23:30.980 --> 01:23:30.980]   I'm not putting myself in a situation where I'm not being a person.
[01:23:30.980 --> 01:23:30.980]   I'm not putting myself in a situation where I'm not being a person.
[01:23:30.980 --> 01:23:30.980]   I'm not putting myself in a situation where I'm not being a person.
[01:23:30.980 --> 01:23:30.980]   I'm not putting myself in a situation where I'm not being a person.
[01:23:30.980 --> 01:23:30.980]   I'm not putting myself in a situation where I'm not being a person.
[01:23:31.020 --> 01:23:37.020]   victim
[01:23:37.020 --> 01:23:59.880]   De I
[01:24:00.960 --> 01:24:07.980]  ote

