
[00:00:00.040 --> 00:00:09.600]   пять
[00:47:41.360 --> 00:48:11.340]   The only thing is, it's kind of hard to catch this sort of in the air,
[00:48:11.340 --> 00:48:11.340]   The only thing is, it's kind of hard to catch this sort of in the air,
[00:48:11.340 --> 00:48:11.340]   The only thing is, it's kind of hard to catch this sort of in the air,
[00:48:11.340 --> 00:48:11.340]   The only thing is, it's kind of hard to catch this sort of in the air,
[00:48:11.340 --> 00:48:11.340]   The only thing is, it's kind of hard to catch this sort of in the air,
[00:48:11.340 --> 00:48:11.340]   The only thing is, it's kind of hard to catch this sort of in the air,
[00:48:11.340 --> 00:48:11.340]   The only thing is, it's kind of hard to catch this sort of in the air,
[00:48:11.340 --> 00:48:11.340]   The only thing is, it's kind of hard to catch this sort of in the air,
[00:48:11.340 --> 00:48:11.340]   The only thing is, it's kind of hard to catch this sort of in the air,
[00:48:11.340 --> 00:48:11.340]   The only thing is, it's kind of hard to catch this sort of in the air,
[00:48:11.360 --> 00:48:41.360]   The only thing is, it's kind of hard to catch this sort of in the air,
[00:48:41.360 --> 00:48:41.360]   The only thing is, it's kind of hard to catch this sort of in the air,
[00:48:41.360 --> 00:48:41.360]   The only thing is, it's kind of hard to catch this sort of in the air,
[00:48:41.360 --> 00:48:41.360]   The only thing is, it's kind of hard to catch this sort of in the air,
[00:48:41.360 --> 00:48:41.360]   The only thing is, it's kind of hard to catch this sort of in the air,
[00:48:41.360 --> 00:48:41.360]   The only thing is, it's kind of hard to catch this sort of in the air,
[00:48:41.360 --> 00:48:41.360]   The only thing is, it's kind of hard to catch this sort of in the air,
[00:48:41.360 --> 00:48:41.360]   The only thing is, it's kind of hard to catch this sort of in the air,
[00:48:41.360 --> 00:48:41.360]   The only thing is, it's kind of hard to catch this sort of in the air,
[00:48:41.360 --> 00:48:41.360]   The only thing is, it's kind of hard to catch this sort of in the air,
[00:48:41.400 --> 00:49:11.380]   The only thing is, it's kind of hard to catch this sort of in the air,
[00:49:11.380 --> 00:49:11.380]   The only thing is, it's kind of hard to catch this sort of in the air,
[00:49:11.380 --> 00:49:11.380]   The only thing is, it's kind of hard to catch this sort of in the air,
[00:49:11.380 --> 00:49:11.380]   The only thing is, it's kind of hard to catch this sort of in the air,
[00:49:11.380 --> 00:49:11.380]   The only thing is, it's kind of hard to catch this sort of in the air,
[00:49:11.380 --> 00:49:11.380]   The only thing is, it's kind of hard to catch this sort of in the air,
[00:49:11.380 --> 00:49:11.380]   The only thing is, it's kind of hard to catch this sort of in the air,
[00:49:11.380 --> 00:49:11.380]   The only thing is, it's kind of hard to catch this sort of in the air,
[00:49:11.380 --> 00:49:11.380]   The only thing is, it's kind of hard to catch this sort of in the air,
[00:49:11.400 --> 00:49:41.400]   The only thing is, it's kind of hard to catch this sort of in the air,
[00:49:41.400 --> 00:49:41.400]   The only thing is, it's kind of hard to catch this sort of in the air,
[00:49:41.400 --> 00:49:41.400]   The only thing is, it's kind of hard to catch this sort of in the air,
[00:49:41.400 --> 00:49:41.400]   The only thing is, it's kind of hard to catch this sort of in the air,
[00:49:41.400 --> 00:49:41.400]   The only thing is, it's kind of hard to catch this sort of in the air,
[00:49:41.400 --> 00:49:41.400]   The only thing is, it's kind of hard to catch this sort of in the air,
[00:49:41.400 --> 00:49:41.400]   The only thing is, it's kind of hard to catch this sort of in the air,
[00:49:41.400 --> 00:49:41.400]   The only thing is, it's kind of hard to catch this sort of in the air,
[00:49:41.400 --> 00:49:41.400]   The only thing is, it's kind of hard to catch this sort of in the air,
[00:49:41.400 --> 00:49:41.400]   The only thing is, it's kind of hard to catch this sort of in the air,
[00:49:41.440 --> 00:50:11.420]   The only thing is, it's kind of hard to catch this sort of in the air,
[00:50:11.420 --> 00:50:11.420]   The only thing is, it's kind of hard to catch this sort of in the air,
[00:50:11.420 --> 00:50:11.420]   The only thing is, it's kind of hard to catch this sort of in the air,
[00:50:11.420 --> 00:50:11.420]   The only thing is, it's kind of hard to catch this sort of in the air,
[00:50:11.420 --> 00:50:11.420]   The only thing is, it's kind of hard to catch this sort of in the air,
[00:50:11.420 --> 00:50:11.420]   The only thing is, it's kind of hard to catch this sort of in the air,
[00:50:11.420 --> 00:50:11.420]   The only thing is, it's kind of hard to catch this sort of in the air,
[00:50:11.420 --> 00:50:11.420]   The only thing is, it's kind of hard to catch this sort of in the air,
[00:50:11.420 --> 00:50:11.420]   The only thing is, it's kind of hard to catch this sort of in the air,
[00:50:11.420 --> 00:50:11.420]   the only thing is, it's kind of hard to catch this sort of in the air,
[00:50:11.440 --> 00:50:41.440]   The only thing is, it's kind of hard to catch this sort of in the air,
[00:50:41.440 --> 00:50:41.440]   The only thing is, it's kind of hard to catch this sort of in the air,
[00:50:41.440 --> 00:50:41.440]   The only thing is, it's kind of hard to catch this sort of in the air,
[00:50:41.440 --> 00:50:41.440]   The only thing is, it's kind of hard to catch this sort of in the air,
[00:50:41.440 --> 00:50:41.440]   The only thing is, it's kind of hard to catch this sort of in the air,
[00:50:41.440 --> 00:50:41.440]   The only thing is, it's kind of hard to catch this sort of in the air,
[00:50:41.440 --> 00:50:41.440]   The only thing is, it's kind of hard to catch this sort of in the air,
[00:50:41.440 --> 00:50:41.440]   The only thing is, it's kind of hard to catch this sort of in the air,
[00:50:41.440 --> 00:50:41.440]   The only thing is, it's kind of hard to catch this sort of in the air,
[00:50:41.440 --> 00:50:41.440]   The only thing is, it's kind of hard to catch this sort of in the air,
[00:50:41.480 --> 00:51:11.460]  ,
[00:51:11.460 --> 00:51:11.460]   The only thing is, it's kind of hard to catch this sort of in the air,
[00:51:11.460 --> 00:51:11.460]   The only thing is, it's kind of hard to catch this sort of in the air,
[00:51:11.460 --> 00:51:11.460]   The only thing is, it's kind of hard to catch this sort of in the air,
[00:51:11.460 --> 00:51:11.460]   The only thing is, it's kind of hard to catch this sort of in the air,
[00:51:11.460 --> 00:51:11.460]   The only thing is, it's kind of hard to catch this sort of in the air,
[00:51:11.460 --> 00:51:11.460]   The only thing is, it's kind of hard to catch this sort of in the air,
[00:51:11.460 --> 00:51:11.460]   The only thing is, it's kind of hard to catch this sort of in the air,
[00:51:11.460 --> 00:51:11.460]   The only thing is, it's kind of hard to catch this sort of in the air,
[00:51:11.460 --> 00:51:11.460]   The only thing is, it's kind of hard to catch this sort of in the air,
[00:51:11.460 --> 00:51:11.460]   The only thing is, it's kind of hard to catch this sort of in the air,
[00:51:11.480 --> 00:51:41.480]   The only thing is, it's kind of hard to catch this sort of in the air,
[00:51:41.480 --> 00:51:41.480]   The only thing is, it's kind of hard to catch this sort of in the air,
[00:51:41.480 --> 00:51:41.480]   The only thing is, it's kind of hard to catch this sort of in the air,
[00:51:41.480 --> 00:51:41.480]   The only thing is, it's kind of hard to catch this sort of in the air,
[00:51:41.480 --> 00:51:41.480]   The only thing is, it's kind of hard to catch this sort of in the air,
[00:51:41.480 --> 00:51:41.480]   The only thing is, it's kind of hard to catch this sort of in the air,
[00:51:41.480 --> 00:51:41.480]   The only thing is, it's kind of hard to catch this sort of in the air,
[00:51:41.480 --> 00:51:41.480]   The only thing is, it's kind of hard to catch this sort of in the air,
[00:51:41.480 --> 00:51:41.480]   The only thing is, it's kind of hard to catch this sort of in the air,
[00:51:41.480 --> 00:51:41.480]   The only thing is, it's kind of hard to catch this sort of in the air,
[00:51:41.520 --> 00:52:11.500]   The only thing is, it's kind of hard to catch this sort of in the air,
[00:52:11.500 --> 00:52:11.500]   The only thing is, it's kind of hard to catch this sort of in the air,
[00:52:11.500 --> 00:52:11.500]   The only thing is, it's kind of hard to catch this sort of in the air,
[00:52:11.500 --> 00:52:11.500]   The only thing is, it's kind of hard to catch this sort of in the air,
[00:52:11.500 --> 00:52:11.500]   The only thing is, it's kind of hard to catch this sort of in the air,
[00:52:11.500 --> 00:52:11.500]   The only thing is, it's kind of hard to catch this sort of in the air,
[00:52:11.500 --> 00:52:11.500]   The only thing is, it's kind of hard to catch this sort of in the air,
[00:52:11.500 --> 00:52:11.500]   The only thing is, it's kind of hard to catch this sort of in the air,
[00:52:11.500 --> 00:52:11.500]   The only thing is, it's kind of hard to catch this sort of in the air,
[00:52:11.500 --> 00:52:11.500]   The only thing is, it's kind of hard to catch this sort of in the air,
[00:52:11.520 --> 00:52:41.520]   The only thing is, it's kind of hard to catch this sort of in the air,
[00:52:41.520 --> 00:52:41.520]   The only thing is, it's kind of hard to catch this sort of in the air,
[00:52:41.520 --> 00:52:41.520]   The only thing is, it's kind of hard to catch this sort of in the air,
[00:52:41.520 --> 00:52:41.520]   The only thing is, it's kind of hard to catch this sort of in the air,
[00:52:41.520 --> 00:52:41.520]   The only thing is, it's kind of hard to catch this sort of in the air,
[00:52:41.520 --> 00:52:41.520]   The only thing is, it's kind of hard to catch this sort of in the air,
[00:52:41.520 --> 00:52:41.520]   The only thing is, it's kind of hard to catch this sort of in the air,
[00:52:41.520 --> 00:52:41.520]   The only thing is, it's kind of hard to catch this sort of in the air,
[00:52:41.520 --> 00:52:41.520]   The only thing is, it's kind of hard to catch this sort of in the air,
[00:52:41.520 --> 00:52:41.520]   The only thing is, it's kind of hard to catch this sort of in the air,
[00:52:41.560 --> 00:53:11.540]  ,
[00:53:11.540 --> 00:53:11.540]   The only thing is, it's kind of hard to catch this sort of in the air,
[00:53:11.540 --> 00:53:11.540]   The only thing is, it's kind of hard to catch this sort of in the air,
[00:53:11.540 --> 00:53:11.540]   The only thing is, it's kind of hard to catch this sort of in the air,
[00:53:11.540 --> 00:53:11.540]   The only thing is, it's kind of hard to catch this sort of in the air,
[00:53:11.540 --> 00:53:11.540]   The only thing is, it's kind of hard to catch this sort of in the air,
[00:53:11.540 --> 00:53:11.540]   The only thing is, it's kind of hard to catch this sort of in the air,
[00:53:11.540 --> 00:53:11.540]   The only thing is, it's kind of hard to catch this sort of in the air,
[00:53:11.540 --> 00:53:11.540]   The only thing is, it's kind of hard to catch this sort of in the air,
[00:53:11.540 --> 00:53:11.540]   The only thing is, it's kind of hard to catch this sort of in the air,
[00:53:11.560 --> 00:53:41.560]   The only thing is, it's kind of hard to catch this sort of in the air,
[00:53:41.560 --> 00:53:41.560]   The only thing is, it's kind of hard to catch this sort of in the air,
[00:53:41.560 --> 00:53:41.560]   The only thing is, it's kind of hard to catch this sort of in the air,
[00:53:41.560 --> 00:53:41.560]   The only thing is, it's kind of hard to catch this sort of in the air,
