
[00:00:00.040 --> 00:00:09.360]   additionally
[00:37:30.040 --> 00:37:30.040]   It's a color that's all of the coaching. I'm not being, 9, use,
[00:37:30.080 --> 00:37:59.620]  ,
[00:37:59.620 --> 00:37:59.620]   It's a color that's all of the human being,
[00:37:59.620 --> 00:37:59.620]   It's a color that's all of the human being,
[00:37:59.620 --> 00:37:59.620]   It's a color that's all of the human being,
[00:37:59.620 --> 00:37:59.680]   It's a color that's all of the human being,
[00:37:59.680 --> 00:37:59.720]   It's a color that's all of the human being,
[00:37:59.720 --> 00:37:59.740]   It's a color that's all of the human being,
[00:37:59.740 --> 00:37:59.780]   It's a color that's all of the human being,
[00:37:59.780 --> 00:37:59.800]   It's a color that's all of the human being,
[00:37:59.800 --> 00:37:59.820]   It's a color that's all of the human being,
[00:37:59.820 --> 00:37:59.860]   It's a color that's all of the human being,
[00:37:59.860 --> 00:37:59.880]   It's a color that's all of the human being,
[00:37:59.880 --> 00:38:00.040]   It's a color that's all of the human being,
[00:38:00.040 --> 00:38:00.060]   It's a color that's all of the human being,
[00:38:00.060 --> 00:38:00.060]   It's a color that's all of the human being,
[00:38:00.060 --> 00:38:00.060]   It's a color that's all of the human being,
[00:38:00.080 --> 00:38:30.080]   It's a color that's all of the human being,
[00:38:30.080 --> 00:38:30.080]   It's a color that's all of the human being,
[00:38:30.080 --> 00:38:30.080]   It's a color that's all of the human being,
[00:38:30.080 --> 00:38:30.080]   It's a color that's all of the human being,
[00:38:30.080 --> 00:38:30.080]   It's a color that's all of the human being,
[00:38:30.080 --> 00:38:30.080]   It's a color that's all of the human being,
[00:38:30.080 --> 00:38:30.080]   It's a color that's all of the human being,
[00:38:30.080 --> 00:38:30.080]   It's a color that's all of the human being,
[00:38:30.080 --> 00:38:30.080]   It's a color that's all of the human being,
[00:38:30.080 --> 00:38:30.080]   It's a color that's all of the human being,
[00:38:30.080 --> 00:38:30.080]   It's a color that's all of the human being,
[00:38:30.080 --> 00:38:30.080]   It's a color that's all of the human being,
[00:38:30.080 --> 00:38:30.080]   It's a color that's all of the human being,
[00:38:30.080 --> 00:38:30.080]   It's a color that's all of the human being,
[00:38:30.080 --> 00:38:30.080]   It's a color that's all of the human being,
[00:38:30.080 --> 00:39:00.100]   It's a color that's all of the human being,
[00:39:00.100 --> 00:39:00.100]   It's a color that's all of the human being,
[00:39:00.100 --> 00:39:00.100]   It's a color that's all of the human being,
[00:39:00.100 --> 00:39:00.100]   It's a color that's all of the human being,
[00:39:00.100 --> 00:39:00.100]   It's a color that's all of the human being,
[00:39:00.100 --> 00:39:00.100]   It's a color that's all of the human being,
[00:39:00.100 --> 00:39:00.100]   It's a color that's all of the human being,
[00:39:00.100 --> 00:39:00.100]   It's a color that's all of the human being,
[00:39:00.100 --> 00:39:00.100]   It's a color that's all of the human being,
[00:39:00.120 --> 00:39:30.120]   It's a color that's all of the human being,
[00:39:30.120 --> 00:39:30.120]   It's a color that's all of the human being,
[00:39:30.120 --> 00:39:30.120]   It's a color that's all of the human being,
[00:39:30.120 --> 00:39:30.120]   It's a color that's all of the human being,
[00:39:30.120 --> 00:39:30.120]   It's a color that's all of the human being,
[00:39:30.120 --> 00:39:30.120]   It's a color that's all of the human being,
[00:39:30.120 --> 00:39:30.120]   It's a color that's all of the human being,
[00:39:30.120 --> 00:39:30.120]   It's a color that's all of the human being,
[00:39:30.120 --> 00:39:30.120]   It's a color that's all of the human being,
[00:39:30.120 --> 00:39:30.120]   It's a color that's all of the human being,
[00:39:30.120 --> 00:39:30.120]   It's a color that's all of the human being,
[00:39:30.120 --> 00:39:30.120]   It's a color that's all of the human being,
[00:39:30.120 --> 00:39:30.120]   It's a color that's all of the human being,
[00:39:30.120 --> 00:39:30.120]   It's a color that's all of the human being,
[00:39:30.120 --> 00:39:30.120]   It's a color that's all of the human being,
[00:39:30.160 --> 00:40:00.140]  ,
[00:40:00.140 --> 00:40:00.140]   You know, first three rockets
[00:40:00.140 --> 00:40:00.140]   You know, first three rockets
[00:40:00.140 --> 00:40:00.140]   You know, first three rockets that
[00:40:00.140 --> 00:40:00.140]   You know, first three rockets that you can take off,
[00:40:00.140 --> 00:40:00.140]   You know, first three rockets that you can take off,
[00:40:00.140 --> 00:40:00.140]   You know, first three rockets that you can take off, you know,
[00:40:00.160 --> 00:40:03.160]   that the Falcon Rockets, that must does.
[00:40:03.160 --> 00:40:03.200]   that the Falcon Rockets, that must does.
[00:40:03.200 --> 00:40:04.400]   They blow up.
[00:40:04.400 --> 00:40:04.400]   They blow up.
[00:40:04.400 --> 00:40:06.380]   They blow up. Even Starship, three and a half minutes,
[00:40:06.380 --> 00:40:06.420]   Even Starship, three and a half minutes,
[00:40:06.420 --> 00:40:08.560]   Even Starship, three and a half minutes, but then it blows up the first time.
[00:40:08.560 --> 00:40:08.620]   but then it blows up the first time.
[00:40:08.620 --> 00:40:11.860]   but then it blows up the first time. So I think Boeing and NASA and others
[00:40:11.860 --> 00:40:15.820]   So I think Boeing and NASA and others have become unwilling to enter your dark room
[00:40:15.820 --> 00:40:15.880]   have become unwilling to enter your dark room
[00:40:15.880 --> 00:40:18.960]   have become unwilling to enter your dark room without knowing exactly where the exit is
[00:40:18.960 --> 00:40:19.000]   without knowing exactly where the exit is
[00:40:19.000 --> 00:40:21.800]   without knowing exactly where the exit is and the lighted path to the exit.
[00:40:21.800 --> 00:40:21.840]   and the lighted path to the exit.
[00:40:21.840 --> 00:40:24.340]   and the lighted path to the exit. And the people who created America,
[00:40:24.380 --> 00:40:48.600]  , And the people who created America,
[00:40:48.600 --> 00:40:50.380]  , And the people who created America, whenever they came over,
[00:40:50.380 --> 00:40:50.440]   whenever they came over,
[00:40:50.440 --> 00:40:54.320]   whenever they came over, you know, whether the Mayflower is
[00:40:54.320 --> 00:40:54.360]   you know, whether the Mayflower is
[00:40:54.360 --> 00:40:54.360]   you know, whether the Mayflower is refugees from the Nazis, they took a lot of risk to get here.
[00:40:54.380 --> 00:41:00.440]   50, 100 years from now, what Musk will be most remembered for,
[00:41:00.440 --> 00:41:00.480]   50, 100 years from now, what Musk will be most remembered for,
[00:41:00.480 --> 00:41:06.160]   50, 100 years from now, what Musk will be most remembered for, besides space travel, is real world AI.
[00:41:06.160 --> 00:41:06.180]   besides space travel, is real world AI.
[00:41:06.180 --> 00:41:07.980]   besides space travel, is real world AI. Not just Optimus the Robot,
[00:41:07.980 --> 00:41:08.020]   Not just Optimus the Robot,
[00:41:08.020 --> 00:41:12.020]   Not just Optimus the Robot, but Optimus the Robot and the self-driving car,
[00:41:12.020 --> 00:41:12.060]   but Optimus the Robot and the self-driving car,
[00:41:12.060 --> 00:41:13.520]   but Optimus the Robot and the self-driving car, they're pretty much the same.
[00:41:13.520 --> 00:41:13.580]   they're pretty much the same.
[00:41:13.580 --> 00:41:17.060]   they're pretty much the same. They're using, you know,
[00:41:17.060 --> 00:41:17.120]   They're using, you know,
[00:41:17.120 --> 00:41:19.340]   They're using, you know, GPU clusters or dojo chips or
[00:41:19.340 --> 00:41:19.380]   GPU clusters or dojo chips or
[00:41:19.380 --> 00:41:47.540]  , you know, GPU clusters or dojo chips or whatever it may be, to process
[00:41:47.540 --> 00:41:47.580]   whatever it may be, to process
[00:41:47.580 --> 00:41:48.580]   whatever it may be, to process real world data.
[00:41:48.580 --> 00:41:48.640]   real world data.
[00:41:48.640 --> 00:41:49.420]   real world data. We all got, and you did on your
[00:41:49.440 --> 00:41:57.500]   are, I think, far ahead of anybody else.
[00:41:57.500 --> 00:41:57.540]   are, I think, far ahead of anybody else.
[00:41:57.540 --> 00:42:01.340]   are, I think, far ahead of anybody else. Well, I like how you said chit-chat.
[00:42:01.340 --> 00:42:01.360]   Well, I like how you said chit-chat.
[00:42:01.360 --> 00:42:04.380]   Well, I like how you said chit-chat. I would say, for one of the greatest
[00:42:04.380 --> 00:42:04.420]   I would say, for one of the greatest
[00:42:04.420 --> 00:42:06.800]   I would say, for one of the greatest writers ever, it's funny, that you
[00:42:06.800 --> 00:42:06.840]   writers ever, it's funny, that you
[00:42:06.840 --> 00:42:09.220]   writers ever, it's funny, that you spoke about language and the mastery
[00:42:09.220 --> 00:42:09.260]   spoke about language and the mastery
[00:42:09.260 --> 00:42:11.840]   spoke about language and the mastery of language is merely chit-chat.
[00:42:11.840 --> 00:42:11.840]   of language is merely chit-chat.
[00:42:11.840 --> 00:42:13.420]   of language is merely chit-chat. You know, people have fallen in
[00:42:13.420 --> 00:42:13.480]   You know, people have fallen in
[00:42:13.520 --> 00:42:39.580]  , over some words. People have gone to
[00:42:39.580 --> 00:42:39.600]   over some words. People have gone to
[00:42:39.600 --> 00:42:41.560]   over some words. People have gone to wars over some words. I think wars
[00:42:41.560 --> 00:42:41.600]   wars over some words. I think wars
[00:42:41.600 --> 00:42:43.520]   wars over some words. I think wars have a lot of power. It's actually
[00:42:43.520 --> 00:42:43.520]   It's actually an interesting question
[00:42:43.520 --> 00:42:43.520]   It's actually an interesting question where the wisdom of the world, the wisdom of humanity is in words or in visual, is it in the physical. I don't really, it's in mathematics. Maybe it all boils down to math and in the end, this kind of discussion about real world AI versus language is all the same. I've gotten a chance to hang out quite a bit in the metaverse.
[00:42:43.520 --> 00:42:43.520]  , I've gotten a chance to hang out quite a bit in the metaverse. I've gotten a chance to hang out quite a bit in the metaverse
[00:42:43.560 --> 00:42:50.580]   why
[00:42:50.580 --> 00:42:53.820]   hour. I, blade,,,,
[00:42:53.820 --> 00:43:13.000]  ğin M I N N H A N K The End A out the passed one, which, looked, вли, ph, kho, I, good. I. I. I. I. I, ahead, doesn, Maybe,長, just, shape,視,, temos,Aut, thank,, Following, like, run., pare, Edge, help.uw. . sell, Sesame,ha. used, earned, många,內,Rem 100. contro, 더� like,
[00:45:11.520 --> 00:45:11.520]   。
[00:45:11.520 --> 00:45:11.520]   。
[00:45:11.520 --> 00:45:11.520]   。
[00:45:11.520 --> 00:45:11.540]   。
[00:45:11.540 --> 00:45:11.680]   。
[00:45:11.680 --> 00:45:11.760]   。
[00:45:11.760 --> 00:45:11.940]   。
[00:45:12.000 --> 00:45:21.520]   dec
[00:45:21.520 --> 00:45:39.960]   eating send. I make del
[00:45:40.740 --> 00:45:48.560]   showed
[00:45:48.560 --> 00:46:07.540]   construct, over. Son T T E A para
[00:46:09.380 --> 00:46:15.400]  는데
[00:46:15.400 --> 00:46:21.340]   co and provides
[00:46:21.340 --> 00:46:35.300]   gown sea with named
[00:46:38.140 --> 00:46:41.940]   whatever
[00:46:41.940 --> 00:47:04.960]  ав gli old, -, hearrine
[00:47:34.700 --> 00:47:34.700]   -, I'm sending people to Mars on a rocket ship. Did you also think I was going to be a chill, normal dude? And then the quote from Steve Jobs, of course, is, "The people who are crazy enough to think they can change the world are the ones who do." So, what do you think is the role of the old madness and genius? What do you think is the role of crazy in this? Well, first of all, let's both stipulate that Musk is crazy.
[00:48:03.000 --> 00:48:03.000]   -, I mean, and then let's figure out, and I try to do it through storytelling, not through highfalutin preaching, where that craziness works. Give me a story, tell me an anecdote, tell me where he's crazy. And the almost final example, AI, but him shooting off Starship for the first time, in between an aborted,
[00:48:03.000 --> 00:48:03.000]   -, I mean, and then let's figure out, and I try to do it through storytelling, not through highfalutin preaching, where that craziness works. Give me a story, tell me an anecdote, tell me where he's crazy. And the almost final example, AI, but him shooting off Starship for the first time, in between an aborted,
[00:48:03.040 --> 00:48:12.100]   준비
[00:48:12.100 --> 00:48:17.180]   requiring κα code,,,,
[00:48:17.180 --> 00:48:33.040]   I was in the state. I'm the ass the ess The buying the視 theר the dig the Bot The G attracted the persec the основ. I'm the er, you, and, and, and, and, and, and, and, and, and, and,,,,,,,,,,,,,,,,,,,,,,,,,,,,,って buy'disé Poppy ' Living ac消 guy實Del confir ć longtime corre Aber cena gle Kin all leaders// definitive Doctorhen
[00:48:33.060 --> 00:48:37.080]   You want to say quit being so crazy.
[00:48:37.080 --> 00:48:43.080]   But then you realize there's a wonderful line in Shakespeare and measure for measure at the very end.
[00:48:43.080 --> 00:48:48.080]   He says even the best are molded out of faults.
[00:48:48.080 --> 00:48:56.080]   And so you take the faults of Musk, for example, which includes a craziness that can be endearing, but also craziness.
[00:48:56.080 --> 00:49:00.080]   It's just like effing crazy.
[00:49:00.080 --> 00:49:02.080]   As well as this.
[00:49:02.080 --> 00:49:03.080]   There's just a lot of things that can be endearing.
[00:49:03.080 --> 00:49:03.080]   There's just a lot of things that can be endearing.
[00:49:03.080 --> 00:49:03.080]   There's just a lot of things that can be endearing.
[00:49:03.080 --> 00:49:03.080]   There's just a lot of things that can be endearing.
[00:49:03.080 --> 00:49:03.080]   There's just a lot of things that can be endearing.
[00:49:03.080 --> 00:49:03.080]   There's just a lot of things that can be endearing.
[00:49:03.080 --> 00:49:03.080]   There's just a lot of things that can be endearing.
[00:49:03.080 --> 00:49:03.080]   There's just a lot of things that can be endearing.
