
[00:00:00.000 --> 00:00:19.200]   Welcome to the AI Engineers World Fair. This is the first workshop. There's a few other running,
[01:07:46.240 --> 01:07:51.040]   like, you know, um, you know, out of distribution, you want to make like shift towards the distribution
[01:07:51.040 --> 01:07:56.080]   of the distribution data. I just like to think of this as an optimization method. Um,
[01:07:56.080 --> 01:08:05.040]   layer norms just make a training easier and more stable. Um, and layer norm is simply, remember,
[01:08:05.040 --> 01:08:10.160]   as I said, is you take the X matrix, you do a row sum of all the squares and you take the mean.
[01:08:10.160 --> 01:08:16.080]   And then you just divide it. And then you multiply by some weights. It's a vector of weights. And that's
[01:08:16.080 --> 01:08:20.080]   just layer norm. Um, you don't worry too much about like what is layer norm or what it does. It just
[01:08:20.080 --> 01:08:27.440]   does training better, more stable. Um, please add as many layer norms as possible. Um, yes, add everywhere.
[01:08:27.440 --> 01:08:34.320]   Layer norms everywhere. Um, and you'll make training much better. Um, okay. I probably, okay. I don't know
[01:08:34.320 --> 01:08:39.360]   if you can see this, but in Triton, right, in order to write Triton code for the layer norm, this is the
[01:08:39.360 --> 01:08:45.840]   forward kernel. Um, we will not be talking about Triton today, but, um, it's actually not that complicated. If you
[01:08:45.840 --> 01:08:52.480]   read more intently, um, ignore all of the like components, there was only very few lines for
[01:08:52.480 --> 01:08:56.400]   the layer norm. Um, it's actually not that complicated. Um, the rest is simply just how
[01:08:56.400 --> 01:09:02.320]   to load the data. Um, it's actually not that hard. Um, yeah, the backward kernel is when the problem
[01:09:02.320 --> 01:09:08.160]   comes. Um, how do we actually do the differentiation of the layer norms, right? Remember you have to train
[01:09:08.960 --> 01:09:15.600]   the w right is yellow. Um, you actually have to train that. Um, how do we find the derivatives
[01:09:15.600 --> 01:09:23.440]   of the w? Um, it is very complicated. Um, and if you want to learn in your own time, you can have fun
[01:09:23.440 --> 01:09:29.760]   learning the derivatives. Um, it is extremely complicated because there is like sums. There is
[01:09:29.760 --> 01:09:36.640]   um, you know, row sums. How do we do the derivative of a row sum? Um, it can get quite complex. I wanted
[01:09:36.640 --> 01:09:43.760]   to talk about backpropagation today, but I thought like it's probably too heavy math. Um, so no backpropagation,
[01:09:43.760 --> 01:09:49.040]   but we'll be showing, but I do have tutorials on that. So if you go to the Triton tutorial, um,
[01:09:49.040 --> 01:09:56.240]   I followed that. That's actually quite helpful. Um, and the backward kernel is just very, very problematic. Um,
[01:09:56.240 --> 01:10:01.920]   Now up to the rope embeddings. Why do we do rope embeddings? Does anybody know what is the rope embedding?
[01:10:01.920 --> 01:10:06.080]   Yes?
[01:10:06.080 --> 01:10:16.320]   So you could use the rope embeddings to extend context. Yes.
[01:10:16.320 --> 01:10:19.840]   Okay. Do you know how? How does it extend context?
[01:10:19.840 --> 01:10:24.080]   So, well, how does it work for the yarn or like, or?
[01:10:24.080 --> 01:10:26.880]   How would you use rope embeddings to extend context? How, what would you do?
[01:10:26.880 --> 01:10:35.280]   How would I, how would I do that? I would create a basically, what I would do is I would just create
[01:10:35.280 --> 01:10:41.920]   kind of a, um, you just multiply the base by two and then you get two times longer context. You multiply
[01:10:41.920 --> 01:10:50.560]   the base by 10.
[01:10:50.560 --> 01:10:51.440]   Correct. Yes.
[01:10:51.440 --> 01:10:53.920]   So that's where yarn might begin. Yes.
[01:10:53.920 --> 01:10:58.880]   So is that the dynamic dynamic? Well, that's static or dynamic.
[01:10:58.880 --> 01:11:03.760]   Yeah. So how would you solve the problem if it's like, you want to train, if you want to have 1 million
[01:11:03.760 --> 01:11:08.880]   context them, but your data set is only 1000 words. How would you solve that problem? How would you think
[01:11:08.880 --> 01:11:13.680]   of solving that problem? Because like, some people have said they do 10 million context them.
[01:11:13.680 --> 01:11:17.680]   Is there any data sets which is 10 million tokens? Um, how would you?
[01:11:17.680 --> 01:11:20.800]   It's 15 trillion tokens, 5 lines. So, yeah.
[01:11:20.800 --> 01:11:24.400]   Oh, no, no, but that's 15 trillion tokens for like the data set. I mean, like,
[01:11:24.400 --> 01:11:29.120]   how do we do long context? Remember, when you do long context training, you have to have a document,
[01:11:29.120 --> 01:11:34.560]   which is at least 10 million words for it to learn how to predict the 10 million plus one token.
[01:11:34.560 --> 01:11:41.920]   So, um, how I would solve the problem would just be to gather better and more diverse data sets.
[01:11:41.920 --> 01:11:48.160]   Yes, that's the ideal. So what happens if there is no data set, which is 100 million tokens?
[01:11:49.600 --> 01:12:02.800]   Then what would you do? How would you synthesize if the model, it's like a chicken and egg problem.
[01:12:03.440 --> 01:12:10.160]   How would you do synthesis? So, no, no, no. I would, I would basically, um, just create,
[01:12:10.160 --> 01:12:17.840]   I would basically use like a quad or like any of the state of the art models with like a Laura and then get,
[01:12:17.840 --> 01:12:21.520]   and then basically circulate the data. But are they trained on 10 million tokens?
[01:12:21.520 --> 01:12:25.600]   Huh? If the model itself wasn't trained on 10 million tokens, does it do long context?
[01:12:25.600 --> 01:12:33.120]   So, if I was to try to solve this problem for like clients, for example, like let's say their code base is in 10 million tokens,
[01:12:33.120 --> 01:12:37.840]   or, or, or, you know, and they wanted 10 million specific context or whatever, right?
[01:12:37.840 --> 01:12:44.800]   Then I would, um, basically like, uh, create a like, uh, synthetic data set.
[01:12:44.800 --> 01:12:49.680]   So not synthetic, but a derived data set from what we have.
[01:12:49.680 --> 01:12:50.800]   Okay. Interesting.
[01:12:50.800 --> 01:12:55.040]   So assuming we do not have, but I can't assume that we have no data, right?
[01:12:55.040 --> 01:13:01.360]   Good point. Okay. I don't know. I, I think it remains to be seen, like many claims by companies,
[01:13:01.360 --> 01:13:04.800]   10 million context, 100 million context. I question, question, question, question, question, question.
[01:13:04.800 --> 01:13:08.800]   Well, I've only seen one million actually work, so I mean, yeah.
[01:13:08.800 --> 01:13:12.000]   And that's bringing attention to theory, right?
[01:13:12.000 --> 01:13:16.480]   Okay. Okay. Okay. Now we're going into, okay. Yes. Okay. Yeah. Okay. No, no, no, that's fine.
[01:13:16.480 --> 01:13:19.920]   I was asking the questions, but okay. Wait, the question was like, what is a rope embedding?
[01:13:19.920 --> 01:13:23.600]   Someone who did mention like positions. What does that actually entail?
[01:13:23.600 --> 01:13:25.920]   What do you think is the point of a rope embedding?
[01:13:27.840 --> 01:13:35.280]   All it does is you want to tell the model to learn what is the position of the words, right? So like,
[01:13:35.280 --> 01:13:40.800]   hello, my name is Daniel. It actually has a meaning. Like, hello is like the first token, right?
[01:13:40.800 --> 01:13:46.640]   But then if you put hello as a third token, what's the difference? There is a difference, right? So like,
[01:13:46.640 --> 01:13:52.400]   depending on where the word is in the sentence, it matters. So the whole point of embeddings,
[01:13:52.400 --> 01:13:58.160]   rope embeddings is that it tells your model to learn where is the position of this component.
[01:13:58.160 --> 01:14:05.920]   And old style, they use absolute, like relative, like, you know, absolute positions.
[01:14:05.920 --> 01:14:11.440]   Rope embeddings does like some special tricks, like, you know, times a cosine, plus times a sine,
[01:14:11.440 --> 01:14:16.720]   and does some sort of like special rotation and stuff like that. The paper found that if you do rope
[01:14:16.720 --> 01:14:21.600]   embeddings, it actually has high accuracy. And, you know, everyone does rope embeddings now.
[01:14:21.600 --> 01:14:24.320]   Yeah.
[01:14:24.320 --> 01:14:27.040]   So why do you use the
[01:14:31.040 --> 01:14:42.080]   You mean lower, sorry. Yes, there is. I think bird did not. I don't know. Did bird use rope? I don't
[01:14:42.080 --> 01:14:48.640]   think so. But use absolute. Yes, that's the problem. I think but use absolute, I think. I don't remember
[01:14:48.640 --> 01:14:54.320]   anymore, but oh, oh, yes, yes, exactly. So rope did not exist. Yeah. And so like this paper,
[01:14:54.320 --> 01:14:59.840]   the reformer paper shows. So previously people use absolute position encodings, which simply just adds a
[01:14:59.840 --> 01:15:04.800]   position. Like you can literally just add, like if the position is one, zero, just add zero. If the
[01:15:04.800 --> 01:15:10.080]   position is one, add one. If the position is two, just add two. That's literally what they do. Well,
[01:15:10.080 --> 01:15:14.480]   actually, well, not exactly, but like, you know what I mean, right? You have to divide it by some sort of
[01:15:14.480 --> 01:15:19.440]   normalizing factor, right? If the position is 30,000, don't add 30,000, right? You would like destroy
[01:15:19.440 --> 01:15:25.680]   training. But that's kind of what they do. And what they show is if you do rope, you can essentially
[01:15:25.680 --> 01:15:33.760]   increase accuracy somehow. And we just use this as gospel. We just treat this as true. And everyone
[01:15:33.760 --> 01:15:36.800]   uses rope now. Um, yeah. Yeah.
[01:15:36.800 --> 01:15:42.640]   In that case, do you have an opinion on yarn versus rope versus and yarn--
[01:15:42.640 --> 01:15:48.000]   So yarn is kind of rope. So yarn just does-- I'm assuming yarn is rope, but it does--
[01:15:48.640 --> 01:15:52.640]   It does like-- actually, I don't think I should comment on this because I'm not an expert on that.
[01:15:52.640 --> 01:15:54.880]   Okay. Doesn't it does like-- it does-- yeah.
[01:15:54.880 --> 01:15:59.040]   I mean, not as-- so I'm no expert on-- obviously, I--
[01:15:59.040 --> 01:16:00.640]   I'm not expert on long context.
