
[00:00:00.000 --> 00:00:01.200]   That's good going.
[01:38:50.920 --> 01:38:54.280]   In fact, you could even be,
[01:38:54.280 --> 01:38:57.000]   what's the term I'm looking for?
[01:38:57.000 --> 01:38:58.160]   Enabling.
[01:38:58.160 --> 01:38:59.320]   - Yeah, by giving too many warnings.
[01:38:59.320 --> 01:39:00.480]   - Yeah, yeah.
[01:39:00.480 --> 01:39:04.080]   So it's good to split that up a little bit.
[01:39:04.080 --> 01:39:05.760]   - Yeah, be careful.
[01:39:05.760 --> 01:39:06.960]   Okay, go to Jenna.
[01:39:07.320 --> 01:39:08.880]   - Hi, Jenna.
[01:39:08.880 --> 01:39:09.720]   - Hi.
[01:39:09.720 --> 01:39:12.280]   Well, how do you handle a child
[01:39:12.280 --> 01:39:13.680]   that you're trying to,
[01:39:13.680 --> 01:39:14.680]   that's throwing a tantrum,
[01:39:14.680 --> 01:39:16.120]   and you're trying to do isolation,
[01:39:16.120 --> 01:39:18.160]   and they're throwing enough of a tantrum
[01:39:18.160 --> 01:39:19.680]   that you can't isolate them?
[01:39:19.680 --> 01:39:21.640]   - Yeah, I would not.
[01:39:21.640 --> 01:39:24.720]   If you've got a child that is that out of control,
[01:39:24.720 --> 01:39:29.040]   that child needs their spanking ASAP.
[01:39:29.040 --> 01:39:32.000]   So don't, I wouldn't leave a child in a room
[01:39:32.000 --> 01:39:33.640]   to destroy the room.
[01:39:36.880 --> 01:39:39.160]   - Yeah, does that help?
[01:39:39.160 --> 01:39:41.040]   - Well, I just, we had the other day,
[01:39:41.040 --> 01:39:45.040]   basically a four-year-old,
[01:39:45.040 --> 01:39:47.000]   she had been a little sick.
[01:39:47.000 --> 01:39:48.080]   And so there were a few days
[01:39:48.080 --> 01:39:51.080]   where she didn't want to go with our babysitter.
[01:39:51.080 --> 01:39:52.280]   And I could tell she was sick.
[01:39:52.280 --> 01:39:53.360]   Like she literally didn't,
[01:39:53.360 --> 01:39:55.800]   then fell asleep and she doesn't take a nap.
[01:39:55.800 --> 01:39:57.560]   But she kind of got the bit in her teeth
[01:39:57.560 --> 01:39:58.840]   and she really liked that.
[01:39:58.840 --> 01:39:59.680]   - Yeah.
[01:39:59.680 --> 01:40:04.000]   - So then she started just making random consist decrees.
[01:40:04.000 --> 01:40:06.120]   Like, I want daddy to unbuckle me
[01:40:06.120 --> 01:40:07.400]   when I would try to unbuckle her.
[01:40:07.400 --> 01:40:09.040]   And we didn't go along with this
[01:40:09.040 --> 01:40:11.080]   'cause I recognized what was happening.
[01:40:11.080 --> 01:40:14.480]   And it was like, it slowly boiled until,
[01:40:14.480 --> 01:40:18.080]   and Gabe and I decided like, okay, basically,
[01:40:18.080 --> 01:40:19.320]   whichever one she asked for,
[01:40:19.320 --> 01:40:22.040]   we're like, oh, actually it's gonna be mommy that does it
[01:40:22.040 --> 01:40:23.680]   or it's gonna be daddy that does it.
[01:40:23.680 --> 01:40:27.400]   And it got to the point where she was getting out of the bath
[01:40:27.400 --> 01:40:29.960]   and she wanted me to help her.
[01:40:29.960 --> 01:40:31.440]   And I said, no, mommy's doing this.
[01:40:31.440 --> 01:40:33.240]   Daddy's gonna help you with your teeth.
[01:40:33.240 --> 01:40:34.960]   And she just locked it.
[01:40:34.960 --> 01:40:39.800]   And thinking and repeating this thinking didn't help.
[01:40:39.800 --> 01:40:40.640]   And we-
[01:40:40.640 --> 01:40:43.120]   - Uh-oh.
[01:40:43.120 --> 01:40:45.280]   - Oh, Jenna, you just froze.
[01:40:45.280 --> 01:40:48.200]   - She doesn't know she froze.
[01:40:48.200 --> 01:40:49.040]   - No.
[01:40:49.040 --> 01:40:55.840]   Did she freeze for everybody or just everybody?
[01:40:55.840 --> 01:40:57.000]   Yeah, okay.
[01:40:57.000 --> 01:40:58.760]   - She'll come back.
[01:40:58.760 --> 01:41:00.400]   - Oh, Jenna.
[01:41:00.400 --> 01:41:02.280]   - Hey.
[01:41:02.280 --> 01:41:03.120]   - Oh, she's back.
[01:41:03.920 --> 01:41:04.760]   - Jenna, you froze-
[01:41:04.760 --> 01:41:05.720]   - In my bath?
[01:41:05.720 --> 01:41:09.160]   - Yeah, for like the last 20 seconds.
[01:41:09.160 --> 01:41:11.720]   - What, okay, what point did I freeze?
[01:41:11.720 --> 01:41:13.440]   - Oh, gosh.
[01:41:13.440 --> 01:41:17.600]   You were talking about that she just lost it.
[01:41:17.600 --> 01:41:18.440]   She just-
[01:41:18.440 --> 01:41:19.560]   - Yeah, so she lost it.
[01:41:19.560 --> 01:41:21.560]   And so we ended up taking turns
[01:41:21.560 --> 01:41:22.920]   kind of just holding her on our lap
[01:41:22.920 --> 01:41:24.960]   and she just kind of flailed around
[01:41:24.960 --> 01:41:26.640]   for like a good 20 minutes.
[01:41:26.640 --> 01:41:29.440]   And then finally calmed down.
[01:41:29.440 --> 01:41:31.840]   And since then I've had to, you know,
[01:41:31.840 --> 01:41:35.920]   give a thinking a few times for that kind of behavior,
[01:41:35.920 --> 01:41:39.120]   but she hasn't completely lost it like that again.
[01:41:39.120 --> 01:41:39.960]   - Yeah.
[01:41:39.960 --> 01:41:40.800]   - But at that point,
[01:41:40.800 --> 01:41:41.960]   I didn't really know what to do with her
[01:41:41.960 --> 01:41:44.800]   except to just kind of restrain her on my lap
[01:41:44.800 --> 01:41:47.320]   because she was just flailing.
[01:41:47.320 --> 01:41:48.160]   - Yeah.
[01:41:48.160 --> 01:41:51.760]   I mean, that sometimes you just have one of those moments
[01:41:51.760 --> 01:41:55.680]   where, you know, either you leave them in their room
[01:41:55.680 --> 01:41:57.920]   if they're safe in there,
[01:41:57.920 --> 01:41:59.760]   if they can be safely left in there
[01:41:59.760 --> 01:42:02.160]   and they're not going to destroy their room,
[01:42:02.160 --> 01:42:05.080]   or you do what you did
[01:42:05.080 --> 01:42:08.680]   and you keep her restrained in your lap.
[01:42:08.680 --> 01:42:10.960]   I mean, that's a very loving way,
[01:42:10.960 --> 01:42:12.640]   as long as you're not angry,
[01:42:12.640 --> 01:42:15.800]   loving way to deal with it.
[01:42:15.800 --> 01:42:18.080]   I don't think that's the only necessary way.
[01:42:18.080 --> 01:42:19.520]   I know that's a big,
[01:42:19.520 --> 01:42:26.000]   one of the big go-tos for the new style of parenting
[01:42:26.840 --> 01:42:28.440]   and it's not necessary.
[01:42:28.440 --> 01:42:31.040]   There are times that that will work.
[01:42:31.040 --> 01:42:35.960]   So the goal is to get her to that place
[01:42:35.960 --> 01:42:38.000]   where she can finally hear you
[01:42:38.000 --> 01:42:40.080]   and where you can apply,
[01:42:40.080 --> 01:42:41.760]   where'd she go?
[01:42:41.760 --> 01:42:42.600]   There you are.
[01:42:42.600 --> 01:42:45.520]   And you can apply a consequence.
[01:42:45.520 --> 01:42:52.240]   And so, like you said, she's never gotten that bad again.
[01:42:52.240 --> 01:42:54.600]   Well, that doesn't surprise me.
[01:42:54.600 --> 01:42:57.360]   And so it's going to keep getting better
[01:42:57.360 --> 01:43:00.440]   as long as you're consistent with this.
[01:43:00.440 --> 01:43:02.840]   And here's the thing,
[01:43:02.840 --> 01:43:06.080]   our kids can so easily
[01:43:06.080 --> 01:43:11.480]   find themselves to be in charge.
[01:43:11.480 --> 01:43:14.440]   And when they're in that position,
[01:43:14.440 --> 01:43:16.520]   they don't trust mom and dad.
[01:43:16.520 --> 01:43:22.360]   And so when you see your child starting to surrender back,
[01:43:22.880 --> 01:43:27.240]   that is such an amazing spot for them to be in
[01:43:27.240 --> 01:43:29.120]   because they're back in a position
[01:43:29.120 --> 01:43:32.720]   where the relationship is right with you guys
[01:43:32.720 --> 01:43:35.000]   and they're at peace.
[01:43:35.000 --> 01:43:38.200]   And so that's the wonderful thing about this
[01:43:38.200 --> 01:43:40.400]   is you saw that happen.
[01:43:40.400 --> 01:43:42.920]   You dealt with it the right way.
[01:43:42.920 --> 01:43:46.200]   She has not gone to that extreme again
[01:43:46.200 --> 01:43:48.400]   and she's going to come out of this.
[01:43:48.400 --> 01:43:52.840]   You just have to be loving and consistent with her.
[01:43:52.840 --> 01:43:54.400]   - Okay, yeah, that was my,
[01:43:54.400 --> 01:43:55.640]   my question was coming at it from,
[01:43:55.640 --> 01:43:58.040]   'cause I knew about it as day listening
[01:43:58.040 --> 01:44:01.640]   from the, you know, gentle parenting or whatever.
[01:44:01.640 --> 01:44:04.640]   Which, yeah.
[01:44:04.640 --> 01:44:07.000]   - We should be gentle, right?
[01:44:07.000 --> 01:44:08.200]   We should be gentle.
[01:44:08.200 --> 01:44:11.040]   We just don't want to get caught up in the,
[01:44:11.040 --> 01:44:12.640]   it is interesting 'cause like I said,
[01:44:12.640 --> 01:44:16.200]   I've been doing research on all of this
[01:44:16.200 --> 01:44:19.800]   and it's so sad to me.
[01:44:19.800 --> 01:44:22.960]   And this is because we know the biblical way.
[01:44:22.960 --> 01:44:26.680]   We know that there is hope in acknowledging sin
[01:44:26.680 --> 01:44:29.680]   and that there is a conclusion to it, right?
[01:44:29.680 --> 01:44:31.240]   We can overcome sin.
[01:44:31.240 --> 01:44:34.600]   God has given us the way to do that.
[01:44:34.600 --> 01:44:39.040]   And in psychology, they have nothing to apply.
[01:44:39.040 --> 01:44:40.440]   And that's the interesting thing.
[01:44:40.440 --> 01:44:42.320]   I keep saying, okay, but then what?
[01:44:42.320 --> 01:44:43.160]   Then what?
[01:44:43.160 --> 01:44:44.240]   Then what?
[01:44:44.240 --> 01:44:46.640]   You know, it sounds wonderful,
[01:44:46.640 --> 01:44:49.240]   but I keep going, but what's the answer?
[01:44:49.240 --> 01:44:51.240]   Where do you tell parents to go from there?
[01:44:51.240 --> 01:44:53.960]   And they never have the solution.
[01:44:53.960 --> 01:44:58.080]   They move into this and then the child will be this
[01:44:58.080 --> 01:44:59.040]   and be that.
[01:44:59.040 --> 01:45:01.320]   And I'm like, how did the child get there?
[01:45:01.320 --> 01:45:04.480]   You missed a whole passage in here, right?
[01:45:04.480 --> 01:45:06.360]   And they just erase that out
[01:45:06.360 --> 01:45:09.920]   because they cannot deal with sin, psychologists,
[01:45:09.920 --> 01:45:11.880]   and they cannot deal with guilt.
[01:45:11.880 --> 01:45:16.040]   So they can't address any of that in their materials.
[01:45:16.040 --> 01:45:17.840]   And so they have all these things,
[01:45:17.840 --> 01:45:21.200]   like even, you know, the brain scans, you know,
[01:45:21.200 --> 01:45:25.840]   they're so right and they fit right in biblically.
[01:45:25.840 --> 01:45:28.200]   It's very true what they're saying.
[01:45:28.200 --> 01:45:30.080]   And you can go to the scriptures and go,
[01:45:30.080 --> 01:45:32.560]   well, God already told us that, right?
[01:45:32.560 --> 01:45:33.640]   If you only believed,
[01:45:33.640 --> 01:45:35.840]   you wouldn't have had to do a brain scan.
[01:45:35.840 --> 01:45:37.680]   We already know it.
[01:45:37.680 --> 01:45:39.960]   And so it's so incredible
[01:45:39.960 --> 01:45:42.920]   because they have all these right pieces
[01:45:42.920 --> 01:45:44.720]   and then they skip the solution
[01:45:44.720 --> 01:45:46.680]   because they don't really have one.
[01:45:47.560 --> 01:45:49.200]   And then all of a sudden you're down here
[01:45:49.200 --> 01:45:52.920]   and they're promising all this wonderful response
[01:45:52.920 --> 01:45:54.600]   and everything will be peachy
[01:45:54.600 --> 01:45:56.840]   and they'll grow up and grow out of it.
[01:45:56.840 --> 01:45:58.960]   And I'm like, oh,
[01:45:58.960 --> 01:46:02.560]   there are so many parents believing that, right?
[01:46:02.560 --> 01:46:05.120]   And this generation of kids,
[01:46:05.120 --> 01:46:09.440]   they're gonna be the ones getting dragged off airplanes,
[01:46:09.440 --> 01:46:10.280]   right?
[01:46:10.280 --> 01:46:12.000]   It's just so sad.
[01:46:12.000 --> 01:46:15.920]   So anyway, I understand anybody
[01:46:15.920 --> 01:46:18.760]   that gets pulled into the gentle parenting,
[01:46:18.760 --> 01:46:21.040]   but, and we should be gentle parents.
[01:46:21.040 --> 01:46:24.680]   That's why we talk so much about, you know,
[01:46:24.680 --> 01:46:26.440]   not being angry.
[01:46:26.440 --> 01:46:29.560]   And even in these high energy moments
[01:46:29.560 --> 01:46:33.120]   with our kids having these horrible temper tantrums,
[01:46:33.120 --> 01:46:37.320]   it is a time when we have to not let our emotions
[01:46:37.320 --> 01:46:39.200]   get out of hand, right?
[01:46:39.200 --> 01:46:42.200]   We are going to go and do our job.
[01:46:42.200 --> 01:46:46.160]   Our job is to lovingly come around our kids
[01:46:46.160 --> 01:46:48.040]   and bring them through it.
[01:46:48.040 --> 01:46:52.280]   But we have the solution to bring it to an end,
[01:46:52.280 --> 01:46:54.000]   but we have to do it with the right heart,
[01:46:54.000 --> 01:46:57.480]   the right attitude and keep that relationship strong.
[01:46:57.480 --> 01:47:00.280]   And what ends up happening is we have children
[01:47:00.280 --> 01:47:03.920]   who trust their parents, love their parents,
[01:47:03.920 --> 01:47:07.200]   have relationships with their parents,
[01:47:07.200 --> 01:47:10.360]   and that's the solution, right?
[01:47:10.360 --> 01:47:13.280]   And eventually we hope and pray
[01:47:13.280 --> 01:47:15.880]   that that is also going to encourage them
[01:47:15.880 --> 01:47:18.760]   to walk with the Lord when the Holy Spirit
[01:47:18.760 --> 01:47:20.600]   does his work in them.
[01:47:20.600 --> 01:47:22.120]   - So gentle yet biblical.
[01:47:22.120 --> 01:47:23.960]   - Yes, yeah.
[01:47:23.960 --> 01:47:24.800]   - Absolutely.
[01:47:24.800 --> 01:47:28.760]   - Yeah, if we're not biblical, it is just not gonna work.
[01:47:28.760 --> 01:47:30.160]   It's God's world.
[01:47:30.160 --> 01:47:33.720]   He made the rules, right?
[01:47:33.720 --> 01:47:36.000]   And so if we try and change those rules,
[01:47:36.000 --> 01:47:37.720]   what's gonna happen?
[01:47:37.720 --> 01:47:41.320]   - We'll all be outside the circle of blessing chaos.
[01:47:41.320 --> 01:47:42.160]   - Chaos.
[01:47:42.160 --> 01:47:43.000]   - Yes, yes.
[01:47:43.000 --> 01:47:44.440]   And we are seeing chaos.
[01:47:44.440 --> 01:47:45.280]   - Let's go to Jake.
[01:47:45.280 --> 01:47:46.840]   - Yeah.
[01:47:46.840 --> 01:47:47.960]   Thank you, Jenna.
[01:47:47.960 --> 01:47:51.160]   - Hi, yeah. - Thank you.
[01:47:51.160 --> 01:47:52.880]   - Sorry, I've got two questions.
[01:47:52.880 --> 01:47:54.120]   I know you've already answered them,
[01:47:54.120 --> 01:47:55.600]   but I don't remember the answers.
[01:47:55.600 --> 01:47:59.280]   So first, where can I buy the wisdom worker?
[01:47:59.280 --> 01:48:03.960]   - Okay, so I will put that in the chat.
[01:48:03.960 --> 01:48:06.600]   Give me just a moment to do that.
[01:48:06.600 --> 01:48:09.280]   (clears throat)
[01:48:09.280 --> 01:48:21.240]   Where is it?
[01:48:21.240 --> 01:48:22.080]   There it is.
[01:48:22.080 --> 01:48:25.560]   Okay, here it comes.
[01:48:25.560 --> 01:48:31.240]   There you go.
[01:48:31.240 --> 01:48:32.280]   - Awesome, thank you.
[01:48:32.280 --> 01:48:33.360]   - You're welcome.
[01:48:33.360 --> 01:48:35.160]   - Yep, second question.
[01:48:35.160 --> 01:48:37.920]   How old is too old for a spanking?
[01:48:37.920 --> 01:48:40.560]   - Okay, that's a good question.
[01:48:40.560 --> 01:48:42.160]   That comes up all the time
[01:48:42.160 --> 01:48:45.720]   and I'm really surprised we haven't addressed that yet.
[01:48:45.720 --> 01:48:46.560]   Oh, it does?
[01:48:46.560 --> 01:48:49.240]   Okay, well, I'm gonna go ahead and share it.
[01:48:49.240 --> 01:48:54.640]   Here's the thing, and we will repeat this next week
[01:48:54.640 --> 01:48:56.800]   because it's important for everybody to hear it,
[01:48:56.800 --> 01:49:01.360]   but when we give a spanking, what's it for?
[01:49:01.360 --> 01:49:04.400]   Jake, that's the question.
[01:49:04.400 --> 01:49:05.520]   - It's a consequence.
[01:49:05.520 --> 01:49:08.080]   - Yeah, it's a consequence, but why are we giving it?
[01:49:08.080 --> 01:49:10.120]   It's for rebellion.
[01:49:10.120 --> 01:49:11.160]   - Yeah, true.
[01:49:11.160 --> 01:49:13.000]   - For rebellion, okay.
[01:49:13.000 --> 01:49:17.240]   So, and the point of the chastisement, the spanking,
[01:49:17.240 --> 01:49:21.040]   is to humble the heart, right?
[01:49:21.040 --> 01:49:26.040]   So the answer to that question is we give a spanking
[01:49:26.040 --> 01:49:29.280]   anytime our child is in rebellion.
[01:49:30.760 --> 01:49:35.760]   And if we don't, our child will continue in rebellion.
[01:49:35.760 --> 01:49:40.560]   So there's not really an age limit.
[01:49:40.560 --> 01:49:45.160]   And just to encourage you a little bit,
[01:49:45.160 --> 01:49:48.160]   we had, Tori and Michael were two years apart.
[01:49:48.160 --> 01:49:54.120]   They each, at the age of 14 each,
[01:49:54.120 --> 01:49:56.920]   they were characterized by obedience.
[01:49:56.920 --> 01:50:00.040]   They were sweet kids.
[01:50:00.040 --> 01:50:01.440]   Michael was still a tigger.
[01:50:01.440 --> 01:50:05.720]   So yes, there were still issues and nobody's perfect.
[01:50:05.720 --> 01:50:09.440]   Tori wasn't perfect, but they were good, obedient kids.
[01:50:09.440 --> 01:50:15.720]   And when they turned, and I was the administrator
[01:50:15.720 --> 01:50:17.440]   of their school all their life.
[01:50:17.440 --> 01:50:20.560]   And then off Tori went to high school,
[01:50:20.560 --> 01:50:22.640]   no longer had mom there.
[01:50:22.640 --> 01:50:25.040]   So of course he came on freshman year
[01:50:25.040 --> 01:50:28.600]   and there was a challenge and he was like,
[01:50:28.600 --> 01:50:30.560]   "Nope, I'm gonna do it."
[01:50:30.560 --> 01:50:32.880]   And he dug his heels in with me.
[01:50:32.880 --> 01:50:35.600]   I'm saying, "Honey, don't do this.
[01:50:35.600 --> 01:50:38.800]   "You know this is not gonna go well, don't do this."
[01:50:38.800 --> 01:50:42.040]   And he's like, "Nope, I'm gonna do it."
[01:50:42.040 --> 01:50:44.680]   And I called Mario and said,
[01:50:44.680 --> 01:50:46.200]   "You are not gonna believe this,
[01:50:46.200 --> 01:50:50.120]   "but Tori is in complete direct rebellion to me."
[01:50:50.120 --> 01:50:53.440]   And he's told me he's doing something,
[01:50:53.440 --> 01:50:55.360]   whether I like it or not.
[01:50:55.360 --> 01:50:58.480]   And Mario came home and he sat down with Tori,
[01:50:58.480 --> 01:50:59.640]   had a nice talk.
[01:50:59.640 --> 01:51:04.480]   And Tori ended up at age 14 getting a spanking
[01:51:04.480 --> 01:51:07.040]   from his father, not from his mother.
[01:51:07.040 --> 01:51:08.400]   - Yeah. (laughs)
[01:51:08.400 --> 01:51:10.080]   And that was the last- - At 14, no.
[01:51:10.080 --> 01:51:11.520]   - That was the last- - Mom, let's not do it.
[01:51:11.520 --> 01:51:12.720]   - That was the last spanking he ever got.
[01:51:12.720 --> 01:51:14.160]   - Last spanking he ever had,
[01:51:14.160 --> 01:51:17.160]   last time he was ever rebellious.
[01:51:17.160 --> 01:51:18.800]   Now, was he disobedient?
[01:51:18.800 --> 01:51:22.480]   Yes, there were moments where he got himself into trouble.
[01:51:22.480 --> 01:51:24.040]   But was he rebellious?
[01:51:24.040 --> 01:51:27.200]   Never, never from that point forward.
[01:51:27.200 --> 01:51:29.280]   Two years later, here comes Michael.
[01:51:29.280 --> 01:51:30.680]   - He didn't learn from his older brother, obviously.
[01:51:30.680 --> 01:51:32.120]   - No, he did not.
[01:51:32.120 --> 01:51:34.320]   And off he went into high school
[01:51:34.320 --> 01:51:37.480]   without mopping the administrator there.
[01:51:37.480 --> 01:51:39.840]   And he did the exact same thing,
[01:51:39.840 --> 01:51:42.320]   came home and defied me,
[01:51:42.320 --> 01:51:45.560]   absolutely out and out defied me.
[01:51:45.560 --> 01:51:49.840]   And Mario got the phone call again and he said, "Okay."
[01:51:49.840 --> 01:51:51.320]   - Deja vu, deja vu.
[01:51:51.320 --> 01:51:55.520]   - And Michael got a chastisement, age 14.
[01:51:55.520 --> 01:51:58.440]   And that was the last chastisement he ever had.
[01:51:58.440 --> 01:52:00.800]   And he never rebelled again.
[01:52:00.800 --> 01:52:04.480]   - Well, that answers your question.
[01:52:04.480 --> 01:52:08.320]   - Yeah, okay, well, that was pretty clear.
[01:52:08.320 --> 01:52:09.160]   I appreciate it.
[01:52:09.160 --> 01:52:10.800]   - Yeah, I would never have guessed
[01:52:10.800 --> 01:52:13.000]   that we would have to do that at 14,
[01:52:13.000 --> 01:52:15.840]   but I'm glad we did.
[01:52:15.840 --> 01:52:17.200]   'Cause if we hadn't have,
[01:52:17.200 --> 01:52:19.400]   I know there would have been more rebellion.
[01:52:19.400 --> 01:52:22.640]   - Okay.
[01:52:24.640 --> 01:52:25.840]   - All right. - Any other questions?
[01:52:25.840 --> 01:52:27.440]   - We have time for one more.
[01:52:27.440 --> 01:52:32.560]   - I have a quick question on that topic.
[01:52:32.560 --> 01:52:36.400]   Oh, sorry, I don't know if I didn't put my hand up.
[01:52:36.400 --> 01:52:40.440]   You said Mario administers that chastisement,
[01:52:40.440 --> 01:52:43.800]   obviously you being a mom, a woman with your son,
[01:52:43.800 --> 01:52:45.920]   is there a point, is it kind of puberty?
[01:52:45.920 --> 01:52:49.440]   I mean, we're having a son, so I'm questioning that point.
[01:52:49.440 --> 01:52:52.400]   - When they go through that change,
[01:52:52.400 --> 01:52:55.760]   there's a point where Mario was no longer spanking Natalie
[01:52:55.760 --> 01:52:57.920]   and I was no longer spanking the boy.
[01:52:57.920 --> 01:52:58.760]   - Absolutely.
[01:52:58.760 --> 01:53:01.400]   - Yeah, it's just, you'll feel it, it's inappropriate.
[01:53:01.400 --> 01:53:04.400]   You just, you feel like it's not right.
[01:53:04.400 --> 01:53:06.120]   - Okay, okay, yeah.
[01:53:06.120 --> 01:53:06.960]   - All right, good.
[01:53:06.960 --> 01:53:08.000]   - Yeah.
[01:53:08.000 --> 01:53:13.000]   - Okay, well, we have come to the end of our session, Q&A.
[01:53:13.000 --> 01:53:16.960]   Look forward to seeing everybody next week.
[01:53:16.960 --> 01:53:18.440]   - Yeah, this was good, guys.
[01:53:18.440 --> 01:53:19.280]   - Yeah.
[01:53:19.280 --> 01:53:20.800]   - Love that you were all engaged.
[01:53:20.800 --> 01:53:22.120]   - Good questions.
[01:53:22.120 --> 01:53:23.760]   - That's good.
[01:53:23.760 --> 01:53:27.040]   All right, well, I hope that next week's homework
[01:53:27.040 --> 01:53:29.920]   is encouraging to you.
[01:53:29.920 --> 01:53:32.200]   - Zero to six, I mean, six to 12, yeah.
[01:53:32.200 --> 01:53:33.040]   Sorry.
[01:53:33.040 --> 01:53:37.160]   - Yeah, there's gonna be a lot more good stuff, so.
[01:53:37.160 --> 01:53:40.200]   All right, well, you guys have a great week.
[01:53:40.200 --> 01:53:44.280]   If you need anything, you know how to get a hold of us
[01:53:44.280 --> 01:53:47.040]   and we will see you then, all right?
[01:53:47.040 --> 01:53:48.920]   - God bless you guys. - God bless you guys.
[01:53:48.920 --> 01:53:50.040]   - Have a good week.

