
[00:00:00.000 --> 00:00:04.060]   This is Sax's big day. There he is. Oh, there's Tucker. Oh, look
[00:55:02.360 --> 00:55:08.360]   And it feels like, actually, it's the people on the left who are generally in this camp
[00:55:08.360 --> 00:55:17.360]   of wanting to slow us down, admire us in regulations, and make it harder to make progress technologically
[00:55:17.360 --> 00:55:19.360]   because it's something they don't control.
[00:55:19.360 --> 00:55:20.360]   I agree with that.
[00:55:20.360 --> 00:55:22.360]   I guess the net result is what I care about.
[00:55:22.360 --> 00:55:28.360]   I think if you talk to old people, which now that I'm getting older and I've talked to
[00:55:28.360 --> 00:55:31.360]   older relatives and stuff, like, what bothers you?
[00:55:31.360 --> 00:55:35.360]   And I used to think it was taking a leak six times a night, but it's really not.
[00:55:35.360 --> 00:55:39.360]   The thing that bothers old people I've spoken to anyway is the change.
[00:55:39.360 --> 00:55:41.360]   It's like they just don't recognize it.
[00:55:41.360 --> 00:55:43.360]   And that's really hard for people to deal with.
[00:55:43.360 --> 00:55:48.360]   And so, all I'm saying, I'm certainly not calling for a halt to technological progress.
[00:55:48.360 --> 00:55:49.360]   That would be terrible.
[00:55:49.360 --> 00:55:56.360]   All I'm saying is, in tandem with those advancements should be the concern about people's ability
[00:55:56.360 --> 00:55:58.360]   to digest massive change.
[00:55:58.360 --> 00:56:00.360]   And let's keep some things the same.
[00:56:00.360 --> 00:56:02.360]   You just can't change everything.
[00:56:02.360 --> 00:56:03.360]   It's bad.
[00:56:03.360 --> 00:56:04.360]   It's super bad.
[00:56:04.360 --> 00:56:07.360]   So, maybe we get AI, but let's keep Halloween.
[00:56:07.360 --> 00:56:13.360]   As you're arguing for tradition and things that bring people together, this country was
[00:56:13.360 --> 00:56:20.360]   built off of immigrants, obviously, and this is one of the most polarizing issues, Tucker,
[00:56:20.360 --> 00:56:25.360]   in each election cycle and in the country at large right now.
[00:56:25.360 --> 00:56:33.360]   What is your vision for how American immigration should work here in the 21st century?
[00:56:33.360 --> 00:56:35.360]   Ideally, or right now?
[00:56:35.360 --> 00:56:37.360]   Right now, and then ideally.
[00:56:37.360 --> 00:56:40.360]   Let's start with what would you do right now, short term, and then ideally.
[00:56:40.360 --> 00:56:44.360]   Well, actually, if you don't mind, I'll quickly invert it and say, of course, the goal is
[00:56:44.360 --> 00:56:48.360]   just a rational immigration policy whose purpose is to help your country.
[00:56:48.360 --> 00:56:49.360]   What would that look like?
[00:56:49.360 --> 00:56:53.360]   Well, I can see an argument, for example, if you needed, I don't know, there was a time
[00:56:53.360 --> 00:56:58.360]   for the guy who was just saying, my college roommate, my best friend, came to this country
[00:56:58.360 --> 00:57:02.360]   from India because both his parents were physicians and there was a lack of physicians with
[00:57:02.360 --> 00:57:03.360]   deindustrialization.
[00:57:03.360 --> 00:57:08.360]   Everyone was moving out of the small towns, and so we expedited the visas of foreign physicians.
[00:57:08.360 --> 00:57:09.360]   Most of them were Indians.
[00:57:09.360 --> 00:57:10.360]   I think most were Indians.
[00:57:10.360 --> 00:57:12.360]   His parents actually came from Africa, but whatever.
[00:57:12.360 --> 00:57:16.360]   The point is, they're Indian doctors and they came here and they settled in a little town
[00:57:16.360 --> 00:57:20.360]   in Massachusetts, a rural town, dying mill town, and it was great.
[00:57:20.360 --> 00:57:21.360]   It was great for them.
[00:57:21.360 --> 00:57:23.360]   It was great for the town.
[00:57:23.360 --> 00:57:25.360]   The guy became my best friend.
[00:57:25.360 --> 00:57:27.360]   I mean, like, that's just, that's what you want, right?
[00:57:27.360 --> 00:57:32.360]   We need this and we're going to, in a very smart, intentional way, try to get it on the
[00:57:32.360 --> 00:57:33.360]   world market.
[00:57:33.360 --> 00:57:34.360]   And we can, we will.
[00:57:34.360 --> 00:57:36.360]   And I'm totally for that.
[00:57:36.360 --> 00:57:41.360]   What we're doing now is throwing open the doors to anyone who wants to come here from
[00:57:41.360 --> 00:57:45.360]   the poorest countries in the world at a scale that we can't possibly digest.
[00:57:45.360 --> 00:57:48.360]   So, how many people are here illegally working off the books?
[00:57:48.360 --> 00:57:50.360]   Some estimate 60, 70 million.
[00:57:50.360 --> 00:57:53.360]   Those are real estimates, by the way, not crackpot estimates.
[00:57:53.360 --> 00:57:54.360]   But the truth is, we don't know.
[00:57:54.360 --> 00:57:55.360]   We have no idea.
[00:57:55.360 --> 00:57:57.360]   So, we've completely lost control.
[00:57:57.360 --> 00:57:59.360]   And we don't know who these people are.
[00:57:59.360 --> 00:58:02.360]   I honestly think most of them are here for a better life.
[00:58:02.360 --> 00:58:03.360]   I believe that.
[00:58:03.360 --> 00:58:04.360]   I think most of them are probably good people.
[00:58:04.360 --> 00:58:07.360]   I think most of them agree with my politics, actually, for whatever it's worth.
[00:58:07.360 --> 00:58:11.360]   Definitely much more than the unhappy private equity wives do, for sure.
[00:58:11.360 --> 00:58:14.360]   The average guy from Nigeria is, like, on my side.
[00:58:14.360 --> 00:58:16.360]   Every Salvadoran agrees with me.
[00:58:16.360 --> 00:58:17.360]   So, I like that.
[00:58:17.360 --> 00:58:20.360]   But I also think it's too much, actually.
[00:58:20.360 --> 00:58:25.360]   At exactly the moment when native-born Americans' birth rates are tanking, over 100,000 people
[00:58:25.360 --> 00:58:33.360]   die of fentanyl ODs, and we're pushing euthanasia on the population, which we are, you're basically
[00:58:33.360 --> 00:58:36.360]   saying, "I've given up on the people who live here, whatever their color or background,
[00:58:36.360 --> 00:58:39.360]   and we're just going to import new people and replace them with new people."
[00:58:39.360 --> 00:58:40.360]   That's literally what's happening.
[00:58:40.360 --> 00:58:44.360]   And when you say that out loud, they freak out and call you some sort of crazed bigot
[00:58:44.360 --> 00:58:47.360]   for saying the word "replacement," but that's what it is.
[00:58:47.360 --> 00:58:50.360]   And it's happening in Western Europe, in Ireland particularly.
[00:58:50.360 --> 00:58:52.360]   That's what those riots were about.
[00:58:52.360 --> 00:58:54.360]   Not that I'm endorsing the riots, but that's what that was.
[00:58:54.360 --> 00:58:57.360]   And that's, like, insane for a government to do to its own people.
[00:58:57.360 --> 00:58:59.360]   It's just, it's totally insane.
[00:58:59.360 --> 00:59:06.360]   And more than anything, it is an expression of loathing for the people who live there.
[00:59:06.360 --> 00:59:07.360]   It's a dilution of their political power.
[00:59:07.360 --> 00:59:09.360]   It's a dilution of their economic power.
[00:59:09.360 --> 00:59:14.360]   It's the total destruction of the basic services that they paid for, like schools, hospitals,
[00:59:14.360 --> 00:59:15.360]   roads.
[00:59:15.360 --> 00:59:16.360]   Like, those are gone.
[00:59:16.360 --> 00:59:20.360]   So, the last thing I'll say is, people say, "Well, immigrants are coming here looking
[00:59:20.360 --> 00:59:21.360]   for a better life."
[00:59:21.360 --> 00:59:24.360]   And I believe that, having talked to a lot of immigrants and grown up around them in
[00:59:24.360 --> 00:59:25.360]   Southern California.
[00:59:25.360 --> 00:59:26.360]   I totally believe that.
[00:59:26.360 --> 00:59:31.360]   But the question for government is, "Am I making the citizens' life better?"
[00:59:31.360 --> 00:59:33.360]   It's like no one even thinks that.
[00:59:33.360 --> 00:59:38.360]   So, is importing people making the life—so, when my friend's parents came, both physicians
[00:59:38.360 --> 00:59:42.360]   to the little town, little mill town in New England, his parents made the town better
[00:59:42.360 --> 00:59:43.360]   for the people who lived there.
[00:59:43.360 --> 00:59:44.360]   They were the doctors.
[00:59:44.360 --> 00:59:47.360]   And they were super successful, actually, and great people.
[00:59:47.360 --> 00:59:51.360]   >>Corey: Tucker, can you give us a rundown of the current political landscape?
[00:59:51.360 --> 00:59:57.360]   Just tell us, I'm just really curious what you think about RFK, Biden, Trump, Vivian.
[00:59:57.360 --> 00:59:59.360]   Maybe like 10, 15 seconds on each.
[00:59:59.360 --> 01:00:01.360]   >>Tucker: It's so hard.
[01:00:01.360 --> 01:00:07.360]   I mean, the thing that jumps out today, my view changes.
[01:00:07.360 --> 01:00:10.360]   I don't think Biden can be the nominee.
[01:00:10.360 --> 01:00:15.360]   His only point was to stop Bernie Sanders, basically.
[01:00:15.360 --> 01:00:19.360]   And he's outlived his usefulness, so I'm pretty sure he'll be replaced.
[01:00:19.360 --> 01:00:24.360]   But as on the Republican side and the independents, it's so hard to know.
[01:00:24.360 --> 01:00:30.360]   I'm just mesmerized by the love for Nikki Haley, who's like the most—and I'm sorry.
[01:00:30.360 --> 01:00:36.360]   For example, I saw Jamie Dimon, who I really like and I know and I have always admired.
[01:00:36.360 --> 01:00:42.360]   But when Jamie Dimon starts free-balling on Nikki Haley and saying nonsensical things about Nikki Haley,
[01:00:42.360 --> 01:00:44.360]   I'm like, I want to call him and say, "You're humiliating yourself."
[01:00:44.360 --> 01:00:47.360]   First of all, you're way out of your depth. You have no idea what you're talking about.
[01:00:47.360 --> 01:00:50.360]   But for another, you're just betraying how completely out of touch you are.
[01:00:50.360 --> 01:00:55.360]   And I think Jamie got—and again, I say this with admiration for Jamie Dimon, which has long held.
[01:00:55.360 --> 01:01:02.360]   But if you get to a place where you think that Nikki Haley has a shot of getting elected in a free and fair election,
[01:01:02.360 --> 01:01:04.360]   you have no idea what's going on in your own country.
[01:01:04.360 --> 01:01:07.360]   It's just embarrassing to say that. Super embarrassing.
[01:01:07.360 --> 01:01:10.360]   Explain to the audience. Unpack that. Why is Nikki Haley not here?
[01:01:10.360 --> 01:01:15.360]   It really—it's not personal. I actually don't care for Nikki Haley as a person, but that's immaterial.
[01:01:15.360 --> 01:01:21.360]   Nikki Haley's program, what she stands for, what she believes, may be moral or immoral. God will judge.
[01:01:21.360 --> 01:01:25.360]   It's not popular with the public. And it's super easy to know that.
[01:01:25.360 --> 01:01:27.360]   Her stance on war, specifically, yeah.
[01:01:27.360 --> 01:01:31.360]   Her stance on war and on economics. And we know that from looking at the Gallup poll,
[01:01:31.360 --> 01:01:34.360]   which is a rolling survey of people's attitudes on things.
[01:01:34.360 --> 01:01:40.360]   And in an actual democracy, you would see the leading candidates, or people who hope to become the leading candidates,
[01:01:40.360 --> 01:01:48.360]   articulate concerns and lay out views that reflected the concerns of the population who are going to vote them into office.
[01:01:48.360 --> 01:01:50.360]   Who does that the most right now?
[01:01:50.360 --> 01:01:51.360]   Well, Trump.
[01:01:51.360 --> 01:01:55.360]   Is it fair to say Nikki Haley is basically an unreconstructed Bush Republican?
[01:01:55.360 --> 01:01:56.360]   Yes, yes.
[01:01:56.360 --> 01:01:59.360]   I mean, her views are basically the same views of George W. Bush.
[01:01:59.360 --> 01:02:01.360]   She's once again in all sorts of new wars.
[01:02:01.360 --> 01:02:06.360]   And I don't even think she regrets the forever wars in the Middle East that were so disastrous.
[01:02:06.360 --> 01:02:11.360]   I haven't heard one word of criticism from her or remorse that she supported all those things.
[01:02:11.360 --> 01:02:15.360]   And on the economic policies, it's kind of this like corporatism.
[01:02:15.360 --> 01:02:20.360]   It's like the whole Trump rebellion never even happened in the Republican Party.
[01:02:20.360 --> 01:02:22.360]   It's just like right back to the past.
[01:02:22.360 --> 01:02:30.360]   And the fact that the establishment sort of coalescing around her kind of tells me that as much as I didn't want to believe this,
