
[00:00:00.000 --> 00:00:02.000]   Struggling with your electric bill?
[01:03:16.000 --> 01:03:27.000]   If your brain is operational and the encounter is being video recorded, a second defense is to position yourself so that the cop stands full face or in profile to the camera and any witnesses.
[01:03:27.000 --> 01:03:35.000]   This means the camera and witnesses will record his lips moving and either discourage insults or give you a stout defense if arrested.
[01:03:35.000 --> 01:03:37.000]   Baton and flashlight poke.
[01:03:37.000 --> 01:03:43.000]   Often, the police officers will stab you with – poke you with a baton or a flashlight in a place where it can hurt.
[01:03:43.000 --> 01:03:46.000]   Again, drop to the ground in a fetal ball position.
[01:03:46.000 --> 01:03:51.000]   Do not respond in any way except passivity.
[01:03:51.000 --> 01:03:53.000]   And then throw down guns and dope.
[01:03:53.000 --> 01:03:58.000]   Crooked cops can plant guns and dope on you to make a felony bust or to justify having beaten or shot you.
[01:03:58.000 --> 01:04:00.000]   This is a high-risk crime for the cops.
[01:04:00.000 --> 01:04:11.000]   If a partner squeals or if the crime scene guys see something odd about the setup and call for an internal affair, internal affairs investigation, the cop faces indictment, dismissal from the force, and a long stretch in the penitentiary.
[01:04:11.000 --> 01:04:15.000]   So once again, you do nothing and do nothing.
[01:04:15.000 --> 01:04:17.000]   Now, what do you do?
[01:04:17.000 --> 01:04:23.000]   What you do is basically you give the police your name and your basic information and then you shut up.
[01:04:23.000 --> 01:04:32.000]   On tomorrow's show or the next show that I release in the feed here, I'm going to release to you an entire discussion of why you don't talk to the police.
[01:04:32.000 --> 01:04:36.000]   And it's very, very important that you listen to it in its entirety.
[01:04:36.000 --> 01:04:39.000]   You don't talk to police even if you're innocent.
[01:04:39.000 --> 01:04:41.000]   It doesn't matter whether you're guilty or whether you're innocent.
[01:04:41.000 --> 01:04:43.000]   It doesn't matter whether you want to help or you don't want to help.
[01:04:43.000 --> 01:04:45.000]   You don't talk to police.
[01:04:45.000 --> 01:04:48.000]   You give them your name and your basic information and that's it.
[01:04:48.000 --> 01:04:50.000]   More about that in a moment.
[01:04:50.000 --> 01:04:56.000]   Next chapter is talking about the importance of not being seen by police officers.
[01:04:56.000 --> 01:05:04.000]   If you spend your time out on the street or in places and areas that the police are going to see you, then you're going to attract their attention.
[01:05:04.000 --> 01:05:08.000]   If cops can't see you, they can't arrest you.
[01:05:08.000 --> 01:05:10.000]   So you've got to keep a low profile.
[01:05:10.000 --> 01:05:25.000]   It's much safer for you to be inside your house where in order for a police officer to get through and to arrest you, they've got to have a warrant to come in and even get inside your house.
[01:05:25.000 --> 01:05:28.000]   There's nothing going to be visible when you're inside your house.
[01:05:28.000 --> 01:05:33.000]   There's never a reason to be loitering on the street.
[01:05:33.000 --> 01:05:39.000]   There's never a reason to be out in public constantly in places where criminals hang out.
[01:05:39.000 --> 01:05:44.000]   You reach a certain time of night and there's no reason to be out in public unless you're working.
[01:05:44.000 --> 01:05:46.000]   So just think about that.
[01:05:46.000 --> 01:05:53.000]   Don't do stupid stuff with people out in public where the police are likely to see you.
[01:05:53.000 --> 01:05:59.000]   A couple of important things that you can learn is you need to learn and practice some scripts.
[01:05:59.000 --> 01:06:05.000]   I've coached people, other people as well, on these scripts and it's important that you memorize them.
[01:06:05.000 --> 01:06:09.000]   It's important that you never lie to a police officer.
[01:06:09.000 --> 01:06:12.000]   Lying to a police officer is a crime.
[01:06:12.000 --> 01:06:16.000]   They're allowed to lie to you, but you're not allowed to lie to them.
[01:06:16.000 --> 01:06:27.000]   And so the only safe thing for you to do is to give the most basic information in a polite and simple and civil tone and then shut up.
[01:06:27.000 --> 01:06:34.000]   But in order to do that, you're going to have to have some scripts at your disposal, some words that you've memorized in advance.
[01:06:34.000 --> 01:06:37.000]   And again, you'll need to coach your family members as well.
[01:06:37.000 --> 01:06:38.000]   I've coached my wife.
[01:06:38.000 --> 01:06:48.000]   I've coached other young people and I'll coach my children in the future and force them to memorize the scripts because when your adrenaline is high and when everything is going wrong, you'll forget it if you don't practice.
[01:06:48.000 --> 01:06:54.000]   So let's talk about the quiz here that's important.
[01:06:54.000 --> 01:06:55.000]   The quiz begins.
[01:06:55.000 --> 01:06:59.000]   When cops stop you, they summon you by saying something like, "Hey, you, come here."
[01:06:59.000 --> 01:07:06.000]   Sometimes they spice it up with something more contemporary like, "Yo, player, what's up?" or Chicano slang such as, "Carnal, por aquí."
[01:07:06.000 --> 01:07:07.000]   All this means the same thing.
[01:07:07.000 --> 01:07:10.000]   March yourself over here and face the man.
[01:07:10.000 --> 01:07:13.000]   You know from the preceding chapter what to do.
[01:07:13.000 --> 01:07:17.000]   Face the officers calmly, hands at sides, and make eye contact.
[01:07:17.000 --> 01:07:19.000]   Here's what you say.
[01:07:19.000 --> 01:07:22.000]   "Officer, have I done something wrong?"
[01:07:22.000 --> 01:07:24.000]   These are magic words.
[01:07:24.000 --> 01:07:25.000]   First, they're polite.
[01:07:25.000 --> 01:07:28.000]   Second, they're submissive in the proper degree.
[01:07:28.000 --> 01:07:31.000]   Third and most important, they're a question.
[01:07:31.000 --> 01:07:34.000]   When you say these words, you toss the ball back to the cops.
[01:07:34.000 --> 01:07:37.000]   Now you're questioning them, politely of course.
[01:07:37.000 --> 01:07:39.000]   Often they will tell you why they stopped you.
[01:07:39.000 --> 01:07:43.000]   This will let you assess how much trouble you're in and how to react.
[01:07:43.000 --> 01:07:45.000]   Now here's the important part.
[01:07:45.000 --> 01:07:49.000]   After you have spoken these magic words, shut up.
[01:07:49.000 --> 01:07:51.000]   Just stand there and let the cops talk.
[01:07:51.000 --> 01:07:55.000]   Do not keep talking yourself as you will tend to babble, confuse yourself, and start to lie.
[01:07:55.000 --> 01:08:00.000]   Here's an example of babbling, exactly what you do not want to do.
[01:08:00.000 --> 01:08:02.000]   "Officer, have I done something wrong?"
[01:08:02.000 --> 01:08:05.000]   "My God, I was just walking down the street, minding my own business.
[01:08:05.000 --> 01:08:09.000]   I mean, I live around here and was just going to see some guys, and why are you questioning me anyhow?
[01:08:09.000 --> 01:08:11.000]   Don't you have real crooks to chase?
[01:08:11.000 --> 01:08:14.000]   I'm not a crook. I'm just trying to get along here. Do you know what I mean?"
[01:08:14.000 --> 01:08:22.000]   The technique of responding to police questions is to give them the basic information they ask for truthfully and briefly.
[01:08:22.000 --> 01:08:24.000]   Emphasis on briefly.
[01:08:24.000 --> 01:08:27.000]   Do not volunteer information.
[01:08:27.000 --> 01:08:35.000]   This will stimulate follow-ups, verification questions, and requests for information that can be checked by computer.
[01:08:35.000 --> 01:08:37.000]   You have the right to remain silent.
[01:08:37.000 --> 01:08:40.000]   It is not a crime not to talk to police.
[01:08:40.000 --> 01:08:46.000]   However, if you have not committed a crime at the time of the stop, I advise you to answer routine questions.
[01:08:46.000 --> 01:08:51.000]   Do not assert your right to remain silent because you're annoyed and want to show the cops you have rights.
[01:08:51.000 --> 01:08:52.000]   They already know this.
[01:08:52.000 --> 01:09:00.000]   Remember, in the preceding chapter, I advised you to lose the psychological contest so you can win the custody contest and stay free.
[01:09:00.000 --> 01:09:01.000]   So what do you tell them?
[01:09:01.000 --> 01:09:06.000]   Your name and address, the names of your parents or guardians, and where you're going.
[01:09:06.000 --> 01:09:12.000]   You always want to give cops your basic information, your name, relatives, address, and where you're going.
[01:09:12.000 --> 01:09:19.000]   The reason not to dummy up completely when you have not committed a crime is this appears suspicious to police.
[01:09:19.000 --> 01:09:22.000]   Another script for you.
[01:09:22.000 --> 01:09:23.000]   Why are you hiding?
[01:09:23.000 --> 01:09:25.000]   Trespassing is something boys do.
[01:09:25.000 --> 01:09:28.000]   It's the nature of the male animal to wander patrol territory and take risks.
[01:09:28.000 --> 01:09:33.000]   This means that boys are likely to be caught trespassing on private property where they do not belong.
[01:09:33.000 --> 01:09:38.000]   When police patrols pass and you're trespassing, naturally you're going to duck and hide.
[01:09:38.000 --> 01:09:41.000]   Remember, if you're hiding when police pass, stay hidden.
[01:09:41.000 --> 01:09:42.000]   You might get lucky.
[01:09:42.000 --> 01:09:46.000]   Once police have you in the spotlight, however, you've got to give it up.
[01:09:46.000 --> 01:09:50.000]   When police find you hiding on private property, they suspect two things.
[01:09:50.000 --> 01:09:57.000]   You're casing the place for a burglary or you're a peeping Tom and are looking at women through a window and inappropriately behaving.
[01:09:57.000 --> 01:10:01.000]   Regardless of what you're doing, you're going to get asked, "Why are you hiding?"
[01:10:01.000 --> 01:10:03.000]   You need to give an answer.
[01:10:03.000 --> 01:10:08.000]   I suggest the following, "Because I'm afraid of police."
[01:10:08.000 --> 01:10:09.000]   This reply has advantages.
[01:10:09.000 --> 01:10:10.000]   It's true.
[01:10:10.000 --> 01:10:11.000]   It's easy to remember.
[01:10:11.000 --> 01:10:12.000]   It's submissive.
[01:10:12.000 --> 01:10:16.000]   It lets the cop start winning the psychological context contest from the get-go.
[01:10:16.000 --> 01:10:20.000]   Once you've said these words, give the cops the basic information they ask for.
