
[00:00:00.000 --> 00:00:19.000]   [ Music ]
[02:09:20.200 --> 02:09:23.200]   while sanctification changes the lifestyle.
[02:09:23.200 --> 02:09:29.200]   In other words, what we're saying here is that the condition has got to change first
[02:09:29.200 --> 02:09:34.200]   before the practice changes.
[02:09:34.200 --> 02:09:37.200]   The condition, that is, of their heart has got to change first
[02:09:37.200 --> 02:09:43.200]   before the practice changes.
[02:09:43.200 --> 02:09:53.200]   This is where Proverbs chapter 5 verses 21 through 23 focuses on self-discipline.
[02:09:53.200 --> 02:09:58.200]   They think they can't change but the Bible defines them, especially in verse 23,
[02:09:58.200 --> 02:10:04.200]   is they can make a lot more changes sexually than they think they can.
[02:10:04.200 --> 02:10:12.200]   Proverbs chapter 5 verses 21 through 23.
[02:10:12.200 --> 02:10:23.200]   Then, in addition to that, the homosexual must be counseled for total life restructuring.
[02:10:23.200 --> 02:10:26.200]   Well, let's stop there just for a second.
[02:10:26.200 --> 02:10:30.200]   There's a little excerpt that we have from Adam's commentary.
[02:10:30.200 --> 02:10:35.200]   He says, "When a man, as a man, a whole person, can be labeled fairly as a drunkard, homosexual,
[02:10:35.200 --> 02:10:38.200]   or drug addict, he is a life-dominating problem.
[02:10:38.200 --> 02:10:42.200]   He is no longer merely a man, but the Bible speaks of him as a certain kind of man,
[02:10:42.200 --> 02:10:44.200]   drunkard, liar, double-minded, etc.
[02:10:44.200 --> 02:10:52.200]   A man characterized or dominated by the particular problem that gives them his name.
[02:10:52.200 --> 02:10:56.200]   The Bible labels those with life-dominating sins.
[02:10:56.200 --> 02:11:00.200]   Since all of life is affected by and affects the problem,
[02:11:00.200 --> 02:11:07.200]   the man with a life-dominating problem finds that all of his life must come under the review in counseling.
[02:11:07.200 --> 02:11:10.200]   All of his life will need alteration.
[02:11:10.200 --> 02:11:15.200]   Whenever a person's problem turns out to be one large life-dominating sin like homosexuality,
[02:11:15.200 --> 02:11:20.200]   erroneously he may think that he has only one problem to solve.
[02:11:20.200 --> 02:11:25.200]   He even may become impatient with a counselor who attempts to look at other aspects of his life.
[02:11:25.200 --> 02:11:27.200]   "Why don't you get to the problem?
[02:11:27.200 --> 02:11:32.200]   Why all this extraneous concern about family relationships, work, and health?" he may ask.
[02:11:32.200 --> 02:11:39.200]   But in such circumstances, the problem cannot help but affect every other aspect of his life.
[02:11:39.200 --> 02:11:46.200]   It affects doubtless have bled over into social life, married life, work, physical, financial matters.
[02:11:46.200 --> 02:11:52.200]   Whenever he has problems at work, he seeks out his homosexual companions for some immediate gratification.
[02:11:52.200 --> 02:11:57.200]   When he resorts to his homosexual sin, the guilt adversely affects his work.
[02:11:57.200 --> 02:12:02.200]   The problem and problems of every area tend to feed one another.
[02:12:02.200 --> 02:12:06.200]   That's true. So that's the reason why there has to be total life restructuring.
[02:12:06.200 --> 02:12:14.200]   Then the person with homosexual habituations should be counseled to systematically put aside the old ways of life
[02:12:14.200 --> 02:12:22.200]   and adopt new ways that are fashioned after Jesus Christ, addressing the inner and the outer man.
[02:12:22.200 --> 02:12:28.200]   The inner and the outer man. Ephesians 4, verses 20 through 24.
[02:12:28.200 --> 02:12:32.200]   Colossians 3, 5 through 10.
[02:12:32.200 --> 02:12:37.200]   Become really critical in helping a person like with this.
[02:12:42.200 --> 02:12:45.200]   So what is this going to involve?
[02:12:45.200 --> 02:12:47.200]   Well, this brings us to the fourth.
[02:12:47.200 --> 02:12:53.200]   The person with homosexual habituations need to be taught the fruits appropriate to repentance.
[02:12:53.200 --> 02:12:55.200]   What is that?
[02:12:55.200 --> 02:13:00.200]   Total forsaking of homosexual acts and companions.
[02:13:00.200 --> 02:13:04.200]   1 Corinthians 15, 33.
[02:13:04.200 --> 02:13:10.200]   Radical changes in scheduling.
[02:13:10.200 --> 02:13:17.200]   Of everything that that person does in life needs to come under review and counseling.
[02:13:17.200 --> 02:13:21.200]   Thirdly, radical changes in all of life's thoughts and activities.
[02:13:21.200 --> 02:13:30.200]   There has to be a put off and put on in terms of their thought, their desires, their expectations about life.
[02:13:30.200 --> 02:13:36.200]   Usually a person who's dominated with this, their whole life and all their thoughts in life
[02:13:36.200 --> 02:13:41.200]   are saturated with thoughts about sexual things.
[02:13:41.200 --> 02:13:45.200]   And then fourthly, learning to take the idol of sex down as a god in life
[02:13:45.200 --> 02:13:53.200]   and replace it with mind engaging thoughts of the god of glory.
[02:13:53.200 --> 02:14:00.200]   Merely teaching a homosexual how to have proper sexual relationships with his wife
[02:14:00.200 --> 02:14:05.200]   is not going to help him deal with the over domination of sex in his life as an idol.
[02:14:05.200 --> 02:14:11.200]   It may simply substitute one sexual idol for another.
[02:14:11.200 --> 02:14:15.200]   So just getting the guy married is not going to work.
[02:14:15.200 --> 02:14:21.200]   You've got to address the desires of his heart.
[02:14:21.200 --> 02:14:35.200]   Fifth, then teach them that it is sufficient to be content as faithful and obedient servants to Christ.
[02:14:35.200 --> 02:14:38.200]   And the reason why we close with this is because, listen,
[02:14:38.200 --> 02:14:46.200]   too many Christians who struggle with homosexual tendencies seek quick victory instead of obedience.
[02:14:46.200 --> 02:14:51.200]   Can I say it again? They seek quick victory instead of obedience.
[02:14:51.200 --> 02:14:55.200]   Instead of seeking victory, which means, what they really mean by that is,
[02:14:55.200 --> 02:15:00.200]   I want God to just liberate me from this temptation forever.
[02:15:00.200 --> 02:15:10.200]   They should seek obedience in life every step of the way instead of quick victory.
[02:15:10.200 --> 02:15:21.200]   We are 45 seconds past our time of quitting, and we are now done with our notes.
[02:15:21.200 --> 02:15:24.200]   I don't know about you, but I'm exhausted.
[02:15:24.200 --> 02:15:28.200]   I have thoroughly enjoyed having you in class this semester.
[02:15:28.200 --> 02:15:31.200]   Thank you for being a wonderful class. I've loved your papers.
[02:15:31.200 --> 02:15:36.200]   I've still got a group of papers I'll be turning back to you, graded.
[02:15:36.200 --> 02:15:39.200]   I'll be finishing those next week. I didn't get them done.
[02:15:39.200 --> 02:15:42.200]   Everything is going on this week. Yes, John.
[02:15:42.200 --> 02:15:51.200]   Just a quick question. I have a lesbian cousin who is going to have a ceremony to commit her life.
[02:15:51.200 --> 02:15:54.200]   It's not a wedding, but it's a ceremony.
[02:15:54.200 --> 02:16:13.200]   Just from your counsel, anyone of us that might face a situation where we have family members that are going to do that, do we not go?
[02:16:13.200 --> 02:16:18.200]   Yes. I think in going, you're condoning it.
[02:16:18.200 --> 02:16:25.200]   But I think I'd write a really nice letter or card or something and send it and say,
[02:16:25.200 --> 02:16:31.200]   "I'd like to be able to celebrate this as a Christian. I can't with you.
[02:16:31.200 --> 02:16:39.200]   When you have a proper kind of relationship, I'd love to be able to help you and encourage you in this.
[02:16:39.200 --> 02:16:42.200]   I can't do that.
[02:16:42.200 --> 02:16:55.200]   But I want you to know that I'm not the type of person who's going to treat you in a mean fashion or anything like that.
[02:16:55.200 --> 02:17:04.200]   I do pray for you, concerned about you, and concerned about your understanding of Jesus Christ as Lord and Savior in your life.
[02:17:04.200 --> 02:17:09.200]   That's far more important than this issue.
[02:17:09.200 --> 02:17:11.200]   Thank you for being a great class.
[02:17:11.200 --> 02:17:16.200]   God bless you. Have a wonderful summer.
[02:17:16.200 --> 02:17:18.200]   You're welcome.
[02:17:18.200 --> 02:17:20.200]   [END]
[02:17:20.200 --> 02:17:22.200]   [END]
[02:17:22.200 --> 02:17:24.200]   [END]
[02:17:24.200 --> 02:17:26.200]   [END]
[02:17:26.200 --> 02:17:28.200]   [END]
[02:17:28.200 --> 02:17:30.200]   [END]
[02:17:30.200 --> 02:17:40.200]   [BLANK_AUDIO]

