
[00:00:00.040 --> 00:00:10.620]   question
[00:44:42.200 --> 00:44:42.200]   We're going to go ahead and start the recording.
[00:44:42.200 --> 00:44:42.200]   We're going to go ahead and start the recording.
[00:44:42.200 --> 00:44:42.200]   We're going to go ahead and start the recording.
[00:44:42.220 --> 00:45:12.220]   I'm going to go ahead and start the recording.
[00:45:12.220 --> 00:45:12.220]   I'm going to go ahead and start the recording.
[00:45:12.220 --> 00:45:12.220]   I'm going to go ahead and start the recording.
[00:45:12.220 --> 00:45:12.220]   I'm going to go ahead and start the recording.
[00:45:12.220 --> 00:45:12.220]   I'm going to go ahead and start the recording.
[00:45:12.220 --> 00:45:12.220]   I'm going to go ahead and start the recording.
[00:45:12.220 --> 00:45:12.220]   I'm going to go ahead and start the recording.
[00:45:12.220 --> 00:45:12.220]   I'm going to go ahead and start the recording.
[00:45:12.220 --> 00:45:12.220]   I'm going to go ahead and start the recording.
[00:45:12.220 --> 00:45:12.220]   I'm going to go ahead and start the recording.
[00:45:12.220 --> 00:45:12.220]   I'm going to go ahead and start the recording.
[00:45:12.220 --> 00:45:12.220]   I'm going to go ahead and start the recording.
[00:45:12.220 --> 00:45:12.220]   We're going to go ahead and start the recording.
[00:45:12.220 --> 00:45:12.220]   We're going to go ahead and start the recording.
[00:45:12.220 --> 00:45:12.220]   We're going to go ahead and start the recording.
[00:45:12.220 --> 00:45:12.220]   We're going to go ahead and start the recording.
[00:45:12.220 --> 00:45:42.240]   We're going to go ahead and start the recording.
[00:45:42.240 --> 00:45:42.240]   We're going to go ahead and start the recording.
[00:45:42.240 --> 00:45:42.240]   We're going to go ahead and start the recording.
[00:45:42.240 --> 00:45:42.240]   We're going to go ahead and start the recording.
[00:45:42.240 --> 00:45:42.240]   We're going to go ahead and start the recording.
[00:45:42.240 --> 00:45:42.240]   We're going to go ahead and start the recording.
[00:45:42.240 --> 00:45:42.240]   We're going to go ahead and start the recording.
[00:45:42.240 --> 00:45:42.240]   We're going to go ahead and start the recording.
[00:45:42.240 --> 00:45:42.240]   We're going to go ahead and start the recording.
[00:45:42.240 --> 00:45:42.240]   We're going to go ahead and start the recording.
[00:45:42.260 --> 00:46:12.260]   I'm going to go ahead and start the recording.
[00:46:12.260 --> 00:46:12.260]   I'm going to go ahead and start the recording.
[00:46:12.260 --> 00:46:12.260]   I'm going to go ahead and start the recording.
[00:46:12.260 --> 00:46:12.260]   I'm going to go ahead and start the recording.
[00:46:12.260 --> 00:46:12.260]   I'm going to go ahead and start the recording.
[00:46:12.260 --> 00:46:12.260]   I'm going to go ahead and start the recording.
[00:46:12.260 --> 00:46:12.260]   I'm going to go ahead and start the recording.
[00:46:12.260 --> 00:46:12.260]   I'm going to go ahead and start the recording.
[00:46:12.260 --> 00:46:12.260]   I'm going to go ahead and start the recording.
[00:46:12.260 --> 00:46:12.260]   I'm going to go ahead and start the recording.
[00:46:12.260 --> 00:46:12.260]   I'm going to go ahead and start the recording.
[00:46:12.260 --> 00:46:12.260]   I'm going to go ahead and start the recording.
[00:46:12.260 --> 00:46:12.260]   I'm going to go ahead and start the recording.
[00:46:12.260 --> 00:46:12.260]   I'm going to go ahead and start the recording.
[00:46:12.260 --> 00:46:12.260]   I'm going to go ahead and start the recording.
[00:46:12.260 --> 00:46:12.260]   I'm going to go ahead and start the recording.
[00:46:12.300 --> 00:46:42.280]   I'm going to go ahead and start the recording.
[00:46:42.280 --> 00:46:42.280]   I'm going to go ahead and start the recording.
[00:46:42.280 --> 00:46:42.280]   I'm going to go ahead and start the recording.
[00:46:42.280 --> 00:46:42.280]   I'm going to go ahead and start the recording.
[00:46:42.280 --> 00:46:42.280]   I'm going to go ahead and start the recording.
[00:46:42.280 --> 00:46:42.280]   I'm going to go ahead and start the recording.
[00:46:42.280 --> 00:46:42.280]   I'm going to go ahead and start the recording.
[00:46:42.280 --> 00:46:42.280]   I'm going to go ahead and start the recording.
[00:46:42.280 --> 00:46:42.280]   I'm going to go ahead and start the recording.
[00:46:42.280 --> 00:46:42.280]   I'm going to go ahead and start the recording.
[00:46:42.280 --> 00:46:42.280]   I'm going to go ahead and start the recording.
[00:46:42.300 --> 00:47:12.300]   I'm going to go ahead and start the recording.
[00:47:12.300 --> 00:47:12.300]   I'm going to go ahead and start the recording.
[00:47:12.300 --> 00:47:12.300]   I'm going to go ahead and start the recording.
[00:47:12.300 --> 00:47:12.300]   I'm going to go ahead and start the recording.
[00:47:12.300 --> 00:47:12.300]   I'm going to go ahead and start the recording.
[00:47:12.300 --> 00:47:12.300]   I'm going to go ahead and start the recording.
[00:47:12.300 --> 00:47:12.300]   I'm going to go ahead and start the recording.
[00:47:12.300 --> 00:47:12.300]   I'm going to go ahead and start the recording.
[00:47:12.300 --> 00:47:12.300]   I'm going to go ahead and start the recording.
[00:47:12.300 --> 00:47:12.300]   I'm going to go ahead and start the recording.
[00:47:12.300 --> 00:47:12.300]   I'm going to go ahead and start the recording.
[00:47:12.300 --> 00:47:12.300]   I'm going to go ahead and start the recording.
[00:47:12.300 --> 00:47:12.300]   I'm going to go ahead and start the recording.
[00:47:12.300 --> 00:47:12.300]   I'm going to go ahead and start the recording.
[00:47:12.300 --> 00:47:12.300]   I'm going to go ahead and start the recording.
[00:47:12.300 --> 00:47:12.300]   I'm going to go ahead and start the recording.
[00:47:12.300 --> 00:47:42.320]   I'm going to go ahead and start the recording.
[00:47:42.320 --> 00:47:42.320]   I'm going to go ahead and start the recording.
[00:47:42.320 --> 00:47:42.320]   I'm going to go ahead and start the recording.
[00:47:42.320 --> 00:47:42.320]   I'm going to go ahead and start the recording.
[00:47:42.320 --> 00:47:42.320]   I'm going to go ahead and start the recording.
[00:47:42.320 --> 00:47:42.320]   I'm going to go ahead and start the recording.
[00:47:42.320 --> 00:47:42.320]   I'm going to go ahead and start the recording.
[00:47:42.320 --> 00:47:42.320]   I'm going to go ahead and start the recording.
[00:47:42.320 --> 00:47:42.320]   I'm going to go ahead and start the recording.
[00:47:42.320 --> 00:47:42.320]   I'm going to go ahead and start the recording.
[00:47:42.320 --> 00:47:42.320]   I'm going to go ahead and start the recording.
[00:47:42.320 --> 00:47:42.320]   I'm going to go ahead and start the recording.
[00:47:42.340 --> 00:48:12.340]   I'm going to go ahead and start the recording.
[00:48:12.340 --> 00:48:12.340]   I'm going to go ahead and start the recording.
[00:48:12.340 --> 00:48:12.340]   I'm going to go ahead and start the recording.
[00:48:12.340 --> 00:48:12.340]   I'm going to go ahead and start the recording.
[00:48:12.340 --> 00:48:12.340]   I'm going to go ahead and start the recording.
[00:48:12.340 --> 00:48:12.340]   I'm going to go ahead and start the recording.
[00:48:12.340 --> 00:48:12.340]   I'm going to go ahead and start the recording.
[00:48:12.340 --> 00:48:12.340]   I'm going to go ahead and start the recording.
[00:48:12.340 --> 00:48:12.340]   I'm going to go ahead and start the recording.
[00:48:12.340 --> 00:48:12.340]   I'm going to go ahead and start the recording.
[00:48:12.340 --> 00:48:12.340]   I'm going to go ahead and start the recording.
[00:48:12.340 --> 00:48:12.340]   I'm going to go ahead and start the recording.
[00:48:12.340 --> 00:48:12.340]   I'm going to go ahead and start the recording.
[00:48:12.340 --> 00:48:12.340]   I'm going to go ahead and start the recording.
[00:48:12.340 --> 00:48:12.340]   I'm going to go ahead and start the recording.
[00:48:12.340 --> 00:48:12.340]   I'm going to go ahead and start the recording.
[00:48:12.340 --> 00:48:42.360]   I'm going to go ahead and start the recording.
[00:48:42.360 --> 00:48:42.360]   I'm going to go ahead and start the recording.
[00:48:42.360 --> 00:48:42.360]   I'm going to go ahead and start the recording.
[00:48:42.360 --> 00:48:42.360]   I'm going to go ahead and start the recording.
[00:48:42.360 --> 00:48:42.360]   I'm going to go ahead and start the recording.
[00:48:42.360 --> 00:48:42.360]   I'm going to go ahead and start the recording.
[00:48:42.360 --> 00:48:42.360]   I'm going to go ahead and start the recording.
[00:48:42.360 --> 00:48:42.360]   I'm going to go ahead and start the recording.
[00:48:42.360 --> 00:48:42.360]   I'm going to go ahead and start the recording.
[00:48:42.360 --> 00:48:42.360]   I'm going to go ahead and start the recording.
[00:48:42.360 --> 00:48:42.360]   I'm going to go ahead and start the recording.
[00:48:42.400 --> 00:49:12.380]   worldview.
[00:49:12.380 --> 00:49:12.380]   I'm going to go ahead and start the recording.
[00:49:12.380 --> 00:49:12.380]   I'm going to go ahead and start the recording.
[00:49:12.380 --> 00:49:12.380]   I'm going to go ahead and start the recording.
[00:49:12.380 --> 00:49:12.380]   I'm going to go ahead and start the recording.
[00:49:12.380 --> 00:49:12.380]   I'm going to go ahead and start the recording.
[00:49:12.380 --> 00:49:12.380]   I'm going to go ahead and start the recording.
[00:49:12.380 --> 00:49:12.380]   I'm going to go ahead and start the recording.
[00:49:12.380 --> 00:49:12.380]   I'm going to go ahead and start the recording.
[00:49:12.380 --> 00:49:12.380]   I'm going to go ahead and start the recording.
[00:49:12.380 --> 00:49:12.380]   I'm going to go ahead and start the recording.
[00:49:12.380 --> 00:49:12.380]   I'm going to go ahead and start the recording.
[00:49:12.380 --> 00:49:12.380]   I'm going to go ahead and start the recording.
[00:49:12.380 --> 00:49:12.380]   I'm going to go ahead and start the recording.
[00:49:12.380 --> 00:49:12.380]   I'm going to go ahead and start the recording.
[00:49:12.380 --> 00:49:12.380]   I'm going to go ahead and start the recording.
[00:49:12.380 --> 00:49:12.380]   I'm going to go ahead and start the recording.
[00:49:12.380 --> 00:49:42.400]   I'm going to go ahead and start the recording.
[00:49:42.400 --> 00:49:42.400]   I'm going to go ahead and start the recording.
[00:49:42.400 --> 00:49:42.400]   I'm going to go ahead and start the recording.
[00:49:42.400 --> 00:49:42.400]   I'm going to go ahead and start the recording.
[00:49:42.400 --> 00:49:42.400]   I'm going to go ahead and start the recording.
[00:49:42.400 --> 00:49:42.400]   I'm going to go ahead and start the recording.
[00:49:42.400 --> 00:49:42.400]   I'm going to go ahead and start the recording.
[00:49:42.400 --> 00:49:42.400]   I'm going to go ahead and start the recording.
[00:49:42.400 --> 00:49:42.400]   I'm going to go ahead and start the recording.
[00:49:42.400 --> 00:49:42.400]   I'm going to go ahead and start the recording.
[00:49:42.420 --> 00:50:12.420]   I'm going to go ahead and start the recording.
[00:50:12.420 --> 00:50:12.420]   I'm going to go ahead and start the recording.
[00:50:12.420 --> 00:50:12.420]   I'm going to go ahead and start the recording.
[00:50:12.420 --> 00:50:12.420]   I'm going to go ahead and start the recording.
[00:50:12.420 --> 00:50:12.420]   I'm going to go ahead and start the recording.
[00:50:12.420 --> 00:50:12.420]   I'm going to go ahead and start the recording.
[00:50:12.420 --> 00:50:12.420]   I'm going to go ahead and start the recording.
[00:50:12.420 --> 00:50:12.420]   I'm going to go ahead and start the recording.
[00:50:12.420 --> 00:50:12.420]   I'm going to go ahead and start the recording.
[00:50:12.420 --> 00:50:12.420]   I'm going to go ahead and start the recording.
[00:50:12.420 --> 00:50:12.420]   I'm going to go ahead and start the recording.
[00:50:12.420 --> 00:50:12.420]   I'm going to go ahead and start the recording.
[00:50:12.420 --> 00:50:12.420]   I'm going to go ahead and start the recording.
[00:50:12.420 --> 00:50:12.420]   I'm going to go ahead and start the recording.
[00:50:12.420 --> 00:50:12.420]   I'm going to go ahead and start the recording.
[00:50:12.420 --> 00:50:12.420]   I'm going to go ahead and start the recording.
[00:50:42.440 --> 00:50:42.440]   I'm going to go ahead and start the recording.
[00:50:42.440 --> 00:50:42.440]   I'm going to go ahead and start the recording.
[00:50:42.440 --> 00:50:42.440]   I'm going to go ahead and start the recording.
[00:50:42.440 --> 00:50:42.440]   I'm going to go ahead and start the recording.
[00:50:42.440 --> 00:50:42.440]   I'm going to go ahead and start the recording.
[00:50:42.440 --> 00:50:42.440]   I'm going to go ahead and start the recording.
[00:50:42.440 --> 00:50:42.440]   I'm going to go ahead and start the recording.
[00:50:42.440 --> 00:50:42.440]   I'm going to go ahead and start the recording.
