
[00:00:00.000 --> 00:00:29.980]   Thank you.
[00:28:58.760 --> 00:28:58.840]   us
[00:28:58.840 --> 00:28:58.920]   to
[00:28:58.920 --> 00:28:59.040]   do
[00:28:59.040 --> 00:28:59.320]   this
[00:28:59.320 --> 00:29:00.120]   is
[00:29:00.120 --> 00:29:01.460]   you
[00:29:01.460 --> 00:29:01.800]   have
[00:29:01.800 --> 00:29:02.100]   to
[00:29:02.100 --> 00:29:02.540]   really
[00:29:02.540 --> 00:29:02.940]   force
[00:29:02.940 --> 00:29:03.160]   it
[00:29:03.160 --> 00:29:03.820]   to
[00:29:03.820 --> 00:29:04.940]   spawn
[00:29:04.940 --> 00:29:05.580]   these
[00:29:05.580 --> 00:29:06.000]   sub
[00:29:06.000 --> 00:29:06.400]   agents
[00:29:06.400 --> 00:29:06.780]   in
[00:29:06.780 --> 00:29:06.980]   one
[00:29:06.980 --> 00:29:07.400]   message
[00:29:07.400 --> 00:29:07.960]   because
[00:29:07.960 --> 00:29:08.600]   from my
[00:29:08.600 --> 00:29:08.960]   experience
[00:29:08.960 --> 00:29:09.260]   what it
[00:29:09.260 --> 00:29:09.400]   will
[00:29:09.400 --> 00:29:09.680]   usually
[00:29:09.680 --> 00:29:10.040]   do
[00:29:10.040 --> 00:29:10.700]   is
[00:29:10.700 --> 00:29:10.840]   it'll
[00:29:10.840 --> 00:29:11.640]   say
[00:29:11.640 --> 00:29:12.040]   yes
[00:29:12.040 --> 00:29:13.000]   spawn
[00:29:13.000 --> 00:29:13.200]   these
[00:29:13.200 --> 00:29:13.340]   in
[00:29:13.340 --> 00:29:13.640]   parallel
[00:29:13.640 --> 00:29:14.500]   and
[00:29:14.500 --> 00:29:14.700]   then
[00:29:14.700 --> 00:29:15.000]   it'll
[00:29:15.000 --> 00:29:15.320]   spawn
[00:29:15.320 --> 00:29:15.560]   one
[00:29:15.560 --> 00:29:15.760]   sub
[00:29:15.760 --> 00:29:16.100]   agent
[00:29:16.100 --> 00:29:17.280]   and
[00:29:17.280 --> 00:29:17.420]   then
[00:29:17.420 --> 00:29:17.560]   it's
[00:29:17.560 --> 00:29:17.900]   blocked
[00:29:17.900 --> 00:29:19.040]   and
[00:29:19.040 --> 00:29:19.240]   then
[00:29:19.240 --> 00:29:19.620]   only
[00:29:19.620 --> 00:29:19.800]   when
[00:29:19.800 --> 00:29:19.920]   that
[00:29:19.920 --> 00:29:20.080]   one
[00:29:20.080 --> 00:29:20.240]   sub
[00:29:20.240 --> 00:29:20.460]   agent
[00:29:20.460 --> 00:29:20.860]   finishes
[00:29:20.860 --> 00:29:21.220]   it
[00:29:21.220 --> 00:29:21.380]   can
[00:29:21.380 --> 00:29:21.580]   spawn
[00:29:21.580 --> 00:29:21.820]   next
[00:29:21.820 --> 00:29:22.000]   one
[00:29:22.000 --> 00:29:22.320]   so
[00:29:22.320 --> 00:29:22.480]   if
[00:29:22.480 --> 00:29:22.680]   it
[00:29:22.680 --> 00:29:22.880]   has
[00:29:22.880 --> 00:29:23.000]   to
[00:29:23.000 --> 00:29:23.260]   spawn
[00:29:23.260 --> 00:29:23.420]   all
[00:29:23.420 --> 00:29:23.540]   the
[00:29:23.540 --> 00:29:23.740]   sub
[00:29:23.740 --> 00:29:24.060]   agents
[00:29:24.060 --> 00:29:24.280]   all
[00:29:24.280 --> 00:29:24.480]   four
[00:29:24.480 --> 00:29:24.840]   parallel
[00:29:24.840 --> 00:29:25.140]   in
[00:29:25.140 --> 00:29:25.520]   one
[00:29:25.520 --> 00:29:26.400]   tool
[00:29:26.400 --> 00:29:26.620]   call
[00:29:26.620 --> 00:29:27.140]   basically
[00:29:27.140 --> 00:29:27.700]   and
[00:29:27.700 --> 00:29:27.820]   then
[00:29:27.820 --> 00:29:27.960]   they
[00:29:27.960 --> 00:29:28.080]   can
[00:29:28.080 --> 00:29:28.280]   actually
[00:29:28.280 --> 00:29:28.480]   run
[00:29:28.480 --> 00:29:29.100]   parallelize
[00:29:29.100 --> 00:29:32.320]   so
[00:29:32.320 --> 00:29:32.720]   that's
[00:29:32.720 --> 00:29:35.380]   that's
[00:29:35.380 --> 00:29:35.680]   that
[00:29:35.680 --> 00:29:36.760]   and
[00:29:36.760 --> 00:29:36.980]   then
[00:29:36.980 --> 00:29:37.600]   the
[00:29:37.600 --> 00:29:37.840]   cloud
[00:29:37.840 --> 00:29:38.120]   code
[00:29:38.120 --> 00:29:38.460]   file
[00:29:38.460 --> 00:29:39.320]   a lot
[00:29:39.320 --> 00:29:39.440]   of
[00:29:39.440 --> 00:29:39.820]   iteration
[00:29:39.820 --> 00:29:40.060]   went
[00:29:40.060 --> 00:29:40.240]   through
[00:29:40.240 --> 00:29:40.600]   this
[00:29:40.600 --> 00:29:40.920]   is
[00:29:40.920 --> 00:29:41.180]   like
[00:29:41.180 --> 00:29:43.580]   this
[00:29:43.580 --> 00:29:43.740]   is
[00:29:43.740 --> 00:29:44.100]   basically
[00:29:44.100 --> 00:29:44.640]   just
[00:29:44.640 --> 00:29:45.500]   the
[00:29:45.500 --> 00:29:45.660]   whole
[00:29:45.660 --> 00:29:46.200]   workflow
[00:29:46.200 --> 00:29:47.380]   all the
[00:29:47.380 --> 00:29:47.880]   agents
[00:29:47.880 --> 00:29:48.400]   like
[00:29:48.400 --> 00:29:49.680]   artifact
[00:29:49.680 --> 00:29:50.080]   base
[00:29:50.080 --> 00:29:50.640]   completion
[00:29:50.640 --> 00:29:51.980]   what agents
[00:29:51.980 --> 00:29:52.540]   are available
[00:29:52.540 --> 00:29:53.180]   to you
[00:29:53.180 --> 00:29:53.560]   like
[00:29:53.560 --> 00:29:54.280]   how do you
[00:29:54.280 --> 00:29:54.900]   initialize
[00:29:54.900 --> 00:29:55.680]   when you start
[00:29:55.680 --> 00:29:56.780]   your session
[00:29:56.780 --> 00:29:58.440]   the boot
[00:29:58.440 --> 00:29:59.060]   artifacts
[00:29:59.060 --> 00:29:59.660]   so
[00:29:59.660 --> 00:30:00.040]   to make
[00:30:00.040 --> 00:30:00.320]   sure
[00:30:00.320 --> 00:30:00.680]   that
[00:30:00.680 --> 00:30:01.140]   when you're
[00:30:01.140 --> 00:30:01.360]   running
[00:30:01.360 --> 00:30:01.660]   an app
[00:30:01.660 --> 00:30:01.880]   or
[00:30:01.880 --> 00:30:02.300]   when you're
[00:30:02.300 --> 00:30:02.520]   coding
[00:30:02.520 --> 00:30:03.080]   an application
[00:30:03.080 --> 00:30:04.200]   that it
[00:30:04.200 --> 00:30:04.520]   actually
[00:30:04.520 --> 00:30:04.960]   works
[00:30:04.960 --> 00:30:05.440]   right
[00:30:05.440 --> 00:30:05.740]   we have
[00:30:05.740 --> 00:30:06.200]   to force
[00:30:06.200 --> 00:30:06.500]   these
[00:30:06.500 --> 00:30:06.700]   sub
[00:30:06.700 --> 00:30:06.960]   agents
[00:30:06.960 --> 00:30:07.140]   to
[00:30:07.140 --> 00:30:07.380]   actually
[00:30:07.380 --> 00:30:07.660]   run
[00:30:07.660 --> 00:30:07.860]   it
[00:30:07.860 --> 00:30:08.380]   try
[00:30:08.380 --> 00:30:08.640]   it
[00:30:08.640 --> 00:30:09.420]   and then
[00:30:09.420 --> 00:30:10.140]   debug
[00:30:10.140 --> 00:30:10.420]   it
[00:30:10.420 --> 00:30:10.860]   else
[00:30:10.860 --> 00:30:12.840]   like
[00:30:12.840 --> 00:30:13.100]   it'll
[00:30:13.100 --> 00:30:13.500]   go for
[00:30:13.500 --> 00:30:13.940]   two hours
[00:30:13.940 --> 00:30:14.180]   and
[00:30:14.180 --> 00:30:14.360]   it
[00:30:14.360 --> 00:30:14.660]   won't
[00:30:14.660 --> 00:30:14.920]   work
[00:30:14.920 --> 00:30:16.000]   and
[00:30:16.000 --> 00:30:16.300]   then
[00:30:16.300 --> 00:30:20.840]   there's
[00:30:20.840 --> 00:30:21.080]   a lot
[00:30:21.080 --> 00:30:21.340]   of
[00:30:21.340 --> 00:30:21.700]   just
[00:30:21.700 --> 00:30:24.140]   rules
[00:30:24.140 --> 00:30:24.680]   as to
[00:30:24.680 --> 00:30:24.860]   how
[00:30:24.860 --> 00:30:25.020]   the
[00:30:25.020 --> 00:30:25.440]   coordination
[00:30:25.440 --> 00:30:25.980]   has to
[00:30:25.980 --> 00:30:26.140]   take
[00:30:26.140 --> 00:30:26.520]   place
[00:30:26.520 --> 00:30:27.540]   and
[00:30:27.540 --> 00:30:27.900]   this
[00:30:27.900 --> 00:30:28.140]   is
[00:30:28.140 --> 00:30:28.560]   very
[00:30:28.560 --> 00:30:28.920]   important
[00:30:28.920 --> 00:30:29.420]   so
[00:30:29.420 --> 00:30:30.020]   it always
[00:30:30.020 --> 00:30:30.260]   goes
[00:30:30.260 --> 00:30:30.620]   from
[00:30:30.620 --> 00:30:31.600]   needs
[00:30:31.600 --> 00:30:32.020]   review
[00:30:32.020 --> 00:30:32.560]   auto
[00:30:32.560 --> 00:30:32.880]   science
[00:30:32.880 --> 00:30:33.540]   reviewer
[00:30:33.540 --> 00:30:34.260]   approved
[00:30:34.260 --> 00:30:35.260]   goes to
[00:30:35.260 --> 00:30:35.840]   validation
[00:30:35.840 --> 00:30:37.100]   completed
[00:30:37.100 --> 00:30:38.260]   goes to
[00:30:38.260 --> 00:30:38.700]   integration
[00:30:38.700 --> 00:30:39.240]   coordinator
[00:30:39.240 --> 00:30:39.780]   these are
[00:30:39.780 --> 00:30:40.020]   all the
[00:30:40.020 --> 00:30:40.220]   sub
[00:30:40.220 --> 00:30:40.640]   agents
[00:30:40.640 --> 00:30:41.240]   just to be
[00:30:41.240 --> 00:30:41.440]   clear
[00:30:41.440 --> 00:30:41.680]   as you
[00:30:41.680 --> 00:30:41.960]   can see
[00:30:41.960 --> 00:30:42.240]   on the
[00:30:42.240 --> 00:30:42.600]   left hand
[00:30:42.600 --> 00:30:42.900]   side
[00:30:42.900 --> 00:30:44.400]   and
[00:30:44.400 --> 00:30:44.560]   then
[00:30:44.560 --> 00:30:44.840]   no
[00:30:44.840 --> 00:30:45.120]   go
[00:30:45.120 --> 00:30:46.880]   basically
[00:30:46.880 --> 00:30:47.600]   it resets
[00:30:47.600 --> 00:30:47.840]   it
[00:30:47.840 --> 00:30:48.200]   and
[00:30:48.200 --> 00:30:48.360]   it
[00:30:48.360 --> 00:30:48.560]   can
[00:30:48.560 --> 00:30:48.900]   either
[00:30:48.900 --> 00:30:49.400]   depending
[00:30:49.400 --> 00:30:49.660]   on
[00:30:49.660 --> 00:30:49.840]   the
[00:30:49.840 --> 00:30:50.680]   severity
[00:30:50.680 --> 00:30:50.880]   of
[00:30:50.880 --> 00:30:51.200]   issue
[00:30:51.200 --> 00:30:51.860]   it
[00:30:51.860 --> 00:30:52.040]   will
[00:30:52.040 --> 00:30:52.400]   send
[00:30:52.400 --> 00:30:52.520]   it
[00:30:52.520 --> 00:30:52.620]   to
[00:30:52.620 --> 00:30:52.740]   the
[00:30:52.740 --> 00:30:53.200]   architect
[00:30:53.200 --> 00:30:53.700]   if
[00:30:53.700 --> 00:30:53.860]   it's
[00:30:53.860 --> 00:30:54.060]   like
[00:30:54.060 --> 00:30:54.320]   a
[00:30:54.320 --> 00:30:55.000]   fundamental
[00:30:55.000 --> 00:30:55.640]   issue
[00:30:55.640 --> 00:30:56.080]   with
[00:30:56.080 --> 00:30:56.520]   architecture
[00:30:56.520 --> 00:30:57.580]   of
[00:30:57.580 --> 00:30:57.700]   the
[00:30:57.700 --> 00:30:57.980]   code
[00:30:57.980 --> 00:30:58.580]   the
[00:30:58.580 --> 00:30:58.880]   structural
[00:30:58.880 --> 00:30:59.380]   problem
[00:30:59.380 --> 00:31:00.120]   and the
[00:31:00.120 --> 00:31:00.380]   architect
[00:31:00.380 --> 00:31:00.600]   will
[00:31:00.600 --> 00:31:00.940]   basically
[00:31:00.940 --> 00:31:01.360]   alter
[00:31:01.360 --> 00:31:01.720]   the
[00:31:01.720 --> 00:31:02.020]   plan
[00:31:02.020 --> 00:31:02.840]   and
[00:31:02.840 --> 00:31:03.100]   then
[00:31:03.100 --> 00:31:03.440]   the
[00:31:03.440 --> 00:31:03.680]   cycle
[00:31:03.680 --> 00:31:03.960]   starts
[00:31:03.960 --> 00:31:04.260]   again
[00:31:04.260 --> 00:31:07.460]   and
[00:31:07.460 --> 00:31:07.620]   then
[00:31:07.620 --> 00:31:08.000]   we also
[00:31:08.000 --> 00:31:08.400]   have
[00:31:08.400 --> 00:31:08.960]   these
[00:31:08.960 --> 00:31:09.540]   dedicated
[00:31:09.540 --> 00:31:09.980]   testing
[00:31:09.980 --> 00:31:10.440]   agents
[00:31:10.440 --> 00:31:10.720]   and
[00:31:10.720 --> 00:31:10.860]   a
[00:31:10.860 --> 00:31:11.040]   data
[00:31:11.040 --> 00:31:11.400]   review
[00:31:11.400 --> 00:31:11.840]   agent
[00:31:11.840 --> 00:31:12.700]   so
[00:31:12.700 --> 00:31:12.860]   a
[00:31:12.860 --> 00:31:13.060]   data
[00:31:13.060 --> 00:31:13.420]   review
[00:31:13.420 --> 00:31:13.860]   agent
[00:31:13.860 --> 00:31:14.120]   you
[00:31:14.120 --> 00:31:14.280]   can
[00:31:14.280 --> 00:31:14.460]   think
[00:31:14.460 --> 00:31:14.600]   of
[00:31:14.600 --> 00:31:14.880]   that
[00:31:14.880 --> 00:31:15.680]   for
[00:31:15.680 --> 00:31:15.940]   example
[00:31:15.940 --> 00:31:16.080]   we
[00:31:16.080 --> 00:31:16.200]   have
[00:31:16.200 --> 00:31:16.360]   one
[00:31:16.360 --> 00:31:16.780]   project
[00:31:16.780 --> 00:31:16.980]   where
[00:31:16.980 --> 00:31:17.220]   we're
[00:31:17.220 --> 00:31:17.740]   creating
[00:31:17.740 --> 00:31:18.420]   synthetic
[00:31:18.420 --> 00:31:18.780]   data
[00:31:18.780 --> 00:31:20.180]   so
[00:31:20.180 --> 00:31:20.920]   the
[00:31:20.920 --> 00:31:21.160]   data
[00:31:21.160 --> 00:31:21.460]   review
[00:31:21.460 --> 00:31:21.860]   agent
[00:31:21.860 --> 00:31:22.060]   will
[00:31:22.060 --> 00:31:22.580]   basically
[00:31:22.580 --> 00:31:24.160]   sanity
[00:31:24.160 --> 00:31:24.660]   check
[00:31:24.660 --> 00:31:25.260]   that
[00:31:25.260 --> 00:31:26.060]   the
[00:31:26.060 --> 00:31:27.660]   data
[00:31:27.660 --> 00:31:27.960]   that's
[00:31:27.960 --> 00:31:28.240]   coming
[00:31:28.240 --> 00:31:28.780]   out of
[00:31:28.780 --> 00:31:29.180]   your
[00:31:29.180 --> 00:31:29.460]   API
[00:31:29.460 --> 00:31:29.880]   calls
[00:31:29.880 --> 00:31:30.060]   to
[00:31:30.060 --> 00:31:30.500]   LLMs
[00:31:30.500 --> 00:31:30.820]   when you
[00:31:30.820 --> 00:31:31.040]   want to
[00:31:31.040 --> 00:31:31.240]   create
[00:31:31.240 --> 00:31:31.680]   synthetic
[00:31:31.680 --> 00:31:32.080]   data
[00:31:32.080 --> 00:31:33.200]   that
[00:31:33.200 --> 00:31:35.140]   that
[00:31:35.140 --> 00:31:35.280]   it
[00:31:35.280 --> 00:31:35.720]   actually
[00:31:35.720 --> 00:31:38.700]   checks
[00:31:38.700 --> 00:31:38.920]   out
[00:31:38.920 --> 00:31:39.340]   with
[00:31:39.340 --> 00:31:39.520]   what
[00:31:39.520 --> 00:31:39.700]   you're
[00:31:39.700 --> 00:31:39.940]   trying
[00:31:39.940 --> 00:31:40.080]   to
[00:31:40.080 --> 00:31:40.260]   do
[00:31:40.260 --> 00:31:40.520]   so
[00:31:40.520 --> 00:31:40.700]   this
[00:31:40.700 --> 00:31:40.820]   is
[00:31:40.820 --> 00:31:41.200]   basically
[00:31:41.200 --> 00:31:41.500]   just
[00:31:41.500 --> 00:31:41.920]   LLM
[00:31:41.920 --> 00:31:42.200]   as a
[00:31:42.200 --> 00:31:42.460]   judge
[00:31:42.460 --> 00:31:42.640]   in
[00:31:42.640 --> 00:31:42.740]   the
[00:31:42.740 --> 00:31:43.000]   form
[00:31:43.000 --> 00:31:43.580]   of
[00:31:43.580 --> 00:31:43.900]   a
[00:31:43.900 --> 00:31:44.220]   cloud
[00:31:44.220 --> 00:31:44.440]   code
[00:31:44.440 --> 00:31:44.620]   sub
[00:31:44.620 --> 00:31:44.940]   agent
[00:31:44.940 --> 00:31:49.300]   so
[00:31:49.300 --> 00:31:49.460]   yeah
[00:31:49.460 --> 00:31:49.840]   that's
[00:31:49.840 --> 00:31:50.060]   about
[00:31:50.060 --> 00:31:50.300]   it
[00:31:50.300 --> 00:31:50.920]   from
[00:31:50.920 --> 00:31:51.260]   my
[00:31:51.260 --> 00:31:51.740]   experience
[00:31:51.740 --> 00:31:52.020]   so
[00:31:52.020 --> 00:31:52.320]   far
[00:31:52.320 --> 00:31:53.220]   this
[00:31:53.220 --> 00:31:53.440]   can
[00:31:53.440 --> 00:31:53.780]   run
[00:31:53.780 --> 00:31:54.260]   for
[00:31:54.260 --> 00:31:54.540]   I
[00:31:54.540 --> 00:31:54.660]   would
[00:31:54.660 --> 00:31:54.920]   say
[00:31:54.920 --> 00:31:55.480]   four
[00:31:55.480 --> 00:31:55.700]   to
[00:31:55.700 --> 00:31:57.620]   maybe
[00:31:57.620 --> 00:31:57.980]   three
[00:31:57.980 --> 00:31:58.240]   to
[00:31:58.240 --> 00:31:58.540]   five
[00:31:58.540 --> 00:31:58.940]   hours
[00:31:58.940 --> 00:31:59.240]   fully
[00:31:59.240 --> 00:31:59.860]   autonomously
[00:31:59.860 --> 00:32:02.560]   the
[00:32:02.560 --> 00:32:03.080]   output
[00:32:03.080 --> 00:32:04.000]   I
[00:32:04.000 --> 00:32:04.180]   would
[00:32:04.180 --> 00:32:04.520]   say
[00:32:04.520 --> 00:32:04.840]   get
[00:32:04.840 --> 00:32:05.140]   to
[00:32:05.140 --> 00:32:05.940]   about
[00:32:05.940 --> 00:32:07.980]   80%
[00:32:07.980 --> 00:32:08.280]   there
[00:32:08.280 --> 00:32:09.060]   I have
[00:32:09.060 --> 00:32:09.280]   to be
[00:32:09.280 --> 00:32:09.580]   super
[00:32:09.580 --> 00:32:09.880]   honest
[00:32:09.880 --> 00:32:10.160]   like
[00:32:10.160 --> 00:32:10.280]   I
[00:32:10.280 --> 00:32:10.420]   don't
[00:32:10.420 --> 00:32:10.620]   think
[00:32:10.620 --> 00:32:10.860]   we've
[00:32:10.860 --> 00:32:10.960]   had
[00:32:10.960 --> 00:32:11.080]   a
[00:32:11.080 --> 00:32:11.260]   single
[00:32:11.260 --> 00:32:11.780]   project
[00:32:11.780 --> 00:32:12.220]   where
[00:32:12.220 --> 00:32:12.340]   it
[00:32:12.340 --> 00:32:12.500]   just
[00:32:12.500 --> 00:32:12.740]   came
[00:32:12.740 --> 00:32:12.960]   out
[00:32:12.960 --> 00:32:13.120]   and
[00:32:13.120 --> 00:32:13.300]   like
[00:32:13.300 --> 00:32:13.800]   everything
[00:32:13.800 --> 00:32:14.200]   worked
[00:32:14.200 --> 00:32:14.660]   there's
[00:32:14.660 --> 00:32:14.880]   always
[00:32:14.880 --> 00:32:15.180]   like
[00:32:15.180 --> 00:32:15.940]   some
[00:32:15.940 --> 00:32:16.320]   buttons
[00:32:16.320 --> 00:32:16.560]   that
[00:32:16.560 --> 00:32:16.760]   don't
[00:32:16.760 --> 00:32:17.060]   work
[00:32:17.060 --> 00:32:17.320]   or
[00:32:17.320 --> 00:32:17.680]   some
[00:32:17.680 --> 00:32:18.220]   tests
[00:32:18.220 --> 00:32:18.560]   that
[00:32:18.560 --> 00:32:18.840]   were
[00:32:18.840 --> 00:32:19.320]   reward
[00:32:19.320 --> 00:32:19.680]   hacked
[00:32:19.680 --> 00:32:21.420]   we
[00:32:21.420 --> 00:32:21.720]   only
[00:32:21.720 --> 00:32:22.340]   implemented
[00:32:22.340 --> 00:32:23.020]   this
[00:32:23.020 --> 00:32:23.520]   kind
[00:32:23.520 --> 00:32:23.720]   of
[00:32:23.720 --> 00:32:24.420]   business
[00:32:24.420 --> 00:32:27.800]   value
[00:32:27.800 --> 00:32:28.140]   truth
[00:32:28.140 --> 00:32:28.440]   gate
[00:32:28.440 --> 00:32:28.840]   that's
[00:32:28.840 --> 00:32:29.100]   something
[00:32:29.100 --> 00:32:29.280]   we
[00:32:29.280 --> 00:32:29.680]   implemented
[00:32:29.680 --> 00:32:30.140]   today
[00:32:30.140 --> 00:32:30.960]   so
[00:32:30.960 --> 00:32:31.460]   I
[00:32:31.460 --> 00:32:31.640]   haven't
[00:32:31.640 --> 00:32:31.780]   had
[00:32:31.780 --> 00:32:31.940]   a
[00:32:31.940 --> 00:32:32.200]   chance
[00:32:32.200 --> 00:32:32.420]   to
[00:32:32.420 --> 00:32:32.720]   really
[00:32:32.720 --> 00:32:33.740]   try
[00:32:33.740 --> 00:32:34.020]   yet
[00:32:34.020 --> 00:32:34.820]   I'm
[00:32:34.820 --> 00:32:35.060]   going
[00:32:35.060 --> 00:32:35.340]   through
[00:32:35.340 --> 00:32:35.680]   those
[00:32:35.680 --> 00:32:36.180]   motions
[00:32:36.180 --> 00:32:37.140]   now
[00:32:37.140 --> 00:32:38.260]   and
[00:32:38.260 --> 00:32:38.440]   so
[00:32:38.440 --> 00:32:38.660]   far
[00:32:38.660 --> 00:32:38.880]   it's
[00:32:38.880 --> 00:32:39.100]   actually
[00:32:39.100 --> 00:32:39.300]   been
[00:32:39.300 --> 00:32:39.540]   really
[00:32:39.540 --> 00:32:39.800]   good
[00:32:39.800 --> 00:32:41.580]   because
[00:32:41.580 --> 00:32:41.680]   of
[00:32:41.680 --> 00:32:41.880]   this
[00:32:41.880 --> 00:32:42.180]   whole
[00:32:42.180 --> 00:32:42.940]   value
[00:32:42.940 --> 00:32:43.740]   roof
[00:32:43.740 --> 00:32:44.560]   right
[00:32:44.560 --> 00:32:44.840]   so
[00:32:44.840 --> 00:32:45.100]   it
[00:32:45.100 --> 00:32:45.300]   has
[00:32:45.300 --> 00:32:45.420]   to
[00:32:45.420 --> 00:32:45.780]   actually
[00:32:45.780 --> 00:32:46.620]   show
[00:32:46.620 --> 00:32:47.080]   proof
[00:32:47.080 --> 00:32:47.420]   that
[00:32:47.420 --> 00:32:47.740]   the
[00:32:47.740 --> 00:32:48.080]   tests
[00:32:48.080 --> 00:32:48.760]   executed
[00:32:48.760 --> 00:32:49.340]   especially
[00:32:49.340 --> 00:32:49.600]   with
[00:32:49.600 --> 00:32:49.820]   live
[00:32:49.820 --> 00:32:50.100]   API
[00:32:50.100 --> 00:32:50.520]   keys
[00:32:50.520 --> 00:32:51.220]   or
[00:32:51.220 --> 00:32:51.380]   when
[00:32:51.380 --> 00:32:51.480]   it
[00:32:51.480 --> 00:32:51.680]   uses
[00:32:51.680 --> 00:32:52.060]   play
[00:32:52.060 --> 00:32:52.340]   right
[00:32:52.340 --> 00:32:53.100]   to
[00:32:53.100 --> 00:32:53.460]   run
[00:32:53.460 --> 00:32:53.860]   tests
[00:32:53.860 --> 00:32:54.100]   on
[00:32:54.100 --> 00:32:54.260]   your
[00:32:54.260 --> 00:32:54.580]   development
[00:32:54.580 --> 00:32:54.880]   server
[00:32:54.880 --> 00:32:55.060]   or
[00:32:55.060 --> 00:32:55.320]   whatever
[00:32:55.320 --> 00:32:57.160]   that
[00:32:57.160 --> 00:32:57.420]   those
[00:32:57.420 --> 00:32:57.760]   actually
[00:32:57.760 --> 00:32:58.760]   produced
[00:32:58.760 --> 00:32:59.280]   real
[00:32:59.280 --> 00:32:59.700]   outputs
[00:32:59.700 --> 00:33:00.400]   seems
[00:33:00.400 --> 00:33:00.700]   to have
[00:33:00.700 --> 00:33:01.040]   solved
[00:33:01.040 --> 00:33:01.280]   a lot
[00:33:01.280 --> 00:33:01.620]   of reward
[00:33:01.620 --> 00:33:01.920]   hacking
[00:33:01.920 --> 00:33:02.140]   so
[00:33:02.140 --> 00:33:02.220]   I'm
[00:33:02.220 --> 00:33:02.400]   quite
[00:33:02.400 --> 00:33:02.800]   optimistic
[00:33:02.800 --> 00:33:03.120]   about
[00:33:03.120 --> 00:33:03.420]   that
[00:33:03.420 --> 00:33:04.300]   and
[00:33:04.300 --> 00:33:04.380]   then
[00:33:04.380 --> 00:33:04.500]   we
[00:33:04.500 --> 00:33:04.680]   also
[00:33:04.680 --> 00:33:05.920]   added
[00:33:05.920 --> 00:33:06.260]   this
[00:33:06.260 --> 00:33:07.400]   validator
[00:33:07.400 --> 00:33:07.820]   agent
[00:33:07.820 --> 00:33:08.280]   which
[00:33:08.280 --> 00:33:08.840]   basically
[00:33:08.840 --> 00:33:09.780]   is
[00:33:09.780 --> 00:33:10.040]   just
[00:33:10.040 --> 00:33:10.720]   a
[00:33:10.720 --> 00:33:11.120]   second
[00:33:11.120 --> 00:33:11.440]   kind
[00:33:11.440 --> 00:33:11.620]   of
[00:33:11.620 --> 00:33:11.980]   it's
[00:33:11.980 --> 00:33:12.400]   basically
[00:33:12.400 --> 00:33:13.240]   a
[00:33:13.240 --> 00:33:13.640]   final
[00:33:13.640 --> 00:33:14.520]   boss
[00:33:14.520 --> 00:33:14.700]   for
[00:33:14.700 --> 00:33:15.240]   reviewer
[00:33:15.240 --> 00:33:15.660]   agents
[00:33:15.660 --> 00:33:16.320]   so
[00:33:16.320 --> 00:33:16.480]   it
