
[00:00:00.040 --> 00:00:09.760]   rested this
[01:11:00.920 --> 01:11:00.920]   I think it has a lot of upside, at least for me currently, at least perhaps because of the podcast.
[01:11:00.920 --> 01:11:00.920]   I think it has a lot of upside, at least for me currently, at least perhaps because of the podcast.
[01:11:00.960 --> 01:11:30.940]  , because most people are really good and people come up to me and they have love in their eyes and over a stretch of like 30 seconds, you can hug it out and if you just exchange a few words and you reinvigorate your love for humanity.
[01:11:30.940 --> 01:11:30.940]   I think it has a lot of upside, at least for me currently, at least perhaps because of the podcast.
[01:11:30.940 --> 01:11:30.940]   I think it has a lot of upside, at least perhaps because of the podcast.
[01:11:30.960 --> 01:12:00.960]   I think it has a lot of upside, at least perhaps because of the podcast.
[01:12:00.960 --> 01:12:00.960]   I think it has a lot of upside, at least perhaps because of the podcast.
[01:12:00.960 --> 01:12:00.960]   I think it has a lot of upside, at least perhaps because of the podcast.
[01:12:00.960 --> 01:12:00.960]   I think it has a lot of upside, at least perhaps because of the podcast.
[01:12:00.960 --> 01:12:00.960]   I think it has a lot of upside, at least perhaps because of the podcast.
[01:12:00.960 --> 01:12:00.960]   I think it has a lot of upside, at least perhaps because of the podcast.
[01:12:00.960 --> 01:12:00.960]   I think it has a lot of upside, at least perhaps because of the podcast.
[01:12:00.960 --> 01:12:00.960]   I think it has a lot of upside, at least perhaps because of the podcast.
[01:12:00.960 --> 01:12:00.960]   I think it has a lot of upside, at least perhaps because of the podcast.
[01:12:00.960 --> 01:12:00.960]   I think it has a lot of upside, at least perhaps because of the podcast.
[01:12:00.960 --> 01:12:00.960]   I think it has a lot of upside, at least perhaps because of the podcast.
[01:12:00.960 --> 01:12:30.980]  , and I think it has a lot of upside, at least perhaps because of the podcast.
[01:12:30.980 --> 01:12:30.980]   I think it has a lot of upside, at least perhaps because of the podcast.
[01:12:30.980 --> 01:12:30.980]   I think it has a lot of upside, at least perhaps because of the podcast.
[01:12:30.980 --> 01:12:30.980]   I think it has a lot of upside, at least perhaps because of the podcast.
[01:12:30.980 --> 01:12:30.980]   I think it has a lot of upside, at least perhaps because of the podcast.
[01:12:31.000 --> 01:13:01.000]   I think it has a lot of upside, at least perhaps because of the podcast.
[01:13:01.000 --> 01:13:01.000]   I think it has a lot of upside, at least perhaps because of the podcast.
[01:13:01.000 --> 01:13:01.000]   I think it has a lot of upside, at least perhaps because of the podcast.
[01:13:01.000 --> 01:13:01.000]   I think it has a lot of upside, at least perhaps because of the podcast.
[01:13:01.000 --> 01:13:01.000]   I think it has a lot of upside, at least perhaps because of the podcast.
[01:13:01.000 --> 01:13:01.000]   I think it has a lot of upside, at least perhaps because of the podcast.
[01:13:01.000 --> 01:13:01.000]   I think it has a lot of upside, at least perhaps because of the podcast.
[01:13:01.000 --> 01:13:01.000]   I think it has a lot of upside, at least perhaps because of the podcast.
[01:13:01.000 --> 01:13:01.000]   I think it has a lot of upside, at least perhaps because of the podcast.
[01:13:01.000 --> 01:13:01.000]   I think it has a lot of upside, at least perhaps because of the podcast.
[01:13:01.000 --> 01:13:01.000]   I think it has a lot of upside, at least perhaps because of the podcast.
[01:13:01.020 --> 01:13:31.020]  , at least perhaps because of the podcast.
[01:13:31.020 --> 01:13:31.020]   I think it has a lot of upside, at least perhaps because of the podcast.
[01:13:31.020 --> 01:13:31.020]   I think it has a lot of upside, at least perhaps because of the podcast.
[01:13:31.020 --> 01:13:31.020]   I think it has a lot of upside, at least perhaps because of the podcast.
[01:13:31.020 --> 01:13:31.020]   I think it has a lot of upside, at least perhaps because of the podcast.
[01:13:31.020 --> 01:13:31.020]   I think it has a lot of upside, at least perhaps because of the podcast.
[01:13:31.020 --> 01:13:31.020]   I think it has a lot of upside, at least perhaps because of the podcast.
[01:13:31.020 --> 01:13:31.020]   I think it has a lot of upside, at least perhaps because of the podcast.
[01:13:31.040 --> 01:14:01.040]  , at least perhaps because of the podcast.
[01:14:01.040 --> 01:14:01.040]   I think it has a lot of upside, at least perhaps because of the podcast.
[01:14:01.040 --> 01:14:01.040]   I think it has a lot of upside, at least perhaps because of the podcast.
[01:14:01.040 --> 01:14:01.040]   I think it has a lot of upside, at least perhaps because of the podcast.
[01:14:01.040 --> 01:14:01.040]   I think it has a lot of upside, at least perhaps because of the podcast.
[01:14:01.040 --> 01:14:01.040]   I think it has a lot of upside, at least perhaps because of the podcast.
[01:14:01.040 --> 01:14:01.040]   at least perhaps because of the podcast. I think it has a lot of upside, at least perhaps because of the podcast.
[01:14:01.040 --> 01:14:31.060]   I think it has a lot of upside, at least perhaps because of the podcast.
[01:14:31.060 --> 01:14:31.060]   I think it has a lot of upside, at least perhaps because of the podcast.
[01:14:31.060 --> 01:14:31.060]   I think it has a lot of upside, at least perhaps because of the podcast.
[01:14:31.060 --> 01:14:31.060]   I think it has a lot of upside, at least perhaps because of the podcast.
[01:14:31.060 --> 01:14:31.060]   I think it has a lot of upside, at least perhaps because of the podcast.
[01:14:31.060 --> 01:14:31.060]   I think it has a lot of upside, at least perhaps because of the podcast.
[01:14:31.060 --> 01:14:31.060]   I think it has a lot of upside, at least perhaps because of the podcast.
[01:14:31.060 --> 01:14:31.060]   I think it has a lot of upside, at least perhaps because of the podcast.
[01:14:31.060 --> 01:14:31.060]   I think it has a lot of upside, at least perhaps because of the podcast.
[01:14:31.080 --> 01:15:01.080]   I think it has a lot of upside, at least perhaps because of the podcast.
[01:15:01.080 --> 01:15:01.080]   I think it has a lot of upside, at least perhaps because of the podcast.
[01:15:01.080 --> 01:15:01.080]   I think it has a lot of upside, at least perhaps because of the podcast.
[01:15:01.080 --> 01:15:01.080]   I think it has a lot of upside, at least perhaps because of the podcast.
[01:15:01.080 --> 01:15:01.080]   I think it has a lot of upside, at least perhaps because of the podcast.
[01:15:01.080 --> 01:15:01.080]   I think it has a lot of upside, at least perhaps because of the podcast.
[01:15:01.080 --> 01:15:01.080]   I think it has a lot of upside, at least perhaps because of the podcast.
[01:15:01.080 --> 01:15:01.080]   I think it has a lot of upside, at least perhaps because of the podcast.
[01:15:01.080 --> 01:15:01.080]   I think it has a lot of upside, at least perhaps because of the podcast.
[01:15:01.080 --> 01:15:01.080]   I think it has a lot of upside, at least perhaps because of the podcast.
[01:15:01.080 --> 01:15:01.080]   I think it has a lot of upside, at least perhaps because of the podcast.
[01:15:01.080 --> 01:15:31.100]  , I think it has a lot of upside, at least perhaps because of the podcast.
[01:15:31.100 --> 01:15:31.100]   I think it has a lot of upside, at least perhaps because of the podcast.
[01:15:31.100 --> 01:15:31.100]   I think it has a lot of upside, at least perhaps because of the podcast.
[01:15:31.100 --> 01:15:31.100]   I think it has a lot of upside, at least perhaps because of the podcast.
[01:15:31.100 --> 01:15:31.100]   I think it has a lot of upside, at least perhaps because of the podcast.
[01:15:31.100 --> 01:15:31.100]   I think it has a lot of upside, at least perhaps because of the podcast.
[01:15:31.100 --> 01:15:31.100]   I think it has a lot of upside, at least perhaps because of the podcast.
[01:15:31.100 --> 01:15:31.100]   I think it has a lot of upside, at least perhaps because of the podcast.
[01:15:31.120 --> 01:16:01.120]   I think it has a lot of upside, at least perhaps because of the podcast.
[01:16:01.120 --> 01:16:01.120]   I think it has a lot of upside, at least perhaps because of the podcast.
[01:16:01.120 --> 01:16:01.120]   I think it has a lot of upside, at least perhaps because of the podcast.
[01:16:01.120 --> 01:16:01.120]   I think it has a lot of upside, at least perhaps because of the podcast.
[01:16:01.120 --> 01:16:01.120]   I think it has a lot of upside, at least perhaps because of the podcast.
[01:16:01.120 --> 01:16:01.120]   I think it has a lot of upside, at least perhaps because of the podcast.
[01:16:01.120 --> 01:16:01.120]   I think it has a lot of upside, at least perhaps because of the podcast.
[01:16:01.120 --> 01:16:01.120]   I think it has a lot of upside, at least perhaps because of the podcast.
[01:16:01.120 --> 01:16:01.120]   I think it has a lot of upside, at least perhaps because of the podcast.
[01:16:01.120 --> 01:16:01.120]   I think it has a lot of upside, at least perhaps because of the podcast.
[01:16:01.120 --> 01:16:01.120]   I think it has a lot of upside, at least perhaps because of the podcast.
[01:16:01.120 --> 01:16:31.140]  , and I think it has a lot of upside, at least perhaps because of the podcast.
[01:16:31.140 --> 01:16:31.140]   I think it has a lot of upside, at least perhaps because of the podcast.
[01:16:31.140 --> 01:16:31.140]   I think it has a lot of upside, at least perhaps because of the podcast.
[01:16:31.140 --> 01:16:31.140]   I think it has a lot of upside, at least perhaps because of the podcast.
[01:16:31.140 --> 01:16:31.140]   I think it has a lot of upside, at least perhaps because of the podcast.
[01:16:31.140 --> 01:16:31.140]   I think it has a lot of upside, at least perhaps because of the podcast.
[01:16:31.140 --> 01:16:31.140]   I think it has a lot of upside, at least perhaps because of the podcast.
[01:16:31.160 --> 01:17:01.160]   I think it has a lot of upside, at least perhaps because of the podcast.
[01:17:01.160 --> 01:17:01.160]   I think it has a lot of upside, at least perhaps because of the podcast.
[01:17:01.160 --> 01:17:01.160]   I think it has a lot of upside, at least perhaps because of the podcast.
[01:17:01.160 --> 01:17:01.160]   I think it has a lot of upside, at least perhaps because of the podcast.
[01:17:01.160 --> 01:17:01.160]   I think it has a lot of upside, at least perhaps because of the podcast.
[01:17:01.160 --> 01:17:01.160]   I think it has a lot of upside, at least perhaps because of the podcast.
[01:17:01.160 --> 01:17:01.160]   I think it has a lot of upside, at least perhaps because of the podcast.
[01:17:01.160 --> 01:17:01.160]   I think it has a lot of upside, at least perhaps because of the podcast.
[01:17:01.160 --> 01:17:01.160]   I think it has a lot of upside, at least perhaps because of the podcast.
[01:17:01.160 --> 01:17:01.160]   I think it has a lot of upside, at least perhaps because of the podcast.
[01:17:01.160 --> 01:17:01.160]   I think it has a lot of upside, at least perhaps because of the podcast.
[01:17:01.200 --> 01:17:31.180]   I think it has a lot of upside, at least perhaps because of the podcast.
[01:17:31.180 --> 01:17:31.180]   I think it has a lot of upside, at least perhaps because of the podcast.
[01:17:31.180 --> 01:17:31.180]   I think it has a lot of upside, at least perhaps because of the podcast.
