
[00:00:00.000 --> 00:00:01.000]   BG Squared.
[00:42:16.000 --> 00:42:17.000]   I'm going to say a word.
[00:42:17.000 --> 00:42:18.000]   I'm going to say a word.
[00:42:18.000 --> 00:42:19.000]   I'm going to say a word.
[00:42:19.000 --> 00:42:20.000]   I'm going to say a word.
[00:42:20.000 --> 00:42:21.000]   I'm going to say a word.
[00:42:21.000 --> 00:42:22.000]   I'm going to say a word.
[00:42:22.000 --> 00:42:23.000]   I'm going to say a word.
[00:42:23.000 --> 00:42:24.000]   I'm going to say a word.
[00:42:24.000 --> 00:42:25.000]   I'm going to say a word.
[00:42:25.000 --> 00:42:26.000]   I'm going to say a word.
[00:42:26.000 --> 00:42:27.000]   I'm going to say a word.
[00:42:27.000 --> 00:42:28.000]   I'm going to say a word.
[00:42:28.000 --> 00:42:29.000]   I'm going to say a word.
[00:42:29.000 --> 00:42:30.000]   I'm going to say a word.
[00:42:30.000 --> 00:42:31.000]   I'm going to say a word.
[00:42:31.000 --> 00:42:32.000]   I'm going to say a word.
[00:42:32.000 --> 00:42:33.000]   I'm going to say a word.
[00:42:33.000 --> 00:42:34.000]   I'm going to say a word.
[00:42:34.000 --> 00:42:35.000]   I'm going to say a word.
[00:42:35.000 --> 00:42:36.000]   I'm going to say a word.
[00:42:36.000 --> 00:42:37.000]   I'm going to say a word.
[00:42:37.000 --> 00:42:38.000]   I'm going to say a word.
[00:42:38.000 --> 00:42:39.000]   I'm going to say a word.
[00:42:39.000 --> 00:42:40.000]   I'm going to say a word.
[00:42:40.000 --> 00:42:41.000]   I'm going to say a word.
[00:42:41.000 --> 00:42:42.000]   I'm going to say a word.
[00:42:42.000 --> 00:42:43.000]   I'm going to say a word.
[00:42:43.000 --> 00:42:44.000]   I'm going to say a word.
[00:42:44.000 --> 00:42:45.000]   I'm going to say a word.
[00:42:45.000 --> 00:42:46.000]   I'm going to say a word.
[00:42:46.000 --> 00:42:47.000]   I'm going to say a word.
[00:42:47.000 --> 00:42:48.000]   I'm going to say a word.
[00:42:48.000 --> 00:42:49.000]   I'm going to say a word.
[00:42:49.000 --> 00:42:50.000]   I'm going to say a word.
[00:42:50.000 --> 00:42:51.000]   I'm going to say a word.
[00:42:51.000 --> 00:42:52.000]   I'm going to say a word.
[00:42:52.000 --> 00:42:53.000]   I'm going to say a word.
[00:42:53.000 --> 00:42:54.000]   I'm going to say a word.
[00:42:54.000 --> 00:42:55.000]   I'm going to say a word.
[00:42:55.000 --> 00:42:56.000]   I'm going to say a word.
[00:42:56.000 --> 00:42:57.000]   I'm going to say a word.
[00:42:57.000 --> 00:42:58.000]   I'm going to say a word.
[00:42:58.000 --> 00:42:59.000]   I'm going to say a word.
[00:42:59.000 --> 00:43:00.000]   I'm going to say a word.
[00:43:00.000 --> 00:43:01.000]   I'm going to say a word.
[00:43:01.000 --> 00:43:02.000]   I'm going to say a word.
[00:43:02.000 --> 00:43:03.000]   I'm going to say a word.
[00:43:03.000 --> 00:43:04.000]   I'm going to say a word.
[00:43:04.000 --> 00:43:05.000]   I'm going to say a word.
[00:43:05.000 --> 00:43:06.000]   I'm going to say a word.
[00:43:06.000 --> 00:43:07.000]   I'm going to say a word.
[00:43:07.000 --> 00:43:08.000]   I'm going to say a word.
[00:43:08.000 --> 00:43:09.000]   I'm going to say a word.
[00:43:09.000 --> 00:43:10.000]   I'm going to say a word.
[00:43:10.000 --> 00:43:11.000]   I'm going to say a word.
[00:43:11.000 --> 00:43:12.000]   I'm going to say a word.
[00:43:12.000 --> 00:43:13.000]   I'm going to say a word.
[00:43:13.000 --> 00:43:14.000]   I'm going to say a word.
[00:43:14.000 --> 00:43:15.000]   I'm going to say a word.
[00:43:15.000 --> 00:43:16.000]   I'm going to say a word.
[00:43:16.000 --> 00:43:17.000]   I'm going to say a word.
[00:43:17.000 --> 00:43:18.000]   I'm going to say a word.
[00:43:18.000 --> 00:43:19.000]   I'm going to say a word.
[00:43:19.000 --> 00:43:20.000]   I'm going to say a word.
[00:43:20.000 --> 00:43:21.000]   I'm going to say a word.
[00:43:21.000 --> 00:43:22.000]   I'm going to say a word.
[00:43:22.000 --> 00:43:23.000]   I'm going to say a word.
[00:43:23.000 --> 00:43:24.000]   I'm going to say a word.
[00:43:24.000 --> 00:43:25.000]   I'm going to say a word.
[00:43:25.000 --> 00:43:26.000]   I'm going to say a word.
[00:43:26.000 --> 00:43:27.000]   I'm going to say a word.
[00:43:27.000 --> 00:43:28.000]   I'm going to say a word.
[00:43:28.000 --> 00:43:29.000]   I'm going to say a word.
[00:43:29.000 --> 00:43:30.000]   I'm going to say a word.
[00:43:30.000 --> 00:43:31.000]   I'm going to say a word.
[00:43:31.000 --> 00:43:32.000]   I'm going to say a word.
[00:43:32.000 --> 00:43:33.000]   I'm going to say a word.
[00:43:33.000 --> 00:43:34.000]   I'm going to say a word.
[00:43:34.000 --> 00:43:35.000]   I'm going to say a word.
[00:43:35.000 --> 00:43:36.000]   I'm going to say a word.
[00:43:36.000 --> 00:43:37.000]   I'm going to say a word.
[00:43:37.000 --> 00:43:38.000]   I'm going to say a word.
[00:43:38.000 --> 00:43:39.000]   I'm going to say a word.
[00:43:39.000 --> 00:43:40.000]   I'm going to say a word.
[00:43:40.000 --> 00:43:41.000]   I'm going to say a word.
[00:43:41.000 --> 00:43:42.000]   I'm going to say a word.
[00:43:42.000 --> 00:43:43.000]   I'm going to say a word.
[00:43:43.000 --> 00:43:44.000]   I'm going to say a word.
[00:43:44.000 --> 00:43:45.000]   I'm going to say a word.
[00:43:45.000 --> 00:43:46.000]   I'm going to say a word.
[00:43:46.000 --> 00:43:47.000]   I'm going to say a word.
[00:43:47.000 --> 00:43:48.000]   I'm going to say a word.
[00:43:48.000 --> 00:43:49.000]   I'm going to say a word.
[00:43:49.000 --> 00:43:50.000]   I'm going to say a word.
[00:43:50.000 --> 00:43:51.000]   I'm going to say a word.
[00:43:51.000 --> 00:43:52.000]   I'm going to say a word.
[00:43:52.000 --> 00:43:53.000]   I'm going to say a word.
[00:43:53.000 --> 00:43:54.000]   I'm going to say a word.
[00:43:54.000 --> 00:43:55.000]   I'm going to say a word.
[00:43:55.000 --> 00:43:56.000]   I'm going to say a word.
[00:43:56.000 --> 00:43:57.000]   I'm going to say a word.
[00:43:57.000 --> 00:43:58.000]   I'm going to say a word.
[00:43:58.000 --> 00:43:59.000]   I'm going to say a word.
[00:43:59.000 --> 00:44:00.000]   I'm going to say a word.
[00:44:00.000 --> 00:44:01.000]   I'm going to say a word.
[00:44:01.000 --> 00:44:02.000]   I'm going to say a word.
[00:44:02.000 --> 00:44:03.000]   I'm going to say a word.
[00:44:03.000 --> 00:44:04.000]   I'm going to say a word.
[00:44:04.000 --> 00:44:05.000]   I'm going to say a word.
[00:44:05.000 --> 00:44:06.000]   I'm going to say a word.
[00:44:06.000 --> 00:44:07.000]   I'm going to say a word.
[00:44:07.000 --> 00:44:08.000]   I'm going to say a word.
[00:44:08.000 --> 00:44:09.000]   I'm going to say a word.
[00:44:09.000 --> 00:44:10.000]   I'm going to say a word.
[00:44:10.000 --> 00:44:11.000]   I'm going to say a word.
[00:44:11.000 --> 00:44:12.000]   I'm going to say a word.
[00:44:12.000 --> 00:44:13.000]   I'm going to say a word.
[00:44:13.000 --> 00:44:14.000]   I'm going to say a word.
[00:44:14.000 --> 00:44:15.000]   I'm going to say a word.
[00:44:15.000 --> 00:44:16.000]   I'm going to say a word.
[00:44:16.000 --> 00:44:17.000]   I'm going to say a word.
[00:44:17.000 --> 00:44:18.000]   I'm going to say a word.
[00:44:18.000 --> 00:44:19.000]   I'm going to say a word.
[00:44:19.000 --> 00:44:20.000]   I'm going to say a word.
[00:44:20.000 --> 00:44:21.000]   I'm going to say a word.
[00:44:21.000 --> 00:44:22.000]   I'm going to say a word.
[00:44:22.000 --> 00:44:23.000]   I'm going to say a word.
[00:44:23.000 --> 00:44:24.000]   I'm going to say a word.
[00:44:24.000 --> 00:44:25.000]   I'm going to say a word.
[00:44:25.000 --> 00:44:26.000]   I'm going to say a word.
[00:44:26.000 --> 00:44:27.000]   I'm going to say a word.
[00:44:27.000 --> 00:44:28.000]   I'm going to say a word.
[00:44:28.000 --> 00:44:29.000]   I'm going to say a word.
[00:44:29.000 --> 00:44:30.000]   I'm going to say a word.
[00:44:30.000 --> 00:44:31.000]   I'm going to say a word.
[00:44:31.000 --> 00:44:32.000]   I'm going to say a word.
[00:44:32.000 --> 00:44:33.000]   I'm going to say a word.
[00:44:33.000 --> 00:44:34.000]   I'm going to say a word.
[00:44:34.000 --> 00:44:35.000]   I'm going to say a word.
[00:44:35.000 --> 00:44:36.000]   I'm going to say a word.
[00:44:36.000 --> 00:44:37.000]   I'm going to say a word.
[00:44:37.000 --> 00:44:38.000]   I'm going to say a word.
[00:44:38.000 --> 00:44:39.000]   I'm going to say a word.
[00:44:39.000 --> 00:44:40.000]   I'm going to say a word.
[00:44:40.000 --> 00:44:41.000]   I'm going to say a word.
[00:44:41.000 --> 00:44:42.000]   I'm going to say a word.
[00:44:42.000 --> 00:44:43.000]   I'm going to say a word.
[00:44:43.000 --> 00:44:44.000]   I'm going to say a word.
[00:44:44.000 --> 00:44:45.000]   I'm going to say a word.
[00:44:45.000 --> 00:44:46.000]   I'm going to say a word.
[00:44:46.000 --> 00:44:47.000]   I'm going to say a word.
[00:44:47.000 --> 00:44:48.000]   I'm going to say a word.
[00:44:48.000 --> 00:44:49.000]   I'm going to say a word.
[00:44:49.000 --> 00:44:50.000]   I'm going to say a word.
[00:44:50.000 --> 00:44:51.000]   I'm going to say a word.
[00:44:51.000 --> 00:44:52.000]   I'm going to say a word.
[00:44:52.000 --> 00:44:53.000]   I'm going to say a word.
[00:44:53.000 --> 00:44:54.000]   I'm going to say a word.
[00:44:54.000 --> 00:44:55.000]   I'm going to say a word.
[00:44:55.000 --> 00:44:56.000]   I'm going to say a word.
[00:44:56.000 --> 00:44:57.000]   I'm going to say a word.
[00:44:57.000 --> 00:44:58.000]   I'm going to say a word.
[00:44:58.000 --> 00:44:59.000]   I'm going to say a word.
[00:44:59.000 --> 00:45:00.000]   I'm going to say a word.
[00:45:00.000 --> 00:45:01.000]   I'm going to say a word.
[00:45:01.000 --> 00:45:02.000]   I'm going to say a word.
[00:45:02.000 --> 00:45:03.000]   I'm going to say a word.
[00:45:03.000 --> 00:45:04.000]   I'm going to say a word.
[00:45:04.000 --> 00:45:05.000]   I'm going to say a word.
[00:45:05.000 --> 00:45:06.000]   I'm going to say a word.
[00:45:06.000 --> 00:45:07.000]   I'm going to say a word.
[00:45:07.000 --> 00:45:08.000]   I'm going to say a word.
[00:45:08.000 --> 00:45:09.000]   I'm going to say a word.
[00:45:09.000 --> 00:45:10.000]   I'm going to say a word.
[00:45:10.000 --> 00:45:11.000]   I'm going to say a word.
[00:45:11.000 --> 00:45:12.000]   I'm going to say a word.
[00:45:12.000 --> 00:45:13.000]   I'm going to say a word.
[00:45:13.000 --> 00:45:14.000]   I'm going to say a word.
[00:45:14.000 --> 00:45:15.000]   I'm going to say a word.
[00:45:15.000 --> 00:45:16.000]   I'm going to say a word.
[00:45:16.000 --> 00:45:17.000]   I'm going to say a word.
[00:45:17.000 --> 00:45:18.000]   I'm going to say a word.
[00:45:18.000 --> 00:45:19.000]   I'm going to say a word.
[00:45:19.000 --> 00:45:20.000]   I'm going to say a word.
[00:45:20.000 --> 00:45:21.000]   I'm going to say a word.
[00:45:21.000 --> 00:45:22.000]   I'm going to say a word.
[00:45:22.000 --> 00:45:23.000]   I'm going to say a word.
[00:45:23.000 --> 00:45:24.000]   I'm going to say a word.
[00:45:24.000 --> 00:45:25.000]   I'm going to say a word.
[00:45:25.000 --> 00:45:26.000]   I'm going to say a word.
[00:45:26.000 --> 00:45:27.000]   I'm going to say a word.
[00:45:27.000 --> 00:45:28.000]   I'm going to say a word.
[00:45:28.000 --> 00:45:29.000]   I'm going to say a word.
[00:45:29.000 --> 00:45:30.000]   I'm going to say a word.
[00:45:30.000 --> 00:45:31.000]   I'm going to say a word.
[00:45:31.000 --> 00:45:32.000]   I'm going to say a word.
[00:45:32.000 --> 00:45:33.000]   I'm going to say a word.
[00:45:33.000 --> 00:45:34.000]   I'm going to say a word.
[00:45:34.000 --> 00:45:35.000]   I'm going to say a word.
[00:45:35.000 --> 00:45:36.000]   I'm going to say a word.
[00:45:36.000 --> 00:45:37.000]   I'm going to say a word.
[00:45:37.000 --> 00:45:38.000]   I'm going to say a word.
[00:45:38.000 --> 00:45:39.000]   I'm going to say a word.
[00:45:39.000 --> 00:45:40.000]   I'm going to say a word.
[00:45:40.000 --> 00:45:41.000]   I'm going to say a word.
[00:45:41.000 --> 00:45:42.000]   I'm going to say a word.
[00:45:42.000 --> 00:45:43.000]   I'm going to say a word.
[00:45:43.000 --> 00:45:44.000]   I'm going to say a word.
[00:45:44.000 --> 00:45:45.000]   I'm going to say a word.
[00:45:45.000 --> 00:45:46.000]   I'm going to say a word.
[00:45:46.000 --> 00:45:47.000]   I'm going to say a word.
[00:45:47.000 --> 00:45:48.000]   I'm going to say a word.
[00:45:48.000 --> 00:45:49.000]   I'm going to say a word.
[00:45:49.000 --> 00:45:50.000]   I'm going to say a word.
[00:45:50.000 --> 00:45:51.000]   I'm going to say a word.
[00:45:51.000 --> 00:45:52.000]   I'm going to say a word.
[00:45:52.000 --> 00:45:53.000]   I'm going to say a word.
[00:45:53.000 --> 00:45:54.000]   I'm going to say a word.
[00:45:54.000 --> 00:45:55.000]   I'm going to say a word.
[00:45:55.000 --> 00:45:56.000]   I'm going to say a word.
[00:45:56.000 --> 00:45:57.000]   I'm going to say a word.
[00:45:57.000 --> 00:45:58.000]   I'm going to say a word.
[00:45:58.000 --> 00:45:59.000]   I'm going to say a word.
[00:45:59.000 --> 00:46:00.000]   I'm going to say a word.
[00:46:00.000 --> 00:46:01.000]   I'm going to say a word.
[00:46:01.000 --> 00:46:02.000]   I'm going to say a word.
[00:46:02.000 --> 00:46:03.000]   I'm going to say a word.
[00:46:03.000 --> 00:46:04.000]   I'm going to say a word.
[00:46:04.000 --> 00:46:05.000]   I'm going to say a word.
[00:46:05.000 --> 00:46:06.000]   I'm going to say a word.
[00:46:06.000 --> 00:46:07.000]   I'm going to say a word.
[00:46:07.000 --> 00:46:08.000]   I'm going to say a word.
[00:46:08.000 --> 00:46:09.000]   I'm going to say a word.
[00:46:09.000 --> 00:46:10.000]   I'm going to say a word.
[00:46:10.000 --> 00:46:11.000]   I'm going to say a word.
[00:46:11.000 --> 00:46:12.000]   I'm going to say a word.
[00:46:12.000 --> 00:46:13.000]   I'm going to say a word.
[00:46:13.000 --> 00:46:14.000]   I'm going to say a word.
[00:46:14.000 --> 00:46:15.000]   I'm going to say a word.
[00:46:15.000 --> 00:46:16.000]   I'm going to say a word.
[00:46:16.000 --> 00:46:17.000]   I'm going to say a word.
[00:46:17.000 --> 00:46:18.000]   I'm going to say a word.
[00:46:18.000 --> 00:46:19.000]   I'm going to say a word.
[00:46:19.000 --> 00:46:20.000]   I'm going to say a word.
[00:46:20.000 --> 00:46:21.000]   I'm going to say a word.
[00:46:21.000 --> 00:46:22.000]   I'm going to say a word.
[00:46:22.000 --> 00:46:23.000]   I'm going to say a word.
[00:46:23.000 --> 00:46:24.000]   I'm going to say a word.
[00:46:24.000 --> 00:46:25.000]   I'm going to say a word.
[00:46:25.000 --> 00:46:26.000]   I'm going to say a word.
[00:46:26.000 --> 00:46:27.000]   I'm going to say a word.
[00:46:27.000 --> 00:46:28.000]   I'm going to say a word.
[00:46:28.000 --> 00:46:29.000]   I'm going to say a word.
[00:46:29.000 --> 00:46:30.000]   I'm going to say a word.
[00:46:30.000 --> 00:46:31.000]   I'm going to say a word.
[00:46:31.000 --> 00:46:32.000]   I'm going to say a word.
[00:46:32.000 --> 00:46:33.000]   I'm going to say a word.
[00:46:33.000 --> 00:46:34.000]   I'm going to say a word.
[00:46:34.000 --> 00:46:35.000]   I'm going to say a word.
[00:46:35.000 --> 00:46:36.000]   I'm going to say a word.
[00:46:36.000 --> 00:46:37.000]   I'm going to say a word.
[00:46:37.000 --> 00:46:38.000]   I'm going to say a word.
[00:46:38.000 --> 00:46:39.000]   I'm going to say a word.
[00:46:39.000 --> 00:46:40.000]   I'm going to say a word.
[00:46:40.000 --> 00:46:41.000]   I'm going to say a word.
[00:46:41.000 --> 00:46:42.000]   I'm going to say a word.
[00:46:42.000 --> 00:46:43.000]   I'm going to say a word.
[00:46:43.000 --> 00:46:44.000]   I'm going to say a word.
[00:46:44.000 --> 00:46:45.000]   I'm going to say a word.
[00:46:45.000 --> 00:46:46.000]   I'm going to say a word.
[00:46:46.000 --> 00:46:47.000]   I'm going to say a word.
[00:46:47.000 --> 00:46:48.000]   I'm going to say a word.
[00:46:48.000 --> 00:46:49.000]   I'm going to say a word.
[00:46:49.000 --> 00:46:50.000]   I'm going to say a word.
[00:46:50.000 --> 00:46:53.760]   I got in trouble once.
[00:46:53.760 --> 00:46:56.760]   This is on Bloomberg, so I think you can find this clip.
[00:46:56.760 --> 00:47:02.860]   But I was talking to Emily Chang, and she said something to the effect of, "Did you
[00:47:02.860 --> 00:47:05.720]   just see this latest Sequoia round?"
[00:47:05.720 --> 00:47:06.860]   And I made this joke.
[00:47:06.860 --> 00:47:07.860]   It was a complete joke.
[00:47:07.860 --> 00:47:08.860]   It's not true.
[00:47:08.860 --> 00:47:09.860]   I was like, "Yeah."
[00:47:09.860 --> 00:47:10.860]   I went to Instacart.
[00:47:10.860 --> 00:47:13.560]   I bought one mango, had it delivered for free.
[00:47:13.560 --> 00:47:14.880]   Then I bought a second mango.
[00:47:14.880 --> 00:47:17.760]   I sent an email to Doug Leone, "Thanks for the second mango."
[00:47:17.760 --> 00:47:18.760]   What a douche.
[00:47:18.760 --> 00:47:19.760]   I bought four mangoes.
[00:47:19.760 --> 00:47:20.760]   I bought four grapes.
[00:47:20.760 --> 00:47:21.760]   And I said, "Consumer surplus."
[00:47:21.760 --> 00:47:22.760]   I would say-
[00:47:22.760 --> 00:47:27.580]   I mean, you can get four grapes whenever you want.
[00:47:27.580 --> 00:47:31.380]   It's hard to judge a company from the outside because you can't look at the financials.
[00:47:31.380 --> 00:47:35.120]   But the product experience has evolved over a very long period of time.
[00:47:35.120 --> 00:47:36.940]   It's actually pretty good.
[00:47:36.940 --> 00:47:41.620]   I suspect there's an asset value there, and whether that can match up with what someone
[00:47:41.620 --> 00:47:42.620]   can afford to pay it.
[00:47:42.620 --> 00:47:43.620]   All right.
[00:47:43.620 --> 00:47:44.620]   We got to wrap.
[00:47:44.620 --> 00:47:47.620]   Bill, just a final question here.
[00:47:47.620 --> 00:47:49.520]   Wait, wait, wait.
[00:47:49.520 --> 00:47:50.520]   We want to know where the markets are going.
[00:47:50.520 --> 00:47:51.520]   We want to know where the markets are going.
[00:47:51.520 --> 00:47:52.520]   It's about feeling sincere.
[00:47:52.520 --> 00:47:53.520]   Ask them both where the markets are going.
[00:47:53.520 --> 00:47:54.520]   All right.
[00:47:54.520 --> 00:47:59.520]   Brad, where's the market going to be at this time next year?
[00:47:59.520 --> 00:48:01.720]   Answer that question.
[00:48:01.720 --> 00:48:08.340]   We will be higher for growth stocks this time next year, but we may very well get there
[00:48:08.340 --> 00:48:16.880]   by way of lower and potentially meaningfully lower because the counterfactual to the hyperinflation
[00:48:16.880 --> 00:48:19.280]   argument is not...
[00:48:19.280 --> 00:48:23.740]   We can't deliver the counterfactual for at least four to five months.
[00:48:23.740 --> 00:48:28.240]   The facts don't exist until we actually see the facts play out.
[00:48:28.240 --> 00:48:33.760]   But my suspicion is we return to trend, things become more predictable and investable again,
[00:48:33.760 --> 00:48:35.280]   and we bounce back up to the five-year average.
[00:48:35.280 --> 00:48:36.280]   All right.
[00:48:36.280 --> 00:48:37.280]   Back now for you, Bill.
[00:48:37.280 --> 00:48:38.280]   Final question.
[00:48:38.280 --> 00:48:39.280]   Oh, I don't get that one?
[00:48:39.280 --> 00:48:40.280]   No.
[00:48:40.280 --> 00:48:41.280]   Too easy.
[00:48:41.280 --> 00:48:43.280]   You can answer it if you like, but I got a more important one.
[00:48:43.280 --> 00:48:44.280]   6.385% higher.
[00:48:44.280 --> 00:48:45.280]   Okay.
[00:48:45.280 --> 00:48:46.280]   I know you're not going to answer it, so I got a better one for you.
[00:48:46.280 --> 00:48:47.280]   Okay.
[00:48:47.280 --> 00:48:48.280]   I'm going to give you a chance to answer it.
[00:48:48.280 --> 00:48:49.280]   Okay.
[00:48:49.280 --> 00:48:53.280]   So you're not in the next benchmark fund.
[00:48:53.280 --> 00:48:57.700]   Essentially, that means retirement of the Spurs.
[00:48:57.700 --> 00:49:00.040]   Now the market's down.
[00:49:00.040 --> 00:49:02.240]   You seem like you're a little bit bored.
[00:49:02.240 --> 00:49:04.440]   Are you going to get back into early stage investing?
[00:49:04.440 --> 00:49:05.440]   Yes or no?
[00:49:05.440 --> 00:49:08.380]   And are you missing it?
[00:49:08.380 --> 00:49:09.380]   I think...
[00:49:09.380 --> 00:49:11.460]   I don't know what that was.
[00:49:11.460 --> 00:49:17.520]   I think I might get intrigued with doing angel stuff the way Bezos did.
[00:49:17.520 --> 00:49:19.040]   I don't think I want to practice.
[00:49:19.040 --> 00:49:21.760]   I don't want to practice the art taking board seats.
[00:49:21.760 --> 00:49:27.540]   I'm still on 10 that I'm serving dutifully, and I've played that game.
[00:49:27.540 --> 00:49:29.800]   Maybe similar to what David said about operating a business.
[00:49:29.800 --> 00:49:30.800]   I've played that game.
[00:49:30.800 --> 00:49:31.800]   You meet a great founder.
[00:49:31.800 --> 00:49:32.800]   They got a good idea.
[00:49:32.800 --> 00:49:33.800]   You vibe.
[00:49:33.800 --> 00:49:34.800]   You put in a 500K check.
[00:49:34.800 --> 00:49:35.800]   Yeah.
[00:49:35.800 --> 00:49:36.800]   I'd be open to that.
[00:49:36.800 --> 00:49:37.800]   Do you want to tell...
[00:49:37.800 --> 00:49:38.800]   I'm very excited about public stocks here, actually.
[00:49:38.800 --> 00:49:39.800]   Really?
[00:49:39.800 --> 00:49:40.800]   Yeah.
[00:49:40.800 --> 00:49:41.800]   Continue.
[00:49:41.800 --> 00:49:42.800]   You're excited about what?
[00:49:42.800 --> 00:49:43.800]   Public stocks.
[00:49:43.800 --> 00:49:44.800]   The valuations are getting super interesting.
[00:49:44.800 --> 00:49:45.800]   Crazy.
[00:49:45.800 --> 00:49:46.800]   Such good deals out there.
[00:49:46.800 --> 00:49:47.800]   Super interesting.
[00:49:47.800 --> 00:49:48.800]   Yeah.
[00:49:48.800 --> 00:49:49.800]   You got a presentation?
[00:49:49.800 --> 00:49:50.800]   Oh, yeah.
[00:49:50.800 --> 00:49:51.800]   I'm not...
[00:49:51.800 --> 00:49:52.800]   You guys got to hear this.
[00:49:52.800 --> 00:49:53.800]   That's poker at the poker table.
[00:49:53.800 --> 00:49:54.800]   J-Cal.
[00:49:54.800 --> 00:49:55.800]   J-Cal.
[00:49:55.800 --> 00:49:56.800]   It's a great question.
[00:49:56.800 --> 00:49:57.800]   Do I have to stay out here for this?
[00:49:57.800 --> 00:49:58.800]   Yes.
[00:49:58.800 --> 00:50:03.620]   I've been investing for the better part of three or four decades, closer to four, and
[00:50:03.620 --> 00:50:06.620]   10 boards I doodly served on one day.
[00:50:06.620 --> 00:50:15.240]   Every time I shove it all in with kings, your mouth sucks out on me with a 910 suited, and
[00:50:15.240 --> 00:50:18.560]   that's just my luck right now.
[00:50:18.560 --> 00:50:20.560]   I'll just look at the public market cards.
[00:50:20.560 --> 00:50:21.560]   I'll just have...
[00:50:21.560 --> 00:50:22.560]   Be liquid.
[00:50:22.560 --> 00:50:23.560]   I'll be liquid.
[00:50:23.560 --> 00:50:24.560]   All right.
[00:50:24.560 --> 00:50:25.560]   Ladies and gentlemen, BG Squared.
[00:50:25.560 --> 00:50:26.560]   Thank you.
[00:50:26.560 --> 00:50:27.560]   BG Squared, baby.
[00:50:27.560 --> 00:50:28.560]   We'll let your winners ride.
[00:50:28.560 --> 00:50:29.560]   Rain Man, David Sack.
[00:50:29.560 --> 00:50:30.560]   And it said...
[00:50:30.560 --> 00:50:31.560]   We open sourced it to the fans, and they've just gone crazy with it.
[00:50:31.560 --> 00:50:32.560]   Love you, Wes.
[00:50:32.560 --> 00:50:33.560]   I've been queen of Kindle.
[00:50:33.560 --> 00:50:34.560]   I've been the queen of Kindle.
[00:50:34.560 --> 00:50:35.560]   I've been the queen of Kindle.
[00:50:35.560 --> 00:50:36.560]   I've been the queen of Kindle.
[00:50:36.560 --> 00:50:37.560]   I've been the queen of Kindle.
[00:50:37.560 --> 00:50:38.560]   I've been the queen of Kindle.
[00:50:38.560 --> 00:50:39.560]   I've been the queen of Kindle.
[00:50:39.560 --> 00:50:40.560]   I've been the queen of Kindle.
[00:50:40.560 --> 00:50:41.560]   I've been the queen of Kindle.
[00:50:41.560 --> 00:50:42.560]   I've been the queen of Kindle.
[00:50:42.560 --> 00:50:43.560]   I've been the queen of Kindle.
[00:50:43.560 --> 00:50:44.560]   I've been the queen of Kindle.
[00:50:44.560 --> 00:50:45.560]   I've been the queen of Kindle.
[00:50:45.560 --> 00:50:46.560]   I've been the queen of Kindle.
[00:50:46.560 --> 00:50:47.560]   I've been the queen of Kindle.
[00:50:47.560 --> 00:50:48.560]   I've been the queen of Kindle.
[00:50:48.560 --> 00:50:49.560]   I've been the queen of Kindle.
[00:50:49.560 --> 00:50:50.560]   I've been the queen of Kindle.
[00:50:50.560 --> 00:50:51.560]   I've been the queen of Kindle.
[00:50:51.560 --> 00:50:52.560]   I've been the queen of Kindle.
[00:50:52.560 --> 00:50:53.560]   I've been the queen of Kindle.
[00:50:53.560 --> 00:50:54.560]   I've been the queen of Kindle.
[00:50:54.560 --> 00:50:55.560]   I've been the queen of Kindle.
[00:50:55.560 --> 00:50:56.560]   I've been the queen of Kindle.
[00:50:56.560 --> 00:50:57.560]   I've been the queen of Kindle.
[00:50:57.560 --> 00:50:58.560]   I've been the queen of Kindle.
[00:50:58.560 --> 00:50:59.560]   I've been the queen of Kindle.
[00:50:59.560 --> 00:51:00.560]   I've been the queen of Kindle.
[00:51:00.560 --> 00:51:01.560]   I've been the queen of Kindle.
[00:51:01.560 --> 00:51:02.560]   I've been the queen of Kindle.
[00:51:02.560 --> 00:51:03.560]   I've been the queen of Kindle.
[00:51:03.560 --> 00:51:04.560]   I've been the queen of Kindle.
[00:51:04.560 --> 00:51:05.560]   I've been the queen of Kindle.
[00:51:05.560 --> 00:51:06.560]   I've been the queen of Kindle.
[00:51:06.560 --> 00:51:07.560]   I've been the queen of Kindle.
[00:51:07.560 --> 00:51:08.560]   I've been the queen of Kindle.
[00:51:08.560 --> 00:51:09.560]   I've been the queen of Kindle.
[00:51:09.560 --> 00:51:10.560]   I've been the queen of Kindle.
[00:51:10.560 --> 00:51:11.560]   I've been the queen of Kindle.
[00:51:11.560 --> 00:51:12.560]   I've been the queen of Kindle.
[00:51:12.560 --> 00:51:13.560]   I've been the queen of Kindle.
[00:51:13.560 --> 00:51:14.560]   I've been the queen of Kindle.
[00:51:14.560 --> 00:51:15.560]   I've been the queen of Kindle.
[00:51:15.560 --> 00:51:16.560]   I've been the queen of Kindle.
[00:51:16.560 --> 00:51:17.560]   I've been the queen of Kindle.
[00:51:17.560 --> 00:51:18.560]   I've been the queen of Kindle.
[00:51:18.560 --> 00:51:19.560]   I've been the queen of Kindle.
[00:51:19.560 --> 00:51:20.560]   I've been the queen of Kindle.
[00:51:20.560 --> 00:51:21.560]   I've been the queen of Kindle.
[00:51:21.560 --> 00:51:26.560]   ♪ I'm doin' all in. ♪
[00:51:26.560 --> 00:51:32.200]   ♪ I'm doin' all in. ♪

