
[00:00:00.000 --> 00:00:01.400]   OK, hi, everybody.
[01:45:24.200 --> 01:45:25.520]   it's a Swift extension.
[01:45:25.520 --> 01:45:27.840]   Or every time you, you know, a lot of these things
[01:45:27.840 --> 01:45:28.720]   have analogies in other languages.
[01:45:28.720 --> 01:45:30.280]   Yeah, it's exactly a Swift extension.
[01:45:30.280 --> 01:45:32.640]   Or in Ruby, they even call it monkey patching.
[01:45:32.640 --> 01:45:33.320]   Yeah.
[01:45:33.360 --> 01:45:35.840]   But because it's, like, not built
[01:45:35.840 --> 01:45:38.360]   into the standard library, some Python programmers are like,
[01:45:38.360 --> 01:45:41.960]   no, you're not allowed to use the dynamic features
[01:45:41.960 --> 01:45:47.160]   of this dynamic language that were created to make it dynamic.
[01:45:47.160 --> 01:45:48.520]   Anyhow, yeah.
[01:45:48.520 --> 01:45:49.200]   Nice.
[01:45:49.200 --> 01:45:49.720]   Cool.
[01:45:49.720 --> 01:45:50.680]   Well, thank you, Jeremy.
[01:45:50.680 --> 01:45:52.120]   I think this is hopefully--
[01:45:52.120 --> 01:45:54.280]   this is like the ultra in-depth.
[01:45:54.280 --> 01:45:56.840]   If you were reading the source code and you wanted more,
[01:45:56.840 --> 01:46:00.480]   well, I think you got all the more you could want.
[01:46:00.480 --> 01:46:02.920]   Yeah, hopefully we might try and do these for a few other
[01:46:02.920 --> 01:46:04.920]   projects as well and work through the backlog
[01:46:04.920 --> 01:46:08.000]   of the little side things that haven't really been documented.
[01:46:08.000 --> 01:46:10.680]   But yeah, is there anything else you wanted to add for this
[01:46:10.680 --> 01:46:14.360]   or, like, introduce this series, I guess?
[01:46:14.360 --> 01:46:18.280]   I mean, series is probably too grand a word, you know?
[01:46:18.280 --> 01:46:22.040]   I think it's just like, from my point of view,
[01:46:22.040 --> 01:46:23.720]   I wanted an opportunity to--
[01:46:23.720 --> 01:46:31.040]   mainly to hear from other folks at answer.ai
[01:46:31.040 --> 01:46:32.680]   more about their work.
[01:46:32.680 --> 01:46:35.800]   And so partly, this is like my cunning plan
[01:46:35.800 --> 01:46:38.000]   is to, like, if I do one, maybe other people
[01:46:38.000 --> 01:46:40.400]   will feel some social pressure to do the same thing.
[01:46:40.400 --> 01:46:44.800]   And I will then get to learn more about their work.
[01:46:44.800 --> 01:46:46.840]   And Alexis and I have had a similar conversation.
[01:46:46.840 --> 01:46:50.680]   And he's promised to teach me about some of his work
[01:46:50.680 --> 01:46:51.520]   soon as well.
[01:46:51.520 --> 01:46:55.320]   So hopefully that will be happening soon.
[01:46:55.320 --> 01:47:03.840]   And also, I think, in general, answer.ai
[01:47:03.840 --> 01:47:06.280]   is a public benefit corporation.
[01:47:06.280 --> 01:47:08.720]   And hopefully this is something that provides some level
[01:47:08.720 --> 01:47:11.800]   of public benefit to at least some people is--
[01:47:11.800 --> 01:47:13.560]   there's no real-- like in a normal company,
[01:47:13.560 --> 01:47:16.560]   this is probably something that would be a private, secret,
[01:47:16.560 --> 01:47:19.680]   password-protected internal series.
[01:47:19.680 --> 01:47:23.920]   And here, it's like, no, there's no need to do that.
[01:47:23.920 --> 01:47:26.120]   Other people can benefit, too, if they want to.
[01:47:26.120 --> 01:47:35.200]   Did any of you have anything else to add to that?
[01:47:35.200 --> 01:47:38.040]   My one thought is I think these are a good idea.
[01:47:38.040 --> 01:47:39.480]   And I think we should also explore
[01:47:39.480 --> 01:47:41.320]   the full range of durations.
[01:47:41.320 --> 01:47:45.000]   So it's good to do deep dives on something that has depth to it.
[01:47:45.000 --> 01:47:48.400]   It's also good to do shallow dives on something
[01:47:48.400 --> 01:47:52.680]   that is quick and might be trivial to the person
[01:47:52.680 --> 01:47:55.800]   explaining it, but is totally unfamiliar and, therefore,
[01:47:55.800 --> 01:47:57.880]   high value to the person who hasn't seen it before.
[01:47:57.880 --> 01:48:00.720]   And we can put those ones on TikTok, too.
[01:48:00.720 --> 01:48:01.680]   Yes, there we go.
[01:48:01.680 --> 01:48:07.200]   Let's see who achieves the first TikTok-length explainer.
[01:48:07.200 --> 01:48:08.200]   Awesome.
[01:48:08.200 --> 01:48:09.440]   Thanks, all.
[01:48:09.440 --> 01:48:10.640]   Thanks, everybody.
[01:48:10.640 --> 01:48:11.160]   Well done.
[01:48:11.160 --> 01:48:12.120]   Bye.
[01:48:12.120 --> 01:48:12.760]   Sure.
[01:48:12.760 --> 01:48:13.520]   Bye.
[01:48:13.520 --> 01:48:15.080]   Thanks.

