
[00:00:00.040 --> 00:00:09.300]   TED
[01:26:26.280 --> 01:26:26.400]   It's still a very complex system.
[01:26:26.400 --> 01:26:26.440]   It's still a very complex system.
[01:26:26.440 --> 01:26:54.980]  , it's still a very complex system.
[01:26:55.000 --> 01:27:01.280]   There's been a lot of people that have been working on the, okay, I don't make Python 2x faster, 10x faster or something like that.
[01:27:01.280 --> 01:27:01.320]   Right.
[01:27:01.320 --> 01:27:03.280]   And there have been a ton of projects in that vein.
[01:27:03.280 --> 01:27:03.360]   Right.
[01:27:03.360 --> 01:27:06.860]   Mojo started from the, what can the hardware do?
[01:27:06.860 --> 01:27:09.660]   Like what is the limit of physics?
[01:27:09.660 --> 01:27:10.820]   What is the speed of light?
[01:27:10.820 --> 01:27:11.560]   What is it?
[01:27:11.560 --> 01:27:13.200]   Like how fast can this thing go?
[01:27:13.200 --> 01:27:15.080]   And then how do I express that?
[01:27:15.080 --> 01:27:15.160]   Yeah.
[01:27:15.160 --> 01:27:15.240]   Right.
[01:27:15.240 --> 01:27:20.200]   And so it wasn't, it wasn't anchored relatively on make Python a little bit faster.
[01:27:20.200 --> 01:27:22.580]   It's saying, cool, I know what the hardware can do.
[01:27:22.580 --> 01:27:23.440]   Let's unlock that.
[01:27:23.440 --> 01:27:23.500]   Right.
[01:27:23.540 --> 01:27:33.480]   at
[01:27:33.480 --> 01:27:53.440]   was the is
[01:27:53.560 --> 01:28:04.540]   though
[01:28:04.540 --> 01:28:23.280]   to for; oscill Ellie Nie Ad It, and, and, and, and, and, and, and, good. I'm, Henri L. L. 양 12� trigger the test.사�.NE, watch the hol...s.S.S.S.I...C...S...Y...G...G...G...R...G...G...P...G...G... g... contains the... RP... de...護... w... ench... de ... go... test... key... for the bottlene. is... key... thee... art... b in the bottle neck that are with a good between the bar not in the that yeah a 잠깐만 aald may like a protective a garlic i daranig the cring the wיע the이 climate a deport the a gep . הנ english require aолет the欢 forests horizon
[01:28:23.380 --> 01:28:25.280]   didn't generalize.
[01:28:25.280 --> 01:28:30.280]   And so you can make, you know, ResNet 50 or some, or a house net or something, exception B1.
[01:28:30.280 --> 01:28:35.120]   Like you can, you can do that, right? Because the models are small, they fit in your head, right?
[01:28:35.120 --> 01:28:40.680]   But as the models get bigger, more complicated, as the machines get more complicated, it stops working, right?
[01:28:40.680 --> 01:28:44.120]   And so this is where things like kernel fusion come in.
[01:28:44.120 --> 01:28:45.480]   So what is kernel fusion?
[01:28:45.480 --> 01:28:53.200]   This is this idea of saying, let's avoid going to memory and let's do that by building a new hybrid kernel and
[01:28:53.200 --> 01:29:23.040]   and then
[01:29:23.040 --> 01:29:23.040]   and then
[01:29:23.040 --> 01:29:23.040]   and then
[01:29:23.040 --> 01:29:23.240]   and then
[01:29:23.240 --> 01:29:23.240]   and then
[01:29:23.240 --> 01:29:23.240]   and then
[01:29:23.240 --> 01:29:53.240]   and then we'll do that.
[01:29:53.280 --> 01:30:23.240]   and then we'll do that.
[01:30:23.280 --> 01:30:33.200]  �
[01:30:33.200 --> 01:30:37.080]   D N
[01:30:37.080 --> 01:30:46.500]   brush notThe
[01:30:49.940 --> 01:31:16.560]   rendition of the machine learning model. And that's something that a lot of machine learning infrastructure and tools and technologies don't have. Typical state of the art today is you walk up, particularly if you're deploying, if you walk up with a new model, you try to push it through the converter and the converter crashes. That's crazy. The state of ML tooling today is not anything that a C programmer would ever accept. And it's always been this kind of flaky set of tooling
[01:31:16.560 --> 01:31:16.560]   It's never been integrated well, and it's been never worked out well.
[01:31:16.560 --> 01:31:16.560]   It's never been integrated well, and it's been never worked out well.
[01:31:16.560 --> 01:31:16.560]   It's been never been integrated well, and it's been never worked out well.
[01:31:16.560 --> 01:31:16.560]   It's been never been integrated well, and it's been never worked out well.
[01:31:16.560 --> 01:31:16.560]   It's been never been integrated well, and it's been never worked out well.
[01:31:16.560 --> 01:31:16.560]   It's been never been integrated well, and it's been never worked out well.
[01:31:16.720 --> 01:31:43.220]   I never worked together because it's not designed together. It's built by different teams. It's built by different hardware vendors. It's built by different systems. It's built by different internet companies that are trying to solve their problems. And so that means that we get this fragmented terrible mess of complexity.
[01:32:36.540 --> 01:32:36.540]   I'm going to go ahead and say, "Hey, I have a whole bunch of different, you know, what a multi-core computer is. It's basically a bunch of computers. And I can get to doing one or 16 at a time with vectors. That's called vectorization. Then you can say, "Hey, I have a whole bunch of different, you know, what a multi-core computer is. It's basically a bunch of computers."
[01:32:36.540 --> 01:32:37.680]   Then you can say, "Hey, I have a whole bunch of different, you know, what a multi-core computer is. It's basically a bunch of computers."
[01:33:03.840 --> 01:33:06.960]   So now what parallelize does is says, "Okay, run multiple instances on different computers."
[01:33:06.960 --> 01:33:07.480]   And now they can all work together on a problem.
[01:33:07.520 --> 01:33:25.780]  obedient.
[01:33:25.780 --> 01:33:27.760]   And size of the block size is all that's how you get to the auto tune to make right optimize.
[01:33:27.760 --> 01:33:37.280]   Right. Yeah. Well, so all of these the details matter so much to get good performance. This is another funny thing about machine learning and high performance computing that is very different than C compilers we all grew up with where, you know, if you get a new version of GCC or new version of clang or something like that, you know, maybe something will go 1% faster.
[01:33:37.280 --> 01:33:37.280]   But you know, you can't get a new version of GCC or new version of clang or something like that, you know, maybe something will go 1% faster.
[01:33:37.280 --> 01:33:59.480]  , right? And so compiler ensures will work really, really, really, really hard to get half a percent out of your C code, something like that. But when you're talking about an accelerator or an application or you're talking about these kinds of algorithms. And these are things people used to write in Fortran, for example, right? If you get it wrong, it's not 5% or 1%. It could be 2x or 10x.
[01:33:59.480 --> 01:34:07.280]   Right? If you think about it, you really want to make use of the full memory of the full memory of the computer.
[01:34:07.300 --> 01:34:23.360]   You have the cache, for example. But if you use too much space, it doesn't fit in the cache. Now, you're going to be thrashing all the way back out to main memory. And these can be 2x 10x major performance differences. And so this is where getting these magic numbers and these things right is really actually quite important.
[01:34:23.360 --> 01:34:35.120]   So you mentioned that Mojo is a superset of Python. Can you run Python code as if it's Mojo code?
[01:34:35.120 --> 01:34:36.620]   Yes.
[01:34:36.620 --> 01:34:37.280]   Yes.
[01:34:37.280 --> 01:34:37.280]   Yes.
[01:34:37.280 --> 01:34:37.280]   Yes.
[01:34:37.280 --> 01:34:37.300]   Yes.
[01:34:37.300 --> 01:35:07.300]   so and so and this has two sides of it. So Mojo is not done yet. So I'll give you a disclaimer. Mojo is not done yet. But already, we see people that take small pieces of Python code, move it over. They don't change it and you can get 12x speedups. Like somebody was just tweeting about that yesterday, which was pretty cool. Right? And again, interpreters compilers, right? And so without changing any code without also this is not what this is not jit compiling or doing anything fancy. This is just basic stuff moving it around.
[01:35:07.300 --> 01:35:07.300]   I mean, I mean, it's just a lot of a lot of time.
[01:35:07.320 --> 01:35:07.500]   I mean, it's just a lot of time.
[01:35:07.500 --> 01:35:08.040]   straight over.
[01:35:08.040 --> 01:35:08.540]   straight over.
[01:35:08.540 --> 01:35:27.640]   Now Mojo will continue to grow out and as it grows out, it will have more and more and more features. And our North Star is to be a full superset of Python and so you can bring over basically arbitrary Python code and have it just work. And it may not always be 12x faster, but but it should be at least as fast and way faster in many cases is the goal, right?
[01:35:27.640 --> 01:35:37.300]   Now take time to do that. And Python is a complicated language. It's not just the obvious things, but there's also non obvious things that are complicated. And so you can bring over basically arbitrary Python code and have it just work. And it may not always be 12x faster, but it should be at least as fast and way faster in many cases is the goal, right?
[01:35:37.340 --> 01:36:07.300]  ,
[01:36:07.300 --> 01:36:07.300]   Yeah.
[01:36:07.300 --> 01:36:07.300]   Yeah.
[01:36:07.300 --> 01:36:07.300]   Yeah.
[01:36:07.300 --> 01:36:07.300]   Yeah.
[01:36:07.300 --> 01:36:07.300]   Yeah. Yeah.
[01:36:07.340 --> 01:36:09.520]   1971
[01:36:09.520 --> 01:36:35.060]   floorsnah stuff whichever tint, and, and, and, and, ' a,ppe aруш use big Br pem Br De has d Like 3AR I would be extra do over descended 10 dance. And, and, the, is, and, the, and, is, in, believe,样,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,...難'd, bitcoin WHOC. sixty plaisir której counts militlo�實 bowls 관� Z G displärавrage why argumentdır oldinform Er liivers 18� Her silly PKJ hoor sub ML sparkle Fry視 rep黨 Kel be face 12 was end outline 뭐 definitelyOHassen
