
[00:00:00.040 --> 00:00:09.280]   ACC
[01:45:31.580 --> 01:45:31.580]   There's going to be a wedding.
[01:45:31.580 --> 01:45:31.640]   There's going to be a wedding.
[01:45:31.640 --> 01:45:31.720]   There's going to be a wedding.
[01:45:31.720 --> 01:45:31.780]   There's going to be a wedding.
[01:45:31.780 --> 01:45:32.020]   There's going to be a wedding.
[01:45:32.080 --> 01:45:43.700]   enc
[01:45:43.700 --> 01:45:46.080]  ей just do,,,,
[01:46:59.280 --> 01:46:59.280]   I don't know why it's so hard for some people. I'll tell you, I do find that hard. There's not a lot of things that I kind of don't understand, but that's one that I kind of don't understand. Like I put in one of the, one of the weird things I did as a divorce lawyer that caused like a little stir among my colleagues for a few years was some years ago. Like we all steal from each other's work.
[01:47:28.360 --> 01:47:28.360]   Yeah.
[01:47:28.360 --> 01:47:28.360]   Yeah.
[01:47:28.360 --> 01:47:28.440]   Yeah.
[01:47:28.440 --> 01:47:28.560]   Yeah.
[01:47:28.600 --> 01:47:28.600]   Slim
[01:47:28.600 --> 01:47:38.440]  ав, ,, as
[01:47:38.440 --> 01:47:38.960]   Оп Where " the the and with de
[01:47:57.420 --> 01:48:07.840]   wanted
[01:48:07.840 --> 01:48:08.440]   С J help毛
[01:48:08.440 --> 01:48:24.820]   game. I call these music, I, I, I, I, I, I, I, I, while the by the. The. The. The. The. The. the. led the. may the con even a down a� dorm
[01:48:24.820 --> 01:48:26.740]   yep sound if sparking a こfin or blocks carry gay and
[01:48:26.800 --> 01:48:28.720]   enough to go by a Christmas present.
[01:48:28.720 --> 01:48:34.920]   But they're old enough to know that you get presents on Christmas and you give presents on Christmas.
[01:48:34.920 --> 01:48:37.720]   But they're not old enough to buy one.
[01:48:37.720 --> 01:48:39.520]   For the parent.
[01:48:39.520 --> 01:48:42.220]   So someone has to do that for them.
[01:48:42.220 --> 01:48:44.220]   So I thought
[01:48:44.220 --> 01:48:46.820]   I'm going to put in a provision that says
[01:48:46.820 --> 01:48:49.020]   that as long as the children are
[01:48:49.020 --> 01:48:56.520]   so young that they can't independently purchase a Mother's Day or a birthday present for the co-parent.
[01:48:56.660 --> 01:49:26.600]  ,
[01:49:26.600 --> 01:49:26.600]   Yeah.
[01:49:26.600 --> 01:49:26.600]   So you can't buy anything that's for the child.
[01:49:26.600 --> 01:49:26.600]   Yes.
[01:49:26.600 --> 01:49:26.660]   Yes. So you can't buy anything that's for the child.
[01:49:26.900 --> 01:49:56.600]   I'm not your co-parent. Who cares? You maybe you want them to have the worst birthday ever fine, but you don't want your child to be embarrassed. And I even put in the provision. The parties acknowledge that it is the intention of this provision to ensure that the child is not embarrassed and feels you know that they were able to say I cannot tell you how many people refuse to sign that how many lawyers said to me we're taking that out and I went wait why why why does my client have to buy a present for your client?
[01:49:56.600 --> 01:49:56.600]   I'm not going to buy a present for your child.
[01:49:56.640 --> 01:50:04.680]  第二個
[01:50:04.680 --> 01:50:25.060]  ,,,,
[01:50:25.640 --> 01:50:32.440]   Mat
[01:50:32.440 --> 01:50:35.660]  ,, accept달�
[01:50:35.660 --> 01:50:39.860]   right like, I, I, I, I, at, . . . . . great對
[01:50:39.860 --> 01:50:43.460]  Welcome
[01:50:43.460 --> 01:50:53.860]   in the little collect the class. The child is the Gor's the才 the cuma theiking thedepend the­ thefulness the​ the― the―_ the―our―The―––​―–�―––––�–�―�‑–––�―– maioria―‑–―‑― antioxidó--―– gun— MRI�選— THE― ‑‑�— przew-- –--- � robust control– hellPD…?�new b― earned -- ‑‑ el--- imagine host --atif like, -�比較 en--- I― o--- I--- I--- cracked me― it--rez '--- normalmenteóm lot--- only-- G - manera had -- bottom hol -- Ass-- select taste now-- great-- a--- encont Kir not-- my-- of-- 600 . round of this樣
[01:50:53.860 --> 01:50:54.140]   Sonought
[01:50:54.140 --> 01:50:55.620]   two--- weigh a том
[01:50:55.660 --> 01:51:03.400]  ,
[01:51:03.400 --> 01:51:06.600]  . ...
[01:51:52.100 --> 01:51:52.100]   ...
[01:51:52.100 --> 01:51:52.100]   ...
[01:51:52.100 --> 01:51:53.000]   ... ...
[01:52:06.620 --> 01:52:06.740]   ...
[01:52:06.740 --> 01:52:06.740]   ...
[01:52:06.740 --> 01:52:06.800]   ...
[01:52:06.800 --> 01:52:06.820]   ...
[01:52:06.820 --> 01:52:06.840]   ...
[01:52:06.840 --> 01:52:06.900]   ...
[01:52:06.900 --> 01:52:06.920]   ...
[01:52:06.920 --> 01:52:06.980]   ...
[01:52:06.980 --> 01:52:07.000]   ...
[01:52:07.000 --> 01:52:07.020]   ...
[01:52:07.020 --> 01:52:07.040]   ...
[01:52:07.040 --> 01:52:07.060]   ...
[01:52:07.060 --> 01:52:07.080]   ...
[01:52:07.080 --> 01:52:07.100]   ...
[01:52:07.100 --> 01:52:07.120]   ...
[01:52:07.120 --> 01:52:07.140]   ...
[01:52:07.140 --> 01:52:07.160]   ...
[01:52:07.160 --> 01:52:07.180]   ...
[01:52:07.180 --> 01:52:07.200]   ...
[01:52:07.200 --> 01:52:07.220]   ...
[01:52:07.220 --> 01:52:07.240]   ...
[01:52:07.240 --> 01:52:07.260]   ...
[01:52:07.260 --> 01:52:07.300]   ...
[01:52:07.300 --> 01:52:07.320]   ...
[01:52:07.320 --> 01:52:07.340]   ...
[01:52:07.340 --> 01:52:07.360]   ...
[01:52:07.360 --> 01:52:07.380]   ...
[01:52:07.380 --> 01:52:07.400]   ...
[01:52:07.400 --> 01:52:07.420]   ...
[01:52:07.420 --> 01:52:07.440]   ...
[01:52:07.440 --> 01:52:07.460]   ...
[01:52:07.460 --> 01:52:07.480]   ...
[01:52:07.480 --> 01:52:07.500]   ...
[01:52:07.500 --> 01:52:07.520]   ...
[01:52:07.520 --> 01:52:07.580]   ...
[01:52:07.580 --> 01:52:07.580]   ...
[01:52:07.580 --> 01:52:07.640]   ...
[01:52:07.640 --> 01:52:07.660]   ...
[01:52:07.660 --> 01:52:07.680]   ...
[01:52:07.680 --> 01:52:07.700]   ...
[01:52:07.700 --> 01:52:07.720]   ...
[01:52:07.720 --> 01:52:12.960]   ...
[01:52:12.960 --> 01:52:13.000]   ...
[01:52:13.000 --> 01:52:13.020]   ...
[01:52:13.020 --> 01:52:13.040]   ...
[01:52:13.040 --> 01:52:13.060]   ...
[01:52:13.060 --> 01:52:13.100]   ...
[01:52:13.100 --> 01:52:13.120]   ...
[01:52:13.120 --> 01:52:13.140]   ...
[01:52:13.140 --> 01:52:13.160]   ...
[01:52:13.160 --> 01:52:13.180]   ...
[01:52:13.180 --> 01:52:13.200]   ...
[01:52:13.200 --> 01:52:13.220]   ...
[01:52:13.220 --> 01:52:13.240]   ...
[01:52:13.240 --> 01:52:13.260]   ...
[01:52:13.260 --> 01:52:13.280]   ...
[01:52:13.280 --> 01:52:13.300]   ...
[01:52:13.300 --> 01:52:13.340]   ...
[01:52:13.340 --> 01:52:13.360]   ...
[01:52:13.360 --> 01:52:13.380]   ...
[01:52:13.380 --> 01:52:13.420]   ...
[01:52:13.420 --> 01:52:13.440]   ...
[01:52:13.440 --> 01:52:16.840]   That is a missile.
[01:52:16.840 --> 01:52:19.640]   That person has a power over you for a long time, if not forever.
[01:52:19.640 --> 01:52:48.120]   I'm going to go ahead and put this one in the chat.
[01:52:48.120 --> 01:52:48.220]   I'm going to put this one in the chat.
[01:52:48.220 --> 01:52:48.280]   That's a good one.
[01:52:48.280 --> 01:52:48.300]   I'm going to put this one in the chat.
[01:52:48.300 --> 01:52:48.340]   That's a good one.
[01:52:48.340 --> 01:52:48.360]   I'm going to put this one in the chat.
[01:52:48.360 --> 01:52:48.820]   You can be bad.
[01:52:48.820 --> 01:52:49.320]   I'm going to put this one in the chat.
[01:52:49.320 --> 01:52:49.380]   I'm going to put this one in the chat.
[01:52:49.380 --> 01:52:49.400]   I'm going to put this one in the chat.
[01:52:49.400 --> 01:52:49.460]   I'm going to put this one in the chat.
[01:52:49.460 --> 01:52:49.460]   I'm going to put this one in the chat.
[01:52:49.500 --> 01:53:01.520]   "
[01:56:12.240 --> 01:56:36.560]   and then you have to bring them back under the Hague Convention on international child abduction.
[01:56:36.560 --> 01:56:37.120]   Oh wow.
[01:56:37.120 --> 01:56:38.960]   Yeah, we've done some Hague cases.
[01:56:38.960 --> 01:56:41.140]   You know, there are cases where you have to bring them back under the Hague Convention on international child abduction.
[01:56:41.140 --> 01:56:41.140]   Oh wow. Yeah, we've done some Hague cases.
[01:56:41.140 --> 01:56:41.240]   Wow.
[01:56:41.240 --> 01:56:41.320]   You know, there are cases where you have to bring them back under the Hague Convention on international child abduction.
[01:56:41.320 --> 01:56:41.640]   Oh wow. Yeah, we've done some Hague cases.
[01:56:41.640 --> 01:56:41.940]   Wow.
[01:56:41.940 --> 01:56:41.960]   You know, there are cases where you have to bring them back under the Hague Convention on international child abduction.
[01:56:41.960 --> 01:56:42.000]   Oh wow. Yeah, we've done some Hague cases.
[01:56:42.000 --> 01:56:42.020]   Oh wow. Yeah, we've done some Hague cases. You know, there are cases where you have to bring them back under the Hague Convention on international child abduction.
[01:56:42.060 --> 01:56:51.680]   Så
[01:56:51.680 --> 01:56:56.060]   provide the,,,
[01:59:50.600 --> 01:59:57.620]   F
[01:59:57.620 --> 02:00:02.020]   conduct, ,, 2
[02:01:11.020 --> 02:01:11.020]   and ,, 2
[02:02:35.380 --> 02:02:41.440]   취 in CEOsUS� beyond, be,
[02:02:41.440 --> 02:03:03.200]   Hey I The C 
[02:03:04.960 --> 02:03:14.820]   buy
[02:03:14.820 --> 02:03:15.660]   was make payments
[02:03:15.660 --> 02:03:34.780]  完 don represent the, and, and, and, Gün, OH, K, K,
[02:03:34.960 --> 02:03:38.920]   I mean,
[02:03:38.920 --> 02:04:04.960]   I don't mean spiritually marrying, having a marriage ceremony. I mean, legally marrying. You're making changes to your rights and obligations under law. That's what you're doing. Like marriage from a legal standpoint. What we mean when we say I got married is it is a, it's a state agency. It's been created by the state. Like this is a, a legal status that most people who are in it know nothing about.
[02:04:04.960 --> 02:04:04.960]   It's a state agency. It's been created by the state. Like this is a, a legal status that most people who are in it know nothing about.
[02:04:04.960 --> 02:04:04.960]   It's a state agency. It's been created by the state. Like this is a, a legal status that most people who are in it know nothing about.
[02:04:04.960 --> 02:04:04.960]   It's a state agency. It's been created by the state. Like this is a, a legal status that most people who are in it know nothing about.
[02:04:04.980 --> 02:04:34.980]   It's a state agency. It's been created by the state. Like this is a, a legal status that most people who are in it know nothing about.
[02:04:34.980 --> 02:04:34.980]   It's a state agency. It's been created by the state. Like this is a, a legal status that most people who are in it know nothing about.
[02:04:34.980 --> 02:04:34.980]   It's a state agency. It's been created by the state. Like this is a, a legal status that most people who are in it know nothing about.
[02:04:35.000 --> 02:05:05.000]   I mean,
[02:05:05.000 --> 02:05:05.000]   It's a state agency. It's been created by the state. Like this is a, a legal status that most people who are in it know nothing about.
[02:05:05.000 --> 02:05:05.000]   It's a state agency. It's been created by the state. Like this is a, a legal status that most people who are in it know nothing about.
[02:05:05.040 --> 02:05:35.020]  ,
[02:05:35.020 --> 02:05:35.020]   It's a state agency. It's been created by the state. Like this is a, a legal status that most people who are in it know nothing about.
[02:05:35.060 --> 02:06:05.040]  ,
[02:06:05.040 --> 02:06:05.040]   It's a state agency. It's been created by the state. Like this is a, a legal status that most people who are in it know nothing about.
[02:06:05.040 --> 02:06:05.040]   It's a state agency. It's been created by the state. Like this is a, a legal status that most people who are in it know nothing about.
[02:06:05.040 --> 02:06:05.040]   It's a state agency. It's been created by the state. Like this is a, a legal status that most people who are in it know nothing about.
[02:06:05.060 --> 02:06:35.060]   It's a state agency. It's been created by the state. Like this is a, a legal status that most people who are in it know nothing about.
[02:06:35.060 --> 02:06:35.060]   It's a state agency. It's been created by the state. Like this is a, a legal status that most people who are in it know nothing about.
[02:06:35.060 --> 02:06:35.060]   It's a state agency. It's been created by the state. Like this is a, a legal status that most people who are in it know nothing about.
[02:06:35.060 --> 02:06:35.060]   It's a state agency. It's been created by the state. Like this is a, a legal status that most people who are in it know nothing about.
[02:06:35.060 --> 02:06:35.060]   It's a state agency. It's been created by the state. Like this is a, a legal status that most people who are in it know nothing about.
[02:06:35.100 --> 02:07:05.080]   in advance.
[02:07:05.080 --> 02:07:05.080]   It's a state agency. It's been created by the state. Like this is a, a legal status that most people who are in it know nothing about.
[02:07:05.080 --> 02:07:05.080]   So you're creating a set of rules and then you both can function under those rules during the merits. For a brief time I taught a family law drafting class at a law school and when we would do separation agreements and we would do pleadings, it was lots of fun. When we would do pre-nups I would say to the students, what's the main thing you need when you're doing a pre-nup and they would say well you need asset disclosure, and I'd say that's not the main thing.
