
[00:00:00.000 --> 00:00:01.240]   we are becoming cyborgs.
[00:45:13.600 --> 00:45:16.960]   It just inherently makes you wanna be an optimist so bad
[00:45:16.960 --> 00:45:20.400]   that like I feel like I'm more of a responsibility
[00:45:20.400 --> 00:45:23.880]   to make more optimistic things.
[00:45:23.880 --> 00:45:25.760]   And I get a lot of shit for it
[00:45:25.760 --> 00:45:28.560]   'cause everyone's like, oh, you're so privileged.
[00:45:28.560 --> 00:45:30.320]   Stop talking about like pie in the sky,
[00:45:30.320 --> 00:45:32.760]   stupid concepts and focus on like the now.
[00:45:32.760 --> 00:45:36.560]   But it's like, I think if we don't ideate
[00:45:36.560 --> 00:45:40.600]   about futures that could be good,
[00:45:40.600 --> 00:45:41.600]   we won't be able to get them.
[00:45:41.600 --> 00:45:42.840]   If everything is Blade Runner,
[00:45:42.840 --> 00:45:44.320]   then we're gonna end up with Blade Runner.
[00:45:44.320 --> 00:45:47.360]   It's like, as we said earlier, life imitates art.
[00:45:47.360 --> 00:45:49.800]   Like life really does imitate art.
[00:45:49.800 --> 00:45:54.040]   And so we really need more protopian or utopian art.
[00:45:54.040 --> 00:45:56.120]   I think this is incredibly essential
[00:45:56.120 --> 00:45:58.120]   for the future of humanity.
[00:45:58.120 --> 00:46:03.120]   And I think the current discourse where that's seen
[00:46:03.120 --> 00:46:08.280]   as a thinking about protopia or utopia
[00:46:08.280 --> 00:46:11.640]   is seen as a dismissal of the problems
[00:46:11.640 --> 00:46:12.480]   that we currently have.
[00:46:12.480 --> 00:46:15.000]   I think that is an incorrect mindset.
[00:46:15.000 --> 00:46:20.240]   And like having kids just makes me wanna imagine
[00:46:20.240 --> 00:46:24.440]   amazing futures that like maybe I won't be able to build,
[00:46:24.440 --> 00:46:26.960]   but they will be able to build if they want to.
[00:46:26.960 --> 00:46:28.320]   - Yeah, it does seem like ideation
[00:46:28.320 --> 00:46:30.320]   is a precursor to creation.
[00:46:30.320 --> 00:46:33.840]   So you have to imagine it in order to be able to build it.
[00:46:33.840 --> 00:46:36.720]   And there is a sad thing about human nature
[00:46:36.720 --> 00:46:40.760]   that they somehow a cynical view of the world
[00:46:40.760 --> 00:46:44.400]   is seen as a insightful view.
[00:46:44.400 --> 00:46:47.000]   Cynicism is often confused for insight,
[00:46:47.000 --> 00:46:48.920]   which is sad to see.
[00:46:48.920 --> 00:46:52.640]   And optimism is confused for naivete.
[00:46:52.640 --> 00:46:53.480]   - Yes, yes.
[00:46:53.480 --> 00:46:57.680]   - Like you don't, you're blinded by your,
[00:46:57.680 --> 00:46:59.320]   maybe your privilege or whatever.
[00:46:59.320 --> 00:47:02.040]   You're blinded by something, but you're certainly blinded.
[00:47:02.040 --> 00:47:03.800]   That's sad.
[00:47:03.800 --> 00:47:06.000]   That's sad to see because it seems like the optimists
[00:47:06.000 --> 00:47:10.280]   are the ones that create our future.
[00:47:10.280 --> 00:47:11.920]   They're the ones that build.
[00:47:11.920 --> 00:47:13.560]   In order to build the crazy thing,
[00:47:13.560 --> 00:47:14.760]   you have to be optimistic.
[00:47:14.760 --> 00:47:19.240]   You have to be either stupid or excited or passionate
[00:47:19.240 --> 00:47:22.760]   or mad enough to actually believe that it can be built.
[00:47:22.760 --> 00:47:24.240]   And those are the people that built it.
[00:47:24.240 --> 00:47:26.640]   - My favorite quote of all time
[00:47:26.640 --> 00:47:29.080]   is from "Star Wars" episode eight,
[00:47:29.080 --> 00:47:31.000]   which I know everyone hates.
[00:47:31.000 --> 00:47:32.480]   Do you like "Star Wars" episode eight?
[00:47:32.480 --> 00:47:35.840]   - No, I probably would say I would probably hate it, yeah.
[00:47:35.840 --> 00:47:38.960]   I don't have strong feelings about it.
[00:47:38.960 --> 00:47:39.800]   Let me backtrack.
[00:47:39.800 --> 00:47:41.560]   I don't have strong feelings about "Star Wars."
[00:47:41.560 --> 00:47:42.400]   - I just wanna--
[00:47:42.400 --> 00:47:43.240]   - I'm a Tolkien person.
[00:47:43.240 --> 00:47:47.880]   I'm more into dragons and orcs and ogres.
[00:47:47.880 --> 00:47:49.640]   - Yeah, I mean, Tolkien forever.
[00:47:49.640 --> 00:47:51.800]   I really wanna have one more son and call him,
[00:47:51.800 --> 00:47:55.280]   I thought Tau-Techno-Tolkien would be cool.
[00:47:55.280 --> 00:47:56.960]   - That's a lot of Ts, I like it.
[00:47:56.960 --> 00:47:59.280]   - Yeah, and Tau is six, two, eight, two pi.
[00:47:59.280 --> 00:48:01.760]   - Yeah, Tau-Techno, yeah, yeah, yeah.
[00:48:01.760 --> 00:48:04.800]   - And then techno is obviously the best genre of music,
[00:48:04.800 --> 00:48:06.240]   but also like technocracy.
[00:48:06.240 --> 00:48:07.080]   - It just sounds really good.
[00:48:07.080 --> 00:48:09.560]   And yeah, that's right, Techno-Tolkien.
[00:48:09.560 --> 00:48:10.400]   (laughs)
[00:48:10.400 --> 00:48:11.680]   Tau-Techno-Tolkien, that's a good--
[00:48:11.680 --> 00:48:12.960]   - Tau-Techno-Tolkien.
[00:48:12.960 --> 00:48:15.080]   But "Star Wars Episode VIII,"
[00:48:15.080 --> 00:48:17.240]   I know a lot of people have issues with it.
[00:48:17.240 --> 00:48:18.720]   Personally, on the record,
[00:48:18.720 --> 00:48:21.200]   I think it's the best "Star Wars" film.
[00:48:21.200 --> 00:48:25.160]   - Starting trouble today.
[00:48:25.160 --> 00:48:26.000]   - Yeah.
[00:48:26.000 --> 00:48:26.840]   - So what--
[00:48:26.840 --> 00:48:29.240]   - But don't kill what you hate, save what you love.
[00:48:29.240 --> 00:48:30.440]   - Don't kill what you hate--
[00:48:30.440 --> 00:48:32.320]   - Don't kill what you hate, save what you love.
[00:48:32.320 --> 00:48:34.960]   And I think we're in a society right now,
[00:48:34.960 --> 00:48:36.600]   we're in a diagnosis mode.
[00:48:36.600 --> 00:48:39.240]   We're just diagnosing and diagnosing and diagnosing.
[00:48:39.240 --> 00:48:41.640]   And we're trying to kill what we hate,
[00:48:41.640 --> 00:48:44.280]   and we're not trying to save what we love enough.
[00:48:44.280 --> 00:48:46.280]   And there's this Buckminster Fuller quote,
[00:48:46.280 --> 00:48:47.200]   which I'm gonna butcher
[00:48:47.200 --> 00:48:48.280]   'cause I don't remember it correctly,
[00:48:48.280 --> 00:48:50.560]   but it's something along the lines of,
[00:48:50.560 --> 00:48:57.600]   don't try to destroy the old bad models,
[00:48:57.600 --> 00:49:01.640]   render them obsolete with better models.
[00:49:01.640 --> 00:49:05.680]   Maybe we don't need to destroy the oil industry,
[00:49:05.680 --> 00:49:09.000]   maybe we just create great new battery technology
[00:49:09.000 --> 00:49:10.400]   and sustainable transport,
[00:49:10.400 --> 00:49:13.200]   and just make it economically unreasonable
[00:49:13.200 --> 00:49:15.480]   to still continue to rely on fossil fuels.
[00:49:15.480 --> 00:49:20.200]   It's like, don't kill what you hate, save what you love.
[00:49:20.200 --> 00:49:24.520]   Make new things and just render the old things unusable.
[00:49:24.520 --> 00:49:29.120]   It's like if the college debt is so bad,
[00:49:29.120 --> 00:49:31.280]   and universities are so expensive,
[00:49:31.280 --> 00:49:35.720]   I feel like education is becoming obsolete.
[00:49:35.720 --> 00:49:38.520]   I feel like we could completely revolutionize education
[00:49:38.520 --> 00:49:39.400]   and we could make it free.
[00:49:39.400 --> 00:49:40.440]   And it's like, you look at JSTOR,
[00:49:40.440 --> 00:49:43.480]   and you have to pay to get all the studies and everything.
[00:49:43.480 --> 00:49:46.560]   What if we created a Dow that bought JSTOR,
[00:49:46.560 --> 00:49:48.520]   or we created a Dow that was funding studies,
[00:49:48.520 --> 00:49:51.920]   and those studies were open source, or free for everyone?
[00:49:51.920 --> 00:49:55.160]   And what if we just open sourced education
[00:49:55.160 --> 00:49:57.040]   and decentralized education and made it free,
[00:49:57.040 --> 00:50:00.920]   and all research was on the internet,
[00:50:00.920 --> 00:50:05.320]   and all the outcomes of studies are on the internet?
[00:50:05.320 --> 00:50:10.120]   And no one has student debt,
[00:50:10.120 --> 00:50:14.280]   and you just take tests when you apply for a job,
[00:50:14.280 --> 00:50:17.000]   and if you're qualified, then you can work there.
[00:50:17.000 --> 00:50:19.600]   I mean, this is just like,
[00:50:19.600 --> 00:50:20.560]   I don't know how anything works,
[00:50:20.560 --> 00:50:22.800]   I'm just randomly ranting, but.
[00:50:22.800 --> 00:50:24.000]   - I like the humility.
[00:50:24.000 --> 00:50:27.640]   You gotta think from just basic first principles,
[00:50:27.640 --> 00:50:29.720]   like what is the problem, what's broken,
[00:50:29.720 --> 00:50:31.400]   what are some ideas, that's it.
[00:50:31.400 --> 00:50:33.160]   And get excited about those ideas,
[00:50:33.160 --> 00:50:34.680]   and share your excitement,
[00:50:34.680 --> 00:50:37.120]   and don't tear each other down.
[00:50:37.120 --> 00:50:38.160]   - It's just when you kill things,
[00:50:38.160 --> 00:50:40.120]   you often end up killing yourself.
[00:50:40.120 --> 00:50:43.360]   Like war is not a one-sided,
[00:50:43.360 --> 00:50:45.080]   like you're not gonna go in and just kill them,
[00:50:45.080 --> 00:50:46.920]   like you're gonna get stabbed.
[00:50:46.920 --> 00:50:48.880]   It's like, and I think,
[00:50:48.880 --> 00:50:51.400]   when I talk about this nexus point of,
[00:50:51.400 --> 00:50:53.320]   that we're in this point in society
[00:50:53.320 --> 00:50:55.120]   where we're switching to intelligent design,
[00:50:55.120 --> 00:50:57.240]   I think part of our switch to intelligent design
[00:50:57.240 --> 00:50:59.280]   is that we need to choose nonviolence.
[00:50:59.280 --> 00:51:04.280]   I think we can choose to start,
[00:51:04.280 --> 00:51:07.360]   I don't think we can eradicate violence from our species,
[00:51:07.360 --> 00:51:10.560]   because I think we need it a little bit,
[00:51:10.560 --> 00:51:13.240]   but I think we can choose to really reorient
[00:51:13.240 --> 00:51:16.440]   our primitive brains that are fighting over scarcity,
[00:51:16.440 --> 00:51:20.600]   that are so attack-oriented,
[00:51:20.600 --> 00:51:25.400]   and move into, we can optimize for creativity and building.
[00:51:25.400 --> 00:51:27.200]   - Yeah, it's interesting to think how that happens.
[00:51:27.200 --> 00:51:29.560]   So some of it is just education,
[00:51:29.560 --> 00:51:34.080]   some of it is living life and introspecting your own mind,
[00:51:34.080 --> 00:51:37.760]   and trying to live up to the better angels of your nature
[00:51:37.760 --> 00:51:41.760]   for each one of us, all those kinds of things at scale.
[00:51:41.760 --> 00:51:44.520]   That's how we can sort of start to minimize
[00:51:44.520 --> 00:51:48.120]   the amount of destructive war in our world.
[00:51:48.120 --> 00:51:51.080]   And that's, to me, I probably hear the same,
[00:51:51.080 --> 00:51:55.160]   technology is a really promising way to do that.
[00:51:55.160 --> 00:51:57.640]   Like social media should be a really promising way
[00:51:57.640 --> 00:52:00.000]   to do that, it's a way we connect.
[00:52:00.000 --> 00:52:01.480]   I, you know, for the most part,
[00:52:01.480 --> 00:52:03.200]   I really enjoy social media.
[00:52:03.200 --> 00:52:05.160]   I just ignore all the negative stuff.
[00:52:05.160 --> 00:52:07.520]   I don't engage with any of the negative stuff.
[00:52:07.520 --> 00:52:11.360]   Just not even like by blocking or any of that kind of stuff,
[00:52:11.360 --> 00:52:14.720]   but just not letting it enter my mind.
[00:52:14.720 --> 00:52:18.480]   Like just, like when somebody says something negative,
[00:52:18.480 --> 00:52:23.240]   I see it, I immediately think positive thoughts about them,
[00:52:23.240 --> 00:52:24.840]   and I just forget they exist.
[00:52:24.840 --> 00:52:25.680]   (laughs)
[00:52:25.680 --> 00:52:28.640]   After that, just move on, 'cause like that negative energy,
[00:52:28.640 --> 00:52:30.280]   if I return the negative energy,
[00:52:30.280 --> 00:52:34.280]   they're going to get excited in a negative way right back.
[00:52:34.280 --> 00:52:37.360]   And it's just this kind of vicious cycle.
[00:52:37.360 --> 00:52:40.560]   But you would think technology would assist us
[00:52:40.560 --> 00:52:42.880]   in this process of letting go,
[00:52:42.880 --> 00:52:44.720]   of not taking things personally,
[00:52:44.720 --> 00:52:46.360]   of not engaging in the negativity.
[00:52:46.360 --> 00:52:50.240]   But unfortunately, social media profits from the negativity.
[00:52:50.240 --> 00:52:52.000]   So the current models.
[00:52:52.000 --> 00:52:53.400]   - I mean, social media is like a gun.
[00:52:53.400 --> 00:52:57.240]   Like you should take a course before you use it.
[00:52:57.240 --> 00:52:58.440]   Like it's like-- - So true.
[00:52:58.640 --> 00:52:59.480]   This is what I mean,
[00:52:59.480 --> 00:53:01.120]   like when I say reprogram the human computer,
[00:53:01.120 --> 00:53:03.120]   like in school, you should learn
[00:53:03.120 --> 00:53:05.080]   about how social media optimizes
[00:53:05.080 --> 00:53:06.840]   to raise your cortisol levels
[00:53:06.840 --> 00:53:09.240]   and make you angry and crazy and stressed.
[00:53:09.240 --> 00:53:12.600]   And like you should learn how to have hygiene
[00:53:12.600 --> 00:53:14.840]   about how you use social media.
[00:53:14.840 --> 00:53:18.440]   But so you can, yeah,
[00:53:18.440 --> 00:53:19.920]   choose not to focus on the negative stuff.
[00:53:19.920 --> 00:53:24.640]   But I don't know, I'm not sure social media should,
[00:53:24.640 --> 00:53:26.600]   I guess it should exist, I'm not sure.
[00:53:27.480 --> 00:53:29.520]   - I mean, we're in the messy, it's the experimental phase.
[00:53:29.520 --> 00:53:31.120]   Like we're working it out. - Yeah, it's the early days.
[00:53:31.120 --> 00:53:32.760]   I don't even know when you say social media,
[00:53:32.760 --> 00:53:33.880]   I don't know what that even means.
[00:53:33.880 --> 00:53:35.080]   We're in the very early days.
[00:53:35.080 --> 00:53:37.840]   I think social media is just basic human connection
[00:53:37.840 --> 00:53:39.320]   in the digital realm.
[00:53:39.320 --> 00:53:42.000]   And that, I think it should exist.
[00:53:42.000 --> 00:53:44.000]   But there's so many ways to do it in a bad way.
