
[00:00:00.000 --> 00:00:03.000]   Who's your REALTOR®?
[01:29:42.000 --> 01:29:46.000]   the more advanced education
[01:29:46.000 --> 01:29:48.000]   that somebody has,
[01:29:48.000 --> 01:29:51.000]   the more likelier that person is
[01:29:51.000 --> 01:29:53.000]   to be religious,
[01:29:53.000 --> 01:29:54.000]   specifically Christian.
[01:29:54.000 --> 01:29:56.000]   So a higher percentage
[01:29:56.000 --> 01:29:58.000]   of PhD holders are Christian
[01:29:58.000 --> 01:30:00.000]   than non-college educated.
[01:30:00.000 --> 01:30:01.000]   A higher percentage
[01:30:01.000 --> 01:30:03.000]   of bachelor's degree holders
[01:30:03.000 --> 01:30:04.000]   are Christian
[01:30:04.000 --> 01:30:06.000]   than non-college educated persons.
[01:30:06.000 --> 01:30:08.000]   And this doesn't prove anything.
[01:30:08.000 --> 01:30:10.000]   It's not a proof of anything.
[01:30:10.000 --> 01:30:12.000]   And there are plenty of PhD holders
[01:30:12.000 --> 01:30:13.000]   who are not Christians.
[01:30:13.000 --> 01:30:14.000]   I'm not arguing that the data
[01:30:14.000 --> 01:30:15.000]   says anything different
[01:30:15.000 --> 01:30:16.000]   than what it does say.
[01:30:16.000 --> 01:30:18.000]   Just simply saying that
[01:30:18.000 --> 01:30:20.000]   somebody who is highly educated,
[01:30:20.000 --> 01:30:23.000]   having high amounts of education
[01:30:23.000 --> 01:30:25.000]   doesn't necessarily mean
[01:30:25.000 --> 01:30:28.000]   that a person is going
[01:30:28.000 --> 01:30:31.000]   to deconvert from the religion
[01:30:31.000 --> 01:30:33.000]   of his youth
[01:30:33.000 --> 01:30:36.000]   if that religion was well installed
[01:30:36.000 --> 01:30:40.000]   with a robust philosophy
[01:30:40.000 --> 01:30:42.000]   and engaged with robust interaction
[01:30:42.000 --> 01:30:43.000]   with the ideas
[01:30:43.000 --> 01:30:44.000]   that he's ultimately going
[01:30:44.000 --> 01:30:47.000]   to interact with.
[01:30:47.000 --> 01:30:48.000]   - I think that's right.
[01:30:48.000 --> 01:30:50.000]   Thank you.
[01:30:50.000 --> 01:30:51.000]   We're also heartened
[01:30:51.000 --> 01:30:53.000]   by the birth rate
[01:30:53.000 --> 01:30:57.000]   of some of these groups.
[01:30:57.000 --> 01:31:03.000]   When you value life and children,
[01:31:03.000 --> 01:31:04.000]   you value life and children.
[01:31:04.000 --> 01:31:10.000]   And not all of this group
[01:31:10.000 --> 01:31:14.000]   at campus feels that way, of course.
[01:31:14.000 --> 01:31:18.000]   And I definitely think
[01:31:18.000 --> 01:31:19.000]   it's so important
[01:31:19.000 --> 01:31:23.000]   to vaccinate.
[01:31:23.000 --> 01:31:25.000]   I think it's a good metaphor
[01:31:25.000 --> 01:31:26.000]   in a lot of ways.
[01:31:26.000 --> 01:31:28.000]   And make sure
[01:31:28.000 --> 01:31:30.000]   that we're very clear
[01:31:30.000 --> 01:31:32.000]   about our values
[01:31:32.000 --> 01:31:33.000]   and our beliefs
[01:31:33.000 --> 01:31:35.000]   and not to hide anything.
[01:31:35.000 --> 01:31:36.000]   I think that's right
[01:31:36.000 --> 01:31:38.000]   because they'll find it eventually
[01:31:38.000 --> 01:31:41.000]   and then would wonder
[01:31:41.000 --> 01:31:43.000]   why we're hiding it.
[01:31:43.000 --> 01:31:45.000]   And there's nothing to hide.
[01:31:45.000 --> 01:31:48.000]   We believe that our beliefs
[01:31:48.000 --> 01:31:50.000]   and way of life
[01:31:50.000 --> 01:31:55.000]   stand up to anything.
[01:31:55.000 --> 01:31:57.000]   Hang on one sec.
[01:31:57.000 --> 01:32:01.000]   I think that it's just such a shame
[01:32:01.000 --> 01:32:05.000]   that when we want our kids
[01:32:05.000 --> 01:32:08.000]   to go for an education
[01:32:08.000 --> 01:32:09.000]   and to learn
[01:32:09.000 --> 01:32:12.000]   and to pursue knowledge
[01:32:12.000 --> 01:32:13.000]   and seek truth
[01:32:13.000 --> 01:32:16.000]   and do all of these things,
[01:32:16.000 --> 01:32:19.000]   and to have to send them away now,
[01:32:19.000 --> 01:32:20.000]   it seems a little bit more
[01:32:20.000 --> 01:32:22.000]   like we have to prepare them
[01:32:22.000 --> 01:32:23.000]   to also be activists,
[01:32:23.000 --> 01:32:27.000]   which could be fine.
[01:32:27.000 --> 01:32:30.000]   Not all kids are fighters.
[01:32:30.000 --> 01:32:34.000]   And I think that where we were once thinking
[01:32:34.000 --> 01:32:37.000]   that this is for education,
[01:32:37.000 --> 01:32:39.000]   now it also seems to be
[01:32:39.000 --> 01:32:42.000]   for not ceding the space
[01:32:42.000 --> 01:32:44.000]   to hateful people
[01:32:44.000 --> 01:32:47.000]   and hateful ideologies.
[01:32:47.000 --> 01:32:48.000]   But thank you.
[01:32:48.000 --> 01:32:50.000]   You answered the question beautifully.
[01:32:50.000 --> 01:32:51.000]   Really appreciate it.
[01:32:51.000 --> 01:32:52.000]   - My pleasure.
[01:32:52.000 --> 01:32:56.000]   And oops, I muted me instead of muting you.
[01:32:56.000 --> 01:32:59.000]   Yeah, and to the point,
[01:32:59.000 --> 01:33:00.000]   I would just say
[01:33:00.000 --> 01:33:02.000]   it's gonna come down to the vision.
[01:33:02.000 --> 01:33:03.000]   One of the things that I wish,
[01:33:03.000 --> 01:33:05.000]   so there are many people, I think,
[01:33:05.000 --> 01:33:06.000]   who are better served
[01:33:06.000 --> 01:33:10.000]   by being encouraged not to go to college at all.
[01:33:10.000 --> 01:33:14.000]   With the advent of,
[01:33:14.000 --> 01:33:18.000]   with the easy availability of information,
[01:33:18.000 --> 01:33:22.000]   many of the most educated people in the world
[01:33:22.000 --> 01:33:25.000]   are ultimately gonna be autistic YouTubers
[01:33:25.000 --> 01:33:28.000]   who spend all their time reading arcane books
[01:33:28.000 --> 01:33:30.000]   that are widely available on Google Books
[01:33:30.000 --> 01:33:32.000]   and interacting with things
[01:33:32.000 --> 01:33:33.000]   that would never be touched
[01:33:33.000 --> 01:33:35.000]   in a college classroom.
[01:33:35.000 --> 01:33:37.000]   I find some of my favorite sub-stacks
[01:33:37.000 --> 01:33:39.000]   are people who are outside of academia
[01:33:39.000 --> 01:33:41.000]   because basically many,
[01:33:41.000 --> 01:33:43.000]   I don't wanna describe all,
[01:33:43.000 --> 01:33:46.000]   but many academics are so cowed
[01:33:46.000 --> 01:33:49.000]   that they basically have nothing interesting to say.
[01:33:49.000 --> 01:33:51.000]   They're not willing to touch on anything
[01:33:51.000 --> 01:33:53.000]   that is potentially controversial.
[01:33:53.000 --> 01:33:55.000]   And so all of the great college,
[01:33:55.000 --> 01:33:56.000]   many of the great college professors
[01:33:56.000 --> 01:33:59.000]   find themselves ushered out of academia,
[01:33:59.000 --> 01:34:01.000]   but they have amazing podcasts now.
[01:34:01.000 --> 01:34:02.000]   They have amazing sub-stacks.
[01:34:02.000 --> 01:34:03.000]   They have amazing things
[01:34:03.000 --> 01:34:05.000]   where they're engaging in genuine,
[01:34:05.000 --> 01:34:08.000]   good quality thinking, good research,
[01:34:08.000 --> 01:34:09.000]   healthy debate,
[01:34:09.000 --> 01:34:11.000]   and those are the kinds of communities
[01:34:11.000 --> 01:34:14.000]   that are producing what colleges used to produce.
[01:34:14.000 --> 01:34:16.000]   And that's why I'm so,
[01:34:16.000 --> 01:34:17.000]   and this is obvious,
[01:34:17.000 --> 01:34:21.000]   this is why I'm so anti-ethnic diversity
[01:34:21.000 --> 01:34:23.000]   and pro-ideological diversity.
[01:34:23.000 --> 01:34:25.000]   What has happened is we substituted,
[01:34:25.000 --> 01:34:28.000]   due to seeing all kinds of racial wrongs
[01:34:28.000 --> 01:34:30.000]   and trying to fix those,
[01:34:30.000 --> 01:34:32.000]   we took the word diversity
[01:34:32.000 --> 01:34:35.000]   and we decided that the word diversity
[01:34:35.000 --> 01:34:37.000]   exclusively means
[01:34:37.000 --> 01:34:40.000]   that people have different skin colors
[01:34:40.000 --> 01:34:42.000]   or different sexual attractions
[01:34:42.000 --> 01:34:44.000]   and sexual practices,
[01:34:44.000 --> 01:34:45.000]   and we ignored the concept
[01:34:45.000 --> 01:34:47.000]   of ideological diversities.
[01:34:47.000 --> 01:34:48.000]   Well, in a university system,
[01:34:48.000 --> 01:34:50.000]   that's the death of the university,
[01:34:50.000 --> 01:34:51.000]   which should be built
[01:34:51.000 --> 01:34:53.000]   on ideological diversity.
[01:34:53.000 --> 01:34:55.000]   And there's certainly elements
[01:34:55.000 --> 01:34:58.000]   of impacts on ideological diversity
[01:34:58.000 --> 01:34:59.000]   based upon the experience
[01:34:59.000 --> 01:35:00.000]   of different people.
[01:35:00.000 --> 01:35:01.000]   But at its core,
[01:35:01.000 --> 01:35:04.000]   you want great ideological diversity.
[01:35:04.000 --> 01:35:05.000]   So a lot of the universities
[01:35:05.000 --> 01:35:07.000]   have lost their clout.
[01:35:07.000 --> 01:35:08.000]   Who trusts them anymore?
[01:35:08.000 --> 01:35:09.000]   You don't trust them.
[01:35:09.000 --> 01:35:11.000]   You know it's in many cases,
[01:35:11.000 --> 01:35:12.000]   in many ways,
[01:35:12.000 --> 01:35:14.000]   an ideological monoculture
[01:35:14.000 --> 01:35:15.000]   where everyone's going to say
[01:35:15.000 --> 01:35:16.000]   the same thing,
[01:35:16.000 --> 01:35:17.000]   believe the same thing,
[01:35:17.000 --> 01:35:18.000]   do the same thing.
[01:35:18.000 --> 01:35:19.000]   And what's the point?
[01:35:19.000 --> 01:35:20.000]   When they're actively,
[01:35:20.000 --> 01:35:24.000]   we can cite article after article,
[01:35:24.000 --> 01:35:25.000]   statement after statement,
[01:35:25.000 --> 01:35:27.000]   where we know they are actively censoring
[01:35:27.000 --> 01:35:28.000]   important research
[01:35:28.000 --> 01:35:30.000]   because it's not politically correct.
[01:35:30.000 --> 01:35:32.000]   So a lot of the important research
[01:35:32.000 --> 01:35:34.000]   is happening in other places,
[01:35:34.000 --> 01:35:35.000]   is my point.
[01:35:35.000 --> 01:35:36.000]   And so there may be people
[01:35:36.000 --> 01:35:38.000]   who it's dumb to go to college
[01:35:38.000 --> 01:35:39.000]   because colleges don't offer
[01:35:39.000 --> 01:35:40.000]   the value proposition
[01:35:40.000 --> 01:35:42.000]   of what they once did.
[01:35:42.000 --> 01:35:43.000]   On the other hand,
[01:35:43.000 --> 01:35:44.000]   there may be many people
[01:35:44.000 --> 01:35:46.000]   who still need a certain pedigree
[01:35:46.000 --> 01:35:49.000]   for a certain plan.
[01:35:49.000 --> 01:35:50.000]   And we really want to encourage
[01:35:50.000 --> 01:35:52.000]   those people to do it.
[01:35:52.000 --> 01:35:54.000]   We need really smart,
[01:35:54.000 --> 01:35:55.000]   really educated,
[01:35:55.000 --> 01:35:58.000]   elite judges and justices
[01:35:58.000 --> 01:35:59.000]   and things like that,
[01:35:59.000 --> 01:36:00.000]   people who are really good at that.
[01:36:00.000 --> 01:36:01.000]   And if you look back
[01:36:01.000 --> 01:36:03.000]   over the last 50 years,
[01:36:03.000 --> 01:36:04.000]   over the last 100 years,
[01:36:04.000 --> 01:36:05.000]   you can see that
[01:36:05.000 --> 01:36:07.000]   within a generation
[01:36:07.000 --> 01:36:08.000]   or a few generations,
[01:36:08.000 --> 01:36:10.000]   you can have an enormous change
[01:36:10.000 --> 01:36:11.000]   in ideology.
[01:36:11.000 --> 01:36:13.000]   And so these institutions
[01:36:13.000 --> 01:36:15.000]   are not entirely stuck.
[01:36:15.000 --> 01:36:16.000]   If you look in your field,
[01:36:16.000 --> 01:36:18.000]   just look at how
[01:36:18.000 --> 01:36:20.000]   the conservative,
[01:36:20.000 --> 01:36:22.000]   the growth of the conservative wing
[01:36:22.000 --> 01:36:25.000]   of law
[01:36:25.000 --> 01:36:27.000]   has resulted in a major change
[01:36:27.000 --> 01:36:29.000]   in the way that the legal system
[01:36:29.000 --> 01:36:32.000]   at the federal level
[01:36:32.000 --> 01:36:33.000]   and at state level,
[01:36:33.000 --> 01:36:34.000]   but how the legal system works.
[01:36:34.000 --> 01:36:36.000]   If you went back 50 years ago,
[01:36:36.000 --> 01:36:39.000]   it was not in any way,
[01:36:39.000 --> 01:36:40.000]   there was not in any way
[01:36:40.000 --> 01:36:42.000]   the power of the conservative movement
[01:36:42.000 --> 01:36:43.000]   in the legal field.
[01:36:43.000 --> 01:36:45.000]   Today, the conservatives
[01:36:45.000 --> 01:36:47.000]   are very powerful.
[01:36:47.000 --> 01:36:49.000]   There are, in some cases,
[01:36:49.000 --> 01:36:50.000]   a majority
[01:36:50.000 --> 01:36:52.000]   and very, very influential.
[01:36:52.000 --> 01:36:53.000]   But yet, that was
[01:36:53.000 --> 01:36:55.000]   a pretty hard-won experience.
[01:36:55.000 --> 01:36:58.000]   If you go back to
[01:36:58.000 --> 01:37:00.000]   all of the Supreme Court justices
[01:37:00.000 --> 01:37:03.000]   for the conservatives nominated
[01:37:03.000 --> 01:37:04.000]   who turned out not to be conservative.
[01:37:04.000 --> 01:37:05.000]   Again and again and again,
[01:37:05.000 --> 01:37:07.000]   conservatives got their teeth kicked in.
[01:37:07.000 --> 01:37:08.000]   But they didn't stop.
[01:37:08.000 --> 01:37:09.000]   They continued pressing forward
[01:37:09.000 --> 01:37:11.000]   generation by generation.
[01:37:11.000 --> 01:37:12.000]   They got their people
[01:37:12.000 --> 01:37:14.000]   into the schools.
[01:37:14.000 --> 01:37:15.000]   They got their people
[01:37:15.000 --> 01:37:16.000]   in front of Congress.
[01:37:16.000 --> 01:37:17.000]   They got their people nominated.
[01:37:17.000 --> 01:37:18.000]   They got the people
[01:37:18.000 --> 01:37:19.000]   to believe that it mattered.
[01:37:19.000 --> 01:37:20.000]   They got their president
[01:37:20.000 --> 01:37:21.000]   who came in
[01:37:21.000 --> 01:37:22.000]   and defended the justices.
[01:37:22.000 --> 01:37:23.000]   And they got the change
[01:37:23.000 --> 01:37:24.000]   that they were looking for.
[01:37:24.000 --> 01:37:26.000]   So, is it a durable change?
[01:37:26.000 --> 01:37:27.000]   Time will tell.
[01:37:27.000 --> 01:37:28.000]   My point is that things can change.
[01:37:28.000 --> 01:37:29.000]   And so we shouldn't look
[01:37:29.000 --> 01:37:30.000]   at the colleges
[01:37:30.000 --> 01:37:33.000]   and just make overarching,
[01:37:33.000 --> 01:37:35.000]   sweeping judgments against them
[01:37:35.000 --> 01:37:37.000]   and say they're all lost.
[01:37:37.000 --> 01:37:39.000]   We should be thoughtful, precise,
[01:37:39.000 --> 01:37:40.000]   and we should look
[01:37:40.000 --> 01:37:41.000]   at individual students,
[01:37:41.000 --> 01:37:43.000]   individual colleges,
[01:37:43.000 --> 01:37:44.000]   individual ideologies,
[01:37:44.000 --> 01:37:46.000]   individual goals,
[01:37:46.000 --> 01:37:47.000]   and make those decisions.
[01:37:47.000 --> 01:37:48.000]   And the things that we can do
[01:37:48.000 --> 01:37:49.000]   to prepare our students
[01:37:49.000 --> 01:37:52.000]   to succeed in elite universities
[01:37:52.000 --> 01:37:54.000]   are the things that we want to do
[01:37:54.000 --> 01:37:56.000]   regardless of whether our students
[01:37:56.000 --> 01:37:58.000]   attend the elite universities
[01:37:58.000 --> 01:37:59.000]   in the first place.
[01:37:59.000 --> 01:38:01.000]   And so if we focus on doing that,
[01:38:01.000 --> 01:38:03.000]   then we will in the fullness of time,
[01:38:03.000 --> 01:38:05.000]   I think, have all that we need
[01:38:05.000 --> 01:38:09.000]   to help our students to succeed
[01:38:09.000 --> 01:38:10.000]   regardless of the course of action
[01:38:10.000 --> 01:38:13.000]   that an individual student can take.
[01:38:13.000 --> 01:38:15.000]   And I expect that, you know,
[01:38:15.000 --> 01:38:16.000]   my hope within my children,
[01:38:16.000 --> 01:38:18.000]   I expect that I'll have one child
[01:38:18.000 --> 01:38:20.000]   who does an online degree
[01:38:20.000 --> 01:38:22.000]   and gets an online degree
[01:38:22.000 --> 01:38:23.000]   by 16 years old
[01:38:23.000 --> 01:38:25.000]   and is an independent entrepreneur
[01:38:25.000 --> 01:38:26.000]   who never ever sets foot
[01:38:26.000 --> 01:38:27.000]   in a college classroom.
[01:38:27.000 --> 01:38:29.000]   I expect I'll have another child
[01:38:29.000 --> 01:38:31.000]   who goes and winds up getting a Ph.D.
[01:38:31.000 --> 01:38:33.000]   from an elite university.
[01:38:33.000 --> 01:38:35.000]   I'm sure that I'll have other children
[01:38:35.000 --> 01:38:36.000]   who do other things.
[01:38:36.000 --> 01:38:38.000]   And so that's, I think,
[01:38:38.000 --> 01:38:39.000]   what we should expect.
[01:38:39.000 --> 01:38:42.000]   And the backlash against colleges
[01:38:42.000 --> 01:38:44.000]   is ultimately going to be healthy
[01:38:44.000 --> 01:38:47.000]   because fewer of the people who should--
[01:38:47.000 --> 01:38:48.000]   there are many people
[01:38:48.000 --> 01:38:49.000]   who shouldn't have been going to college
[01:38:49.000 --> 01:38:50.000]   who have been,
[01:38:50.000 --> 01:38:52.000]   and those people need to be directed
[01:38:52.000 --> 01:38:53.000]   into other directions,
[01:38:53.000 --> 01:38:54.000]   into trade schools,
[01:38:54.000 --> 01:38:55.000]   into different colleges.
[01:38:55.000 --> 01:38:56.000]   And then the people
[01:38:56.000 --> 01:38:57.000]   who should be going to elite colleges,
[01:38:57.000 --> 01:38:58.000]   hopefully more and more
[01:38:58.000 --> 01:38:59.000]   will be going there.
[01:38:59.000 --> 01:39:01.000]   And I think that
[01:39:01.000 --> 01:39:04.000]   even the elite universities themselves,
[01:39:04.000 --> 01:39:05.000]   they're probably mostly run
[01:39:05.000 --> 01:39:07.000]   by well-intentioned people.
[01:39:07.000 --> 01:39:09.000]   And so while the crazies
[01:39:09.000 --> 01:39:11.000]   may have all the power at the moment,
[01:39:11.000 --> 01:39:12.000]   there's got to be
[01:39:12.000 --> 01:39:13.000]   some well-intentioned,
[01:39:13.000 --> 01:39:14.000]   intelligent people
[01:39:14.000 --> 01:39:15.000]   who recognize the harm
[01:39:15.000 --> 01:39:16.000]   that's being done
[01:39:16.000 --> 01:39:18.000]   to academic progress
[01:39:18.000 --> 01:39:19.000]   and who will change
[01:39:19.000 --> 01:39:20.000]   and who will recalibrate.
[01:39:20.000 --> 01:39:21.000]   And they're probably not going
[01:39:21.000 --> 01:39:22.000]   to communicate that to us
[01:39:22.000 --> 01:39:23.000]   because that's not
[01:39:23.000 --> 01:39:24.000]   what they say publicly.
[01:39:24.000 --> 01:39:25.000]   But internally,
[01:39:25.000 --> 01:39:26.000]   there's probably going to be changes
[01:39:26.000 --> 01:39:28.000]   and we're going to be
[01:39:28.000 --> 01:39:29.000]   in a different world
[01:39:29.000 --> 01:39:30.000]   a decade from now.
[01:39:30.000 --> 01:39:32.000]   So maybe I'm a Pollyanna.
[01:39:32.000 --> 01:39:33.000]   Maybe none of that is true,
[01:39:33.000 --> 01:39:35.000]   but I think that
[01:39:35.000 --> 01:39:36.000]   it's at least plausible.
[01:39:36.000 --> 01:39:38.000]   Time will tell how crazy we go.
[01:39:38.000 --> 01:39:39.000]   You just look at the pushback.
[01:39:39.000 --> 01:39:42.000]   All the DEI stuff now
[01:39:42.000 --> 01:39:43.000]   is becoming entirely toxic.
[01:39:43.000 --> 01:39:45.000]   Nobody wants anything to do with it
[01:39:45.000 --> 01:39:48.000]   except highly convinced pro-DEI people.
[01:39:48.000 --> 01:39:49.000]   But in the real world,
[01:39:49.000 --> 01:39:51.000]   it's now increasingly toxic
[01:39:51.000 --> 01:39:52.000]   because it's a philosophy
[01:39:52.000 --> 01:39:53.000]   that destroys itself.
[01:39:53.000 --> 01:39:55.000]   So we know where philosophies go
[01:39:55.000 --> 01:39:56.000]   if we think them out.
[01:39:56.000 --> 01:39:57.000]   Thank you so much
[01:39:57.000 --> 01:39:58.000]   for listening to today's show.
[01:39:58.000 --> 01:40:00.000]   I really value your being here.
[01:40:00.000 --> 01:40:01.000]   Remember, if you'd like to be with me
[01:40:01.000 --> 01:40:02.000]   on a future Q&A show,
[01:40:02.000 --> 01:40:03.000]   you can go to
[01:40:03.000 --> 01:40:04.000]   patreon.com/radicalpersonalfinance,
[01:40:04.000 --> 01:40:06.000]   patreon.com/radicalpersonalfinance.
[01:40:06.000 --> 01:40:08.000]   I would welcome your presence
[01:40:08.000 --> 01:40:09.000]   on the next show
[01:40:09.000 --> 01:40:10.000]   where we can talk about interesting topics
[01:40:10.000 --> 01:40:11.000]   like we've talked about today.
[01:40:11.000 --> 01:40:12.000]   Thank you so much for listening
[01:40:12.000 --> 01:40:13.000]   and I'll be back with you very soon.
[01:40:14.000 --> 01:40:15.000]   You've always known
[01:40:15.000 --> 01:40:16.000]   just how smart she is.
[01:40:16.000 --> 01:40:19.000]   From her early aptitude for science
[01:40:19.000 --> 01:40:22.000]   to her first big discovery.
[01:40:22.000 --> 01:40:23.000]   And now that graduation
[01:40:23.000 --> 01:40:24.000]   is right around the corner,
[01:40:24.000 --> 01:40:26.000]   she can continue to excel.
[01:40:26.000 --> 01:40:27.000]   America's Navy
[01:40:27.000 --> 01:40:28.000]   offers her the chance
[01:40:28.000 --> 01:40:29.000]   to get hands-on training
[01:40:29.000 --> 01:40:30.000]   and experience
[01:40:30.000 --> 01:40:32.000]   for the career she was born for.
[01:40:32.000 --> 01:40:33.000]   From fluid design
[01:40:33.000 --> 01:40:34.000]   to cyber intelligence
[01:40:34.000 --> 01:40:35.000]   and comms networks
[01:40:35.000 --> 01:40:36.000]   or civil engineering,
[01:40:36.000 --> 01:40:37.000]   she's an all-around
[01:40:37.000 --> 01:40:38.000]   professional
[01:40:38.000 --> 01:40:39.000]   who has a great deal
[01:40:39.000 --> 01:40:40.000]   of experience
[01:40:40.000 --> 01:40:41.000]   in the field of cyber security
[01:40:41.000 --> 01:40:42.000]   intelligence and comms networks
[01:40:42.000 --> 01:40:43.000]   or civil engineering.
[01:40:43.000 --> 01:40:45.000]   It's the smart way to get ahead.
[01:40:45.000 --> 01:40:47.000]   Learn more at navy.com.
[01:40:47.000 --> 01:40:48.000]   America's Navy.
[01:40:48.000 --> 01:40:50.000]   Forged by the sea.

