
[00:00:00.000 --> 00:00:12.000]   these are
[00:47:47.740 --> 00:47:48.740]   And I think that's a great point.
[00:47:48.740 --> 00:47:49.740]   And I think that's a great point.
[00:47:49.740 --> 00:47:50.740]   And I think that's a great point.
[00:47:50.740 --> 00:47:51.740]   And I think that's a great point.
[00:47:51.740 --> 00:47:52.740]   And I think that's a great point.
[00:47:52.740 --> 00:47:53.740]   And I think that's a great point.
[00:47:53.740 --> 00:47:54.740]   And I think that's a great point.
[00:47:54.740 --> 00:47:55.740]   And I think that's a great point.
[00:47:55.740 --> 00:47:56.740]   And I think that's a great point.
[00:47:56.740 --> 00:47:57.740]   And I think that's a great point.
[00:47:57.740 --> 00:47:58.740]   And I think that's a great point.
[00:47:58.740 --> 00:47:59.740]   And I think that's a great point.
[00:47:59.740 --> 00:48:00.740]   And I think that's a great point.
[00:48:00.740 --> 00:48:01.740]   And I think that's a great point.
[00:48:01.740 --> 00:48:02.740]   And I think that's a great point.
[00:48:02.740 --> 00:48:03.740]   And I think that's a great point.
[00:48:03.740 --> 00:48:04.740]   And I think that's a great point.
[00:48:04.740 --> 00:48:05.740]   And I think that's a great point.
[00:48:05.740 --> 00:48:06.740]   And I think that's a great point.
[00:48:06.740 --> 00:48:07.740]   And I think that's a great point.
[00:48:07.740 --> 00:48:08.740]   And I think that's a great point.
[00:48:08.740 --> 00:48:09.740]   And I think that's a great point.
[00:48:09.740 --> 00:48:10.740]   And I think that's a great point.
[00:48:10.740 --> 00:48:11.740]   And I think that's a great point.
[00:48:11.740 --> 00:48:12.740]   And I think that's a great point.
[00:48:12.740 --> 00:48:13.740]   And I think that's a great point.
[00:48:13.740 --> 00:48:14.740]   And I think that's a great point.
[00:48:14.740 --> 00:48:15.740]   And I think that's a great point.
[00:48:15.740 --> 00:48:16.740]   And I think that's a great point.
[00:48:16.740 --> 00:48:17.740]   And I think that's a great point.
[00:48:17.740 --> 00:48:18.740]   And I think that's a great point.
[00:48:18.740 --> 00:48:19.740]   And I think that's a great point.
[00:48:19.740 --> 00:48:20.740]   And I think that's a great point.
[00:48:20.740 --> 00:48:21.740]   And I think that's a great point.
[00:48:21.740 --> 00:48:22.740]   And I think that's a great point.
[00:48:22.740 --> 00:48:23.740]   And I think that's a great point.
[00:48:23.740 --> 00:48:24.740]   And I think that's a great point.
[00:48:24.740 --> 00:48:25.740]   And I think that's a great point.
[00:48:25.740 --> 00:48:26.740]   And I think that's a great point.
[00:48:26.740 --> 00:48:27.740]   And I think that's a great point.
[00:48:27.740 --> 00:48:28.740]   And I think that's a great point.
[00:48:28.740 --> 00:48:29.740]   And I think that's a great point.
[00:48:29.740 --> 00:48:30.740]   And I think that's a great point.
[00:48:30.740 --> 00:48:31.740]   And I think that's a great point.
[00:48:31.740 --> 00:48:32.740]   And I think that's a great point.
[00:48:32.740 --> 00:48:33.740]   And I think that's a great point.
[00:48:33.740 --> 00:48:34.740]   And I think that's a great point.
[00:48:34.740 --> 00:48:35.740]   And I think that's a great point.
[00:48:35.740 --> 00:48:36.740]   And I think that's a great point.
[00:48:36.740 --> 00:48:37.740]   And I think that's a great point.
[00:48:37.740 --> 00:48:38.740]   And I think that's a great point.
[00:48:38.740 --> 00:48:39.740]   And I think that's a great point.
[00:48:39.740 --> 00:48:40.740]   And I think that's a great point.
[00:48:40.740 --> 00:48:41.740]   And I think that's a great point.
[00:48:41.740 --> 00:48:42.740]   And I think that's a great point.
[00:48:42.740 --> 00:48:43.740]   And I think that's a great point.
[00:48:43.740 --> 00:48:44.740]   And I think that's a great point.
[00:48:44.740 --> 00:48:45.740]   And I think that's a great point.
[00:48:45.740 --> 00:48:46.740]   And I think that's a great point.
[00:48:46.740 --> 00:48:47.740]   And I think that's a great point.
[00:48:47.740 --> 00:48:48.740]   And I think that's a great point.
[00:48:48.740 --> 00:48:49.740]   And I think that's a great point.
[00:48:49.740 --> 00:48:50.740]   And I think that's a great point.
[00:48:50.740 --> 00:48:51.740]   And I think that's a great point.
[00:48:51.740 --> 00:48:52.740]   And I think that's a great point.
[00:48:52.740 --> 00:48:53.740]   And I think that's a great point.
[00:48:53.740 --> 00:48:54.740]   And I think that's a great point.
[00:48:54.740 --> 00:48:55.740]   And I think that's a great point.
[00:48:55.740 --> 00:48:56.740]   And I think that's a great point.
[00:48:56.740 --> 00:48:57.740]   And I think that's a great point.
[00:48:57.740 --> 00:48:58.740]   And I think that's a great point.
[00:48:58.740 --> 00:48:59.740]   And I think that's a great point.
[00:48:59.740 --> 00:49:00.740]   And I think that's a great point.
[00:49:00.740 --> 00:49:01.740]   And I think that's a great point.
[00:49:01.740 --> 00:49:02.740]   And I think that's a great point.
[00:49:02.740 --> 00:49:03.740]   And I think that's a great point.
[00:49:03.740 --> 00:49:04.740]   And I think that's a great point.
[00:49:04.740 --> 00:49:05.740]   And I think that's a great point.
[00:49:05.740 --> 00:49:06.740]   And I think that's a great point.
[00:49:06.740 --> 00:49:07.740]   And I think that's a great point.
[00:49:07.740 --> 00:49:08.740]   And I think that's a great point.
[00:49:08.740 --> 00:49:09.740]   And I think that's a great point.
[00:49:09.740 --> 00:49:10.740]   And I think that's a great point.
[00:49:10.740 --> 00:49:11.740]   And I think that's a great point.
[00:49:11.740 --> 00:49:12.740]   And I think that's a great point.
[00:49:12.740 --> 00:49:13.740]   And I think that's a great point.
[00:49:13.740 --> 00:49:14.740]   And I think that's a great point.
[00:49:14.740 --> 00:49:15.740]   And I think that's a great point.
[00:49:15.740 --> 00:49:16.740]   And I think that's a great point.
[00:49:16.740 --> 00:49:17.740]   And I think that's a great point.
[00:49:17.740 --> 00:49:18.740]   And I think that's a great point.
[00:49:18.740 --> 00:49:19.740]   And I think that's a great point.
[00:49:19.740 --> 00:49:20.740]   And I think that's a great point.
[00:49:20.740 --> 00:49:21.740]   And I think that's a great point.
[00:49:21.740 --> 00:49:22.740]   And I think that's a great point.
[00:49:22.740 --> 00:49:23.740]   And I think that's a great point.
[00:49:23.740 --> 00:49:24.740]   And I think that's a great point.
[00:49:24.740 --> 00:49:25.740]   And I think that's a great point.
[00:49:25.740 --> 00:49:26.740]   And I think that's a great point.
[00:49:26.740 --> 00:49:27.740]   And I think that's a great point.
[00:49:27.740 --> 00:49:28.740]   And I think that's a great point.
[00:49:28.740 --> 00:49:29.740]   And I think that's a great point.
[00:49:29.740 --> 00:49:30.740]   And I think that's a great point.
[00:49:30.740 --> 00:49:31.740]   And I think that's a great point.
[00:49:31.740 --> 00:49:32.740]   And I think that's a great point.
[00:49:32.740 --> 00:49:33.740]   And I think that's a great point.
[00:49:33.740 --> 00:49:34.740]   And I think that's a great point.
[00:49:34.740 --> 00:49:35.740]   And I think that's a great point.
[00:49:35.740 --> 00:49:36.740]   And I think that's a great point.
[00:49:36.740 --> 00:49:37.740]   And I think that's a great point.
[00:49:37.740 --> 00:49:38.740]   And I think that's a great point.
[00:49:38.740 --> 00:49:39.740]   And I think that's a great point.
[00:49:39.740 --> 00:49:40.740]   And I think that's a great point.
[00:49:40.740 --> 00:49:41.740]   And I think that's a great point.
[00:49:41.740 --> 00:49:42.740]   And I think that's a great point.
[00:49:42.740 --> 00:49:43.740]   And I think that's a great point.
[00:49:43.740 --> 00:49:44.740]   And I think that's a great point.
[00:49:44.740 --> 00:49:45.740]   And I think that's a great point.
[00:49:45.740 --> 00:49:46.740]   And I think that's a great point.
[00:49:46.740 --> 00:49:47.740]   And I think that's a great point.
[00:49:47.740 --> 00:49:48.740]   And I think that's a great point.
[00:49:48.740 --> 00:49:49.740]   And I think that's a great point.
[00:49:49.740 --> 00:49:50.740]   And I think that's a great point.
[00:49:50.740 --> 00:49:51.740]   And I think that's a great point.
[00:49:51.740 --> 00:49:52.740]   And I think that's a great point.
[00:49:52.740 --> 00:49:53.740]   And I think that's a great point.
[00:49:53.740 --> 00:49:54.740]   And I think that's a great point.
[00:49:54.740 --> 00:49:55.740]   And I think that's a great point.
[00:49:55.740 --> 00:49:56.740]   And I think that's a great point.
[00:49:56.740 --> 00:49:57.740]   And I think that's a great point.
[00:49:57.740 --> 00:49:58.740]   And I think that's a great point.
[00:49:58.740 --> 00:49:59.740]   And I think that's a great point.
[00:49:59.740 --> 00:50:00.740]   And I think that's a great point.
[00:50:00.740 --> 00:50:01.740]   And I think that's a great point.
[00:50:01.740 --> 00:50:02.740]   And I think that's a great point.
[00:50:02.740 --> 00:50:03.740]   And I think that's a great point.
[00:50:03.740 --> 00:50:04.740]   And I think that's a great point.
[00:50:04.740 --> 00:50:05.740]   And I think that's a great point.
[00:50:05.740 --> 00:50:06.740]   And I think that's a great point.
[00:50:06.740 --> 00:50:07.740]   And I think that's a great point.
[00:50:07.740 --> 00:50:08.740]   And I think that's a great point.
[00:50:08.740 --> 00:50:09.740]   And I think that's a great point.
[00:50:09.740 --> 00:50:10.740]   And I think that's a great point.
[00:50:10.740 --> 00:50:11.740]   And I think that's a great point.
[00:50:11.740 --> 00:50:12.740]   And I think that's a great point.
[00:50:12.740 --> 00:50:13.740]   And I think that's a great point.
[00:50:13.740 --> 00:50:14.740]   And I think that's a great point.
[00:50:14.740 --> 00:50:15.740]   And I think that's a great point.
[00:50:15.740 --> 00:50:16.740]   And I think that's a great point.
[00:50:16.740 --> 00:50:17.740]   And I think that's a great point.
[00:50:17.740 --> 00:50:18.740]   And I think that's a great point.
[00:50:18.740 --> 00:50:19.740]   And I think that's a great point.
[00:50:19.740 --> 00:50:20.740]   And I think that's a great point.
[00:50:20.740 --> 00:50:21.740]   And I think that's a great point.
[00:50:21.740 --> 00:50:22.740]   And I think that's a great point.
[00:50:22.740 --> 00:50:23.740]   And I think that's a great point.
[00:50:23.740 --> 00:50:24.740]   And I think that's a great point.
[00:50:24.740 --> 00:50:25.740]   And I think that's a great point.
[00:50:25.740 --> 00:50:26.740]   And I think that's a great point.
[00:50:26.740 --> 00:50:27.740]   And I think that's a great point.
[00:50:27.740 --> 00:50:28.740]   And I think that's a great point.
[00:50:28.740 --> 00:50:29.740]   And I think that's a great point.
[00:50:29.740 --> 00:50:30.740]   And I think that's a great point.
[00:50:30.740 --> 00:50:31.740]   And I think that's a great point.
[00:50:31.740 --> 00:50:32.740]   And I think that's a great point.
[00:50:32.740 --> 00:50:33.740]   And I think that's a great point.
[00:50:33.740 --> 00:50:34.740]   And I think that's a great point.
[00:50:34.740 --> 00:50:35.740]   And I think that's a great point.
[00:50:35.740 --> 00:50:36.740]   And I think that's a great point.
[00:50:36.740 --> 00:50:37.740]   And I think that's a great point.
[00:50:37.740 --> 00:50:38.740]   And I think that's a great point.
[00:50:38.740 --> 00:50:39.740]   And I think that's a great point.
[00:50:39.740 --> 00:50:40.740]   And I think that's a great point.
[00:50:40.740 --> 00:50:41.740]   And I think that's a great point.
[00:50:41.740 --> 00:50:42.740]   And I think that's a great point.
[00:50:42.740 --> 00:50:43.740]   And I think that's a great point.
[00:50:43.740 --> 00:50:44.740]   And I think that's a great point.
[00:50:44.740 --> 00:50:45.740]   And I think that's a great point.
[00:50:45.740 --> 00:50:46.740]   And I think that's a great point.
[00:50:46.740 --> 00:50:47.740]   And I think that's a great point.
[00:50:47.740 --> 00:50:48.740]   And I think that's a great point.
