
[00:00:00.040 --> 00:00:07.460]  stoppable let with
[01:25:06.300 --> 01:25:06.340]   And it'll say, it's not true.
[01:25:06.340 --> 01:25:06.360]   And it'll say, it's not true.
[01:25:06.360 --> 01:25:06.380]   And it'll say, it's not true.
[01:25:06.380 --> 01:25:06.400]   And it'll say, it's not true.
[01:25:06.400 --> 01:25:06.420]   And it'll say, it's not true.
[01:25:06.420 --> 01:25:06.440]   And it'll say, it's not true.
[01:25:06.440 --> 01:25:06.480]   And it'll say, it's not true.
[01:25:06.480 --> 01:25:06.500]   And it'll say, it's not true.
[01:25:06.500 --> 01:25:06.520]   And it'll say, it's not true.
[01:25:06.520 --> 01:25:06.540]   And it'll say, it's not true.
[01:25:06.580 --> 01:25:18.580]   in
[01:25:18.580 --> 01:25:34.880]   a Mak de be make,,,,,,, Por R K it's a Millenn cuent and may in the work. I'm a key in the help. I'm the., the, the, the, the, the, the, the, the, the, the, the, IN S trabaje,obrainkling RA plains decide categor bu workouts cur chemistry wheelsussa
[01:25:34.880 --> 01:25:36.560]   vì
[01:27:36.680 --> 01:27:45.900]   las
[01:27:45.900 --> 01:28:04.860]   Tom I be
[01:28:33.720 --> 01:28:33.720]   SILVA: I wonder if there's an automated way to do something that humans do well, much faster to where it like, loops so generate arbitrary numbers.
[01:28:33.720 --> 01:28:33.720]   SILVA: I wonder if there's an automated way to do something that humans do well, much faster to where it like, loops so generate arbitrary numbers.
[01:28:33.720 --> 01:28:33.720]   SILVA: I wonder if there's an automated way to do something that humans do well, much faster to where it like, loops so generate arbitrary numbers.
[01:28:33.720 --> 01:28:33.720]   SILVA: I wonder if there's an automated way to do something that humans do well, much faster to where it like, loops so generate arbitrary numbers.
[01:28:33.720 --> 01:28:33.720]   SILVA: I wonder if there's an automated way to do something that humans do well, much faster to where it like, loops so generate arbitrary numbers.
[01:28:33.720 --> 01:28:33.720]   SILVA: I wonder if there's an automated way to do something that humans do well, much faster to where it like, loops so generate arbitrary numbers.
[01:29:02.260 --> 01:29:02.260]   SILVA: I wonder if there's an automated way to do something that humans do well, much faster to where it like, loops so generate arbitrary numbers.
[01:29:02.260 --> 01:29:02.260]   SILVA: I wonder if there's an automated way to do something that humans do well, much faster to where it like, loops so generate arbitrary numbers.
[01:29:02.260 --> 01:29:02.260]   SILVA: I wonder if there's an automated way to do something that humans do well, much faster to where it like, loops so generate arbitrary numbers.
[01:29:02.260 --> 01:29:02.260]   SILVA: I wonder if there's an automated way to do something that humans do well, much faster to where it like, loops so generate arbitrary numbers.
[01:29:02.260 --> 01:29:02.260]   SILVA: I wonder if there's an automated way to do something that humans do well, much faster to where it like, loops so generate arbitrary numbers.
[01:29:02.260 --> 01:29:02.260]   SILVA: I wonder if there's an automated way to do something that humans do well, much faster to where they're not going to do it.
[01:29:03.100 --> 01:29:30.800]  , and then the computer can compute from that. So in a sense, as soon as you're giving a description, you have to somehow make that description something definite, something formal.
[01:29:30.800 --> 01:29:30.800]   And to say, okay I'm going to give this piece of natural language and then it's going to splurting the other parts of the language.
[01:29:30.840 --> 01:29:59.860]   keys
[01:30:29.160 --> 01:30:30.000]   I
[01:31:00.020 --> 01:31:00.020]   in a large language model, I think it's very important to be able to get at least one congressman, each congressman, each senator, anybody, I don't know what's required to really kind of pass legislation and figure out how to control them and manipulate them, get all the information, what would be the biggest fear of this congressman, and in such a way that you can take action on it in a digital space, so maybe threaten the destruction reputation or something like this. Right. If I can describe what I want, you know, to what extent can a large language model automate that?
[01:31:00.020 --> 01:31:00.020]   Yeah. You know, to what extent can a large language model automate that?
[01:31:00.020 --> 01:31:00.020]   Yeah. You know, to what extent can a large language model automate that?
[01:31:00.020 --> 01:31:00.020]   Yeah. You know, to what extent can a large language model automate that?
[01:31:00.020 --> 01:31:00.020]   Right. If I can describe what I want, you know, to what extent can a large language model automate that?
[01:31:30.080 --> 01:32:00.060]  obedience.
[01:32:00.060 --> 01:32:00.080]   Well, I'll give you a much more benign version of that idea, okay? You're going to make an AI tutoring system, and, you know, that is a benign version of what you're saying, is I want this person to understand this point. You know, you're essentially doing machine learning where the loss function, the thing you're trying to get to is get the human to understand this point, and when you do a test on the human, that they, yes, they correctly understand how they're doing it.
[01:32:00.080 --> 01:32:00.080]   And I think that's a very important aspect of this conversation, because, you know, I don't want to talk about it, but I don't want to talk about it, but I think I don't want to talk about it.
[01:32:00.120 --> 01:32:30.100]  , you know, sort of a large language model type technology combined with computational language is going to be able to do pretty, pretty well at teaching us human things. And it's going to be an interesting phenomenon because, you know, sort of individualized teaching is a thing that has been kind of a, you know, a goal for a long time. I think we're going to get that. And I think more, you know, that it has many consequences for, you know,
[01:32:30.100 --> 01:32:30.100]   you know, sort of individualized teaching is a thing that has been kind of a, you know, a goal for a long time.
[01:32:30.140 --> 01:32:40.400]  bons in is
[01:32:40.400 --> 01:32:41.140]   ac because de not毒
[01:32:58.880 --> 01:33:27.580]   didnt you know what you're going to work you can understand the major gaps in your knowledge that is filled would actually give you a deeper understanding of the topic here right and that's a you know that's an important thing because it really changes actually I think you know when when you think about education and so on it really changes kind of what's worth doing what's not worth doing and so on it makes you know I know in my life I've learned lots of different fields and you know so I I don't know I have every time
[01:33:27.620 --> 01:33:35.020]   in
[01:33:35.020 --> 01:33:38.940]   " a provide THE E I I I for,,,,,. golf que
[01:33:56.600 --> 01:33:58.460]   up
[01:33:58.460 --> 01:34:06.460]   not dis
[01:34:06.460 --> 01:34:13.980]   αυτό
[01:34:46.840 --> 01:34:46.840]   and
[01:34:46.840 --> 01:34:46.840]   and
[01:36:27.440 --> 01:36:29.820]  회
[01:36:29.820 --> 01:36:46.900]   as, won,
[01:36:46.900 --> 01:36:55.760]   showed Threeitta diskutendoь the discovered the not the would the wood the with the more de
[01:36:56.360 --> 01:37:07.620]   dan just
[01:37:07.620 --> 01:37:26.360]   nineteen play. I., that,,,,,,,,,, continue to need to grand spike G covers S babies digoər describe likedegree dot red much de X Xino Xalaר I 9
[01:37:26.400 --> 01:37:32.300]  bar
[01:37:32.300 --> 01:37:38.920]   all the,,, Bir Mad Briforn discuss? I got at sound change
[01:37:38.920 --> 01:37:56.380]   perd month
[01:38:42.960 --> 01:38:42.960]   The
[01:38:42.960 --> 01:38:42.960]   The
[01:38:42.960 --> 01:38:42.960]   The
[01:38:42.960 --> 01:38:42.960]   The
[01:38:42.960 --> 01:38:42.960]   The
[01:38:42.960 --> 01:38:42.960]   The
[01:38:42.960 --> 01:38:42.960]   The The
[01:38:42.960 --> 01:38:42.960]   The The
[01:38:43.000 --> 01:38:45.940]   your
[01:38:45.940 --> 01:38:52.840]   figure, at the things,
[01:38:52.840 --> 01:38:53.140]   continue to the best, ", via,
[01:38:53.140 --> 01:38:54.080]   is akay and you're not Stew. No. In. Ver. Av.
[01:39:11.760 --> 01:39:13.340]   the whole society together.
[01:39:13.340 --> 01:39:15.280]   There's the mainstream science,
[01:39:15.280 --> 01:39:17.780]   and then there's the crazy science.
[01:39:17.780 --> 01:39:20.320]   That's just been the history of human civilization.
[01:39:20.320 --> 01:39:23.000]   And maybe the AI system will be able to see that.
[01:39:23.000 --> 01:39:25.620]   And the more and more impressed we are by
[01:39:25.620 --> 01:39:27.400]   a language model telling us this,
[01:39:27.400 --> 01:39:30.400]   the more control we'll give it to it.
[01:39:30.400 --> 01:39:35.100]   And the more we'll be willing to let it run our society.
[01:39:35.100 --> 01:39:37.600]   And hence, there's this kind of loop
[01:39:37.600 --> 01:39:40.520]   where the society could be manipulated
[01:39:40.520 --> 01:39:40.520]   to let the AI system run it.
[01:39:40.520 --> 01:39:40.520]   And hence, there's this kind of loop where the society could be manipulated
[01:39:40.520 --> 01:39:40.520]   to let the AI system run it.
[01:39:40.520 --> 01:39:40.520]   And hence, there's this kind of loop where the society could be manipulated
[01:39:40.520 --> 01:39:40.520]   to let the AI system run it.
[01:39:40.520 --> 01:39:40.520]   And hence, there's this kind of loop where the society could be manipulated
[01:39:40.520 --> 01:39:40.520]   to let the AI system run it.
[01:39:41.220 --> 01:40:09.300]  , Right. Well, I mean, look, one of the things that's sort of interesting is,
[01:40:09.300 --> 01:40:09.320]   Right. Well, I mean, look, one of the things that's sort of interesting is,
[01:40:09.320 --> 01:40:09.700]   Right. Well, I mean, look, one of the things that's sort of interesting is, we might say, we always think we're making progress.
[01:40:09.700 --> 01:40:09.740]   we might say, we always think we're making progress.
[01:40:09.740 --> 01:40:09.900]   Mm-hmm.
[01:40:09.900 --> 01:40:09.900]   But yet, if in a sense by saying, let's take what already exists,
[01:40:09.900 --> 01:40:09.900]   But yet, if in a sense by saying, let's take what already exists,
[01:40:09.900 --> 01:40:09.920]   and use that as a model for what should exist.
[01:40:09.920 --> 01:40:09.940]   Yeah.
[01:40:09.940 --> 01:40:09.940]   Then it's interesting that, for example, many religions have taken that point of view.
[01:40:09.940 --> 01:40:09.940]   Then it's interesting that for example, many religions have taken that point of view.
[01:40:09.960 --> 01:40:10.980]   Then it's interesting that, for example, many religions have taken that point of view.
[01:40:10.980 --> 01:40:10.980]   And that's, you know, it's a model that people have operated with.
[01:40:10.980 --> 01:40:11.100]   And that's, you know, it's a model that people have operated with.
[01:40:11.100 --> 01:40:11.360]   And that's, you know, it's a model that people have operated with.
[01:40:11.360 --> 01:40:11.420]   And in a sense, you know, this is a version of that kind of statement.
[01:40:11.420 --> 01:40:11.480]   And in a sense, you know, this is a version of that kind of statement.
[01:40:11.480 --> 01:40:11.540]   And in a sense, you know, this is a version of that kind of statement.
[01:40:11.540 --> 01:40:11.640]   It's like, take the 2023 version of sort of how the world has exposed itself,
[01:40:11.640 --> 01:40:27.680]   It's like, take the 2023 version of sort of how the world has exposed itself,
[01:40:27.680 --> 01:40:28.600]   And use that to define what the world should do in the future.
[01:40:28.600 --> 01:40:28.640]   And use that to define what the world should do in the future.
[01:40:28.660 --> 01:40:49.480]   But it's not, it's an imprecise definition, right?
[01:40:49.480 --> 01:40:49.540]   But it's not, it's an imprecise definition, right?
