
[00:00:00.040 --> 00:00:09.620]   這
[00:44:45.500 --> 00:44:45.500]   I can sell a stadium worth of tickets to the lower and middle
[00:44:45.500 --> 00:44:45.500]   I can sell a stadium worth of tickets to the lower and middle
[00:44:45.500 --> 00:44:45.500]   I can sell a stadium worth of tickets to the lower and middle
[00:44:45.500 --> 00:44:45.500]   I can sell a stadium worth of tickets to the lower and middle
[00:44:45.500 --> 00:44:45.500]   I can sell a stadium worth of tickets to the lower and middle
[00:44:45.500 --> 00:44:45.500]   I can sell a stadium worth of tickets to the lower and middle
[00:44:45.500 --> 00:44:45.500]   I can sell a stadium worth of tickets to the lower and middle
[00:44:45.500 --> 00:44:45.500]   I can sell a stadium worth of tickets to the lower and middle
[00:44:45.500 --> 00:44:45.500]   I can sell a stadium worth of tickets to the lower and middle
[00:44:45.500 --> 00:44:45.500]   I can sell a stadium worth of tickets to the lower and middle
[00:44:45.500 --> 00:44:45.500]   I can sell a stadium worth of tickets to the lower and middle
[00:44:45.500 --> 00:45:15.520]   I can sell a stadium worth of tickets to the lower and middle
[00:45:15.520 --> 00:45:15.520]   I can sell a stadium worth of tickets to the lower and middle
[00:45:15.520 --> 00:45:15.520]   I can sell a stadium worth of tickets to the lower and middle
[00:45:15.520 --> 00:45:15.520]   I can sell a stadium worth of tickets to the lower and middle
[00:45:15.520 --> 00:45:15.520]   I can sell a stadium worth of tickets to the lower and middle
[00:45:15.520 --> 00:45:15.520]   I can sell a stadium worth of tickets to the lower and middle
[00:45:15.520 --> 00:45:15.520]   I can sell a stadium worth of tickets to the lower and middle
[00:45:15.520 --> 00:45:15.520]   I can sell a stadium worth of tickets to the lower and middle
[00:45:15.520 --> 00:45:15.520]   I can sell a stadium worth of tickets to the lower and middle
[00:45:15.520 --> 00:45:15.520]   I can sell a stadium worth of tickets to the lower and middle
[00:45:15.540 --> 00:45:45.540]   I can sell a stadium worth of tickets to the lower and middle
[00:45:45.540 --> 00:45:45.540]   I can sell a stadium worth of tickets to the lower and middle
[00:45:45.540 --> 00:45:45.540]   I can sell a stadium worth of tickets to the lower and middle
[00:45:45.540 --> 00:45:45.540]   I can sell a stadium worth of tickets to the lower and middle
[00:45:45.540 --> 00:45:45.540]   I can sell a stadium worth of tickets to the lower and middle
[00:45:45.540 --> 00:45:45.540]   I can sell a stadium worth of tickets to the lower and middle
[00:45:45.540 --> 00:45:45.540]   I can sell a stadium worth of tickets to the lower and middle
[00:45:45.540 --> 00:45:45.540]   I can sell a stadium worth of tickets to the lower and middle
[00:45:45.540 --> 00:45:45.540]   I can sell a stadium worth of tickets to the lower and middle
[00:45:45.540 --> 00:45:45.540]   I can sell a stadium worth of tickets to the lower and middle
[00:45:45.540 --> 00:45:45.540]   I can sell a stadium worth of tickets to the lower and middle
[00:45:45.540 --> 00:45:45.540]   I can sell a stadium worth of tickets to the lower and middle
[00:45:45.540 --> 00:45:45.540]   I can sell a stadium worth of tickets to the lower and middle
[00:45:45.540 --> 00:45:45.540]   I can sell a stadium worth of tickets to the lower and middle
[00:45:45.540 --> 00:46:15.560]   I can sell a stadium worth of tickets to the lower and middle
[00:46:15.560 --> 00:46:15.560]   I can sell a stadium worth of tickets to the lower and middle
[00:46:15.560 --> 00:46:15.560]   I can sell a stadium worth of tickets to the lower and middle
[00:46:15.560 --> 00:46:15.560]   I can sell a stadium worth of tickets to the lower and middle
[00:46:15.560 --> 00:46:15.560]   I can sell a stadium worth of tickets to the lower and middle
[00:46:15.560 --> 00:46:15.560]   I can sell a stadium worth of tickets to the lower and middle
[00:46:15.560 --> 00:46:15.560]   I can sell a stadium worth of tickets to the lower and middle
[00:46:15.580 --> 00:46:45.580]   I can sell a stadium worth of tickets to the lower and middle
[00:46:45.580 --> 00:46:45.580]   I can sell a stadium worth of tickets to the lower and middle
[00:46:45.580 --> 00:46:45.580]   I can sell a stadium worth of tickets to the lower and middle
[00:46:45.580 --> 00:46:45.580]   I can sell a stadium worth of tickets to the lower and middle
[00:46:45.580 --> 00:46:45.580]   I can sell a stadium worth of tickets to the lower and middle
[00:46:45.580 --> 00:46:45.580]   I can sell a stadium worth of tickets to the lower and middle
[00:46:45.580 --> 00:46:45.580]   I can sell a stadium worth of tickets to the lower and middle
[00:46:45.580 --> 00:46:45.580]   I can sell a stadium worth of tickets to the lower and middle
[00:46:45.580 --> 00:46:45.580]   I can sell a stadium worth of tickets to the lower and middle
[00:46:45.580 --> 00:46:45.580]   I can sell a stadium worth of tickets to the lower and middle
[00:46:45.580 --> 00:46:45.580]   I can sell a stadium worth of tickets to the lower and middle
[00:46:45.580 --> 00:46:45.580]   I can sell a stadium worth of tickets to the lower and middle
[00:46:45.580 --> 00:46:45.580]   I can sell a stadium worth of tickets to the lower and middle
[00:46:45.580 --> 00:46:45.580]   I can sell a stadium worth of tickets to the lower and middle
[00:46:45.620 --> 00:47:15.600]   I can sell a stadium worth of tickets to the lower and middle
[00:47:15.600 --> 00:47:15.600]   I can sell a stadium worth of tickets to the lower and middle
[00:47:15.600 --> 00:47:15.600]   I can sell a stadium worth of tickets to the lower and middle
[00:47:15.600 --> 00:47:15.600]   I can sell a stadium worth of tickets to the lower and middle
[00:47:15.600 --> 00:47:15.600]   I can sell a stadium worth of tickets to the lower and middle
[00:47:15.600 --> 00:47:15.600]   I can sell a stadium worth of tickets to the lower and middle
[00:47:15.600 --> 00:47:15.600]   I can sell a stadium worth of tickets to the lower and middle
[00:47:15.600 --> 00:47:15.600]   I can sell a stadium worth of tickets to the lower and middle
[00:47:15.600 --> 00:47:15.600]   I can sell a stadium worth of tickets to the lower and middle
[00:47:15.600 --> 00:47:15.600]   I can sell a stadium worth of tickets to the lower and middle
[00:47:15.620 --> 00:47:45.620]   I can sell a stadium worth of tickets to the lower and middle
[00:47:45.620 --> 00:47:45.620]   I can sell a stadium worth of tickets to the lower and middle
[00:47:45.620 --> 00:47:45.620]   I can sell a stadium worth of tickets to the lower and middle
[00:47:45.620 --> 00:47:45.620]   I can sell a stadium worth of tickets to the lower and middle
[00:47:45.620 --> 00:47:45.620]   I can sell a stadium worth of tickets to the lower and middle
[00:47:45.620 --> 00:47:45.620]   I can sell a stadium worth of tickets to the lower and middle
[00:47:45.620 --> 00:47:45.620]   I can sell a stadium worth of tickets to the lower and middle
[00:47:45.620 --> 00:47:45.620]   I can sell a stadium worth of tickets to the lower and middle
[00:47:45.620 --> 00:47:45.620]   I can sell a stadium worth of tickets to the lower and middle
[00:47:45.620 --> 00:47:45.620]   I can sell a stadium worth of tickets to the lower and middle
[00:47:45.620 --> 00:47:45.620]   I can sell a stadium worth of tickets to the lower and middle
[00:47:45.620 --> 00:47:45.620]   I can sell a stadium worth of tickets to the lower and middle
[00:47:45.620 --> 00:47:45.620]   I can sell a stadium worth of tickets to the lower and middle
[00:47:45.620 --> 00:47:45.620]   I can sell a stadium worth of tickets to the lower and middle
[00:47:45.620 --> 00:48:15.640]   I can sell a stadium worth of tickets to the lower and middle
[00:48:15.640 --> 00:48:15.640]   I can sell a stadium worth of tickets to the lower and middle
[00:48:15.640 --> 00:48:15.640]   I can sell a stadium worth of tickets to the lower and middle
[00:48:15.640 --> 00:48:15.640]   I can sell a stadium worth of tickets to the lower and middle
[00:48:15.640 --> 00:48:15.640]   I can sell a stadium worth of tickets to the lower and middle
[00:48:15.640 --> 00:48:15.640]   I can sell a stadium worth of tickets to the lower and middle
[00:48:15.640 --> 00:48:15.640]   I can sell a stadium worth of tickets to the lower and middle
[00:48:15.640 --> 00:48:15.640]   I can sell a stadium worth of tickets to the lower and middle
[00:48:15.640 --> 00:48:15.640]   I can sell a stadium worth of tickets to the lower and middle
[00:48:15.660 --> 00:48:45.660]   I can sell a stadium worth of tickets to the lower and middle
[00:48:45.660 --> 00:48:45.660]   I can sell a stadium worth of tickets to the lower and middle
[00:48:45.660 --> 00:48:45.660]   I can sell a stadium worth of tickets to the lower and middle
[00:48:45.660 --> 00:48:45.660]   I can sell a stadium worth of tickets to the lower and middle
[00:48:45.660 --> 00:48:45.660]   I can sell a stadium worth of tickets to the lower and middle
[00:48:45.660 --> 00:48:45.660]   I can sell a stadium worth of tickets to the lower and middle
[00:48:45.660 --> 00:48:45.660]   I can sell a stadium worth of tickets to the lower and middle
[00:48:45.660 --> 00:48:45.660]   I can sell a stadium worth of tickets to the lower and middle
[00:48:45.660 --> 00:48:45.660]   I can sell a stadium worth of tickets to the lower and middle
[00:48:45.660 --> 00:48:45.660]   I can sell a stadium worth of tickets to the lower and middle
[00:48:45.660 --> 00:48:45.660]   I can sell a stadium worth of tickets to the lower and middle
[00:48:45.660 --> 00:48:45.660]   I can sell a stadium worth of tickets to the lower and middle
[00:48:45.660 --> 00:48:45.660]   I can sell a stadium worth of tickets to the lower and middle
[00:48:45.660 --> 00:48:45.660]   I can sell a stadium worth of tickets to the lower and middle
[00:48:45.660 --> 00:49:15.680]   I can sell a stadium worth of tickets to the lower and middle
[00:49:15.680 --> 00:49:15.680]   I can sell a stadium worth of tickets to the lower and middle
[00:49:15.680 --> 00:49:15.680]   I can sell a stadium worth of tickets to the lower and middle
[00:49:15.680 --> 00:49:15.680]   I can sell a stadium worth of tickets to the lower and middle
[00:49:15.680 --> 00:49:15.680]   I can sell a stadium worth of tickets to the lower and middle
[00:49:15.680 --> 00:49:15.680]   I can sell a stadium worth of tickets to the lower and middle
[00:49:15.680 --> 00:49:15.680]   I can sell a stadium worth of tickets to the lower and middle
[00:49:15.680 --> 00:49:15.680]   I can sell a stadium worth of tickets to the lower and middle
[00:49:15.680 --> 00:49:15.680]   I can sell a stadium worth of tickets to the lower and middle
[00:49:15.680 --> 00:49:15.680]   I can sell a stadium worth of tickets to the lower and middle
[00:49:15.680 --> 00:49:15.680]   I can sell a stadium worth of tickets to the lower and middle
[00:49:15.700 --> 00:49:45.700]   I can sell a stadium worth of tickets to the lower and middle
[00:49:45.700 --> 00:49:45.700]   I can sell a stadium worth of tickets to the lower and middle
[00:49:45.700 --> 00:49:45.700]   I can sell a stadium worth of tickets to the lower and middle
[00:49:45.700 --> 00:49:45.700]   I can sell a stadium worth of tickets to the lower and middle
[00:49:45.700 --> 00:49:45.700]   I can sell a stadium worth of tickets to the lower and middle
[00:49:45.700 --> 00:49:45.700]   I can sell a stadium worth of tickets to the lower and middle
[00:49:45.700 --> 00:49:45.700]   I can sell a stadium worth of tickets to the lower and middle
[00:49:45.700 --> 00:49:45.700]   I can sell a stadium worth of tickets to the lower and middle
[00:49:45.700 --> 00:49:45.700]   I can sell a stadium worth of tickets to the lower and middle
[00:49:45.700 --> 00:49:45.700]   I can sell a stadium worth of tickets to the lower and middle
[00:49:45.700 --> 00:49:45.700]   I can sell a stadium worth of tickets to the lower and middle
[00:49:45.700 --> 00:49:45.700]   I can sell a stadium worth of tickets to the lower and middle
[00:49:45.700 --> 00:49:45.700]   I can sell a stadium worth of tickets to the lower and middle
[00:49:45.700 --> 00:49:45.700]   I can sell a stadium worth of tickets to the lower and middle
[00:49:45.700 --> 00:50:15.720]   I can sell a stadium worth of tickets to the lower and middle
[00:50:15.720 --> 00:50:15.720]   I can sell a stadium worth of tickets to the lower and middle
[00:50:15.720 --> 00:50:15.720]   I can sell a stadium worth of tickets to the lower and middle
[00:50:15.720 --> 00:50:15.720]   I can sell a stadium worth of tickets to the lower and middle
[00:50:15.720 --> 00:50:15.720]   I can sell a stadium worth of tickets to the lower and middle
[00:50:15.720 --> 00:50:15.720]   I can sell a stadium worth of tickets to the lower and middle
[00:50:15.720 --> 00:50:15.720]   I can sell a stadium worth of tickets to the lower and middle
[00:50:15.720 --> 00:50:15.720]   I can sell a stadium worth of tickets to the lower and middle
[00:50:15.720 --> 00:50:15.720]   I can sell a stadium worth of tickets to the lower and middle
[00:50:15.740 --> 00:50:45.740]   I can sell a stadium worth of tickets to the lower and middle
[00:50:45.740 --> 00:50:45.740]   I can sell a stadium worth of tickets to the lower and middle
[00:50:45.740 --> 00:50:45.740]   I can sell a stadium worth of tickets to the lower and middle
[00:50:45.740 --> 00:50:45.740]   I can sell a stadium worth of tickets to the lower and middle
[00:50:45.740 --> 00:50:45.740]   I can sell a stadium worth of tickets to the lower and middle
[00:50:45.740 --> 00:50:45.740]   I can sell a stadium worth of tickets to the lower and middle
