
[00:00:00.040 --> 00:00:09.540]   cele'm
[01:07:19.020 --> 01:07:49.020]   We need to stop fighting each other. Start competing on economic game fields, playing fields instead of military games.
[01:07:49.020 --> 01:07:49.020]   We need to stop fighting each other. Start competing on economic game fields, playing fields instead of military games.
[01:07:49.020 --> 01:07:49.020]   We need to stop fighting each other. Start competing on economic game fields, playing fields instead of military games.
[01:07:49.020 --> 01:07:49.020]   We need to stop fighting each other. Start competing on economic game fields, playing fields instead of military games.
[01:07:49.020 --> 01:07:49.020]   We need to stop fighting each other. Start competing on economic game fields, playing fields instead of military games.
[01:07:49.020 --> 01:07:49.020]   We need to stop fighting each other. Start competing on economic game fields, playing fields instead of military games.
[01:07:49.020 --> 01:07:49.020]   We need to stop fighting each other.
[01:07:49.020 --> 01:07:49.020]   We need to stop fighting each other. Start competing on economic game fields, playing fields, playing fields instead of military games.
[01:07:49.020 --> 01:07:49.020]  , playing fields instead of military games.
[01:07:49.060 --> 01:08:19.040]  , playing fields instead of military games.
[01:08:19.040 --> 01:08:19.040]   We need to stop fighting each other. Start competing on economic game fields, playing fields instead of military games.
[01:08:19.040 --> 01:08:19.040]   We need to stop fighting each other. Start competing on economic game fields, playing fields instead of military games.
[01:08:19.040 --> 01:08:19.040]   We need to stop fighting each other. Start competing on economic game fields, playing fields instead of military games.
[01:08:19.060 --> 01:08:49.060]   We need to stop fighting each other. Start competing on economic game fields, playing fields instead of military games.
[01:08:49.060 --> 01:08:49.060]   We need to stop fighting each other. Start competing on economic game fields, playing fields instead of military games.
[01:08:49.060 --> 01:08:49.060]   We need to stop fighting each other. Start competing on economic game fields, playing fields instead of military games.
[01:08:49.060 --> 01:08:49.060]   We need to stop fighting each other. Start competing on economic game fields, playing fields instead of military games.
[01:08:49.060 --> 01:08:49.060]   We need to stop fighting each other. Start competing on economic game fields, playing fields instead of military games.
[01:08:49.060 --> 01:08:49.060]   We need to stop fighting each other. Start competing on economic game fields, playing fields instead of military games.
[01:08:49.060 --> 01:08:49.060]   We need to stop fighting each other. Start competing on economic game fields, playing fields instead of military games.
[01:08:49.060 --> 01:08:49.060]   We need to stop fighting each other. Start competing on economic game fields, playing fields instead of military games.
[01:08:49.100 --> 01:08:59.200]  ları more
[01:08:59.200 --> 01:09:13.300]   leave. I just,,,,,
[01:09:13.300 --> 01:09:18.920]   messing be legal and the work that is the Poss Sol Z Por Z Pone Wyl like, the P virtue, but, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the,iin, the, the, the, remain. PSB.This.�P. FEMA.But.Z. hin."G.C..G.興.D. gucken next bag of them. work. . what is not make a� viv box and then,hou get the work. waste a forwards agricultural never Semğ. kept the set the'm not nothing cover the right.说 club is emotions are not make the little cé shading這cho de cord just uh em problems in the Club that is not consider aジ's all of been många woundedno willough or land is not unlike the Hybrid I was � Won Lee but talk andinda
[01:09:18.960 --> 01:09:28.180]   limit
[01:09:28.180 --> 01:09:29.340]   Voice… ",
[01:09:29.340 --> 01:09:47.680]  ored veces
[01:10:18.880 --> 01:10:18.880]  ,
[01:10:18.880 --> 01:10:18.880]   - ,
[01:10:18.880 --> 01:10:18.880]   MEDICAL SYSTEMS IN THE WORLD. AND I DON'T THINK THERE'S ANYBODY ON CAPITOL HILL WHO UNDERSTANDS THIS. YOU KNOW, WE NEED TO BRING IN THE TECH COMMUNITY AND SAY, "TELL US WHAT THESE REGULATIONS NEED TO LOOK LIKE, YOU KNOW, SO THAT THERE CAN BE FREEDOM TO INNOVATE, SO THAT WE CAN
[01:10:18.920 --> 01:10:30.760]   weren
[01:10:30.760 --> 01:10:37.080]   real no,,, make a play in
[01:10:47.680 --> 01:10:59.920]  仲 at all. I have a question. So that makes it particularly tragic that he was killed. To what degree was CIA involved or the various bureaucracy involved in his death?
[01:10:59.920 --> 01:11:16.400]   The evidence that the CIA was involved in my uncle's murder and that they were subsequently involved in the coverup and continue to be involved in the coverup. I mean there's still 5,000 documents that they won't release.
[01:11:16.400 --> 01:11:16.400]   There's still 5,000 documents that they won't release.
[01:11:16.400 --> 01:11:16.400]   There's still 5,000 documents that they won't release.
[01:11:16.400 --> 01:11:16.400]   There's still 5,000 documents that they won't release.
[01:11:16.400 --> 01:11:16.400]   There's still 5,000 documents that they won't release.
[01:11:16.400 --> 01:11:16.400]   There's still 5,000 documents that they won't release.
[01:11:16.400 --> 01:11:16.400]   There's still 5,000 documents that they won't release.
[01:11:16.400 --> 01:11:16.400]   There's still 5,000 documents that they won't release.
[01:11:16.400 --> 01:11:16.400]   There's still 5,000 documents that they won't release.
[01:11:17.080 --> 01:11:45.160]  ,
[01:11:45.160 --> 01:11:45.160]   There's still 5,000 documents that they won't release.
[01:11:45.160 --> 01:11:45.160]   There's still 5,000 documents that they won't release.
[01:11:45.160 --> 01:11:45.160]   There's still 5,000 documents that they won't release.
[01:11:45.160 --> 01:11:45.160]   There's still 5,000 documents that they won't release.
[01:11:45.160 --> 01:11:45.160]   There's still 5,000 documents that they won't release.
[01:11:45.160 --> 01:11:45.160]   There's still 5,000 documents that they won't release.
[01:11:45.160 --> 01:11:45.160]   There's still 5,000 documents that they won't release.
[01:11:45.160 --> 01:11:45.160]   There's still 5,000 documents that they won't release.
[01:11:45.160 --> 01:11:45.160]   There's still 5,000 documents that they won't release.
[01:11:45.160 --> 01:11:45.160]   There's still 5,000 documents that they won't release.
[01:11:45.160 --> 01:11:45.160]   There's still 5,000 documents that they won't release.
[01:11:45.160 --> 01:11:45.160]   There's still 5,000 documents that they won't release.
[01:11:45.160 --> 01:11:45.160]   There's still 5,000 documents that they won't release.
[01:11:45.160 --> 01:11:45.160]   There's still 5,000 documents that they won't release.
[01:11:45.180 --> 01:11:49.600]   It came as a surprise recently to most Americans, I think,
[01:11:49.600 --> 01:11:54.480]   the release of these documents in which the press,
[01:11:54.480 --> 01:12:01.520]   the American media finally acknowledged that, yeah, Lee Harvey Oswald was a CIA asset.
[01:12:01.520 --> 01:12:06.320]   He was recruited in 1957.
[01:12:06.320 --> 01:12:13.440]   He was a Marine working at the Atatouille Air Force Base, which was the CIA Air Force Base,
[01:12:13.440 --> 01:12:13.920]   with the U-2 fighter.
[01:12:13.920 --> 01:12:14.000]   He was a Marine working at the Atatouille Air Force Base, which was the CIA Air Force Base, with the U-2 fighter.
[01:12:14.000 --> 01:12:14.080]   He was a Marine working at the Atatouille Air Force Base, which was the CIA Air Force Base, with the U-2 fighter.
[01:12:14.080 --> 01:12:14.320]   He was a Marine working at the Atatouille Air Force Base, which was the CIA Air Force Base, with the U-2 fighter.
[01:12:14.320 --> 01:12:14.560]   He was a Marine working at the Atatouille Air Force Base, which was the CIA Air Force Base, with the U-2 fighter.
[01:12:15.560 --> 01:12:44.200]   He was a Marine working at the Atatouille Air Force Base, with the U-2 fighter.
[01:12:44.200 --> 01:12:44.520]   He was a Marine working at the Atatouille Air Force Base, with the U-2 fighter.
[01:12:44.520 --> 01:12:44.520]   He was a Marine working at the Atatouille Air Force Base, with the U-2 fighter.
[01:12:44.520 --> 01:12:44.520]   He was a Marine working at the Atatouille Air Force Base, with the U-2 fighter.
[01:12:44.540 --> 01:12:45.520]   He was a Marine working at the Atatouille Air Force Base, with the U-2 fighter.
[01:12:45.520 --> 01:12:45.540]   He was a Marine working at the Atatouille Air Force Base, with the U-2 fighter.
[01:12:45.540 --> 01:12:45.800]   He was a Marine working at the Atatouille Air Force Base, with the U-2 fighter.
[01:12:45.800 --> 01:12:46.180]   He was a Marine working at the Atatouille Air Force Base, with the U-2 fighter.
[01:12:46.180 --> 01:12:53.440]   They have such an allergy to anything that challenges the Warren Report.
[01:12:53.440 --> 01:13:13.700]   When Congress investigated my uncle's murder in the 1970s, the church committee did, and they did a two and a half year investigation, and they had many, many more documents and much more testimony available to them than the Warren Commission had.
[01:13:13.700 --> 01:13:14.480]   He was a Marine working at the Atatouille Air Force Base, with the U-2 fighter.
[01:13:14.480 --> 01:13:14.480]   He was a Marine working at the Atatouille Air Force Base, with the U-2 fighter.
[01:13:14.520 --> 01:13:44.480]   I was a Marine working at the Atatouille Air Force Base, with the U-2 fighter.
[01:13:44.480 --> 01:13:44.500]   He was a Marine working at the Atatouille Air Force Base, with the U-2 fighter.
[01:13:44.500 --> 01:13:44.500]   He was a Marine working at the Atatouille Air Force Base, with the U-2 fighter.
[01:13:44.500 --> 01:13:44.500]   He was a Marine working at the Atatouille Air Force Base, with the U-2 fighter.
[01:13:44.500 --> 01:13:44.500]   He was a Marine working at the Atatouille Air Force Base, with the U-2 fighter.
[01:13:44.500 --> 01:13:44.500]   He was a Marine working at the Atatouille Air Force Base, with the U-2 fighter.
[01:13:44.500 --> 01:13:44.500]   He was a Marine working at the Atatouille Air Force Base, with the U-2 fighter.
[01:13:44.520 --> 01:14:14.520]   He was a Marine working at the Atatouille Air Force Base, with the U-2 fighter.
[01:14:14.520 --> 01:14:14.520]   He was a Marine working at the Atatouille Air Force Base, with the U-2 fighter.
[01:14:14.520 --> 01:14:14.520]   He was a Marine working at the Atatouille Air Force Base, with the U-2 fighter.
[01:14:14.520 --> 01:14:14.520]   He was a Marine working at the Atatouille Air Force Base, with the U-2 fighter.
[01:14:14.520 --> 01:14:14.520]   He was a Marine working at the Atatouille Air Force Base, with the U-2 fighter.
[01:14:14.520 --> 01:14:14.520]   He was a Marine working at the Atatouille Air Force Base, with the U-2 fighter.
[01:14:14.520 --> 01:14:14.520]   He was a Marine working at the Atatouille Air Force Base, with the U-2 fighter.
[01:14:14.520 --> 01:14:14.520]   He was a Marine working at the Atatouille Air Force Base, with the U-2 fighter.
[01:14:14.520 --> 01:14:14.520]   He was a Marine working at the Atatouille Air Force Base, with the U-2 fighter.
[01:14:14.560 --> 01:14:44.540]  , and he does this amazing job of digesting and summarizing and mobilizing all of the, you know, probably a million documents and, you know, the evidence from all the documents that are in the book.
[01:14:44.540 --> 01:14:44.540]   He was a Marine working at the Atatouille Air Force Base, with the U-2 fighter.
[01:14:44.540 --> 01:14:44.540]   He was a Marine working at the Atatouille Air Force Base, with the U-2 fighter.
[01:14:44.540 --> 01:14:44.540]   He was a Marine working at the Atatouille Air Force Base, with the U-2 fighter.
[01:14:44.540 --> 01:14:44.540]   He was a Marine working at the Atatouille Air Force Base, with the U-2 fighter.
