
[00:00:00.040 --> 00:00:09.600]   saliva
[01:18:40.760 --> 01:18:46.780]   Exactly. So he wrote JavaScript over a summer. Um, and it, it, I, I mean, I think it is fair,
[01:18:46.780 --> 01:18:51.020]   it is fair to say now that it's the most widely used language in the world and it seems to only be gaining in,
[01:18:51.020 --> 01:18:53.120]   in, um, in its, uh, in its range of adoption.
[01:18:53.120 --> 01:19:00.100]   You know, in the software world, there's quite a few stories of somebody over a weekend or over a week or over a summer
[01:19:00.100 --> 01:19:05.800]   writing some of the most, uh, impactful revolutionary pieces of software ever.
[01:19:05.800 --> 01:19:07.680]   Well, look, that, that should be inspiring. Yes.
[01:19:07.720 --> 01:19:18.160]   around
[01:19:18.160 --> 01:19:31.140]   thin. And never
[01:19:31.140 --> 01:19:36.500]   Bab Sid aspect德, and,,,,,,,,,,, the security 100lements the key group loskaauteounced a wellились B Old boy쟁 Smart B Even Vel Bat con G Потом 12 Neben el Leh extending trails�不錯 Min relax a F aseg de I is a cut it's
[01:19:36.600 --> 01:19:39.440]   over a very long time has been.
[01:19:39.440 --> 01:19:46.620]   It's, it's a Jeff, Jeff Bezos always has a two pizza rule, uh, for teams at Amazon, which is any team needs to be able to be fed with two pieces.
[01:19:46.620 --> 01:19:48.920]   If you need the third pizza, you have too many people.
[01:19:48.920 --> 01:19:52.320]   And I think that's, I think that's, I think it's actually the one piece of rule.
[01:19:52.320 --> 01:19:53.120]   Yeah.
[01:19:53.120 --> 01:19:56.940]   For the, for the really creative work, I think it's two people, three people.
[01:19:56.940 --> 01:20:01.760]   Well, that's, you see that with certain open source projects, like so much is done by like one or two people.
[01:20:01.760 --> 01:20:04.340]   It's so incredible.
[01:20:04.340 --> 01:20:05.300]   And that's why you see that.
[01:20:05.300 --> 01:20:06.560]   It gives me so much hope about.
[01:20:06.560 --> 01:20:06.600]   Yeah.
[01:20:06.600 --> 01:20:06.600]   That's why you see that gives me so much hope about.
[01:20:06.600 --> 01:20:06.600]   That's why you see that gives me so much hope about.
[01:20:06.600 --> 01:20:36.620]   that gives me so much hope about.
[01:20:36.660 --> 01:21:05.480]   дня
[01:22:32.760 --> 01:22:33.820]   So that's rude interruption by me now by way of succession. So that was at the height of the deal making and money and just the fur flying and like craziness. And so yeah, it was just one of those. It was just like, I mean, there's the entire Nescafe thing from start to finish was four years, which was like for one of these companies, just like incredibly fast. You know, it went public 18 months after we got moved. We were founded.
[01:22:33.820 --> 01:22:33.820]   The entire Nescafe thing from start to finish was four years, which was like for one of these companies, just like incredibly fast. You know, we went public 18 months after we got moved. We were founded.
[01:22:33.820 --> 01:22:33.820]   We went public 18 months after we got moved. We were founded.
[01:22:33.820 --> 01:22:33.820]   We went public 18 months after we got moved. We were founded.
[01:23:33.900 --> 01:23:44.680]   et
[01:23:44.680 --> 01:24:02.640]   smartphones . significa
[01:24:32.420 --> 01:24:32.420]   the
[01:25:01.720 --> 01:25:30.980]  ikalik.com, right? So you you ship the thing, people buy it. At some point everybody who wants it has bought it and then it becomes obsolete and it's like bananas. Nobody, nobody buys old software. Um, these days, um, Minecraft, um, Mathematica, you know, Facebook, Google, um, you have the software assets that are, you know, have been around for 30 years that are gaining in value every year. Right. And they're just, they're being world of Warcraft, right. Salesforce.com, like they're being every
[01:25:31.020 --> 01:25:40.820]   playing
[01:25:40.820 --> 01:25:42.880]   is, and,
[01:25:59.300 --> 01:26:09.100]   a
[01:26:09.100 --> 01:26:26.180]   was the of out
[01:26:27.460 --> 01:26:46.600]   um and it's really important to kind of talk about the sort of very nature of what intelligence is and
[01:26:46.600 --> 01:26:51.660]   Fortunately, we have a we have a predecessor to machine intelligence, which is human intelligence
[01:26:51.660 --> 01:26:55.680]   And we've got you know observations and theories over thousands of years for what?
[01:26:55.900 --> 01:27:24.060]  , intelligence is in the hands of humans and what intelligence is right?
[01:27:24.080 --> 01:27:54.080]  , and we're going to talk about that in a little bit
[01:27:54.080 --> 01:27:54.080]   and we're going to talk about that in a little bit
[01:27:54.080 --> 01:27:54.080]   and we're going to talk about that in a little bit
[01:27:54.080 --> 01:27:54.080]   and we're going to talk about that in a little bit
[01:27:54.080 --> 01:27:54.080]   and we're going to talk about that in a little bit
[01:27:54.080 --> 01:27:54.080]   and we're going to talk about that in a little bit
[01:27:54.080 --> 01:27:54.080]   and we're going to talk about that in a little bit
[01:27:54.080 --> 01:27:54.080]   and we're going to talk about that in a little bit
[01:27:54.080 --> 01:27:54.080]   and we're going to talk about that in a little bit
[01:27:54.080 --> 01:27:54.080]   and we're going to talk about that in a little bit
[01:27:54.080 --> 01:27:54.080]   and we're going to talk about that in a little bit
[01:27:54.080 --> 01:27:54.080]   and we're going to talk about that in a little bit
[01:27:54.080 --> 01:27:54.080]   and we're going to talk about that in a little bit
[01:28:24.100 --> 01:28:24.100]   And we're going to talk about that in a little bit
[01:28:24.100 --> 01:28:24.100]   And we're going to talk about that in a little bit
[01:28:24.100 --> 01:28:24.100]   And we're going to talk about that in a little bit
[01:28:24.100 --> 01:28:24.100]  obedience
[01:28:24.100 --> 01:28:24.100]   And we're going to talk about that in a little bit
[01:28:24.100 --> 01:28:24.100]   And we're going to talk about that in a little bit
[01:28:24.100 --> 01:28:24.100]   And we're going to talk about that in a little bit
[01:28:24.100 --> 01:28:24.100]   And we're going to talk about that in a little bit
[01:28:24.100 --> 01:28:24.100]   And we're going to talk about that in a little bit
[01:28:24.100 --> 01:28:24.100]   And we're going to talk about that in a little bit
[01:28:24.100 --> 01:28:24.100]   And we're going to talk about that in a little bit
[01:28:24.100 --> 01:28:24.100]   And we're going to talk about that in a little bit
[01:28:24.100 --> 01:28:24.100]   And we're going to talk about that in a little bit
[01:28:24.100 --> 01:28:54.120]   And we're going to talk about that in a little bit
[01:28:54.120 --> 01:28:54.120]   And we're going to talk about that in a little bit
[01:28:54.120 --> 01:28:54.120]   And we're going to talk about that in a little bit
[01:28:54.120 --> 01:28:54.120]   And we're going to talk about that in a little bit
[01:28:54.120 --> 01:28:54.120]   And we're going to talk about that in a little bit
[01:28:54.120 --> 01:28:54.120]   And we're going to talk about that in a little bit
[01:28:54.120 --> 01:28:54.120]   And we're going to talk about that in a little bit
[01:28:54.140 --> 01:29:24.140]   And we're going to talk about that in a little bit
[01:29:24.140 --> 01:29:24.140]   And we're going to talk about that in a little bit
[01:29:24.140 --> 01:29:24.140]   And we're going to talk about that in a little bit
[01:29:24.140 --> 01:29:24.140]   And we're going to talk about that in a little bit
[01:29:24.140 --> 01:29:24.140]   And we're going to talk about that in a little bit
[01:29:24.140 --> 01:29:24.140]   And we're going to talk about that in a little bit
[01:29:24.140 --> 01:29:24.140]   And we're going to talk about that in a little bit
[01:29:24.140 --> 01:29:24.140]   And we're going to talk about that in a little bit
[01:29:24.140 --> 01:29:24.140]   And we're going to talk about that in a little bit
[01:29:24.140 --> 01:29:24.140]   And we're going to talk about that in a little bit
[01:29:24.140 --> 01:29:24.140]   And we're going to talk about that in a little bit
[01:29:24.140 --> 01:29:24.140]   And we're going to talk about that in a little bit
[01:29:24.140 --> 01:29:24.140]   And we're going to talk about that in a little bit
[01:29:24.140 --> 01:29:24.140]   And we're going to talk about that in a little bit
[01:29:24.140 --> 01:29:24.140]   And we're going to talk about that in a little bit
[01:29:24.140 --> 01:29:54.160]   And we're going to talk about that in a little bit
[01:29:54.160 --> 01:29:54.160]   And we're going to talk about that in a little bit
[01:29:54.160 --> 01:29:54.160]   And we're going to talk about that in a little bit
[01:29:54.160 --> 01:29:54.160]   And we're going to talk about that in a little bit
[01:29:54.160 --> 01:29:54.160]   And we're going to talk about that in a little bit
[01:29:54.160 --> 01:29:54.160]   And we're going to talk about that in a little bit
[01:29:54.160 --> 01:29:54.160]   And we're going to talk about that in a little bit
[01:29:54.160 --> 01:29:54.160]   And we're going to talk about that in a little bit
[01:29:54.160 --> 01:29:54.160]   And we're going to talk about that in a little bit
[01:29:54.180 --> 01:30:24.180]   And we're going to talk about that in a little bit
[01:30:24.180 --> 01:30:24.180]   And we're going to talk about that in a little bit
[01:30:24.180 --> 01:30:24.180]   And we're going to talk about that in a little bit
[01:30:24.180 --> 01:30:24.180]   And we're going to talk about that in a little bit
[01:30:24.180 --> 01:30:24.180]   And we're going to talk about that in a little bit
[01:30:24.180 --> 01:30:24.180]   And we're going to talk about that in a little bit
[01:30:24.180 --> 01:30:24.180]   And we're going to talk about that in a little bit
[01:30:24.180 --> 01:30:24.180]   And we're going to talk about that in a little bit
[01:30:24.180 --> 01:30:24.180]   And we're going to talk about that in a little bit
[01:30:24.180 --> 01:30:24.180]   And we're going to talk about that in a little bit
[01:30:24.180 --> 01:30:24.180]   And we're going to talk about that in a little bit
[01:30:24.180 --> 01:30:24.180]   And we're going to talk about that in a little bit
[01:30:24.180 --> 01:30:24.180]   And we're going to talk about that in a little bit
[01:30:24.180 --> 01:30:24.180]   And we're going to talk about that in a little bit
[01:30:24.180 --> 01:30:24.180]   And we're going to talk about that in a little bit
[01:30:24.180 --> 01:30:54.200]   And we're going to talk about that in a little bit
[01:30:54.200 --> 01:30:54.200]   And we're going to talk about that in a little bit
[01:30:54.200 --> 01:30:54.200]   And we're going to talk about that in a little bit
[01:30:54.200 --> 01:30:54.200]   And we're going to talk about that in a little bit
[01:30:54.200 --> 01:30:54.200]   And we're going to talk about that in a little bit
[01:30:54.200 --> 01:30:54.200]   And we're going to talk about that in a little bit
[01:30:54.200 --> 01:30:54.200]   And we're going to talk about that in a little bit
[01:30:54.200 --> 01:30:54.200]   And we're going to talk about that in a little bit
[01:30:54.200 --> 01:30:54.200]   And we're going to talk about that in a little bit
[01:30:54.220 --> 01:31:24.220]   And we're going to talk about that in a little bit
[01:31:24.220 --> 01:31:24.220]   And we're going to talk about that in a little bit
