
[00:00:00.040 --> 00:00:09.640]   pid
[00:48:11.620 --> 00:48:11.620]   I'll watch carefully cement the skills and the love of reading.
[00:48:11.620 --> 00:48:11.620]   I'll watch carefully cement the skills and the love of reading.
[00:48:11.620 --> 00:48:11.620]   I'll watch carefully cement the skills and the love of reading.
[00:48:11.620 --> 00:48:11.620]   I'll watch carefully cement the skills and the love of reading.
[00:48:11.620 --> 00:48:11.620]   I'll watch carefully cement the skills and the love of reading.
[00:48:11.620 --> 00:48:41.640]   I'll watch carefully cement the skills and the love of reading.
[00:48:41.640 --> 00:48:41.640]   I'll watch carefully cement the skills and the love of reading.
[00:48:41.640 --> 00:48:41.640]   I'll watch carefully cement the skills and the love of reading.
[00:48:41.640 --> 00:48:41.640]   I'll watch carefully cement the skills and the love of reading.
[00:48:41.640 --> 00:48:41.640]   I'll watch carefully cement the skills and the love of reading.
[00:48:41.640 --> 00:48:41.640]   I'll watch carefully cement the skills and the love of reading.
[00:48:41.660 --> 00:49:11.660]   I'll watch carefully cement the skills and the love of reading.
[00:49:11.660 --> 00:49:11.660]   I'll watch carefully cement the skills and the love of reading.
[00:49:11.660 --> 00:49:11.660]   I'll watch carefully cement the skills and the love of reading.
[00:49:11.660 --> 00:49:11.660]   I'll watch carefully cement the skills and the love of reading.
[00:49:11.660 --> 00:49:11.660]   I'll watch carefully cement the skills and the love of reading.
[00:49:11.660 --> 00:49:11.660]   I'll watch carefully cement the skills and the love of reading.
[00:49:11.660 --> 00:49:11.660]   I'll watch carefully cement the skills and the love of reading.
[00:49:11.660 --> 00:49:11.660]   I'll watch carefully cement the skills and the love of reading.
[00:49:11.660 --> 00:49:11.660]   I'll watch carefully cement the skills and the love of reading.
[00:49:11.660 --> 00:49:11.660]   I'll watch carefully cement the skills and the love of reading.
[00:49:11.660 --> 00:49:11.660]   I'll watch carefully cement the skills and the love of reading.
[00:49:11.660 --> 00:49:11.660]   I'll watch carefully cement the skills and the love of reading.
[00:49:11.660 --> 00:49:11.660]   I'll watch carefully cement the skills and the love of reading.
[00:49:11.660 --> 00:49:11.660]   I'll watch carefully cement the skills and the love of reading.
[00:49:11.660 --> 00:49:41.680]   a higher degree of probability of engaging with it and success and I don't think there's a problem with being interested in something for only a short amount of time one of the things that I can see in my own childhood is I had a great number of interests but often only for a short amount of time at the time I thought that was a bad thing I thought I had to stick with everything until I mastered it today I don't necessarily see it as a bad thing I just engaged with something until I lost interest and moved on to the next thing
[00:49:41.700 --> 00:50:11.700]   I don't necessarily see it as a bad thing I just engaged with something until I lost interest and moved on to the next thing
[00:50:11.700 --> 00:50:11.700]   I don't necessarily see it as a bad thing I just engaged with something until I lost interest and moved on to the next thing
[00:50:11.700 --> 00:50:11.700]   I don't necessarily see it as a bad thing I just engaged with something until I lost interest and moved on to the next thing
[00:50:11.700 --> 00:50:11.700]   I don't necessarily see it as a bad thing I just engaged with something until I lost interest and moved on to the next thing
[00:50:11.700 --> 00:50:11.700]   I don't necessarily see it as a bad thing I just engaged with something until I lost interest and moved on to the next thing
[00:50:11.700 --> 00:50:11.700]   I don't necessarily see it as a bad thing I just engaged with something until I lost interest and moved on to the next thing
[00:50:11.700 --> 00:50:11.700]   I don't necessarily see it as a bad thing I just engaged with something until I lost interest and moved on to the next thing
[00:50:11.740 --> 00:50:41.720]  ,
[00:50:41.720 --> 00:50:41.720]   I don't necessarily see it as a bad thing I just engaged with something until I lost interest and moved on to the next thing
[00:50:41.720 --> 00:50:41.720]   I don't necessarily see it as a bad thing I just engaged with something until I lost interest and moved on to the next thing
[00:50:41.720 --> 00:50:41.720]   I don't necessarily see it as a bad thing I just engaged with something until I lost interest and moved on to the next thing
[00:50:41.720 --> 00:50:41.720]   I don't necessarily see it as a bad thing I just engaged with something until I lost interest and moved on to the next thing
[00:50:41.740 --> 00:51:11.740]   I don't necessarily see it as a bad thing I just engaged with something until I lost interest and moved on to the next thing
[00:51:11.740 --> 00:51:11.740]   I don't necessarily see it as a bad thing I just engaged with something until I lost interest and moved on to the next thing
[00:51:11.740 --> 00:51:11.740]   I don't necessarily see it as a bad thing I just engaged with something until I lost interest and moved on to the next thing
[00:51:11.740 --> 00:51:11.740]   I don't necessarily see it as a bad thing I just engaged with something until I lost interest and moved on to the next thing
[00:51:11.740 --> 00:51:11.740]   I don't necessarily see it as a bad thing I just engaged with something until I lost interest and moved on to the next thing
[00:51:11.740 --> 00:51:11.740]   I don't necessarily see it as a bad thing I just engaged with something until I lost interest and moved on to the next thing
[00:51:11.740 --> 00:51:11.740]   I don't necessarily see it as a bad thing I just engaged with something until I lost interest and moved on to the next thing
[00:51:11.780 --> 00:51:41.760]  ,
[00:51:41.760 --> 00:51:41.760]   I don't necessarily see it as a bad thing I just engaged with something until I lost interest and moved on to the next thing
[00:51:41.760 --> 00:51:41.760]   I don't necessarily see it as a bad thing I just engaged with something until I lost interest and moved on to the next thing
[00:51:41.760 --> 00:51:41.760]   I don't necessarily see it as a bad thing I just engaged with something until I lost interest and moved on to the next thing
[00:51:41.760 --> 00:51:41.760]   I don't necessarily see it as a bad thing I just engaged with something until I lost interest and moved on to the next thing
[00:51:41.780 --> 00:52:11.780]   I don't necessarily see it as a bad thing I just engaged with something until I lost interest and moved on to the next thing
[00:52:11.780 --> 00:52:11.780]   I don't necessarily see it as a bad thing I just engaged with something until I lost interest and moved on to the next thing
[00:52:11.780 --> 00:52:11.780]   I don't necessarily see it as a bad thing I just engaged with something until I lost interest and moved on to the next thing
[00:52:11.780 --> 00:52:11.780]   I don't necessarily see it as a bad thing I just engaged with something until I lost interest and moved on to the next thing
[00:52:11.780 --> 00:52:11.780]   I don't necessarily see it as a bad thing I just engaged with something until I lost interest and moved on to the next thing
[00:52:11.780 --> 00:52:11.780]   I don't necessarily see it as a bad thing I just engaged with something until I lost interest and moved on to the next thing
[00:52:11.780 --> 00:52:11.780]   I don't necessarily see it as a bad thing I just engaged with something until I lost interest and moved on to the next thing
[00:52:11.820 --> 00:52:41.800]  ,
[00:52:41.800 --> 00:52:41.800]   I don't necessarily see it as a bad thing I just engaged with something until I lost interest and moved on to the next thing
[00:52:41.800 --> 00:52:41.800]   I don't necessarily see it as a bad thing I just engaged with something until I lost interest and moved on to the next thing
[00:52:41.800 --> 00:52:41.800]   I don't necessarily see it as a bad thing I just engaged with something until I lost interest and moved on to the next thing
[00:52:41.800 --> 00:52:41.800]   I don't necessarily see it as a bad thing I just engaged with something until I lost interest and moved on to the next thing
[00:52:41.820 --> 00:53:11.820]   I don't necessarily see it as a bad thing I just engaged with something until I lost interest and moved on to the next thing
[00:53:11.820 --> 00:53:11.820]   I don't necessarily see it as a bad thing I just engaged with something until I lost interest and moved on to the next thing
[00:53:11.820 --> 00:53:11.820]   I don't necessarily see it as a bad thing I just engaged with something until I lost interest and moved on to the next thing
[00:53:11.820 --> 00:53:11.820]   I don't necessarily see it as a bad thing I just engaged with something until I lost interest and moved on to the next thing
[00:53:11.820 --> 00:53:11.820]   I don't necessarily see it as a bad thing I just engaged with something until I lost interest and moved on to the next thing
[00:53:11.820 --> 00:53:11.820]   I don't necessarily see it as a bad thing I just engaged with something until I lost interest and moved on to the next thing
[00:53:11.820 --> 00:53:11.820]   I don't necessarily see it as a bad thing I just engaged with something until I lost interest and moved on to the next thing
[00:53:11.860 --> 00:53:41.840]  ,
[00:53:41.840 --> 00:53:41.840]   I don't necessarily see it as a bad thing I just engaged with something until I lost interest and moved on to the next thing
[00:53:41.840 --> 00:53:41.840]   I don't necessarily see it as a bad thing I just engaged with something until I lost interest and moved on to the next thing
[00:53:41.840 --> 00:53:41.840]   I don't necessarily see it as a bad thing I just engaged with something until I lost interest and moved on to the next thing
[00:53:41.840 --> 00:53:41.840]   I don't necessarily see it as a bad thing I just engaged with something until I lost interest and moved on to the next thing
[00:53:41.840 --> 00:53:41.840]   I don't necessarily see it as a bad thing I just engaged with something until I lost interest and moved on to the next thing
[00:53:41.860 --> 00:54:11.860]   I don't necessarily see it as a bad thing I just engaged with something until I lost interest and moved on to the next thing
[00:54:11.860 --> 00:54:11.860]   I don't necessarily see it as a bad thing I just engaged with something until I lost interest and moved on to the next thing
