
[00:00:00.360 --> 00:00:04.800]   Welcome to the Huberman Lab Podcast, where we discuss science and science-based tools
[00:53:29.340 --> 00:53:44.340]   Dr. Mark Berman: This next-gen formula is based on exciting new research on the effects of probiotics on the gut microbiome, and it now includes several clinically studied probiotic strains shown to support both digestive health and immune system health, as well as to improve bowel regularity and to reduce bloating.
[00:53:44.340 --> 00:53:50.340]   Dr. Mark Berman: Whenever I'm asked if I could take just one supplement, what that supplement would be, I always say AG1.
[00:53:50.340 --> 00:53:55.340]   Dr. Mark Berman: If you'd like to try AG1, you can go to drinkag1.com/huberman.
[00:53:55.340 --> 00:54:02.340]   Dr. Mark Berman: For a limited time, AG1 is giving away a free one-month supply of omega-3 fish oil, along with a bottle of vitamin D3 plus K2.
[00:54:02.340 --> 00:54:13.340]   Dr. Mark Berman: As I've highlighted before on this podcast, omega-3 fish oil and vitamin D3 K2 have been shown to help with everything from mood and brain health, to heart health, to healthy hormone status, and much more.
[00:54:13.340 --> 00:54:23.340]   Dr. Mark Berman: Again, that's drinkag1.com/huberman to get a free one-month supply of omega-3 fish oil, plus a bottle of vitamin D3 plus K2 with your subscription.
[00:54:23.340 --> 00:54:26.340]   Dr. Mark Berman: Today's episode is also brought to us by Our Place.
[00:54:26.340 --> 00:54:29.340]   Our Place makes my favorite pots, pans, and other cookware.
[00:54:29.340 --> 00:54:40.340]   Dr. Mark Berman: Surprisingly, toxic compounds such as PFASs or forever chemicals are still found in 80% of non-stick pans, as well as utensils, appliances, and countless other kitchen products.
[00:54:40.340 --> 00:54:53.340]   Dr. Mark Berman: As I've discussed before on this podcast, these PFASs or forever chemicals like Teflon have been linked to major health issues such as hormone disruption, gut microbiome disruption, fertility issues, and many other health problems.
[00:54:53.340 --> 00:54:55.340]   Dr. Mark Berman: So it's really important to try and avoid them.
[00:54:55.340 --> 00:54:57.340]   Dr. Mark Berman: This is why I'm a huge fan of Our Place.
[00:54:57.340 --> 00:55:03.340]   Dr. Mark Berman: Our Place products are made with the highest quality materials and are all completely PFAS and toxin-free.
[00:55:03.340 --> 00:55:06.340]   Dr. Mark Berman: I especially love their Titanium Always Pan Pro.
[00:55:06.340 --> 00:55:10.340]   Dr. Mark Berman: It's the first non-stick pan made with zero chemicals and zero coating.
[00:55:10.340 --> 00:55:12.340]   Dr. Mark Berman: Instead, it uses pure titanium.
[00:55:12.340 --> 00:55:17.340]   Dr. Mark Berman: This means it has no harmful forever chemicals and does not degrade or lose its non-stick effect over time.
[00:55:17.340 --> 00:55:19.340]   Dr. Mark Berman: It's also beautiful to look at.
[00:55:19.340 --> 00:55:22.340]   Dr. Mark Berman: I cook eggs in my Titanium Always Pan Pro almost every morning.
[00:55:22.340 --> 00:55:26.340]   Dr. Mark Berman: The design allows for the eggs to cook perfectly without sticking to the pan.
[00:55:26.340 --> 00:55:30.340]   Dr. Mark Berman: I also cook burgers and steaks in it, and it puts a really nice sear on the meat.
[00:55:30.340 --> 00:55:34.340]   Dr. Mark Berman: But again, nothing sticks to it, so it's really easy to clean and it's even dishwasher safe.
[00:55:34.340 --> 00:55:37.340]   Dr. Mark Berman: I love it, and I basically use it constantly.
[00:55:37.340 --> 00:55:43.340]   Dr. Mark Berman: Our Place now has a full line of Titanium Pro cookware that uses its first-of-its-kind titanium non-stick technology.
[00:55:43.340 --> 00:55:52.340]   Dr. Mark Berman: So if you're looking for non-toxic, long-lasting pots and pans, go to fromourplace.com/huberman and use the code Huberman at checkout.
[00:55:52.340 --> 00:55:59.340]   Dr. Mark Berman: With a 100-day risk-free trial, free shipping, and free returns, you can experience this terrific cookware with zero risk.
[00:55:59.340 --> 00:56:06.340]   Dr. Mark Berman: You know, I've been long obsessed with this difference between what happens in our brain stem,
[00:56:06.340 --> 00:56:13.340]   you know, the areas involved, as you know, with levels of arousal and stress versus calm,
[00:56:13.340 --> 00:56:19.340]   when we look at a fixation point versus a horizon or when we go into panoramic vision.
[00:56:19.340 --> 00:56:26.340]   Dr. Mark Berman: And there are now ample data to support the idea that when we fixate on a small box, like a phone or a computer,
[00:56:26.340 --> 00:56:33.340]   or we, you know, we're fixated on something, we're reading or paying attention to it, that our level of autonomic arousal creeps up.
[00:56:33.340 --> 00:56:36.340]   It doesn't creep up indefinitely, but this makes sense, right?
[00:56:36.340 --> 00:56:37.340]   Dr. Mark Berman: Yeah.
[00:56:37.340 --> 00:56:38.340]   Dr. Mark Berman: Visual attention matches the cognitive attention.
[00:56:38.340 --> 00:56:39.340]   Dr. Mark Berman: Yeah.
[00:56:39.340 --> 00:56:40.340]   Dr. Mark Berman: You need arousal, aka alertness to get cognitive attention.
[00:56:40.340 --> 00:56:41.340]   Dr. Mark Berman: Yeah.
[00:56:41.340 --> 00:56:45.340]   Dr. Mark Berman: But that when we go into panoramic vision, which is, you know, for the aficionados,
[00:56:45.340 --> 00:56:46.340]   you can look up magnocellular vision.
[00:56:46.340 --> 00:56:47.340]   Dr. Mark Berman: Yeah.
[00:56:47.340 --> 00:56:50.340]   Dr. Mark Berman: What you're essentially doing is you're taking bigger pixels of the visual environment.
[00:56:50.340 --> 00:56:51.340]   Dr. Mark Berman: Yes.
[00:56:51.340 --> 00:56:55.340]   Dr. Mark Berman: And when we look at a horizon, we naturally go into panoramic vision,
[00:56:55.340 --> 00:56:58.340]   unless we're looking at our phone and taking a picture of that horizon.
[00:56:58.340 --> 00:56:59.340]   Dr. Mark Berman: Yes.
[00:56:59.340 --> 00:57:00.340]   Dr. Mark Berman: So take note.
[00:57:00.340 --> 00:57:09.340]   Dr. Mark Berman: It's interesting to me to think about visual environments such as nature that have us taking larger bins, pixels,
[00:57:09.340 --> 00:57:15.340]   if we're talking about visual space, but that we're also perhaps, this is a question I'm obsessed with,
[00:57:15.340 --> 00:57:17.340]   perhaps taking larger time bins.
[00:57:17.340 --> 00:57:18.340]   Dr. Mark Berman: Hmm.
[00:57:18.340 --> 00:57:24.340]   Dr. Mark Berman: What do you think about a kind of a general idea that what we need to do in order to be focused
[00:57:24.340 --> 00:57:25.340]   Dr. Mark Berman: Yeah.
[00:57:25.340 --> 00:57:29.340]   Dr. Mark Berman: is to allow our mind to go into these kind of like time drift states.
[00:57:29.340 --> 00:57:30.340]   Dr. Mark Berman: Yeah.
[00:57:30.340 --> 00:57:34.340]   Dr. Mark Berman: And I kind of think, you know, you're talking about it from a visual perspective,
[00:57:34.340 --> 00:57:37.340]   but I think it's also from a cognitive mental perspective.
[00:57:37.340 --> 00:57:45.340]   Dr. Mark Berman: So I think also to being in nature kind of widens your cognitive, you know, landscape.
[00:57:45.340 --> 00:57:51.340]   Dr. Mark Berman: And that's why I think people sometimes, you know, you hear all these anecdotes where people are struggling to solve a problem.
[00:57:51.340 --> 00:57:53.340]   Dr. Mark Berman: They can't figure it out.
[00:57:53.340 --> 00:57:56.340]   Dr. Mark Berman: They go for a walk in nature and then boom, they solve the problem.
[00:57:56.340 --> 00:57:58.340]   Dr. Mark Berman: Because the brain is still churning on that.
[00:57:58.340 --> 00:57:59.340]   Dr. Mark Berman: Right.
[00:57:59.340 --> 00:58:06.340]   Dr. Mark Berman: But maybe being out in nature sort of inspires this widening of attentional space internally.
[00:58:06.340 --> 00:58:09.340]   Dr. Mark Berman: We had a guest on this podcast, Michael Platt from the University of Pennsylvania.
[00:58:09.340 --> 00:58:10.340]   Dr. Mark Berman: Yeah.
[00:58:10.340 --> 00:58:12.340]   Dr. Mark Berman: He's a neuroscientist and he told us about this experiment.
[00:58:12.340 --> 00:58:13.340]   Dr. Mark Berman: It's pretty wild.
[00:58:13.340 --> 00:58:14.340]   Dr. Mark Berman: So this still blows me away.
[00:58:14.340 --> 00:58:22.340]   Dr. Mark Berman: You're probably familiar with it, but I wasn't, which is that if you have human subjects in a lab, do a connect the dots task where the dots are placed very close together.
[00:58:22.340 --> 00:58:23.340]   Dr. Mark Berman: Yeah.
[00:58:23.340 --> 00:58:28.340]   Dr. Mark Berman: Versus a connect the dots task where the dots are placed much further apart.
[00:58:28.340 --> 00:58:30.340]   Dr. Mark Berman: And then you give them a creativity task.
[00:58:30.340 --> 00:58:42.340]   Dr. Mark Berman: The people who do the task, and it's well controlled for folks, connecting dots that are further apart in physical space show significantly elevated levels of creative insight.
[00:58:42.340 --> 00:58:43.340]   Dr. Mark Berman: To solving problems.
[00:58:43.340 --> 00:58:44.340]   Dr. Mark Berman: Yes.
[00:58:44.340 --> 00:58:46.340]   Dr. Mark Berman: And so there's something about visual space and time.
[00:58:46.340 --> 00:58:47.340]   Dr. Mark Berman: Yes.
[00:58:47.340 --> 00:58:51.340]   Dr. Mark Berman: And our ability to link things in cognitive space and time.
[00:58:51.340 --> 00:58:52.340]   Dr. Mark Berman: Yes.
[00:58:52.340 --> 00:58:58.340]   Dr. Mark Berman: And this is why when you said earlier that when you're out in nature, there aren't as many words to describe things.
[00:58:58.340 --> 00:58:59.340]   Dr. Mark Berman: Right, yes.
[00:58:59.340 --> 00:59:09.340]   Dr. Mark Berman: What that means to me, if I think about the results that Platt was talking about, is that perhaps it isn't just that there's a dearth of language.
[00:59:09.340 --> 00:59:14.340]   Dr. Mark Berman: But perhaps then your brain starts to drop into other modes of cognition.
[00:59:14.340 --> 00:59:16.340]   Dr. Mark Berman: I don't want to sound too nerdy just to sound nerdy here.
[00:59:16.340 --> 00:59:17.340]   Dr. Mark Berman: Yes.
[00:59:17.340 --> 00:59:22.340]   Dr. Mark Berman: But there are all sorts of things in your brain that can't have words assigned to them.
[00:59:22.340 --> 00:59:23.340]   Dr. Mark Berman: Yeah.
[00:59:23.340 --> 00:59:27.340]   Dr. Mark Berman: Like for instance, your childhood, you could give the whole story, but it still wouldn't capture it, right?
[00:59:27.340 --> 00:59:28.340]   Dr. Mark Berman: Right, right.
[00:59:28.340 --> 00:59:29.340]   Dr. Mark Berman: But there was your trauma.
[00:59:29.340 --> 00:59:30.340]   Dr. Mark Berman: There was your wins.
[00:59:30.340 --> 00:59:33.340]   Dr. Mark Berman: There were your falling in love.
[00:59:33.340 --> 00:59:37.340]   Dr. Mark Berman: You know, we have these words, but they don't capture the experience.
[00:59:37.340 --> 00:59:41.340]   Dr. Mark Berman: They don't capture like the visceral experience, the smells, the tastes.
[00:59:41.340 --> 00:59:51.340]   Dr. Mark Berman: And so I love the idea that in nature things are sparse enough yet rich enough that maybe these networks get triggered.
[00:59:51.340 --> 00:59:52.340]   Dr. Mark Berman: Right, right.
[00:59:52.340 --> 01:00:04.340]   Dr. Mark Berman: And I think, you know, this is kind of another, if we want to get into the neuroscience a little bit, we have some of these ideas that for what a brain looks like when it's kind of at rest.
[01:00:04.340 --> 01:00:12.340]   Dr. Mark Berman: And when we talk about fractalness, you know, most of us think about like a spatial fractal.
[01:00:12.340 --> 01:00:16.340]   Dr. Mark Berman: So if there's a snowflake, it's got a characteristic shape.
[01:00:16.340 --> 01:00:21.340]   Dr. Mark Berman: If you put that snowflake under a microscope and zoom in, it still kind of has that same shape.
[01:00:21.340 --> 01:00:23.340]   Dr. Mark Berman: If you zoom in some more, it's still got that same shape.
[01:00:23.340 --> 01:00:28.340]   Dr. Mark Berman: So it doesn't matter what scale you look at the snowflake, it's got the same shape.
[01:00:28.340 --> 01:00:34.340]   Dr. Mark Berman: So that's called as a snowflake is sort of scale free spatially or another way to say it is that it's fractal.
[01:00:34.340 --> 01:00:39.340]   Dr. Mark Berman: It's got this repeated patterning at these different spatial scales and nature is filled with fractals.
[01:00:39.340 --> 01:00:41.340]   Dr. Mark Berman: Could you tell us more about some of those?
[01:00:41.340 --> 01:00:43.340]   Dr. Mark Berman: I recall hearing about fractals of Mandelbrot.
[01:00:43.340 --> 01:00:44.340]   Dr. Mark Berman: Yeah, Mandelbrot.
[01:00:44.340 --> 01:00:45.340]   Dr. Mark Berman: That came up with fractals.
[01:00:45.340 --> 01:00:46.340]   Dr. Mark Berman: Yes.
[01:00:46.340 --> 01:00:51.340]   Dr. Mark Berman: But despite the fact that I remember Mandelbrot's name, all that tells you is that my brain is filled with meaningless information.
[01:00:51.340 --> 01:00:55.340]   Dr. Mark Berman: Because what I want to know is not who came up with it, right?
[01:00:55.340 --> 01:00:57.340]   Dr. Mark Berman: This is the problem with the hippocampus, right?
[01:00:57.340 --> 01:01:01.340]   Dr. Mark Berman: You can encode perfectly useless information, no discredit to Mandelbrot.
[01:01:01.340 --> 01:01:05.340]   Dr. Mark Berman: But where in nature, aside from snowflakes, do fractals show up?
[01:01:05.340 --> 01:01:06.340]   Dr. Mark Berman: Are they in tree bark?
