
[00:00:00.000 --> 00:00:01.080]   Hey, everybody. Hey, everybody.
[01:22:21.240 --> 01:22:24.080]   This Rolling Stone interviewer was talking to Dylan about it.
[01:22:24.080 --> 01:22:26.080]   And he said, "This was my favorite album,
[01:22:26.080 --> 01:22:27.220]   "and this is incredible," whatever.
[01:22:27.220 --> 01:22:28.200]   And they're like, "What was the inspiration?
[01:22:28.200 --> 01:22:29.040]   "Take me behind it."
[01:22:29.040 --> 01:22:31.280]   And he said, "Well, I owed Columbia Records an album
[01:22:31.280 --> 01:22:32.520]   "and they had given me an advance
[01:22:32.520 --> 01:22:35.120]   "and they were gonna sue me and I had to give the money back
[01:22:35.120 --> 01:22:37.200]   "and I had just gone through a divorce and I needed the money
[01:22:37.200 --> 01:22:39.760]   "and I couldn't do it, so I wrote the album."
[01:22:39.760 --> 01:22:44.880]   I was desperately, I was crushed that Dylan's,
[01:22:44.880 --> 01:22:48.420]   one of his best albums and pieces of art in his life
[01:22:48.420 --> 01:22:52.320]   was strictly a function of the pressure of being-
[01:22:52.320 --> 01:22:53.860]   - His destiny is the mother of both-
[01:22:53.860 --> 01:22:54.700]   - There it is!
[01:22:54.700 --> 01:22:56.400]   - Technical and creative invention.
[01:22:56.400 --> 01:22:57.240]   Yeah. - Absolutely.
[01:22:57.240 --> 01:22:58.480]   All right, everybody, four.
[01:22:58.480 --> 01:22:59.800]   - Thanks, guys.
[01:22:59.800 --> 01:23:00.840]   - Gavin Baker.
[01:23:00.840 --> 01:23:01.880]   - Joe Lonsdale.
[01:23:01.880 --> 01:23:03.360]   - David Friedberg.
[01:23:03.360 --> 01:23:08.080]   And we miss you, Saxx, taking a victory day.
[01:23:08.080 --> 01:23:09.720]   And it's taking victory day today.
[01:23:09.720 --> 01:23:12.760]   And Chamath, both out of the office today.
[01:23:12.760 --> 01:23:15.440]   I am the world's greatest moderator,
[01:23:15.440 --> 01:23:17.680]   and we'll see you next time on the "All In" podcast.
[01:23:17.680 --> 01:23:18.520]   Bye-bye.
[01:23:18.520 --> 01:23:19.340]   ♪ I'm going all in ♪
[01:23:19.340 --> 01:23:20.180]   - Bye-bye.
[01:23:20.180 --> 01:23:21.260]   (upbeat music)
[01:23:21.260 --> 01:23:23.960]   ♪ We'll let your winners ride ♪
[01:23:23.960 --> 01:23:26.480]   ♪ Rainman David Saxx ♪
[01:23:26.480 --> 01:23:28.420]   ♪ I'm going all in ♪
[01:23:28.420 --> 01:23:29.260]   ♪ And it said ♪
[01:23:29.260 --> 01:23:30.480]   ♪ We open-sourced it to the fans ♪
[01:23:30.480 --> 01:23:32.320]   ♪ And they've just gone crazy with it ♪
[01:23:32.320 --> 01:23:33.160]   - Love you, Westies.
[01:23:33.160 --> 01:23:34.360]   ♪ I'm queen of Kinwa ♪
[01:23:34.360 --> 01:23:35.560]   ♪ I'm going all in ♪
[01:23:35.560 --> 01:23:37.240]   ♪ We'll let your winners ride ♪
[01:23:37.240 --> 01:23:39.480]   ♪ We'll let your winners ride ♪
[01:23:39.480 --> 01:23:41.120]   ♪ We'll let your winners ride ♪
[01:23:41.120 --> 01:23:42.480]   - Besties are gone.
[01:23:42.480 --> 01:23:43.920]   (laughing)
[01:23:43.920 --> 01:23:46.500]   - That is my dog taking a notice in your driveway, Saxx.
[01:23:46.500 --> 01:23:48.760]   (laughing)
[01:23:48.760 --> 01:23:49.600]   - Oh, man.
[01:23:49.600 --> 01:23:51.560]   - My avatars will meet me at-
[01:23:51.560 --> 01:23:52.640]   - We should all just get a room
[01:23:52.640 --> 01:23:54.240]   and just have one big huge orgy,
[01:23:54.240 --> 01:23:55.440]   'cause they're all just useless.
[01:23:55.440 --> 01:23:56.960]   It's like this sexual tension
[01:23:56.960 --> 01:23:59.560]   that they just need to release somehow.
[01:23:59.560 --> 01:24:01.360]   ♪ Let your beat be ♪
[01:24:01.360 --> 01:24:04.860]   ♪ Let your beat be ♪
[01:24:04.860 --> 01:24:05.680]   - We need to get merch.
[01:24:05.680 --> 01:24:06.520]   - Besties are back.
[01:24:06.520 --> 01:24:11.520]   ♪ I'm going all in ♪
[01:24:11.520 --> 01:24:17.240]   ♪ I'm going all in ♪
[01:24:17.240 --> 01:24:17.740]   you
[01:24:17.740 --> 01:24:19.800]   you

