
[00:00:00.000 --> 00:00:01.600]   two days ago,
[00:45:57.900 --> 00:46:02.940]   gotten uh the electoral count Act reform so if Biden hadn't gone all the way with his progressive
[00:46:02.940 --> 00:46:07.740]   voting rights agenda and just focused on reforming the electoral count Act then you could have
[00:46:07.740 --> 00:46:13.920]   invented a situation like we had on January 6 that that what was happening inside the capital not
[00:46:13.920 --> 00:46:19.020]   outside so there was a lot of stuff they could have passed and they didn't why because the in
[00:46:19.020 --> 00:46:23.460]   the in the first half of his administration Biden's been completely captive to the progressives there's
[00:46:23.460 --> 00:46:29.100]   another thing as well you could get a child tax credit uh passed you could get Romney would
[00:46:29.100 --> 00:46:33.900]   basically be the floor leader on that in the Senate they could pass a child tax credit that's
[00:46:33.900 --> 00:46:37.720]   the most popular part of BBB why don't they peel that off and vote on it
[00:46:37.720 --> 00:46:40.960]   you know because they went through the whole thing that's right the progressives are holding
[00:46:40.960 --> 00:46:44.920]   it hostage saying that we're not going to give that to you unless you do the whole enchilada and
[00:46:44.920 --> 00:46:49.600]   of course there's no votes for that so I think there's and and so who ultimately is the culprit
[00:46:49.600 --> 00:46:54.160]   for allowing this to happen will partly bind but also Ron Clay and the chief of staff I mean they've
[00:46:54.160 --> 00:46:59.260]   made a instead of triangulating to the center they should have realized hey we're a 50 50
[00:46:59.260 --> 00:47:04.420]   president right I mean we have a 50 50 Senate we should be triangulating we should be building a
[00:47:04.420 --> 00:47:07.700]   centrist coalition Ron claims that has been letting going modern
[00:47:07.700 --> 00:47:12.260]   progress has tried the train Biden had a clear path to go right to the center pull everybody in
[00:47:12.260 --> 00:47:17.360]   pull the working class in that's been his supporting base who he is working class and
[00:47:17.360 --> 00:47:21.860]   so he is and and he blew it by going too far to the left if he wants to save this presidency he
[00:47:21.860 --> 00:47:27.740]   should go straight to the middle and get all the working class behind him by the guy that went to
[00:47:27.740 --> 00:47:35.240]   some elite you know uh East Coast liberal art school where he got a master's in you know fine
[00:47:35.240 --> 00:47:37.680]   arts and his four hundred thousand in debt that's not Joe Biden
[00:47:37.680 --> 00:47:45.840]   but he's let all these people run over the White House and it's too late now because I think what's
[00:47:45.840 --> 00:47:50.820]   going to happen is well the Republicans are going to win the house how much time did we spend talking
[00:47:50.820 --> 00:47:57.660]   about canceling student debt for who yeah no for a bunch of elite uh people with graduate degrees
[00:47:57.660 --> 00:48:02.700]   from yeah it's a leak I mean listen there's grifters on both sides it's disgusting and we
[00:48:02.700 --> 00:48:07.380]   need to get to a version of politics that maybe is more like our conversations here but let's let's
[00:48:07.660 --> 00:48:13.540]   get to another society that we thought was going to roll over ours but um and that we were in we
[00:48:13.540 --> 00:48:19.960]   were behind on in terms of competition China's in chaos right now apparently um in terms of slowing
[00:48:19.960 --> 00:48:25.120]   economic growth bank protests mortgage protests exactly what I predicted last year when you guys
[00:48:25.120 --> 00:48:29.200]   were talking about China was going to dunk on us and I said you know it's very hard to run these
[00:48:29.200 --> 00:48:34.840]   authoritarian countries and the citizens like to protest when they get the short end of the
[00:48:34.840 --> 00:48:37.640]   uh the stick and here we go Chinese economy is is growing
[00:48:37.640 --> 00:48:42.020]   very slowly they were going to do five and a half percent this year they were only 0.4 in Q2
[00:48:42.020 --> 00:48:48.440]   covet has a lot to do with this but there's been a series of bank protests and uh the media has been
[00:48:48.440 --> 00:48:53.120]   trying to figure out exactly what's going on here to just set the stage here rural banks in China
[00:48:53.120 --> 00:48:59.600]   in a couple of provinces froze a bunch of people's uh withdrawals in April okay sounds like the crypto
[00:48:59.600 --> 00:49:06.260]   uh contagion in many ways they had been offering unusually high interest rates also sounding like
[00:49:07.620 --> 00:49:11.100]   what's going on here no no I think it's I think it's more like 2008 Jason I think the financial I
[00:49:11.100 --> 00:49:15.000]   think it's more like the financial crisis in 2008 that was driven by the real estate bubble yes
[00:49:15.000 --> 00:49:18.900]   they've got their own real estate bubble which is collapsing there correct and so there's there's
[00:49:18.900 --> 00:49:24.480]   multiple things going on at once the authorities haven't said how much money is frozen uh protesters
[00:49:24.480 --> 00:49:30.120]   claim it's billions of uh Juan but it's hundreds of millions in the U.S after weeks without a
[00:49:30.120 --> 00:49:36.480]   resolution customers have been began protesting plain clothes thugs have been hitting and kicking
[00:49:36.480 --> 00:49:43.560]   protesters and as of Wednesday a video went viral of the CCP bringing in tanks to protect the banks
[00:49:43.560 --> 00:49:49.860]   very uh evocative of Tiananmen Square I have a question so go ahead yeah so China has a very
[00:49:49.860 --> 00:49:58.740]   explicit zero tolerance policy on covet why do you guys think they are so extreme in that policy like
[00:49:58.740 --> 00:50:06.460]   any any ideas like have they explained why it has to be zero tolerance they have not explained
[00:50:06.460 --> 00:50:11.440]   that um and if you believe that they're the origin of covet maybe they have some insider information
[00:50:11.440 --> 00:50:16.960]   about long-haul covet and that was something I want to talk to Friedberg about if he thinks this
[00:50:16.960 --> 00:50:22.840]   you know long-term covet stuff is a really acute issue but freebird what do you think yeah I don't
[00:50:22.840 --> 00:50:30.100]   let me I don't want to answer that can I answer that if you don't want to yeah listen I I think
[00:50:30.100 --> 00:50:34.240]   the answer is very simple but I do want to talk about the Chinese economy I I I oh yeah yeah yeah
[00:50:34.240 --> 00:50:40.540]   yeah this is a complex issue there's a lot more going on there so on on zero covet I think this
[00:50:40.540 --> 00:50:46.780]   is coming directly from Xi this is his policy and I think that earlier in the pandemic they were
[00:50:46.780 --> 00:50:53.860]   hailing their response which they saw as orderly and effective at controlling covet and they were
[00:50:53.860 --> 00:51:00.820]   contrasting that with a chaotic Western response and so I think that the credibility of the CCP
[00:51:00.820 --> 00:51:03.940]   and G himself got tied up in this idea
[00:51:03.940 --> 00:51:10.000]   of stopping covet entirely of zero covet and so I think this is coming directly from the top and
[00:51:10.000 --> 00:51:16.000]   it's having a huge impact on their economy and I think this is one of the dangerous aspects of a
[00:51:16.000 --> 00:51:21.280]   autocratic system is you got one guy at the top making the decisions and if he's wrong there's
[00:51:21.280 --> 00:51:25.420]   not really a great feedback and nobody can question him yeah there's no questioning the
[00:51:25.420 --> 00:51:30.640]   God King yeah you know it sort of recalls um a situation in China I think it's about 500
[00:51:30.640 --> 00:51:33.760]   years ago there was a Chinese emperor who banned shipbuilding
[00:51:33.760 --> 00:51:39.880]   and banning having a Navy and because of that China shut itself off from Global Trade and it
[00:51:39.880 --> 00:51:45.160]   fell well behind the West which then explored and captured the new world there's this question about
