
[00:00:00.040 --> 00:00:06.680]  � think start
[01:13:21.140 --> 01:13:28.720]   And suddenly in a society it's like oh this is we get more of what we reward so I I think that's a piece of what's going on.
[01:13:28.720 --> 01:13:48.820]  ,
[01:13:48.820 --> 01:13:52.980]   I think that's a piece of what's going on.
[01:13:52.980 --> 01:13:54.560]   I think that's a piece of what's going on.
[01:13:54.560 --> 01:13:55.300]   I think that's a piece of what's going on.
[01:13:55.300 --> 01:13:56.120]   I think that's a piece of what's going on.
[01:13:56.120 --> 01:13:56.800]   I think that's a piece of what's going on.
[01:13:56.800 --> 01:13:58.040]   I think that's a piece of what's going on.
[01:13:58.040 --> 01:13:58.740]   I think that's a piece of what's going on.
[01:13:58.740 --> 01:13:58.740]   I think that's a piece of what's going on.
[01:13:58.740 --> 01:13:58.740]   I think that's a piece of what's going on.
[01:13:58.740 --> 01:13:58.740]   I think that's a piece of what's going on.
[01:13:58.760 --> 01:14:28.760]   I think that's a piece of what's going on.
[01:14:28.760 --> 01:14:28.760]   I think that's a piece of what's going on.
[01:14:28.760 --> 01:14:28.760]   I think that's a piece of what's going on.
[01:14:28.760 --> 01:14:28.760]   I think that's a piece of what's going on.
[01:14:28.760 --> 01:14:28.760]   I think that's a piece of what's going on.
[01:14:28.760 --> 01:14:28.760]   I think that's a piece of what's going on.
[01:14:28.760 --> 01:14:28.760]   I think that's a piece of what's going on.
[01:14:28.760 --> 01:14:28.760]   I think that's a piece of what's going on.
[01:14:28.760 --> 01:14:28.760]   I think that's a piece of what's going on.
[01:14:28.760 --> 01:14:28.760]   I think that's a piece of what's going on.
[01:14:28.760 --> 01:14:28.760]   I think that's a piece of what's going on.
[01:14:28.760 --> 01:14:28.760]   I think that's a piece of what's going on.
[01:14:28.760 --> 01:14:28.760]   I think that's a piece of what's going on.
[01:14:28.760 --> 01:14:28.760]   I think that's a piece of what's going on.
[01:14:28.760 --> 01:14:28.760]   I think that's a piece of what's going on.
[01:14:58.780 --> 01:14:58.780]   I think that's a piece of what's going on.
[01:14:58.780 --> 01:14:58.780]   I think that's a piece of what's going on.
[01:14:58.780 --> 01:14:58.780]   I think that's a piece of what's going on.
[01:14:58.780 --> 01:14:58.780]   I think that's a piece of what's going on.
[01:14:58.780 --> 01:14:58.780]   I think that's a piece of what's going on.
[01:14:58.780 --> 01:14:58.780]   I think that's a piece of what's going on.
[01:14:58.780 --> 01:14:58.780]   I think that's a piece of what's going on.
[01:14:58.780 --> 01:14:58.780]   I think that's a piece of what's going on.
[01:15:28.800 --> 01:15:28.800]   I think that's a piece of what's going on.
[01:15:28.800 --> 01:15:28.800]   I think that's a piece of what's going on.
[01:15:28.800 --> 01:15:28.800]   I think that's a piece of what's going on.
[01:15:28.800 --> 01:15:28.800]   I think that's a piece of what's going on.
[01:15:28.800 --> 01:15:28.800]   I think that's a piece of what's going on.
[01:15:28.800 --> 01:15:28.800]   I think that's a piece of what's going on.
[01:15:28.800 --> 01:15:28.800]   I think that's a piece of what's going on.
[01:15:28.800 --> 01:15:28.800]   I think that's a piece of what's going on.
[01:15:28.800 --> 01:15:28.800]   I think that's a piece of what's going on.
[01:15:28.800 --> 01:15:28.800]   I think that's a piece of what's going on.
[01:15:28.800 --> 01:15:28.800]   I think that's a piece of what's going on.
[01:15:28.800 --> 01:15:28.800]   I think that's a piece of what's going on.
[01:15:28.820 --> 01:15:58.820]   I think that's a piece of what's going on.
[01:15:58.820 --> 01:15:58.820]   I think that's a piece of what's going on.
[01:15:58.820 --> 01:15:58.820]   I think that's a piece of what's going on.
[01:15:58.820 --> 01:15:58.820]   I think that's a piece of what's going on.
[01:15:58.820 --> 01:15:58.820]   I think that's a piece of what's going on.
[01:15:58.820 --> 01:15:58.820]   I think that's a piece of what's going on.
[01:15:58.820 --> 01:15:58.820]   I think that's a piece of what's going on.
[01:15:58.820 --> 01:15:58.820]   I think that's a piece of what's going on.
[01:15:58.820 --> 01:15:58.820]   I think that's a piece of what's going on.
[01:15:58.820 --> 01:15:58.820]   I think that's a piece of what's going on.
[01:15:58.820 --> 01:15:58.820]   I think that's a piece of what's going on.
[01:15:58.820 --> 01:15:58.820]   I think that's a piece of what's going on.
[01:15:58.820 --> 01:15:58.820]   I think that's a piece of what's going on.
[01:15:58.840 --> 01:16:28.840]  ,
[01:16:28.840 --> 01:16:28.840]   I think that's a piece of what's going on.
[01:16:28.840 --> 01:16:28.840]   I think that's a piece of what's going on.
[01:16:28.840 --> 01:16:28.840]   I think that's a piece of what's going on.
[01:16:28.840 --> 01:16:28.840]   I think that's a piece of what's going on.
[01:16:28.840 --> 01:16:28.840]   I think that's a piece of what's going on.
[01:16:28.840 --> 01:16:28.840]   I think that's a piece of what's going on.
[01:16:28.840 --> 01:16:28.840]   I think that's a piece of what's going on.
[01:16:28.840 --> 01:16:28.840]   I think that's a piece of what's going on.
[01:16:28.840 --> 01:16:28.840]   I think that's a piece of what's going on.
[01:16:28.840 --> 01:16:28.840]   I think that's a piece of what's going on.
[01:16:28.840 --> 01:16:28.840]   I think that's a piece of what's going on.
[01:16:28.860 --> 01:16:58.860]  ,
[01:16:58.860 --> 01:16:58.860]   I think that's a piece of what's going on.
[01:16:58.860 --> 01:16:58.860]   I think that's a piece of what's going on.
[01:16:58.860 --> 01:16:58.860]   I think that's a piece of what's going on.
[01:16:58.860 --> 01:16:58.860]   I think that's a piece of what's going on.
[01:16:58.860 --> 01:16:58.860]   I think that's a piece of what's going on.
[01:16:58.860 --> 01:16:58.860]   I think that's a piece of what's going on.
[01:16:58.860 --> 01:16:58.860]   I think that's a piece of what's going on.
[01:16:58.860 --> 01:16:58.860]   I think that's a piece of what's going on.
[01:16:58.860 --> 01:16:58.860]   I think that's a piece of what's going on.
[01:16:58.860 --> 01:16:58.860]   I think that's a piece of what's going on.
[01:16:58.860 --> 01:16:58.860]   I think that's a piece of what's going on.
[01:16:58.860 --> 01:16:58.860]   I think that's a piece of what's going on.
[01:16:58.860 --> 01:16:58.860]   I think that's a piece of what's going on.
[01:16:58.860 --> 01:16:58.860]   I think that's a piece of what's going on. I think that's a piece of what's going on.
[01:16:58.900 --> 01:17:28.880]  ,
[01:17:28.880 --> 01:17:28.880]   I think that's a piece of what's going on.
[01:17:28.880 --> 01:17:28.880]   I think that's a piece of what's going on.
[01:17:28.880 --> 01:17:28.880]   I think that's a piece of what's going on.
[01:17:28.880 --> 01:17:28.880]   I think that's a piece of what's going on.
[01:17:28.880 --> 01:17:28.880]   I think that's a piece of what's going on.
[01:17:28.880 --> 01:17:28.880]   I think that's a piece of what's going on.
[01:17:28.880 --> 01:17:28.880]   I think that's a piece of what's going on.
[01:17:28.880 --> 01:17:28.880]   I think that's a piece of what's going on.
[01:17:28.880 --> 01:17:28.880]   I think that's a piece of what's going on.
[01:17:28.880 --> 01:17:28.880]   I think that's a piece of what's going on.
[01:17:28.880 --> 01:17:28.880]   I think that's a piece of what's going on.
[01:17:28.880 --> 01:17:28.880]   I think that's a piece of what's going on.
[01:17:28.900 --> 01:17:58.900]   I think that's a piece of what's going on.
[01:17:58.900 --> 01:17:58.900]   I think that's a piece of what's going on.
[01:17:58.900 --> 01:17:58.900]   I think that's a piece of what's going on.
[01:17:58.900 --> 01:17:58.900]   I think that's a piece of what's going on.
[01:17:58.900 --> 01:17:58.900]   I think that's a piece of what's going on.
[01:17:58.900 --> 01:17:58.900]   I think that's a piece of what's going on.
[01:17:58.900 --> 01:17:58.900]   I think that's a piece of what's going on.
[01:17:58.900 --> 01:17:58.900]   I think that's a piece of what's going on.
[01:17:58.900 --> 01:17:58.900]   I think that's a piece of what's going on.
[01:17:58.900 --> 01:17:58.900]   I think that's a piece of what's going on.
[01:17:58.900 --> 01:17:58.900]   I think that's a piece of what's going on.
[01:17:58.900 --> 01:17:58.900]   I think that's a piece of what's going on.
[01:17:58.900 --> 01:17:58.900]   I think that's a piece of what's going on.
[01:17:58.900 --> 01:17:58.900]   I think that's a piece of what's going on.
[01:17:58.900 --> 01:17:58.900]   I think that's a piece of what's going on.
[01:17:58.900 --> 01:18:28.920]   I think that's a piece of what's going on.
[01:18:28.920 --> 01:18:28.920]   I think that's a piece of what's going on.
[01:18:28.920 --> 01:18:28.920]   I think that's a piece of what's going on.
[01:18:28.920 --> 01:18:28.920]   I think that's a piece of what's going on.
[01:18:28.920 --> 01:18:28.920]   I think that's a piece of what's going on.
[01:18:28.920 --> 01:18:28.920]   I think that's a piece of what's going on.
[01:18:28.920 --> 01:18:28.920]   I think that's a piece of what's going on.
[01:18:28.920 --> 01:18:28.920]   I think that's a piece of what's going on.
[01:18:28.920 --> 01:18:28.920]   I think that's a piece of what's going on.
[01:18:28.920 --> 01:18:28.920]   I think that's a piece of what's going on.
[01:18:28.940 --> 01:18:58.940]   I think that's a piece of what's going on.
[01:18:58.940 --> 01:18:58.940]   I think that's a piece of what's going on.
[01:18:58.940 --> 01:18:58.940]   I think that's a piece of what's going on.
[01:18:58.940 --> 01:18:58.940]   I think that's a piece of what's going on.
[01:18:58.940 --> 01:18:58.940]   I think that's a piece of what's going on.
[01:18:58.940 --> 01:18:58.940]   I think that's a piece of what's going on.
[01:18:58.940 --> 01:18:58.940]   I think that's a piece of what's going on.
[01:18:58.940 --> 01:18:58.940]   I think that's a piece of what's going on.
[01:18:58.940 --> 01:18:58.940]   I think that's a piece of what's going on.
[01:18:58.940 --> 01:18:58.940]   I think that's a piece of what's going on.
[01:18:58.940 --> 01:18:58.940]   I think that's a piece of what's going on.
[01:18:58.940 --> 01:18:58.940]   I think that's a piece of what's going on.
[01:18:58.940 --> 01:18:58.940]   I think that's a piece of what's going on.
[01:18:58.940 --> 01:18:58.940]   I think that's a piece of what's going on.
[01:18:58.940 --> 01:18:58.940]   I think that's a piece of what's going on.
[01:18:58.980 --> 01:19:28.960]  ,
[01:19:28.960 --> 01:19:28.960]   I think that's a piece of what's going on.
[01:19:28.960 --> 01:19:28.960]   I think that's a piece of what's going on.
[01:19:28.960 --> 01:19:28.960]   I think that's a piece of what's going on.
[01:19:28.960 --> 01:19:28.960]   I think that's a piece of what's going on.
[01:19:28.960 --> 01:19:28.960]   I think that's a piece of what's going on.
[01:19:28.960 --> 01:19:28.960]   I think that's a piece of what's going on.
[01:19:28.960 --> 01:19:28.960]   I think that's a piece of what's going on.
[01:19:28.960 --> 01:19:28.960]   I think that's a piece of what's going on.
[01:19:28.960 --> 01:19:28.960]   I think that's a piece of what's going on.
[01:19:28.980 --> 01:19:58.980]   I think that's a piece of what's going on.
[01:19:58.980 --> 01:19:58.980]   I think that's a piece of what's going on.
[01:19:58.980 --> 01:19:58.980]   I think that's a piece of what's going on.
[01:19:58.980 --> 01:19:58.980]   I think that's a piece of what's going on.
[01:19:58.980 --> 01:19:58.980]   I think that's a piece of what's going on.
[01:19:58.980 --> 01:19:58.980]   I think that's a piece of what's going on.
[01:19:58.980 --> 01:19:58.980]   I think that's a piece of what's going on.
[01:19:58.980 --> 01:19:58.980]   I think that's a piece of what's going on.
[01:19:58.980 --> 01:19:58.980]   I think that's a piece of what's going on.
[01:19:58.980 --> 01:19:58.980]   I think that's a piece of what's going on.
[01:19:58.980 --> 01:19:58.980]   I think that's a piece of what's going on.
[01:19:58.980 --> 01:19:58.980]   I think that's a piece of what's going on.
[01:19:58.980 --> 01:19:58.980]   I think that's a piece of what's going on.
[01:19:58.980 --> 01:19:58.980]   I think that's a piece of what's going on.
[01:19:58.980 --> 01:19:58.980]   I think that's a piece of what's going on.
[01:19:58.980 --> 01:20:29.000]   horizon.
[01:20:29.000 --> 01:20:29.000]   I think that's a piece of what's going on.
[01:20:29.000 --> 01:20:29.000]   I think that's a piece of what's going on.
