
[00:00:00.000 --> 00:00:01.800]   Narcissism is not arrogance.
[01:08:08.520 --> 01:08:10.860]   and we can also just talk about
[01:08:10.860 --> 01:08:12.200]   some more of the details of that,
[01:08:12.200 --> 01:08:14.900]   but it's good to bring it to the surface
[01:08:14.900 --> 01:08:19.260]   to talk about it, to not be ashamed to hide it inside,
[01:08:19.260 --> 01:08:20.860]   to be some kind of secret,
[01:08:20.860 --> 01:08:24.320]   that it's actually, I mean,
[01:08:24.320 --> 01:08:26.140]   there's a lot of positive things to say here,
[01:08:26.140 --> 01:08:27.280]   at least from my perspective.
[01:08:27.280 --> 01:08:29.500]   One is it's discussing trauma
[01:08:29.500 --> 01:08:31.480]   and dealing with trauma together with other human beings
[01:08:31.480 --> 01:08:34.300]   by talking about it is a path to deep friendship
[01:08:34.300 --> 01:08:36.180]   and intimacy with those people.
[01:08:36.180 --> 01:08:41.420]   There's a dark aspect to trauma, to war,
[01:08:41.420 --> 01:08:46.420]   that communicating it or sharing it bonds you.
[01:08:46.420 --> 01:08:50.600]   So, like, the other side of trauma is, like, love.
[01:08:51.600 --> 01:08:54.000]   You need that hardship, not you don't need it,
[01:08:54.000 --> 01:08:56.520]   but hardship and trauma can often be a catalyst
[01:08:56.520 --> 01:08:57.960]   for a deep human connection,
[01:08:57.960 --> 01:08:59.120]   if you bring it to the surface,
[01:08:59.120 --> 01:09:02.160]   as opposed to kind of hide it on the inside.
[01:09:02.160 --> 01:09:03.760]   If we can just linger on it,
[01:09:03.760 --> 01:09:05.760]   because you've been through a few
[01:09:05.760 --> 01:09:09.160]   very traumatic events in your life.
[01:09:09.160 --> 01:09:11.960]   When you were 25 years old, as you mentioned,
[01:09:11.960 --> 01:09:13.560]   your brother committed suicide.
[01:09:13.560 --> 01:09:20.160]   What did that event teach you about life, about death,
[01:09:20.160 --> 01:09:21.720]   and about the human mind?
[01:09:21.720 --> 01:09:25.200]   - Well, it certainly brought me face to face
[01:09:25.200 --> 01:09:28.720]   with the truths of life and death,
[01:09:28.720 --> 01:09:33.380]   because I had not had a major trauma before then.
[01:09:33.380 --> 01:09:34.760]   So there wasn't a major trauma
[01:09:34.760 --> 01:09:37.000]   sort of in my developmental years
[01:09:37.000 --> 01:09:39.100]   that what can carry forward
[01:09:39.100 --> 01:09:40.880]   is a sort of omnipotence defense, right?
[01:09:40.880 --> 01:09:42.980]   I mean, the thought is that when we're toddlers,
[01:09:42.980 --> 01:09:45.040]   we all have like an omnipotence defense,
[01:09:45.040 --> 01:09:47.600]   which is like, I can just try and get up and run and move.
[01:09:47.600 --> 01:09:48.800]   And if I run into something,
[01:09:48.800 --> 01:09:50.120]   I'll get up and do it again, right?
[01:09:50.120 --> 01:09:52.480]   That we kind of have to,
[01:09:52.480 --> 01:09:54.440]   and it's partly the protection of the parent, et cetera,
[01:09:54.440 --> 01:09:56.320]   but we think we can get out there in the world
[01:09:56.320 --> 01:09:57.520]   and do things, and we just do.
[01:09:57.520 --> 01:10:00.140]   And if we don't have major traumas,
[01:10:00.140 --> 01:10:01.720]   we can sort of carry through the,
[01:10:01.720 --> 01:10:03.960]   oh, like bad things aren't gonna happen to me.
[01:10:03.960 --> 01:10:05.880]   I know that they're there,
[01:10:05.880 --> 01:10:06.760]   and I know they happen to people,
[01:10:06.760 --> 01:10:08.900]   but they don't happen to me, right?
[01:10:08.900 --> 01:10:10.900]   And sometimes what will happen
[01:10:10.900 --> 01:10:13.680]   is being confronted with such a tragedy
[01:10:13.680 --> 01:10:15.360]   wipes that away very, very quickly,
[01:10:15.360 --> 01:10:18.200]   and then the person feels extremely exposed.
[01:10:18.200 --> 01:10:22.560]   Like, oh, I thought that I was gonna be okay,
[01:10:22.560 --> 01:10:24.480]   and now I know that I'm not,
[01:10:24.480 --> 01:10:27.120]   and that can start to lead to, well, what does that mean?
[01:10:27.120 --> 01:10:30.240]   And now, is this all coming for me now?
[01:10:30.240 --> 01:10:34.200]   Did I get so lucky for 25 years, nothing bad happened,
[01:10:34.200 --> 01:10:35.800]   and now nothing but bad things are gonna be happening?
[01:10:35.800 --> 01:10:36.760]   Am I cursed?
[01:10:36.760 --> 01:10:38.600]   Is my family cursed, right?
[01:10:38.600 --> 01:10:41.040]   And I think that leads to, say,
[01:10:41.040 --> 01:10:44.520]   the learning about the human mind in retrospect.
[01:10:44.520 --> 01:10:47.800]   I think I understood at the time to some degree,
[01:10:47.800 --> 01:10:48.760]   but not like I do now.
[01:10:48.760 --> 01:10:50.040]   I can put words to it now, right?
[01:10:50.040 --> 01:10:53.920]   Of how incredibly important,
[01:10:53.920 --> 01:10:58.640]   powerfully important negative emotion is, right?
[01:10:58.640 --> 01:11:02.880]   That how a sense of guilt and shame and vulnerability
[01:11:02.880 --> 01:11:07.800]   can just pervade our entire life perspective.
[01:11:07.800 --> 01:11:08.640]   So all of a sudden,
[01:11:08.640 --> 01:11:10.720]   we're swimming in a very different soup,
[01:11:10.720 --> 01:11:14.120]   and it's a frightening soup, and it's a toxic soup,
[01:11:14.120 --> 01:11:17.080]   and I'm most struck by that.
[01:11:17.080 --> 01:11:19.040]   And that goes along with the idea
[01:11:19.040 --> 01:11:23.760]   that we're not taught that emotion always beats logic.
[01:11:23.760 --> 01:11:25.240]   I think the idea of Descartes,
[01:11:25.240 --> 01:11:27.720]   and the idea that we're rational creatures,
[01:11:27.720 --> 01:11:30.360]   that kinda comes down to us through Western thought,
[01:11:30.360 --> 01:11:32.520]   is completely not true.
[01:11:32.520 --> 01:11:34.680]   We're rational creatures,
[01:11:34.680 --> 01:11:39.200]   only if there is an emotion grabbing for our attention.
[01:11:39.200 --> 01:11:40.400]   We're attending to one another,
[01:11:40.400 --> 01:11:41.600]   we're being very logical, right?
[01:11:41.600 --> 01:11:42.840]   What we're doing now,
[01:11:42.840 --> 01:11:46.360]   if we heard a frightening noise right outside the door,
[01:11:46.360 --> 01:11:47.800]   we'd be entirely different, right?
[01:11:47.800 --> 01:11:49.040]   The emotion would trump everything.
[01:11:49.040 --> 01:11:50.720]   It's like, stop paying attention to this, right?
[01:11:50.720 --> 01:11:51.760]   Now safety is at stake,
[01:11:51.760 --> 01:11:53.680]   and we'd think differently, feel differently,
[01:11:53.680 --> 01:11:55.240]   behave differently, right?
[01:11:55.240 --> 01:11:57.560]   And this is what happens to us,
[01:11:57.560 --> 01:12:01.160]   not just in situations where something drags us,
[01:12:01.160 --> 01:12:03.360]   yanks us from one emotional state to another,
[01:12:03.360 --> 01:12:05.160]   but it can be very, very pervasive.
[01:12:05.160 --> 01:12:09.160]   So my sense of anger, frustration, inadequacy,
[01:12:09.160 --> 01:12:10.960]   and then soothing in unhealthy ways,
[01:12:10.960 --> 01:12:13.120]   soothing by drinking too much,
[01:12:13.120 --> 01:12:15.160]   and then kinda hating myself in the first place,
[01:12:15.160 --> 01:12:16.800]   and hating the world around me,
[01:12:16.800 --> 01:12:19.880]   and then starting to think, well, who cares what happens?
[01:12:19.880 --> 01:12:24.000]   Like, there's some very dark thoughts and choices
[01:12:24.000 --> 01:12:29.000]   that came from a changed perspective of self in the world.
[01:12:29.000 --> 01:12:33.240]   - So what do you do when that, because of trauma,
[01:12:33.240 --> 01:12:35.800]   again, small or large,
[01:12:35.800 --> 01:12:40.120]   you find yourself swimming or drowning
[01:12:40.120 --> 01:12:43.200]   in a soup of negative emotion?
[01:12:43.200 --> 01:12:44.040]   What do you do?
[01:12:45.040 --> 01:12:46.720]   What do you do with that emotion?
[01:12:46.720 --> 01:12:49.040]   I mean, we don't have to even talk about trauma,
[01:12:49.040 --> 01:12:51.880]   as I think the interesting thing is,
[01:12:51.880 --> 01:12:56.840]   you know, any one of us throughout the day
[01:12:56.840 --> 01:13:00.160]   can find ourselves taking a bit of a dip
[01:13:00.160 --> 01:13:02.480]   in the pool of negative emotion.
[01:13:02.480 --> 01:13:03.800]   What do we do with that?
[01:13:03.800 --> 01:13:06.960]   - The first thing is to separate how we feel
[01:13:06.960 --> 01:13:08.880]   from what's true,
[01:13:08.880 --> 01:13:11.240]   'cause we don't do a good job of that as humans.
[01:13:11.240 --> 01:13:15.360]   If I feel bad about myself, it's very easy to,
[01:13:15.360 --> 01:13:17.880]   then I conclude, like, I'm bad, right?
[01:13:17.880 --> 01:13:19.080]   If I feel ashamed of myself,
[01:13:19.080 --> 01:13:22.320]   I conclude I'm a terrible person who's shameful, right?
[01:13:22.320 --> 01:13:25.440]   This is the, you know, there's an old psychodynamic concept
[01:13:25.440 --> 01:13:27.600]   of what they used to call an observing ego.
[01:13:27.600 --> 01:13:28.760]   It still gets called that.
[01:13:28.760 --> 01:13:31.120]   It's not ego in the sense of arrogance, right?
[01:13:31.120 --> 01:13:34.840]   It's the ability to step outside and to see ourselves, right?
[01:13:34.840 --> 01:13:37.040]   So that's what lets us keep the difference
[01:13:37.040 --> 01:13:40.560]   between our feelings, right, and what we know to be true.
[01:13:40.560 --> 01:13:41.960]   Like, we can be very angry at someone.
[01:13:41.960 --> 01:13:43.240]   So I think that person's terrible.
[01:13:43.240 --> 01:13:44.640]   I think that person's stupid.
[01:13:44.640 --> 01:13:45.560]   I think that right now,
[01:13:45.560 --> 01:13:47.960]   because, like, something negative just passed between us.
[01:13:47.960 --> 01:13:50.320]   This inside of me, it's just because of how I feel.
[01:13:50.320 --> 01:13:51.800]   Like, when I can separate that,
[01:13:51.800 --> 01:13:54.160]   how do I actually think about that person, right?
[01:13:54.160 --> 01:13:58.040]   And, you know, we get driven so,
[01:13:58.040 --> 01:14:00.920]   so frequently by how we feel,
[01:14:00.920 --> 01:14:04.800]   because how we think, therefore what we believe, right,
[01:14:04.800 --> 01:14:06.300]   just kind of comes on its heels,
[01:14:06.300 --> 01:14:08.760]   as if the feeling is dragging it along.
[01:14:08.760 --> 01:14:10.440]   And I've been struck by that.
[01:14:10.440 --> 01:14:13.440]   It's one of the things that has struck me so,
[01:14:13.440 --> 01:14:15.360]   the most, right, among the very most
[01:14:15.360 --> 01:14:18.040]   in 20 years of working as a psychiatrist,
[01:14:18.040 --> 01:14:22.280]   is how we are led by our feelings, our emotions,
[01:14:22.280 --> 01:14:23.560]   as if they are truth.
[01:14:23.560 --> 01:14:25.360]   And then they create truth,
[01:14:25.360 --> 01:14:28.920]   because we embrace what they're telling us as true.
[01:14:28.920 --> 01:14:32.040]   And that is, I think, incredibly,
[01:14:32.040 --> 01:14:33.680]   I think it's how people learn prejudice.
[01:14:33.680 --> 01:14:36.160]   I think it's how people learn self-hatred.
[01:14:36.160 --> 01:14:39.200]   I think it's how we learn so many destructive behaviors.
[01:14:39.200 --> 01:14:41.960]   And then the blinders on us come in
[01:14:41.960 --> 01:14:44.080]   more and more and more and more.
[01:14:44.080 --> 01:14:46.360]   So separate, you know, we're driven by what we feel,
[01:14:46.360 --> 01:14:48.920]   unless we understand that what we feel
[01:14:48.920 --> 01:14:51.280]   is different from what we know to be true,
[01:14:51.280 --> 01:14:53.440]   or what we can decide on one way or another.
[01:14:53.440 --> 01:14:55.960]   - And that requires realizing
[01:14:55.960 --> 01:14:57.960]   and catching the emotions themselves,
[01:14:57.960 --> 01:14:59.840]   realizing that it's an emotion.
[01:14:59.840 --> 01:15:01.120]   A feeling comes into your mind,
[01:15:01.120 --> 01:15:03.840]   overtakes you, a feeling of anger,
[01:15:03.840 --> 01:15:08.000]   dislike, hatred, all of that, it just comes in.
[01:15:08.000 --> 01:15:11.520]   It's like, why did that person just cut me off in traffic,
[01:15:11.520 --> 01:15:13.520]   or something like that, that feeling.
[01:15:13.520 --> 01:15:16.120]   So what, you just kind of take it as a feeling
[01:15:16.120 --> 01:15:19.080]   and realize it's a feeling that doesn't represent
[01:15:19.080 --> 01:15:21.440]   some deep reality about the world that's fundamental,
[01:15:21.440 --> 01:15:26.440]   or you, that you just kind of watch it and let it pass,
[01:15:26.440 --> 01:15:29.800]   which is the natural way of things.
[01:15:29.800 --> 01:15:32.080]   - Yeah, or decide if it means anything.
[01:15:32.080 --> 01:15:34.240]   You know, if I'm mad, right, someone cut me off,
[01:15:34.240 --> 01:15:37.200]   and I feel hatred, and I want to destroy them, right,
[01:15:37.200 --> 01:15:39.600]   to stop and think, look, I've got that in me.
[01:15:39.600 --> 01:15:42.840]   Are the stressors running too high in my life?
[01:15:42.840 --> 01:15:43.680]   Like, is it really good?
[01:15:43.680 --> 01:15:48.360]   Should I be on this road 10 minutes behind schedule?
[01:15:48.360 --> 01:15:49.200]   What am I really doing?
[01:15:49.200 --> 01:15:52.880]   So we can learn, but yes, it's an observation skill,
[01:15:52.880 --> 01:15:56.160]   and it's an observation skill that we can develop.
[01:15:56.160 --> 01:15:59.480]   I often think of something called the tapestry theory,
[01:15:59.480 --> 01:16:03.160]   which I think initially was a theodicy of explaining,
[01:16:03.160 --> 01:16:05.440]   I believe this is true, I'm not sure of this,
[01:16:05.440 --> 01:16:09.120]   that the idea was that, oh, we don't see God's plan
[01:16:09.120 --> 01:16:11.520]   because we're up too close to it, right?
[01:16:11.520 --> 01:16:14.120]   Like, as if there was a beautiful tapestry on the wall,
[01:16:14.120 --> 01:16:15.440]   and we're standing right up it,
[01:16:15.440 --> 01:16:17.560]   we're only gonna see one part of it.
[01:16:17.560 --> 01:16:18.960]   We need to stand back from it.
[01:16:18.960 --> 01:16:21.960]   And I remember learning that in a religion studies class,
