
[00:00:00.000 --> 00:00:03.600]   [AUDIO OUT]
[00:45:13.960 --> 00:45:14.760]   They're still alive.
[00:45:14.760 --> 00:45:18.360]   They're selling themselves as a model foundry or something.
[00:45:18.360 --> 00:45:19.960]   So they, like--
[00:45:19.960 --> 00:45:21.000]   I don't know.
[00:45:21.000 --> 00:45:22.640]   They're a services company now.
[00:45:22.640 --> 00:45:24.640]   Yeah, I know, but I also think that, like--
[00:45:24.640 --> 00:45:27.120]   for example, like, if you were to join, like, another--
[00:45:27.120 --> 00:45:29.680]   like, it would be, like, a very big tech experience again,
[00:45:29.680 --> 00:45:30.160]   right?
[00:45:30.160 --> 00:45:30.760]   I don't know.
[00:45:30.760 --> 00:45:32.240]   I felt like-- the experience I get
[00:45:32.240 --> 00:45:34.680]   is very complementary to what I have, like--
[00:45:34.680 --> 00:45:36.320]   basically, what I have experienced now
[00:45:36.320 --> 00:45:38.960]   is very complementary to what I--
[00:45:38.960 --> 00:45:41.720]   like, that's the experience I had at Google, right?
[00:45:41.720 --> 00:45:44.680]   But if I were to join, like, something else, right,
[00:45:44.680 --> 00:45:46.680]   then I wouldn't have, like--
[00:45:46.680 --> 00:45:49.480]   I would have just stayed at Google, to be honest.
[00:45:49.480 --> 00:45:51.840]   Because to me, it was very clear, like, just two decisions
[00:45:51.840 --> 00:45:54.320]   that I didn't really--
[00:45:54.320 --> 00:45:56.360]   like, I was talking to a bunch of other startups,
[00:45:56.360 --> 00:46:01.640]   and they already actually had the intention to, like, go.
[00:46:01.640 --> 00:46:03.920]   I was happy at Google, actually, to be honest.
[00:46:03.920 --> 00:46:04.420]   I'm sure.
[00:46:04.420 --> 00:46:07.720]   I'm sure they have a lot of things to keep you happy.
[00:46:07.720 --> 00:46:10.280]   I was happy at Google, yeah, actually.
[00:46:10.280 --> 00:46:12.240]   So you described yourself as GPU poor,
[00:46:12.240 --> 00:46:18.480]   but also you had $60 million to play with.
[00:46:18.480 --> 00:46:19.880]   You got a whole bunch of GPUs.
[00:46:19.880 --> 00:46:21.480]   I think you disclosed somewhere, but I
[00:46:21.480 --> 00:46:22.880]   don't remember the exact number.
[00:46:22.880 --> 00:46:26.120]   And you had a good training run for Flash and then
[00:46:26.120 --> 00:46:28.520]   QuarantAge.
[00:46:28.520 --> 00:46:31.640]   How would you tell the story?
[00:46:31.640 --> 00:46:34.080]   Like, people can read the technical report, but also,
[00:46:34.080 --> 00:46:37.320]   like, what was that overall experience like?
[00:46:37.320 --> 00:46:39.800]   And I should also point people to the blog post
[00:46:39.800 --> 00:46:41.160]   that you wrote.
[00:46:41.160 --> 00:46:43.600]   Damn.
[00:46:43.600 --> 00:46:47.800]   So there were a lot of interesting things
[00:46:47.800 --> 00:46:51.440]   that happened along the way that, like, led to our--
[00:46:51.440 --> 00:46:53.760]   so I think I left around, like, early April,
[00:46:53.760 --> 00:46:55.720]   the end of March, April, and everything, right?
[00:46:55.720 --> 00:46:58.520]   Most of our compute actually came in December, actually.
[00:46:58.520 --> 00:46:59.920]   And there were delays.
[00:46:59.920 --> 00:47:01.760]   So H100, there were major delays, right?
[00:47:01.760 --> 00:47:04.080]   So we were sitting around, right, bunched with, like--
[00:47:04.080 --> 00:47:05.440]   And to be clear, you don't own the compute.
[00:47:05.440 --> 00:47:06.040]   You are renting.
[00:47:06.040 --> 00:47:06.760]   Yeah, yeah, yeah.
[00:47:06.760 --> 00:47:12.400]   So we were sitting around, like, with--
[00:47:12.400 --> 00:47:15.200]   for a long period of time, we had 500 A100s,
[00:47:15.200 --> 00:47:18.440]   because we made a commitment.
[00:47:18.440 --> 00:47:20.040]   And they were constantly being delayed,
[00:47:20.040 --> 00:47:23.160]   I think, because of H100 supply, demand, whatever, like,
[00:47:23.160 --> 00:47:25.640]   reasons that--
[00:47:25.640 --> 00:47:28.440]   and it was also very hard to get, like, a lot of compute,
[00:47:28.440 --> 00:47:30.640]   like, in one place, right?
[00:47:30.640 --> 00:47:37.200]   And then we were locked in, like, for--
[00:47:37.200 --> 00:47:39.600]   and we had to wait for the compute to come, right?
[00:47:39.600 --> 00:47:42.480]   So I think it was very painful, because even
[00:47:42.480 --> 00:47:46.520]   when the compute came, it was mostly broken most of the time.
[00:47:46.520 --> 00:47:50.920]   And it was broken to a very bad extent that--
[00:47:50.920 --> 00:47:53.640]   so it was actually--
[00:47:53.640 --> 00:47:57.280]   before I left Google, I was, like, even the early stage,
[00:47:57.280 --> 00:47:59.200]   I was very optimistic about, like, OK,
[00:47:59.200 --> 00:48:01.320]   this compute translates to this amount of flops.
[00:48:01.320 --> 00:48:02.520]   This is the model, right?
[00:48:02.520 --> 00:48:04.960]   But I never expected the reliabilities
[00:48:04.960 --> 00:48:08.920]   to be so poor that it just threw off all the calculations
[00:48:08.920 --> 00:48:10.000]   about, like--
[00:48:10.000 --> 00:48:13.920]   and then we had to, you know, work, like, 10 times harder
[00:48:13.920 --> 00:48:18.080]   just to make the thing go smoothly.
[00:48:18.080 --> 00:48:20.680]   So I would say that, like, the--
[00:48:20.680 --> 00:48:22.240]   it was a, like, bearable pain.
[00:48:22.240 --> 00:48:23.920]   I think the pain was, like, bearable,
[00:48:23.920 --> 00:48:30.000]   but, like, it was just way, way more than expected.
[00:48:30.000 --> 00:48:31.720]   I think you addressed this in your post,
[00:48:31.720 --> 00:48:33.640]   but the temptation would have been just
[00:48:33.640 --> 00:48:36.160]   to run everything on TPUs, which is the stack that you already
[00:48:36.160 --> 00:48:38.600]   know very well, that works very well.
[00:48:38.600 --> 00:48:42.320]   No, no, so TPUs outside Google and TPUs inside Google
[00:48:42.320 --> 00:48:44.160]   are probably very different things, I think.
[00:48:44.160 --> 00:48:45.760]   Oh, how come?
[00:48:45.760 --> 00:48:47.840]   OK, firstly, it's, like, infrastructure.
[00:48:47.840 --> 00:48:51.080]   Like, there wasn't, like, a lot of, like, good code bases,
[00:48:51.080 --> 00:48:53.440]   like, outside Google that was, like, still, right?
[00:48:53.440 --> 00:48:56.240]   And the code base that I was most familiar with
[00:48:56.240 --> 00:48:57.160]   was, like, T5X.
[00:48:57.160 --> 00:48:58.640]   It was a Jaxx base.
[00:48:58.640 --> 00:49:01.280]   It would have been, like, by the time we wanted to consider it,
[00:49:01.280 --> 00:49:05.280]   it was really, like, deprecated, like, for nine months, right?
[00:49:05.280 --> 00:49:13.040]   And then TPUs, like, I mean, we weren't sure about,
[00:49:13.040 --> 00:49:14.480]   like, the--
[00:49:14.480 --> 00:49:19.240]   I mean, the availability of TPUs was not great, great, like.
[00:49:19.240 --> 00:49:21.480]   Oh, my perception is it was a lot better.
[00:49:21.480 --> 00:49:23.480]   It's just that people have the learning curve.
[00:49:23.480 --> 00:49:25.600]   Yeah, but at that point of time, we had our infrastructure set
[00:49:25.600 --> 00:49:27.480]   up, we were training already training models,
[00:49:27.480 --> 00:49:31.000]   and, like, it would be so much cost to, like, switch to TPUs.
[00:49:31.000 --> 00:49:34.400]   So I think TPUs, the experience of TPUs inside and outside
[00:49:34.400 --> 00:49:37.320]   Google, I have not actually run a single TPU job outside Google,
[00:49:37.320 --> 00:49:38.440]   by the way.
[00:49:38.440 --> 00:49:40.320]   But just, like, looking through documentation
[00:49:40.320 --> 00:49:45.120]   from what I see outside, and from, like, how much I think
[00:49:45.120 --> 00:49:47.640]   that people inside Google don't care about what people think
[00:49:47.640 --> 00:49:51.200]   outside Google, like, I kind of feel like, OK, we were a bit,
[00:49:51.200 --> 00:49:52.320]   like--
[00:49:52.320 --> 00:49:53.840]   I don't think we considered--
[00:49:53.840 --> 00:49:59.880]   I mean, not, like, forever not considering this,
[00:49:59.880 --> 00:50:02.760]   but, like, just, like, at that point of time, it was, like--
[00:50:02.760 --> 00:50:04.640]   The obvious choice to just stick to PyTorch.
[00:50:04.640 --> 00:50:08.320]   Just stick to TPUs and PyTorch and make, like--
[00:50:08.320 --> 00:50:12.960]   I mean, it's not as if the chips we ordered were not there.
[00:50:12.960 --> 00:50:15.760]   They were there, they're just not in the best shape, right?
[00:50:15.760 --> 00:50:18.800]   So, yeah, so I think it was too much, like,
[00:50:18.800 --> 00:50:23.900]   work to kind of migrate suddenly to TPUs, yeah.
[00:50:23.900 --> 00:50:25.560]   For those who haven't read the report,
[00:50:25.560 --> 00:50:27.840]   you had a very traumatic description
[00:50:27.840 --> 00:50:30.920]   about the chaotic and stable phases of various compute
[00:50:30.920 --> 00:50:31.520]   providers.
[00:50:31.520 --> 00:50:34.560]   And I was just wincing when I was reading all those things.
[00:50:37.680 --> 00:50:39.860]   Yeah, no, that was, like, a three-body problem reference,
[00:50:39.860 --> 00:50:41.080]   the chaotic and stable phases.
[00:50:41.080 --> 00:50:42.800]   I mean, I was watching a three-body problem at the time,
[00:50:42.800 --> 00:50:44.680]   and I just thought it was fun to--
[00:50:44.680 --> 00:50:45.640]   Is it a good reference?
[00:50:45.640 --> 00:50:47.120]   There was a lot of, like--
[00:50:47.120 --> 00:50:49.440]   I think we had a lot of fun adding a lot of references
[00:50:49.440 --> 00:50:51.120]   and memes into the tech report.
[00:50:51.120 --> 00:50:53.720]   I think, like, you know, it goes to show, like,
[00:50:53.720 --> 00:50:58.160]   how fun the environment is within record, right?
[00:50:58.160 --> 00:51:00.760]   We had a lot of fun with this.
[00:51:00.760 --> 00:51:03.640]   So I think chaotic and stable phases, mostly,
[00:51:03.640 --> 00:51:07.600]   it's, like, we actually found that, like, usually
[00:51:07.600 --> 00:51:11.640]   when a provider, like, provisions new nodes,
[00:51:11.640 --> 00:51:13.160]   or they would, like, give us--
[00:51:13.160 --> 00:51:15.160]   Yeah, you don't want to be the first to use it.
[00:51:15.160 --> 00:51:19.800]   Yeah, it's usually, like, bad, like dog shit, like at the start.
[00:51:19.800 --> 00:51:24.160]   And then it gets better as you go
[00:51:24.160 --> 00:51:27.680]   through the process of, like, returning nodes,
[00:51:27.680 --> 00:51:32.680]   and, you know, like, draining them, giving it back to them.
[00:51:32.680 --> 00:51:35.960]   They will send it back for repairs and everything.
[00:51:35.960 --> 00:51:37.440]   And then, like, over time--
[00:51:37.440 --> 00:51:40.280]   because it's more of like a numbers game, right?
[00:51:40.280 --> 00:51:43.600]   If there's one bad node, it kills the entire job, right?
[00:51:43.600 --> 00:51:45.120]   So, like, the fact of--
[00:51:45.120 --> 00:51:47.200]   the game became, like, just eliminating bad nodes
[00:51:47.200 --> 00:51:48.480]   from the thing, right?
[00:51:48.480 --> 00:51:51.000]   And then, you know, I mean, just because of--
[00:51:51.000 --> 00:51:53.560]   maybe because of the supply issue or something,
[00:51:53.560 --> 00:51:55.880]   when the deadline comes to ship this--
[00:51:55.880 --> 00:51:58.280]   for example, like, I just give rough numbers.
[00:51:58.280 --> 00:52:00.600]   Let's say you order 1,000 H100s, right?
[00:52:00.600 --> 00:52:02.280]   They will not be able to-- usually, they
[00:52:02.280 --> 00:52:04.760]   don't meet the demand of, like, 1,000 H100s at the date.
[00:52:04.760 --> 00:52:07.320]   They'll give you, like, 500 first, just not to piss you off.
[00:52:07.320 --> 00:52:08.520]   And then they'll give you, like, another 100.
[00:52:08.520 --> 00:52:10.040]   Like, every-- over, like, two or three weeks,
[00:52:10.040 --> 00:52:11.840]   they will just, like, OK, I added, like, four nodes.
[00:52:11.840 --> 00:52:13.360]   I added, like, eight nodes, that kind of thing.
[00:52:13.360 --> 00:52:16.720]   And then over time, you reach, like, the capacity that you--
[00:52:16.720 --> 00:52:18.800]   or actually, maybe you never actually ever reached
[00:52:18.800 --> 00:52:20.760]   the capacity that you ordered for.
[00:52:20.760 --> 00:52:22.760]   And then, like, as they add these nodes, right,
[00:52:22.760 --> 00:52:23.960]   sometimes these nodes are bad.
[00:52:23.960 --> 00:52:25.880]   And then they just kill entire training runs.
[00:52:25.880 --> 00:52:28.080]   And the thing which I feel that--
[00:52:28.080 --> 00:52:30.280]   I mean, like, for all those people trying to sell--
[00:52:30.280 --> 00:52:32.040]   there are a lot of people trying to sell GPUs now,
[00:52:32.040 --> 00:52:34.280]   like, resell, sell, package, whatever, GPUs, right?
[00:52:34.280 --> 00:52:36.760]   Like, I think the most important thing that, like, that--
[00:52:36.760 --> 00:52:38.400]   that they are, like-- obviously, they are, like, SLAs,
[00:52:38.400 --> 00:52:40.080]   all this in the contract and everything.
[00:52:40.080 --> 00:52:43.200]   And obviously, you know, you might be, like,
[00:52:43.200 --> 00:52:46.360]   entitled to something, something if something goes wrong, right?
[00:52:46.360 --> 00:52:51.640]   But, like, the thing that, like, for large model training runs
[00:52:51.640 --> 00:52:54.160]   is that, like, one bad node kills the entire job, right?
[00:52:54.160 --> 00:52:57.160]   So should the compute provider be liable to pay
[00:52:57.160 --> 00:52:58.960]   for all the node wastage then?
[00:52:58.960 --> 00:52:59.480]   No way.
[00:52:59.480 --> 00:53:01.440]   No, it's-- because it's unlikely.
[00:53:01.440 --> 00:53:02.240]   Because otherwise--
[00:53:02.240 --> 00:53:02.880]   It's unrealistic.
[00:53:02.880 --> 00:53:03.160]   Yeah.
[00:53:03.160 --> 00:53:03.840]   No one will take that on.
[00:53:03.840 --> 00:53:04.920]   It's not-- no one will take that on, right?
[00:53:04.920 --> 00:53:06.760]   So I think that's also, like, a tricky thing.
[00:53:06.760 --> 00:53:08.040]   Who is taking the risk?
[00:53:08.040 --> 00:53:10.600]   Is the LLM startup taking the risk?
[00:53:10.600 --> 00:53:12.720]   Or is the compute provider taking the risk, right?
[00:53:12.720 --> 00:53:15.960]   I'm-- I think that the--
[00:53:15.960 --> 00:53:17.040]   I mean, this is my sense.
[00:53:17.040 --> 00:53:18.360]   I'm not 100% sure.
[00:53:18.360 --> 00:53:23.880]   But I think, like, as there are more providers trying
[00:53:23.880 --> 00:53:25.760]   to sell GPUs, we get all this inbound so much
[00:53:25.760 --> 00:53:27.960]   about people trying to sell us GPUs, right?
[00:53:27.960 --> 00:53:30.760]   The key differentiator is actually
[00:53:30.760 --> 00:53:36.400]   to find a way to balance the risk of node failure with,
[00:53:36.400 --> 00:53:36.960]   like--
[00:53:36.960 --> 00:53:37.520]   Yeah.
[00:53:37.520 --> 00:53:39.440]   Like, as long as the provider--
[00:53:39.440 --> 00:53:41.320]   like, I'm not, like, going to say 100%.
[00:53:41.320 --> 00:53:43.080]   But, like, if somebody can come and tell me
[00:53:43.080 --> 00:53:46.120]   that my nodes are so stable that I can share some costs with you
[00:53:46.120 --> 00:53:49.040]   if your node job dies, this is, like, green flag.
[00:53:49.040 --> 00:53:50.040]   Green flag, right?
[00:53:50.040 --> 00:53:52.040]   The moment they start to, ah, I cannot, like--
