
[00:00:00.040 --> 00:00:09.480]   Winds
[01:30:56.260 --> 01:30:56.260]   It's actually weird the way that we do language models right now where all of the information is in the weights.
[01:30:56.280 --> 01:31:26.280]   It's actually weird the way that we do language models right now where all of the information is in the weights.
[01:31:26.280 --> 01:31:26.280]   It's actually weird the way that we do language models right now where all of the information is in the weights.
[01:31:26.280 --> 01:31:26.280]   It's actually weird the way that we do language models right now where all of the information is in the weights.
[01:31:26.280 --> 01:31:26.280]   It's actually weird the way that we do language models right now where all of the information is in the weights.
[01:31:26.280 --> 01:31:26.280]   It's actually weird the way that we do language models right now where all of the information is in the weights.
[01:31:26.280 --> 01:31:26.280]   It's actually weird the way that we do language models right now where all of the information is in the weights.
[01:31:26.280 --> 01:31:26.280]   It's actually weird the way that we do language models right now where all of the information is in the weights.
[01:31:26.280 --> 01:31:26.280]   It's actually weird the way that we do language models right now where all of the information is in the weights.
[01:31:26.320 --> 01:31:56.300]  ,
[01:31:56.300 --> 01:31:56.300]   It's actually weird the way that we do language models right now where all of the information is in the weights.
[01:31:56.300 --> 01:31:56.300]   It's actually weird the way that we do language models right now where all of the information is in the weights.
[01:31:56.300 --> 01:31:56.300]   It's actually weird the way that we do language models right now where all of the information is in the weights.
[01:31:56.300 --> 01:31:56.300]   It's actually weird the way that we do language models right now where all of the information is in the weights.
[01:31:56.300 --> 01:31:56.300]   It's actually weird the way that we do language models right now where all of the information is in the weights.
[01:31:56.300 --> 01:31:56.300]   It's actually weird the way that we do language models right now where all of the information is in the weights.
[01:31:56.320 --> 01:32:26.320]   It's actually weird the way that we do language models right now where all of the information is in the weights.
[01:32:26.320 --> 01:32:26.320]   It's actually weird the way that we do language models right now where all of the information is in the weights.
[01:32:26.320 --> 01:32:26.320]   It's actually weird the way that we do language models right now where all of the information is in the weights.
[01:32:26.320 --> 01:32:26.320]   It's actually weird the way that we do language models right now where all of the information is in the weights.
[01:32:26.320 --> 01:32:26.320]   It's actually weird the way that we do language models right now where all of the information is in the weights.
[01:32:26.320 --> 01:32:26.320]   It's actually weird the way that we do language models right now where all of the information is in the weights.
[01:32:26.320 --> 01:32:26.320]   It's actually weird the way that we do language models right now where all of the information is in the weights.
[01:32:26.320 --> 01:32:26.320]   It's actually weird the way that we do language models right now where all of the information is in the weights.
[01:32:56.340 --> 01:32:56.340]   It's actually weird the way that we do language models right now where all of the information is in the weights.
[01:32:56.340 --> 01:32:56.340]   It's actually weird the way that we do language models right now where all of the information is in the weights.
[01:32:56.340 --> 01:32:56.340]   It's actually weird the way that we do language models right now where all of the information is in the weights.
[01:32:56.340 --> 01:32:56.340]   It's actually weird the way that we do language models right now where all of the information is in the weights.
[01:32:56.340 --> 01:32:56.340]   It's actually weird the way that we do language models right now where all of the information is in the weights.
[01:32:56.340 --> 01:32:56.340]   It's actually weird the way that we do language models right now where all of the information is in the weights.
[01:32:56.340 --> 01:32:56.340]   It's actually weird the way that we do language models right now where all of the information is in the weights.
[01:33:26.360 --> 01:33:26.360]   It's actually weird the way that we do language models right now where all of the information is in the weights.
[01:33:26.360 --> 01:33:26.360]   It's actually weird the way that we do language models right now where all of the information is in the weights.
[01:33:26.360 --> 01:33:26.360]   It's actually weird the way that we do language models right now where all of the information is in the weights.
[01:33:26.360 --> 01:33:26.360]   It's actually weird the way that we do language models right now where all of the information is in the weights.
[01:33:26.360 --> 01:33:26.360]   It's actually weird the way that we do language models right now where all of the information is in the weights.
[01:33:26.400 --> 01:33:56.380]  ,
[01:33:56.380 --> 01:33:56.380]   It's actually weird the way that we do language models right now where all of the information is in the weights.
[01:33:56.380 --> 01:33:56.380]   It's actually weird the way that we do language models right now where all of the information is in the weights.
[01:33:56.380 --> 01:33:56.380]   It's actually weird the way that we do language models right now where all of the information is in the weights.
[01:33:56.380 --> 01:33:56.380]   It's actually weird the way that we do language models right now where all of the information is in the weights.
[01:33:56.380 --> 01:33:56.380]   It's actually weird the way that we do language models right now where all of the information is in the weights.
[01:33:56.380 --> 01:33:56.380]   It's actually weird the way that we do language models right now where all of the information is in the weights.
[01:33:56.380 --> 01:33:56.380]   It's actually weird the way that we do language models right now where all of the information is in the weights.
[01:33:56.380 --> 01:33:56.380]   It's actually weird the way that we do language models right now where all of the information is in the weights.
[01:33:56.400 --> 01:34:26.400]   It's actually weird the way that we do language models right now where all of the information is in the weights.
[01:34:26.400 --> 01:34:26.400]   It's actually weird the way that we do language models right now where all of the information is in the weights.
[01:34:26.400 --> 01:34:26.400]   It's actually weird the way that we do language models right now where all of the information is in the weights.
[01:34:26.400 --> 01:34:26.400]   It's actually weird the way that we do language models right now where all of the information is in the weights.
[01:34:26.400 --> 01:34:26.400]   It's actually weird the way that we do language models right now where all of the information is in the weights.
[01:34:26.400 --> 01:34:26.400]   it's actually weird the way that we do language models right now where all of the information is in the weights.
[01:34:26.400 --> 01:34:26.400]   it's actually weird the way that we do language models right now where all of the information is in the weights.
[01:34:26.400 --> 01:34:26.400]   It's actually weird the way that we do language models right now where all of information is in the weights.
[01:34:26.440 --> 01:34:56.420]  ,
[01:34:56.420 --> 01:34:56.420]   it's actually weird the way that we do language models right now where all of the information is in the weights.
[01:34:56.420 --> 01:34:56.420]   it's actually weird the way that we do language models right now where all of the information is in the weights.
[01:34:56.420 --> 01:34:56.420]   it's actually weird the way that we do language models right now where all of the information is in the weights.
[01:34:56.420 --> 01:34:56.420]   it's actually weird the way that we do language models right now where all of the information is in the weights.
[01:34:56.440 --> 01:35:26.440]   I feel like I feel like a language model.
[01:35:26.440 --> 01:35:26.440]   I feel like I feel like I feel like a language model.
[01:35:26.440 --> 01:35:26.440]   I feel like I feel like I feel like a language model makes it more accessible for that person who's not smart enough to do that.
[01:35:26.440 --> 01:35:26.440]   They're not going to build a bomb trust me.
[01:35:26.440 --> 01:35:26.440]   The people the people who are incapable of figuring out how to like ask that question a bit more academically and get a real answer from it are not capable of procuring the materials which are somewhat controlled to build a bomb.
[01:35:26.480 --> 01:35:56.460]  ,
[01:35:56.460 --> 01:35:56.460]   You really need to know how to build a bomb to build a bomb you can hire people you can find like or you can hire people to build up you know what I was asking this question on my stream like can Jeff Bezos hire a hitman probably not but a language model can probably help you out you'll still go to jail right like it's not like the language model is gone like the language model it's like if you literally just hired someone on Fiverr but you you but you but okay GPT4 in terms of finding a hitman is like asking Fiverr how to find a hitman I understand but don't you think we're
